x_times_g,y_times_g,z_times_g,g_measured,TimeInterval,Date,,,,x_rad_per_sec,y_rad_per_sec,z_rad_per_sec,rms_rad_per_sec,TimeInterval,Date
0.122574,-0.493423,-0.860458,1.004454,107135.8112,2001-01-02 05:45:35.811 +0000,,,,-0.018338,-0.139196,0.147709,0.203788,107135.8113,2001-01-02 05:45:35.811 +0000
0.12442,-0.500122,-0.864441,1.008943,107135.8014,2001-01-02 05:45:35.801 +0000,,,,0.159075,-0.298741,0.194217,0.39022,107135.8013,2001-01-02 05:45:35.801 +0000
0.136536,-0.500046,-0.921509,1.058433,107135.7916,2001-01-02 05:45:35.792 +0000,,,,0.255257,-0.361504,0.201448,0.486233,107135.7913,2001-01-02 05:45:35.791 +0000
0.144119,-0.499878,-0.986771,1.11672,107135.7818,2001-01-02 05:45:35.782 +0000,,,,0.177884,-0.169928,0.154459,0.290475,107135.7814,2001-01-02 05:45:35.781 +0000
0.154358,-0.52182,-0.947372,1.091214,107135.772,2001-01-02 05:45:35.772 +0000,,,,0.022722,0.058794,0.074789,0.097808,107135.7714,2001-01-02 05:45:35.771 +0000
0.162689,-0.542099,-0.877625,1.040083,107135.7622,2001-01-02 05:45:35.762 +0000,,,,-0.085734,0.114953,-0.013713,0.144057,107135.7614,2001-01-02 05:45:35.761 +0000
0.164322,-0.555328,-0.859207,1.0325,107135.7524,2001-01-02 05:45:35.752 +0000,,,,-0.204467,0.08164,-0.094562,0.239612,107135.7514,2001-01-02 05:45:35.751 +0000
0.15834,-0.567459,-0.847992,1.030362,107135.7426,2001-01-02 05:45:35.743 +0000,,,,-0.319185,0.079266,-0.158372,0.365026,107135.7414,2001-01-02 05:45:35.741 +0000
0.143478,-0.549591,-0.84993,1.024325,107135.7328,2001-01-02 05:45:35.733 +0000,,,,-0.382333,0.194151,-0.206125,0.475773,107135.7314,2001-01-02 05:45:35.731 +0000
0.145111,-0.530136,-0.838257,1.006783,107135.723,2001-01-02 05:45:35.723 +0000,,,,-0.389155,0.281503,-0.204271,0.521931,107135.7214,2001-01-02 05:45:35.721 +0000
0.153198,-0.505737,-0.725372,0.8989,107135.7132,2001-01-02 05:45:35.713 +0000,,,,-0.189301,0.13896,-0.181165,0.29659,107135.7114,2001-01-02 05:45:35.711 +0000
0.144699,-0.511353,-0.838043,0.99484,107135.7034,2001-01-02 05:45:35.703 +0000,,,,0.015934,0.017663,-0.183724,0.185258,107135.7015,2001-01-02 05:45:35.701 +0000
0.13295,-0.518066,-0.878555,1.032305,107135.6936,2001-01-02 05:45:35.694 +0000,,,,0.069282,-0.002521,-0.176898,0.189998,107135.6915,2001-01-02 05:45:35.691 +0000
0.139389,-0.526718,-0.883255,1.039211,107135.6838,2001-01-02 05:45:35.684 +0000,,,,0.118397,-0.034416,-0.165795,0.206616,107135.6815,2001-01-02 05:45:35.681 +0000
0.143341,-0.532471,-0.898697,1.054552,107135.674,2001-01-02 05:45:35.674 +0000,,,,0.186631,-0.036501,-0.167466,0.253393,107135.6715,2001-01-02 05:45:35.672 +0000
0.157516,-0.533798,-0.90799,1.062851,107135.6642,2001-01-02 05:45:35.664 +0000,,,,0.239743,0.015708,-0.179003,0.299609,107135.6615,2001-01-02 05:45:35.662 +0000
0.172897,-0.507217,-0.910797,1.051947,107135.6544,2001-01-02 05:45:35.654 +0000,,,,0.244987,0.065715,-0.204748,0.325974,107135.6515,2001-01-02 05:45:35.652 +0000
0.161514,-0.48111,-0.900253,1.030846,107135.6446,2001-01-02 05:45:35.645 +0000,,,,0.20212,0.127445,-0.214821,0.321314,107135.6416,2001-01-02 05:45:35.642 +0000
0.160965,-0.455185,-0.888351,1.007774,107135.6348,2001-01-02 05:45:35.635 +0000,,,,0.151656,0.188162,-0.201436,0.314612,107135.6316,2001-01-02 05:45:35.632 +0000
0.159378,-0.453278,-0.883713,1.001227,107135.625,2001-01-02 05:45:35.625 +0000,,,,0.11081,0.239307,-0.184755,0.321995,107135.6216,2001-01-02 05:45:35.622 +0000
0.149628,-0.454559,-0.883316,0.999332,107135.6152,2001-01-02 05:45:35.615 +0000,,,,0.0914,0.278723,-0.178582,0.343413,107135.6116,2001-01-02 05:45:35.612 +0000
0.144562,-0.458237,-0.875534,0.992984,107135.6055,2001-01-02 05:45:35.605 +0000,,,,0.098924,0.282955,-0.192433,0.356202,107135.6016,2001-01-02 05:45:35.602 +0000
0.142365,-0.465439,-0.868896,0.989488,107135.5957,2001-01-02 05:45:35.596 +0000,,,,0.089616,0.255187,-0.218065,0.347425,107135.5916,2001-01-02 05:45:35.592 +0000
0.14061,-0.47319,-0.869171,0.992879,107135.5859,2001-01-02 05:45:35.586 +0000,,,,0.046144,0.215724,-0.224662,0.314864,107135.5816,2001-01-02 05:45:35.582 +0000
0.143951,-0.477722,-0.861526,0.98905,107135.5761,2001-01-02 05:45:35.576 +0000,,,,-0.002691,0.174144,-0.22381,0.283592,107135.5717,2001-01-02 05:45:35.572 +0000
0.138733,-0.480301,-0.854294,0.98446,107135.5663,2001-01-02 05:45:35.566 +0000,,,,-0.034558,0.142181,-0.216459,0.261274,107135.5617,2001-01-02 05:45:35.562 +0000
0.126678,-0.47908,-0.841949,0.973413,107135.5565,2001-01-02 05:45:35.556 +0000,,,,-0.055623,0.082524,-0.211096,0.233379,107135.5517,2001-01-02 05:45:35.552 +0000
0.108597,-0.475296,-0.83989,0.970736,107135.5467,2001-01-02 05:45:35.547 +0000,,,,-0.063922,0.023949,-0.202445,0.213644,107135.5417,2001-01-02 05:45:35.542 +0000
0.097351,-0.481628,-0.847794,0.980857,107135.5369,2001-01-02 05:45:35.537 +0000,,,,-0.043643,0.01651,-0.201219,0.206559,107135.5317,2001-01-02 05:45:35.532 +0000
0.086441,-0.489487,-0.864639,0.998666,107135.5271,2001-01-02 05:45:35.527 +0000,,,,-0.016052,0.053791,-0.210751,0.218099,107135.5217,2001-01-02 05:45:35.522 +0000
0.080261,-0.493912,-0.867401,1.003462,107135.5173,2001-01-02 05:45:35.517 +0000,,,,-0.010733,0.081441,-0.231092,0.245258,107135.5118,2001-01-02 05:45:35.512 +0000
0.088165,-0.49736,-0.864258,1.002522,107135.5075,2001-01-02 05:45:35.508 +0000,,,,-0.03831,0.076049,-0.249428,0.263563,107135.5018,2001-01-02 05:45:35.502 +0000
0.093033,-0.505829,-0.868347,1.009761,107135.4977,2001-01-02 05:45:35.498 +0000,,,,-0.071275,0.079183,-0.264618,0.285259,107135.4918,2001-01-02 05:45:35.492 +0000
0.095581,-0.514557,-0.87204,1.017653,107135.4879,2001-01-02 05:45:35.488 +0000,,,,-0.079722,0.075954,-0.275352,0.296552,107135.4818,2001-01-02 05:45:35.482 +0000
0.104919,-0.515213,-0.870682,1.017558,107135.4781,2001-01-02 05:45:35.478 +0000,,,,-0.060325,0.031227,-0.275099,0.283362,107135.4718,2001-01-02 05:45:35.472 +0000
0.106583,-0.514923,-0.868469,1.014798,107135.4683,2001-01-02 05:45:35.468 +0000,,,,-0.004737,-0.014516,-0.266052,0.266489,107135.4618,2001-01-02 05:45:35.462 +0000
0.100677,-0.509308,-0.881348,1.022645,107135.4585,2001-01-02 05:45:35.459 +0000,,,,0.072027,-0.013407,-0.270879,0.280612,107135.4518,2001-01-02 05:45:35.452 +0000
0.102966,-0.497009,-0.900558,1.033671,107135.4487,2001-01-02 05:45:35.449 +0000,,,,0.126237,0.044105,-0.29204,0.321198,107135.4418,2001-01-02 05:45:35.442 +0000
0.103638,-0.484665,-0.915207,1.039921,107135.4389,2001-01-02 05:45:35.439 +0000,,,,0.135432,0.150593,-0.310432,0.370659,107135.4319,2001-01-02 05:45:35.432 +0000
0.098633,-0.486237,-0.931335,1.054298,107135.4292,2001-01-02 05:45:35.429 +0000,,,,0.118965,0.267728,-0.323684,0.43658,107135.4219,2001-01-02 05:45:35.422 +0000
0.101959,-0.485199,-0.929901,1.052235,107135.4194,2001-01-02 05:45:35.419 +0000,,,,0.092043,0.327361,-0.325096,0.470451,107135.4119,2001-01-02 05:45:35.412 +0000
0.109055,-0.478683,-0.916382,1.036692,107135.4096,2001-01-02 05:45:35.410 +0000,,,,0.084567,0.319919,-0.316578,0.457954,107135.4019,2001-01-02 05:45:35.402 +0000
0.102127,-0.479202,-0.907578,1.029338,107135.3998,2001-01-02 05:45:35.400 +0000,,,,0.110126,0.304,-0.300335,0.441298,107135.3919,2001-01-02 05:45:35.392 +0000
0.09816,-0.472351,-0.900543,1.019642,107135.39,2001-01-02 05:45:35.390 +0000,,,,0.153722,0.294506,-0.275439,0.431545,107135.3819,2001-01-02 05:45:35.382 +0000
0.102234,-0.462784,-0.891235,1.006493,107135.3802,2001-01-02 05:45:35.380 +0000,,,,0.20474,0.279719,-0.239793,0.4215,107135.372,2001-01-02 05:45:35.372 +0000
0.094513,-0.451096,-0.874115,0.98495,107135.3704,2001-01-02 05:45:35.370 +0000,,,,0.256003,0.240377,-0.22545,0.417308,107135.362,2001-01-02 05:45:35.362 +0000
0.087936,-0.447327,-0.850311,0.961449,107135.3606,2001-01-02 05:45:35.361 +0000,,,,0.271321,0.159423,-0.227264,0.388175,107135.352,2001-01-02 05:45:35.352 +0000
0.084045,-0.454193,-0.822235,0.93954,107135.3508,2001-01-02 05:45:35.351 +0000,,,,0.24107,0.056,-0.254968,0.35533,107135.342,2001-01-02 05:45:35.342 +0000
0.076401,-0.46434,-0.806198,0.930396,107135.341,2001-01-02 05:45:35.341 +0000,,,,0.166123,-0.024096,-0.312956,0.355132,107135.332,2001-01-02 05:45:35.332 +0000
0.078766,-0.466034,-0.800064,0.925904,107135.3312,2001-01-02 05:45:35.331 +0000,,,,0.027097,-0.081858,-0.367162,0.377151,107135.322,2001-01-02 05:45:35.322 +0000
0.074677,-0.46936,-0.805618,0.932413,107135.3214,2001-01-02 05:45:35.321 +0000,,,,-0.145264,-0.088491,-0.413185,0.446827,107135.3121,2001-01-02 05:45:35.312 +0000
0.06752,-0.466599,-0.825897,0.948828,107135.3116,2001-01-02 05:45:35.312 +0000,,,,-0.32113,-0.060976,-0.434748,0.54392,107135.3021,2001-01-02 05:45:35.302 +0000
0.050613,-0.468857,-0.835144,0.958363,107135.3018,2001-01-02 05:45:35.302 +0000,,,,-0.477641,-0.080298,-0.447506,0.659432,107135.2921,2001-01-02 05:45:35.292 +0000
0.0354,-0.466309,-0.843811,0.9651,107135.292,2001-01-02 05:45:35.292 +0000,,,,-0.579732,-0.11449,-0.458787,0.748119,107135.2821,2001-01-02 05:45:35.282 +0000
0.019318,-0.4711,-0.850906,0.973917,107135.2822,2001-01-02 05:45:35.282 +0000,,,,-0.638168,-0.152883,-0.459077,0.800864,107135.2721,2001-01-02 05:45:35.272 +0000
0.008377,-0.493759,-0.877869,1.008048,107135.2724,2001-01-02 05:45:35.272 +0000,,,,-0.626484,-0.14329,-0.460093,0.790379,107135.2621,2001-01-02 05:45:35.262 +0000
0.002884,-0.52092,-0.913788,1.052663,107135.2626,2001-01-02 05:45:35.263 +0000,,,,-0.536055,-0.095311,-0.470298,0.719457,107135.2522,2001-01-02 05:45:35.252 +0000
0.008575,-0.528793,-0.940109,1.079974,107135.2528,2001-01-02 05:45:35.253 +0000,,,,-0.395713,-0.037652,-0.457754,0.606255,107135.2421,2001-01-02 05:45:35.242 +0000
0.021301,-0.522385,-0.953445,1.089325,107135.243,2001-01-02 05:45:35.243 +0000,,,,-0.22472,0.035021,-0.414057,0.472407,107135.2322,2001-01-02 05:45:35.232 +0000
0.034164,-0.508514,-0.962875,1.092307,107135.2332,2001-01-02 05:45:35.233 +0000,,,,-0.066686,0.11945,-0.351246,0.376947,107135.2222,2001-01-02 05:45:35.222 +0000
0.044235,-0.489014,-0.96492,1.086049,107135.2234,2001-01-02 05:45:35.223 +0000,,,,0.037947,0.217707,-0.281354,0.357766,107135.2122,2001-01-02 05:45:35.212 +0000
0.050369,-0.476257,-0.964691,1.07924,107135.2136,2001-01-02 05:45:35.214 +0000,,,,0.094854,0.299882,-0.238453,0.394698,107135.2022,2001-01-02 05:45:35.202 +0000
0.041336,-0.478867,-0.935455,1.052131,107135.2038,2001-01-02 05:45:35.204 +0000,,,,0.10024,0.28923,-0.239456,0.388641,107135.1922,2001-01-02 05:45:35.192 +0000
0.041641,-0.490997,-0.885376,1.012593,107135.194,2001-01-02 05:45:35.194 +0000,,,,0.095262,0.242302,-0.260732,0.368465,107135.1822,2001-01-02 05:45:35.182 +0000
0.054001,-0.501373,-0.855286,0.991408,107135.1842,2001-01-02 05:45:35.184 +0000,,,,0.098736,0.208168,-0.279849,0.362489,107135.1723,2001-01-02 05:45:35.172 +0000
0.068451,-0.500397,-0.839294,0.977145,107135.1744,2001-01-02 05:45:35.174 +0000,,,,0.07254,0.106961,-0.274408,0.303319,107135.1623,2001-01-02 05:45:35.162 +0000
0.086136,-0.48877,-0.815704,0.950931,107135.1646,2001-01-02 05:45:35.165 +0000,,,,0.031408,-0.005946,-0.257283,0.259261,107135.1523,2001-01-02 05:45:35.152 +0000
0.09642,-0.489563,-0.810349,0.946754,107135.1548,2001-01-02 05:45:35.155 +0000,,,,-0.011939,-0.078419,-0.258447,0.270346,107135.1423,2001-01-02 05:45:35.142 +0000
0.085495,-0.498047,-0.817169,0.957,107135.145,2001-01-02 05:45:35.145 +0000,,,,-0.047961,-0.084915,-0.289659,0.305636,107135.1323,2001-01-02 05:45:35.132 +0000
0.050888,-0.505814,-0.829483,0.97154,107135.1352,2001-01-02 05:45:35.135 +0000,,,,-0.066084,-0.022201,-0.339103,0.346195,107135.1223,2001-01-02 05:45:35.122 +0000
0.019363,-0.511871,-0.836227,0.980463,107135.1254,2001-01-02 05:45:35.125 +0000,,,,-0.093468,-0.037242,-0.381988,0.395016,107135.1124,2001-01-02 05:45:35.112 +0000
-0.000931,-0.512009,-0.815536,0.962951,107135.1157,2001-01-02 05:45:35.116 +0000,,,,-0.138444,-0.172652,-0.417184,0.472248,107135.1024,2001-01-02 05:45:35.102 +0000
-0.000549,-0.526016,-0.799286,0.956877,107135.1059,2001-01-02 05:45:35.106 +0000,,,,-0.195034,-0.333633,-0.450252,0.593361,107135.0924,2001-01-02 05:45:35.092 +0000
-0.000137,-0.541916,-0.803864,0.969587,107135.0961,2001-01-02 05:45:35.096 +0000,,,,-0.239957,-0.437171,-0.519727,0.720288,107135.0824,2001-01-02 05:45:35.082 +0000
0.002563,-0.555847,-0.826965,0.996414,107135.0863,2001-01-02 05:45:35.086 +0000,,,,-0.26941,-0.422472,-0.596899,0.779328,107135.0724,2001-01-02 05:45:35.072 +0000
0.005783,-0.570831,-0.8694,1.040209,107135.0765,2001-01-02 05:45:35.076 +0000,,,,-0.279406,-0.305364,-0.622929,0.7479,107135.0624,2001-01-02 05:45:35.062 +0000
0.0009,-0.58197,-0.919571,1.08868,107135.0667,2001-01-02 05:45:35.067 +0000,,,,-0.249674,-0.245758,-0.65174,0.739932,107135.0525,2001-01-02 05:45:35.052 +0000
-0.004471,-0.597229,-0.900879,1.083425,107135.0569,2001-01-02 05:45:35.057 +0000,,,,-0.171941,-0.214839,-0.664122,0.718872,107135.0425,2001-01-02 05:45:35.042 +0000
-0.004669,-0.531296,-0.89917,1.044527,107135.0471,2001-01-02 05:45:35.047 +0000,,,,-0.054715,-0.224315,-0.653688,0.693267,107135.0325,2001-01-02 05:45:35.032 +0000
-0.007889,-0.503769,-0.889832,1.022773,107135.0373,2001-01-02 05:45:35.037 +0000,,,,0.070199,-0.316806,-0.615196,0.695529,107135.0225,2001-01-02 05:45:35.022 +0000
-0.015121,-0.502853,-0.859451,0.995753,107135.0275,2001-01-02 05:45:35.027 +0000,,,,0.165423,-0.46254,-0.559663,0.744668,107135.0125,2001-01-02 05:45:35.013 +0000
0.001968,-0.474854,-0.843521,0.968019,107135.0177,2001-01-02 05:45:35.018 +0000,,,,0.214781,-0.570021,-0.52912,0.806859,107135.0025,2001-01-02 05:45:35.003 +0000
0.018188,-0.448486,-0.854752,0.965277,107135.0079,2001-01-02 05:45:35.008 +0000,,,,0.268343,-0.412302,-0.521707,0.717063,107134.9925,2001-01-02 05:45:34.993 +0000
0.030396,-0.437973,-0.896957,0.998205,107134.9981,2001-01-02 05:45:34.998 +0000,,,,0.379711,0.134296,-0.509619,0.649559,107134.9825,2001-01-02 05:45:34.983 +0000
0.074463,-0.433548,-0.969711,1.062258,107134.9883,2001-01-02 05:45:34.988 +0000,,,,0.475099,0.665995,-0.486913,0.952025,107134.9726,2001-01-02 05:45:34.973 +0000
0.015945,-0.436951,-0.983093,1.076102,107134.9785,2001-01-02 05:45:34.979 +0000,,,,0.453452,0.712896,-0.469022,0.966344,107134.9626,2001-01-02 05:45:34.963 +0000
-0.021927,-0.422028,-0.915405,1.008379,107134.9687,2001-01-02 05:45:34.969 +0000,,,,0.386207,0.663982,-0.41378,0.872492,107134.9526,2001-01-02 05:45:34.953 +0000
-0.002365,-0.419937,-0.893646,0.988338,107134.9589,2001-01-02 05:45:34.959 +0000,,,,0.308374,0.599083,-0.357498,0.762758,107134.9426,2001-01-02 05:45:34.943 +0000
-0.006897,-0.418137,-0.888641,0.98319,107134.9491,2001-01-02 05:45:34.949 +0000,,,,0.232829,0.506479,-0.305399,0.635609,107134.9326,2001-01-02 05:45:34.933 +0000
0.00444,-0.416656,-0.886475,0.980122,107134.9393,2001-01-02 05:45:34.939 +0000,,,,0.180792,0.410678,-0.260613,0.518904,107134.9226,2001-01-02 05:45:34.923 +0000
0.007797,-0.423828,-0.881104,0.978303,107134.9295,2001-01-02 05:45:34.930 +0000,,,,0.156383,0.325564,-0.210326,0.417953,107134.9126,2001-01-02 05:45:34.913 +0000
-0.009338,-0.423187,-0.873703,0.971502,107134.9197,2001-01-02 05:45:34.920 +0000,,,,0.14579,0.25536,-0.165329,0.337339,107134.9027,2001-01-02 05:45:34.903 +0000
-0.02446,-0.420883,-0.866928,0.96433,107134.9099,2001-01-02 05:45:34.910 +0000,,,,0.138409,0.195785,-0.131025,0.273233,107134.8927,2001-01-02 05:45:34.893 +0000
-0.027466,-0.430481,-0.857605,0.960356,107134.9001,2001-01-02 05:45:34.900 +0000,,,,0.129995,0.142574,-0.10743,0.220833,107134.8827,2001-01-02 05:45:34.883 +0000
-0.043152,-0.446198,-0.857346,0.967578,107134.8903,2001-01-02 05:45:34.890 +0000,,,,0.127009,0.081883,-0.094463,0.178212,107134.8727,2001-01-02 05:45:34.873 +0000
-0.04628,-0.455475,-0.856796,0.972001,107134.8805,2001-01-02 05:45:34.881 +0000,,,,0.129384,0.021184,-0.086802,0.157238,107134.8627,2001-01-02 05:45:34.863 +0000
-0.034637,-0.463379,-0.856628,0.976009,107134.8707,2001-01-02 05:45:34.871 +0000,,,,0.123156,-0.019291,-0.08246,0.149463,107134.8527,2001-01-02 05:45:34.853 +0000
-0.033218,-0.46283,-0.859695,0.978635,107134.861,2001-01-02 05:45:34.861 +0000,,,,0.105097,-0.03315,-0.081476,0.13705,107134.8428,2001-01-02 05:45:34.843 +0000
-0.037048,-0.459915,-0.866516,0.983307,107134.8512,2001-01-02 05:45:34.851 +0000,,,,0.07417,-0.027849,-0.082768,0.114574,107134.8328,2001-01-02 05:45:34.833 +0000
-0.035004,-0.455109,-0.868881,0.983028,107134.8414,2001-01-02 05:45:34.841 +0000,,,,0.033457,0.011546,-0.078875,0.086452,107134.8228,2001-01-02 05:45:34.823 +0000
-0.038528,-0.450012,-0.87265,0.983846,107134.8316,2001-01-02 05:45:34.832 +0000,,,,0.00112,0.078652,-0.071796,0.106499,107134.8128,2001-01-02 05:45:34.813 +0000
-0.045532,-0.447784,-0.885956,0.994687,107134.8218,2001-01-02 05:45:34.822 +0000,,,,-0.014091,0.138298,-0.070993,0.156093,107134.8028,2001-01-02 05:45:34.803 +0000
-0.056824,-0.45697,-0.890701,1.002963,107134.812,2001-01-02 05:45:34.812 +0000,,,,0.003821,0.16285,-0.055979,0.172245,107134.7928,2001-01-02 05:45:34.793 +0000
-0.063736,-0.463257,-0.886398,1.001931,107134.8022,2001-01-02 05:45:34.802 +0000,,,,0.038917,0.15334,-0.035415,0.162117,107134.7829,2001-01-02 05:45:34.783 +0000
-0.06662,-0.461548,-0.886536,1.000859,107134.7924,2001-01-02 05:45:34.792 +0000,,,,0.084968,0.090555,-0.022111,0.12613,107134.7728,2001-01-02 05:45:34.773 +0000
-0.06723,-0.464081,-0.87941,0.995762,107134.7826,2001-01-02 05:45:34.783 +0000,,,,0.119407,0.020274,-0.021688,0.123043,107134.7629,2001-01-02 05:45:34.763 +0000
-0.065308,-0.455215,-0.880173,0.992144,107134.7728,2001-01-02 05:45:34.773 +0000,,,,0.129262,-0.025544,-0.028977,0.13491,107134.7529,2001-01-02 05:45:34.753 +0000
-0.062637,-0.463882,-0.884613,1.000358,107134.763,2001-01-02 05:45:34.763 +0000,,,,0.129355,-0.053225,-0.02249,0.141674,107134.7429,2001-01-02 05:45:34.743 +0000
-0.063034,-0.466675,-0.899872,1.015222,107134.7532,2001-01-02 05:45:34.753 +0000,,,,0.121884,-0.061732,-0.013969,0.137337,107134.7329,2001-01-02 05:45:34.733 +0000
-0.061356,-0.457657,-0.909119,1.019294,107134.7434,2001-01-02 05:45:34.743 +0000,,,,0.125917,-0.036117,0.004153,0.13106,107134.7229,2001-01-02 05:45:34.723 +0000
-0.059631,-0.449661,-0.90535,1.012123,107134.7336,2001-01-02 05:45:34.734 +0000,,,,0.122405,0.008665,0.021104,0.124513,107134.7129,2001-01-02 05:45:34.713 +0000
-0.052414,-0.440186,-0.911743,1.013472,107134.7238,2001-01-02 05:45:34.724 +0000,,,,0.091368,0.043779,0.014388,0.102332,107134.703,2001-01-02 05:45:34.703 +0000
-0.053009,-0.448868,-0.901978,1.009202,107134.714,2001-01-02 05:45:34.714 +0000,,,,0.062541,0.065042,0.005588,0.090405,107134.693,2001-01-02 05:45:34.693 +0000
-0.04924,-0.452072,-0.889832,1.00031,107134.7042,2001-01-02 05:45:34.704 +0000,,,,0.041245,0.080965,-0.010627,0.091484,107134.683,2001-01-02 05:45:34.683 +0000
-0.054672,-0.451462,-0.880463,0.992053,107134.6944,2001-01-02 05:45:34.694 +0000,,,,0.030638,0.090504,-0.026752,0.099224,107134.673,2001-01-02 05:45:34.673 +0000
-0.055862,-0.454575,-0.875214,0.989222,107134.6846,2001-01-02 05:45:34.685 +0000,,,,0.030791,0.07024,-0.036312,0.084855,107134.663,2001-01-02 05:45:34.663 +0000
-0.054901,-0.461578,-0.874954,0.992815,107134.6748,2001-01-02 05:45:34.675 +0000,,,,0.050234,0.026557,-0.044611,0.072242,107134.653,2001-01-02 05:45:34.653 +0000
-0.050385,-0.463364,-0.869827,0.989328,107134.665,2001-01-02 05:45:34.665 +0000,,,,0.082459,-0.01286,-0.054971,0.099934,107134.6431,2001-01-02 05:45:34.643 +0000
-0.045685,-0.460007,-0.865143,0.983057,107134.6552,2001-01-02 05:45:34.655 +0000,,,,0.117699,-0.019241,-0.061127,0.134015,107134.6331,2001-01-02 05:45:34.633 +0000
-0.05867,-0.456696,-0.870636,0.985709,107134.6454,2001-01-02 05:45:34.645 +0000,,,,0.144371,-0.023485,-0.062004,0.158868,107134.6231,2001-01-02 05:45:34.623 +0000
-0.066711,-0.456085,-0.878006,0.991744,107134.6356,2001-01-02 05:45:34.636 +0000,,,,0.156124,-0.025615,-0.065124,0.171091,107134.6131,2001-01-02 05:45:34.613 +0000
-0.071671,-0.454041,-0.881744,0.993665,107134.6258,2001-01-02 05:45:34.626 +0000,,,,0.144379,-0.017109,-0.068432,0.160689,107134.6031,2001-01-02 05:45:34.603 +0000
-0.076965,-0.453522,-0.885666,0.997085,107134.616,2001-01-02 05:45:34.616 +0000,,,,0.103774,0.006293,-0.069838,0.125244,107134.5931,2001-01-02 05:45:34.593 +0000
-0.084152,-0.453384,-0.895584,1.006077,107134.6063,2001-01-02 05:45:34.606 +0000,,,,0.06198,0.054199,-0.070251,0.108232,107134.5832,2001-01-02 05:45:34.583 +0000
-0.086395,-0.44931,-0.905609,1.013386,107134.5965,2001-01-02 05:45:34.596 +0000,,,,0.039316,0.109584,-0.067349,0.1345,107134.5732,2001-01-02 05:45:34.573 +0000
-0.079514,-0.444916,-0.911179,1.016208,107134.5867,2001-01-02 05:45:34.587 +0000,,,,0.047676,0.12986,-0.055594,0.149088,107134.5632,2001-01-02 05:45:34.563 +0000
-0.07103,-0.438416,-0.914719,1.016472,107134.5769,2001-01-02 05:45:34.577 +0000,,,,0.087142,0.099045,-0.03601,0.136749,107134.5532,2001-01-02 05:45:34.553 +0000
-0.068176,-0.432404,-0.917648,1.016294,107134.5671,2001-01-02 05:45:34.567 +0000,,,,0.16525,0.000103,-0.007433,0.165417,107134.5432,2001-01-02 05:45:34.543 +0000
-0.061188,-0.429047,-0.920898,1.017808,107134.5573,2001-01-02 05:45:34.557 +0000,,,,0.269022,-0.122245,0.025655,0.296606,107134.5332,2001-01-02 05:45:34.533 +0000
-0.06398,-0.423691,-0.917633,1.012641,107134.5475,2001-01-02 05:45:34.547 +0000,,,,0.362187,-0.229738,0.03833,0.430614,107134.5232,2001-01-02 05:45:34.523 +0000
-0.067551,-0.427612,-0.915131,1.012593,107134.5377,2001-01-02 05:45:34.538 +0000,,,,0.423437,-0.295816,0.007936,0.516594,107134.5132,2001-01-02 05:45:34.513 +0000
-0.070312,-0.426407,-0.909363,1.0072,107134.5279,2001-01-02 05:45:34.528 +0000,,,,0.427926,-0.284213,-0.03908,0.515193,107134.5033,2001-01-02 05:45:34.503 +0000
-0.066956,-0.428711,-0.89975,0.999257,107134.5181,2001-01-02 05:45:34.518 +0000,,,,0.376576,-0.217193,-0.060979,0.438977,107134.4933,2001-01-02 05:45:34.493 +0000
-0.065552,-0.431046,-0.899323,0.999361,107134.5083,2001-01-02 05:45:34.508 +0000,,,,0.308049,-0.148007,-0.063766,0.347659,107134.4833,2001-01-02 05:45:34.483 +0000
-0.061661,-0.433289,-0.899017,0.999431,107134.4985,2001-01-02 05:45:34.498 +0000,,,,0.233151,-0.095846,-0.056934,0.258432,107134.4733,2001-01-02 05:45:34.473 +0000
-0.06163,-0.432678,-0.894897,0.995886,107134.4887,2001-01-02 05:45:34.489 +0000,,,,0.15626,-0.065008,-0.056468,0.178415,107134.4633,2001-01-02 05:45:34.463 +0000
-0.062271,-0.425797,-0.893845,0.992404,107134.4789,2001-01-02 05:45:34.479 +0000,,,,0.092264,-0.04271,-0.066577,0.121529,107134.4533,2001-01-02 05:45:34.453 +0000
-0.070908,-0.418503,-0.89238,0.98799,107134.4691,2001-01-02 05:45:34.469 +0000,,,,0.046477,-0.039572,-0.076512,0.097878,107134.4434,2001-01-02 05:45:34.443 +0000
-0.075424,-0.415466,-0.892731,0.98769,107134.4593,2001-01-02 05:45:34.459 +0000,,,,0.027468,-0.063049,-0.087261,0.111104,107134.4334,2001-01-02 05:45:34.433 +0000
-0.071915,-0.412796,-0.892792,0.98651,107134.4495,2001-01-02 05:45:34.449 +0000,,,,0.042461,-0.082205,-0.083902,0.1249,107134.4234,2001-01-02 05:45:34.423 +0000
-0.064346,-0.414337,-0.89241,0.986586,107134.4397,2001-01-02 05:45:34.440 +0000,,,,0.088254,-0.09066,-0.070748,0.14496,107134.4134,2001-01-02 05:45:34.413 +0000
-0.053772,-0.414429,-0.897034,0.990259,107134.4299,2001-01-02 05:45:34.430 +0000,,,,0.151291,-0.109815,-0.080956,0.20372,107134.4034,2001-01-02 05:45:34.403 +0000
-0.061127,-0.41246,-0.911362,1.002267,107134.4201,2001-01-02 05:45:34.420 +0000,,,,0.213324,-0.14069,-0.092207,0.271667,107134.3934,2001-01-02 05:45:34.393 +0000
