x_times_g,y_times_g,z_times_g,g_measured,TimeInterval,Date,,,,x_rad_per_sec,y_rad_per_sec,z_rad_per_sec,rms_rad_per_sec,TimeInterval,Date
-0.010239,-0.682541,-0.805237,1.059408,59086.29298,2001-01-01 16:24:46.293 +0000,,,,8.776099,0.394517,1.837225,8.975018,59081.60223,2001-01-01 16:24:41.602 +0000
-0.00563,-0.678406,-0.79628,1.04933,59086.28319,2001-01-01 16:24:46.283 +0000,,,,7.980868,0.37759,1.690861,8.166752,59081.59222,2001-01-01 16:24:41.592 +0000
-0.013336,-0.675995,-0.786743,1.039685,59086.27339,2001-01-01 16:24:46.273 +0000,,,,7.358154,0.285986,1.450766,7.505261,59081.58224,2001-01-01 16:24:41.582 +0000
-0.030762,-0.67128,-0.777512,1.029701,59086.26357,2001-01-01 16:24:46.264 +0000,,,,6.855137,0.114598,1.220245,6.963837,59081.57226,2001-01-01 16:24:41.572 +0000
-0.049911,-0.666016,-0.76973,1.021425,59086.25377,2001-01-01 16:24:46.254 +0000,,,,6.404291,-0.028024,0.976106,6.478311,59081.56225,2001-01-01 16:24:41.562 +0000
-0.071579,-0.659363,-0.774155,1.021952,59086.24397,2001-01-01 16:24:46.244 +0000,,,,5.896525,-0.173697,0.806388,5.953943,59081.55227,2001-01-01 16:24:41.552 +0000
-0.086838,-0.655441,-0.781235,1.026202,59086.23418,2001-01-01 16:24:46.234 +0000,,,,5.280471,-0.255394,0.692396,5.331793,59081.54229,2001-01-01 16:24:41.542 +0000
-0.089874,-0.6633,-0.776718,1.028228,59086.22438,2001-01-01 16:24:46.224 +0000,,,,4.549602,-0.231601,0.623288,4.597935,59081.53231,2001-01-01 16:24:41.532 +0000
-0.082443,-0.674179,-0.776657,1.035767,59086.21458,2001-01-01 16:24:46.215 +0000,,,,3.737112,-0.1098,0.579007,3.783294,59081.5223,2001-01-01 16:24:41.522 +0000
-0.070786,-0.682877,-0.774155,1.039747,59086.20476,2001-01-01 16:24:46.205 +0000,,,,2.849152,-0.022161,0.527899,2.897729,59081.51232,2001-01-01 16:24:41.512 +0000
-0.071716,-0.688141,-0.755188,1.030173,59086.19496,2001-01-01 16:24:46.195 +0000,,,,1.899174,-0.101844,0.465074,1.95794,59081.50234,2001-01-01 16:24:41.502 +0000
-0.085144,-0.690598,-0.745392,1.025746,59086.18517,2001-01-01 16:24:46.185 +0000,,,,0.969299,-0.326485,0.364311,1.085751,59081.49233,2001-01-01 16:24:41.492 +0000
-0.101547,-0.702347,-0.74118,1.032751,59086.17537,2001-01-01 16:24:46.175 +0000,,,,0.05501,-0.576907,0.172901,0.604767,59081.48235,2001-01-01 16:24:41.482 +0000
-0.114716,-0.703888,-0.7444,1.038458,59086.16557,2001-01-01 16:24:46.166 +0000,,,,-0.835892,-0.798582,-0.031252,1.156471,59081.47238,2001-01-01 16:24:41.472 +0000
-0.118301,-0.702332,-0.744476,1.039622,59086.15575,2001-01-01 16:24:46.156 +0000,,,,-1.609601,-0.840032,-0.192363,1.82578,59081.46237,2001-01-01 16:24:41.462 +0000
-0.122879,-0.716324,-0.732178,1.040223,59086.14595,2001-01-01 16:24:46.146 +0000,,,,-2.2758,-0.691658,-0.303045,2.39781,59081.45239,2001-01-01 16:24:41.452 +0000
-0.124252,-0.718369,-0.735519,1.044373,59086.13615,2001-01-01 16:24:46.136 +0000,,,,-2.979882,-0.460144,-0.383222,3.039455,59081.44241,2001-01-01 16:24:41.442 +0000
-0.131943,-0.716888,-0.754791,1.057046,59086.12636,2001-01-01 16:24:46.126 +0000,,,,-3.725131,-0.128445,-0.431893,3.752283,59081.43243,2001-01-01 16:24:41.432 +0000
-0.140076,-0.71936,-0.761002,1.06034,59086.11656,2001-01-01 16:24:46.117 +0000,,,,-4.462987,0.216044,-0.479481,4.493866,59081.42242,2001-01-01 16:24:41.422 +0000
-0.154709,-0.715897,-0.752167,1.050841,59086.10677,2001-01-01 16:24:46.107 +0000,,,,-5.1277,0.410405,-0.518687,5.170181,59081.41244,2001-01-01 16:24:41.412 +0000
-0.169724,-0.70195,-0.728226,1.025799,59086.09694,2001-01-01 16:24:46.097 +0000,,,,-5.59215,0.400389,-0.55385,5.633756,59081.40246,2001-01-01 16:24:41.402 +0000
-0.18248,-0.684723,-0.723907,1.01277,59086.08714,2001-01-01 16:24:46.087 +0000,,,,-5.815876,0.221128,-0.606161,5.851559,59081.39245,2001-01-01 16:24:41.392 +0000
-0.181274,-0.683746,-0.734573,1.020258,59086.07735,2001-01-01 16:24:46.077 +0000,,,,-5.939453,-0.156235,-0.672217,5.979414,59081.38247,2001-01-01 16:24:41.382 +0000
-0.183502,-0.685349,-0.740158,1.025323,59086.06755,2001-01-01 16:24:46.068 +0000,,,,-6.089863,-0.538236,-0.881622,6.176843,59081.37249,2001-01-01 16:24:41.372 +0000
-0.183594,-0.70105,-0.732086,1.029735,59086.05775,2001-01-01 16:24:46.058 +0000,,,,-6.333869,-0.774737,-1.240577,6.50055,59081.36248,2001-01-01 16:24:41.362 +0000
-0.166489,-0.722961,-0.691818,1.017365,59086.04796,2001-01-01 16:24:46.048 +0000,,,,-6.627284,-0.862274,-1.654764,6.884958,59081.3525,2001-01-01 16:24:41.353 +0000
-0.161255,-0.727356,-0.6604,0.999629,59086.03813,2001-01-01 16:24:46.038 +0000,,,,-6.893712,-0.844235,-2.031658,7.236272,59081.34252,2001-01-01 16:24:41.343 +0000
-0.170929,-0.735367,-0.688965,1.024623,59086.02834,2001-01-01 16:24:46.028 +0000,,,,-7.10663,-0.775835,-2.30682,7.511826,59081.33254,2001-01-01 16:24:41.333 +0000
-0.181152,-0.722809,-0.766174,1.070057,59086.01854,2001-01-01 16:24:46.019 +0000,,,,-7.210914,-0.639898,-2.443594,7.640543,59081.32253,2001-01-01 16:24:41.323 +0000
-0.183899,-0.722229,-0.790314,1.090388,59086.00874,2001-01-01 16:24:46.009 +0000,,,,-7.188003,-0.563109,-2.414798,7.603666,59081.31256,2001-01-01 16:24:41.313 +0000
-0.183716,-0.716904,-0.73526,1.048826,59085.99895,2001-01-01 16:24:45.999 +0000,,,,-7.106541,-0.570238,-2.307378,7.49347,59081.30258,2001-01-01 16:24:41.303 +0000
-0.181473,-0.712936,-0.581345,0.946328,59085.98913,2001-01-01 16:24:45.989 +0000,,,,-7.050599,-0.652895,-2.149705,7.399895,59081.29257,2001-01-01 16:24:41.293 +0000
-0.183701,-0.704132,-0.540909,0.910317,59085.97934,2001-01-01 16:24:45.979 +0000,,,,-7.089232,-0.787834,-1.99787,7.407387,59081.28259,2001-01-01 16:24:41.283 +0000
-0.184616,-0.718292,-0.633331,0.977072,59085.96954,2001-01-01 16:24:45.970 +0000,,,,-7.269502,-0.831496,-1.939132,7.569496,59081.27261,2001-01-01 16:24:41.273 +0000
-0.185516,-0.721008,-0.657242,0.993432,59085.95974,2001-01-01 16:24:45.960 +0000,,,,-7.584944,-0.855136,-1.928374,7.872818,59081.2626,2001-01-01 16:24:41.263 +0000
-0.188538,-0.712128,-0.704636,1.017863,59085.94995,2001-01-01 16:24:45.950 +0000,,,,-7.930358,-0.82984,-1.935048,8.205097,59081.25262,2001-01-01 16:24:41.253 +0000
-0.206726,-0.717026,-0.712708,1.019622,59085.94012,2001-01-01 16:24:45.940 +0000,,,,-8.228255,-0.67887,-1.967387,8.487382,59081.24264,2001-01-01 16:24:41.243 +0000
-0.213257,-0.703445,-0.719604,1.012598,59085.93032,2001-01-01 16:24:45.930 +0000,,,,-8.398326,-0.36254,-1.940545,8.627226,59081.23266,2001-01-01 16:24:41.233 +0000
-0.222031,-0.69368,-0.72731,1.010752,59085.92053,2001-01-01 16:24:45.921 +0000,,,,-8.351419,-0.033105,-1.848163,8.553537,59081.22265,2001-01-01 16:24:41.223 +0000
-0.200729,-0.70047,-0.748062,1.030232,59085.91073,2001-01-01 16:24:45.911 +0000,,,,-8.146003,0.126022,-1.747838,8.332357,59081.21267,2001-01-01 16:24:41.213 +0000
-0.193954,-0.699997,-0.760666,1.038759,59085.90094,2001-01-01 16:24:45.901 +0000,,,,-7.847193,0.176498,-1.672231,8.025331,59081.20269,2001-01-01 16:24:41.203 +0000
-0.187317,-0.706116,-0.741867,1.030668,59085.89114,2001-01-01 16:24:45.891 +0000,,,,-7.614253,0.173679,-1.589445,7.780318,59081.19268,2001-01-01 16:24:41.193 +0000
-0.180023,-0.70134,-0.720551,1.016469,59085.88134,2001-01-01 16:24:45.881 +0000,,,,-7.535471,0.053638,-1.47853,7.679339,59081.1827,2001-01-01 16:24:41.183 +0000
-0.132477,-0.708542,-0.710693,1.014776,59085.87152,2001-01-01 16:24:45.872 +0000,,,,-7.578493,-0.088695,-1.299993,7.689694,59081.17272,2001-01-01 16:24:41.173 +0000
-0.11264,-0.707199,-0.714447,1.015346,59085.86172,2001-01-01 16:24:45.862 +0000,,,,-7.703188,-0.207418,-1.028041,7.774252,59081.16271,2001-01-01 16:24:41.163 +0000
-0.106995,-0.696182,-0.715469,1.006507,59085.85192,2001-01-01 16:24:45.852 +0000,,,,-7.782386,-0.147358,-0.842818,7.829278,59081.15273,2001-01-01 16:24:41.153 +0000
-0.105469,-0.689178,-0.706619,0.994114,59085.84213,2001-01-01 16:24:45.842 +0000,,,,-7.635912,0.090533,-0.751653,7.673352,59081.14276,2001-01-01 16:24:41.143 +0000
-0.102036,-0.692581,-0.718689,1.004515,59085.83233,2001-01-01 16:24:45.832 +0000,,,,-7.297279,0.325247,-0.709402,7.338891,59081.13278,2001-01-01 16:24:41.133 +0000
-0.115372,-0.68988,-0.752975,1.027103,59085.82254,2001-01-01 16:24:45.823 +0000,,,,-6.889242,0.343695,-0.693876,6.932622,59081.12277,2001-01-01 16:24:41.123 +0000
-0.148788,-0.690262,-0.759644,1.031883,59085.81271,2001-01-01 16:24:45.813 +0000,,,,-6.479886,0.127699,-0.711897,6.520125,59081.11279,2001-01-01 16:24:41.113 +0000
-0.150513,-0.703384,-0.742844,1.028253,59085.80291,2001-01-01 16:24:45.803 +0000,,,,-6.082391,-0.239662,-0.764847,6.134975,59081.10281,2001-01-01 16:24:41.103 +0000
-0.1427,-0.698395,-0.733002,1.016825,59085.79312,2001-01-01 16:24:45.793 +0000,,,,-5.743376,-0.654967,-0.803102,5.836123,59081.0928,2001-01-01 16:24:41.093 +0000
-0.128418,-0.700699,-0.740005,1.024211,59085.78332,2001-01-01 16:24:45.783 +0000,,,,-5.524723,-0.9328,-0.785912,5.657768,59081.08282,2001-01-01 16:24:41.083 +0000
-0.118256,-0.700089,-0.743607,1.025898,59085.77353,2001-01-01 16:24:45.774 +0000,,,,-5.336645,-0.947306,-0.677752,5.462281,59081.07284,2001-01-01 16:24:41.073 +0000
-0.113434,-0.691132,-0.747467,1.021195,59085.76373,2001-01-01 16:24:45.764 +0000,,,,-5.068144,-0.726109,-0.482073,5.142539,59081.06283,2001-01-01 16:24:41.063 +0000
-0.109695,-0.689774,-0.750778,1.021737,59085.7539,2001-01-01 16:24:45.754 +0000,,,,-4.758649,-0.385568,-0.285372,4.782765,59081.05285,2001-01-01 16:24:41.053 +0000
-0.106125,-0.70462,-0.742783,1.025295,59085.74411,2001-01-01 16:24:45.744 +0000,,,,-4.513334,-0.031158,-0.061361,4.513858,59081.04287,2001-01-01 16:24:41.043 +0000
-0.103622,-0.705032,-0.739578,1.022652,59085.73431,2001-01-01 16:24:45.734 +0000,,,,-4.318294,0.094268,0.197125,4.323818,59081.03289,2001-01-01 16:24:41.033 +0000
-0.094269,-0.689148,-0.742233,1.014424,59085.72451,2001-01-01 16:24:45.725 +0000,,,,-4.162337,-0.192813,0.368851,4.183095,59081.02288,2001-01-01 16:24:41.023 +0000
-0.102081,-0.661697,-0.734726,0.990251,59085.71472,2001-01-01 16:24:45.715 +0000,,,,-3.972914,-0.462419,0.276833,4.009304,59081.0129,2001-01-01 16:24:41.013 +0000
-0.096909,-0.653137,-0.728043,0.978877,59085.70489,2001-01-01 16:24:45.705 +0000,,,,-3.662783,-0.68208,0.100014,3.727092,59081.00292,2001-01-01 16:24:41.003 +0000
-0.080429,-0.660385,-0.723145,0.979329,59085.6951,2001-01-01 16:24:45.695 +0000,,,,-3.211886,-0.743877,-0.03675,3.297107,59080.99295,2001-01-01 16:24:40.993 +0000
-0.067017,-0.662537,-0.720322,0.979029,59085.6853,2001-01-01 16:24:45.685 +0000,,,,-2.720772,-0.673249,-0.052861,2.80333,59080.98297,2001-01-01 16:24:40.983 +0000
-0.054901,-0.662689,-0.735977,0.992331,59085.6755,2001-01-01 16:24:45.676 +0000,,,,-2.221755,-0.578966,0.016498,2.296012,59080.97299,2001-01-01 16:24:40.973 +0000
-0.042084,-0.651199,-0.762817,1.008218,59085.66571,2001-01-01 16:24:45.666 +0000,,,,-1.720643,-0.432571,0.050469,1.774902,59080.96298,2001-01-01 16:24:40.963 +0000
-0.056747,-0.646606,-0.795822,1.033743,59085.65588,2001-01-01 16:24:45.656 +0000,,,,-1.329144,-0.241675,0.020537,1.351093,59080.953,2001-01-01 16:24:40.953 +0000
-0.054138,-0.633591,-0.825562,1.051706,59085.64608,2001-01-01 16:24:45.646 +0000,,,,-1.151432,-0.109595,-0.037391,1.15724,59080.94302,2001-01-01 16:24:40.943 +0000
-0.039566,-0.630051,-0.851349,1.069322,59085.63629,2001-01-01 16:24:45.636 +0000,,,,-1.099308,0.019128,-0.12287,1.106319,59080.93304,2001-01-01 16:24:40.933 +0000
-0.006226,-0.613098,-0.837997,1.046536,59085.62649,2001-01-01 16:24:45.626 +0000,,,,-0.971055,0.142846,-0.102039,0.986796,59080.92303,2001-01-01 16:24:40.923 +0000
0.026062,-0.610886,-0.796814,1.009784,59085.61666,2001-01-01 16:24:45.617 +0000,,,,-0.707203,0.247872,0.072555,0.752889,59080.91306,2001-01-01 16:24:40.913 +0000
0.062454,-0.636612,-0.745117,0.986471,59085.60687,2001-01-01 16:24:45.607 +0000,,,,-0.368619,0.269976,0.292756,0.542654,59080.90308,2001-01-01 16:24:40.903 +0000
0.102722,-0.669495,-0.716782,0.992021,59085.59707,2001-01-01 16:24:45.597 +0000,,,,0.059623,0.381397,0.420359,0.570719,59080.89307,2001-01-01 16:24:40.893 +0000
0.131119,-0.655273,-0.718262,0.990476,59085.58728,2001-01-01 16:24:45.587 +0000,,,,0.545737,0.445949,0.532452,0.883292,59080.88309,2001-01-01 16:24:40.883 +0000
0.151978,-0.592712,-0.768417,0.991076,59085.57748,2001-01-01 16:24:45.577 +0000,,,,1.009824,0.431664,0.647817,1.275047,59080.87311,2001-01-01 16:24:40.873 +0000
0.147278,-0.522232,-0.810577,0.978146,59085.56765,2001-01-01 16:24:45.568 +0000,,,,1.393605,0.492957,0.764571,1.664244,59080.8631,2001-01-01 16:24:40.863 +0000
0.130798,-0.522644,-0.786026,0.953531,59085.55786,2001-01-01 16:24:45.558 +0000,,,,1.614996,0.641024,0.697278,1.87225,59080.85312,2001-01-01 16:24:40.853 +0000
0.107559,-0.561417,-0.752197,0.945996,59085.54806,2001-01-01 16:24:45.548 +0000,,,,1.705261,0.73815,0.318302,1.885231,59080.84314,2001-01-01 16:24:40.843 +0000
0.112473,-0.596786,-0.754974,0.969572,59085.53827,2001-01-01 16:24:45.538 +0000,,,,1.963337,0.743323,-0.245213,2.113611,59080.83313,2001-01-01 16:24:40.833 +0000
0.148682,-0.621994,-0.756668,0.986962,59085.52847,2001-01-01 16:24:45.528 +0000,,,,2.645275,0.8993,-0.693015,2.878627,59080.82315,2001-01-01 16:24:40.823 +0000
0.189102,-0.630814,-0.765594,0.998884,59085.51864,2001-01-01 16:24:45.519 +0000,,,,3.863521,1.265305,-0.804393,4.144254,59080.81317,2001-01-01 16:24:40.813 +0000
0.201141,-0.638016,-0.77919,1.013677,59085.50885,2001-01-01 16:24:45.509 +0000,,,,5.359752,1.590577,-0.671232,5.630935,59080.80319,2001-01-01 16:24:40.803 +0000
0.164337,-0.634613,-0.804626,1.031734,59085.49905,2001-01-01 16:24:45.499 +0000,,,,6.778364,1.468745,-0.390994,6.946676,59080.79318,2001-01-01 16:24:40.793 +0000
0.13501,-0.633987,-0.82431,1.045879,59085.48925,2001-01-01 16:24:45.489 +0000,,,,7.841898,0.697919,-0.10284,7.873565,59080.7832,2001-01-01 16:24:40.783 +0000
0.117981,-0.616486,-0.818985,1.031806,59085.47943,2001-01-01 16:24:45.479 +0000,,,,8.164028,-0.350491,0.157557,8.173067,59080.77322,2001-01-01 16:24:40.773 +0000
0.118027,-0.58963,-0.815842,1.011534,59085.46963,2001-01-01 16:24:45.470 +0000,,,,7.802587,-1.283983,0.565826,7.927745,59080.76321,2001-01-01 16:24:40.763 +0000
0.121124,-0.558029,-0.828949,1.002932,59085.45984,2001-01-01 16:24:45.460 +0000,,,,7.146926,-1.595008,1.199079,7.420269,59080.75323,2001-01-01 16:24:40.753 +0000
0.117081,-0.524628,-0.855911,1.006791,59085.45004,2001-01-01 16:24:45.450 +0000,,,,6.346389,-1.108088,1.896502,6.715745,59080.74326,2001-01-01 16:24:40.743 +0000
0.115494,-0.488739,-0.88974,1.017216,59085.44024,2001-01-01 16:24:45.440 +0000,,,,5.519213,0.050106,2.235037,5.954797,59080.73325,2001-01-01 16:24:40.733 +0000
0.119659,-0.495575,-0.882523,1.013163,59085.43045,2001-01-01 16:24:45.430 +0000,,,,5.004249,1.211479,2.048896,5.541495,59080.72327,2001-01-01 16:24:40.723 +0000
0.111511,-0.54863,-0.861145,1.02115,59085.42062,2001-01-01 16:24:45.421 +0000,,,,5.311376,2.023268,1.551905,5.891752,59080.71329,2001-01-01 16:24:40.713 +0000
0.117615,-0.618103,-0.818192,1.025527,59085.41082,2001-01-01 16:24:45.411 +0000,,,,6.642081,2.55666,1.036934,7.192287,59080.70331,2001-01-01 16:24:40.703 +0000
0.099701,-0.700363,-0.776321,1.046346,59085.40103,2001-01-01 16:24:45.401 +0000,,,,8.782261,2.71089,0.74109,9.220967,59080.6933,2001-01-01 16:24:40.693 +0000
0.085556,-0.75795,-0.739853,1.061277,59085.39123,2001-01-01 16:24:45.391 +0000,,,,10.912528,2.681319,0.64549,11.255639,59080.68332,2001-01-01 16:24:40.683 +0000
0.076218,-0.747269,-0.715561,1.036432,59085.38144,2001-01-01 16:24:45.381 +0000,,,,12.226942,2.517396,0.73815,12.505209,59080.67334,2001-01-01 16:24:40.673 +0000
0.065002,-0.695206,-0.717484,1.000783,59085.37164,2001-01-01 16:24:45.372 +0000,,,,12.984772,2.068402,0.737005,13.169122,59080.66333,2001-01-01 16:24:40.663 +0000
0.045364,-0.65184,-0.746262,0.99311,59085.36184,2001-01-01 16:24:45.362 +0000,,,,13.343255,1.547741,0.735497,13.452841,59080.65335,2001-01-01 16:24:40.653 +0000
0.013504,-0.649368,-0.771561,1.01014,59085.35202,2001-01-01 16:24:45.352 +0000,,,,13.351041,1.188883,0.788882,13.427065,59080.64337,2001-01-01 16:24:40.643 +0000
-0.014709,-0.653992,-0.769882,1.011471,59085.34222,2001-01-01 16:24:45.342 +0000,,,,13.075902,1.129208,0.861983,13.152845,59080.63336,2001-01-01 16:24:40.633 +0000
-0.040695,-0.678558,-0.783142,1.038893,59085.33242,2001-01-01 16:24:45.332 +0000,,,,12.592858,1.242084,0.986638,12.692372,59080.62338,2001-01-01 16:24:40.623 +0000
-0.06662,-0.694489,-0.815338,1.075205,59085.32263,2001-01-01 16:24:45.323 +0000,,,,11.890818,1.269511,1.084402,12.007462,59080.6134,2001-01-01 16:24:40.613 +0000
-0.061264,-0.677109,-0.820892,1.066952,59085.31283,2001-01-01 16:24:45.313 +0000,,,,11.068247,1.19757,1.09828,11.186889,59080.60342,2001-01-01 16:24:40.603 +0000
-0.058929,-0.649048,-0.786224,1.020835,59085.30304,2001-01-01 16:24:45.303 +0000,,,,10.18018,0.880365,1.031175,10.270075,59080.59341,2001-01-01 16:24:40.593 +0000
-0.066818,-0.652679,-0.796219,1.030899,59085.29321,2001-01-01 16:24:45.293 +0000,,,,9.252996,0.386069,0.873464,9.302146,59080.58343,2001-01-01 16:24:40.583 +0000
-0.058289,-0.69574,-0.847382,1.101169,59085.28341,2001-01-01 16:24:45.283 +0000,,,,8.434233,-0.038919,0.709886,8.464144,59080.57346,2001-01-01 16:24:40.573 +0000
-0.051483,-0.707062,-0.877625,1.138955,59085.27362,2001-01-01 16:24:45.274 +0000,,,,7.775345,-0.309187,0.601459,7.8047,59080.56345,2001-01-01 16:24:40.563 +0000
-0.074463,-0.701553,-0.825668,1.099309,59085.26382,2001-01-01 16:24:45.264 +0000,,,,7.21925,-0.349046,0.58713,7.251491,59080.55347,2001-01-01 16:24:40.553 +0000
-0.094742,-0.691376,-0.750504,1.037299,59085.25402,2001-01-01 16:24:45.254 +0000,,,,6.70631,-0.156433,0.656872,6.740219,59080.54349,2001-01-01 16:24:40.543 +0000
-0.077759,-0.690689,-0.708984,1.002507,59085.24423,2001-01-01 16:24:45.244 +0000,,,,6.173518,0.078971,0.804365,6.2262,59080.53348,2001-01-01 16:24:40.533 +0000
-0.051895,-0.698059,-0.756409,1.038548,59085.23443,2001-01-01 16:24:45.234 +0000,,,,5.558946,0.278046,0.932172,5.643415,59080.5235,2001-01-01 16:24:40.523 +0000
-0.052887,-0.681641,-0.832443,1.078022,59085.22461,2001-01-01 16:24:45.225 +0000,,,,4.808928,0.332023,1.011376,4.925333,59080.51352,2001-01-01 16:24:40.514 +0000
-0.102295,-0.65686,-0.882263,1.100324,59085.21481,2001-01-01 16:24:45.215 +0000,,,,3.878196,0.240634,0.947643,3.999542,59080.50354,2001-01-01 16:24:40.504 +0000
-0.16449,-0.665741,-0.858948,1.088098,59085.20501,2001-01-01 16:24:45.205 +0000,,,,2.827124,0.06468,0.756176,2.92722,59080.49353,2001-01-01 16:24:40.494 +0000
-0.185944,-0.678833,-0.797806,1.051014,59085.19522,2001-01-01 16:24:45.195 +0000,,,,1.804433,-0.152995,0.485944,1.874974,59080.48355,2001-01-01 16:24:40.484 +0000
-0.186371,-0.659775,-0.726852,0.987247,59085.18542,2001-01-01 16:24:45.185 +0000,,,,0.921241,-0.359883,0.228377,1.015065,59080.47357,2001-01-01 16:24:40.474 +0000
-0.159088,-0.663101,-0.704575,0.979191,59085.17562,2001-01-01 16:24:45.176 +0000,,,,0.26654,-0.477022,0.010575,0.546539,59080.46356,2001-01-01 16:24:40.464 +0000
-0.138351,-0.657715,-0.699402,0.971243,59085.1658,2001-01-01 16:24:45.166 +0000,,,,-0.175829,-0.519235,-0.126928,0.5627,59080.45358,2001-01-01 16:24:40.454 +0000
-0.067352,-0.662338,-0.718994,0.987351,59085.156,2001-01-01 16:24:45.156 +0000,,,,-0.441152,-0.491817,-0.160849,0.679979,59080.4436,2001-01-01 16:24:40.444 +0000
-0.029297,-0.665741,-0.776474,1.026834,59085.14621,2001-01-01 16:24:45.146 +0000,,,,-0.59322,-0.38106,-0.129052,0.716778,59080.43359,2001-01-01 16:24:40.434 +0000
-0.054352,-0.662048,-0.798874,1.037887,59085.13641,2001-01-01 16:24:45.136 +0000,,,,-0.807587,-0.253138,-0.030406,0.846877,59080.42361,2001-01-01 16:24:40.424 +0000
-0.085571,-0.658371,-0.782303,1.022479,59085.12661,2001-01-01 16:24:45.127 +0000,,,,-1.257471,-0.16155,0.091324,1.271091,59080.41363,2001-01-01 16:24:40.414 +0000
-0.105072,-0.662186,-0.791885,1.032321,59085.11682,2001-01-01 16:24:45.117 +0000,,,,-1.891696,-0.042475,0.182886,1.900991,59080.40366,2001-01-01 16:24:40.404 +0000
-0.15062,-0.662537,-0.80481,1.042601,59085.10699,2001-01-01 16:24:45.107 +0000,,,,-2.71658,0.064712,0.262509,2.730001,59080.39365,2001-01-01 16:24:40.394 +0000
-0.146835,-0.661499,-0.777237,1.020633,59085.09719,2001-01-01 16:24:45.097 +0000,,,,-3.781384,0.072449,0.260645,3.791048,59080.38367,2001-01-01 16:24:40.384 +0000
-0.138626,-0.647247,-0.749359,0.991053,59085.0874,2001-01-01 16:24:45.087 +0000,,,,-4.836858,0.037332,0.15852,4.839599,59080.37369,2001-01-01 16:24:40.374 +0000
-0.090912,-0.619904,-0.758026,0.981188,59085.0776,2001-01-01 16:24:45.078 +0000,,,,-5.710453,-0.087244,0.012988,5.711134,59080.36368,2001-01-01 16:24:40.364 +0000
-0.026489,-0.613144,-0.780762,0.995368,59085.06781,2001-01-01 16:24:45.068 +0000,,,,-6.382368,-0.261738,-0.132116,6.389099,59080.3537,2001-01-01 16:24:40.354 +0000
0.003708,-0.62616,-0.777008,0.998708,59085.05801,2001-01-01 16:24:45.058 +0000,,,,-6.882581,-0.425518,-0.302803,6.902367,59080.34372,2001-01-01 16:24:40.344 +0000
0.010681,-0.62883,-0.751358,0.979816,59085.04818,2001-01-01 16:24:45.048 +0000,,,,-7.20102,-0.594723,-0.566277,7.247693,59080.33371,2001-01-01 16:24:40.334 +0000
0.018539,-0.631546,-0.700134,0.942907,59085.03839,2001-01-01 16:24:45.038 +0000,,,,-7.372997,-0.788458,-0.884259,7.467574,59080.32373,2001-01-01 16:24:40.324 +0000
-0.003784,-0.641449,-0.685608,0.939068,59085.02859,2001-01-01 16:24:45.029 +0000,,,,-7.397006,-0.980944,-1.172395,7.553307,59080.31375,2001-01-01 16:24:40.314 +0000
-0.041458,-0.639908,-0.705643,0.953446,59085.01879,2001-01-01 16:24:45.019 +0000,,,,-7.300913,-1.175327,-1.402017,7.526645,59080.30374,2001-01-01 16:24:40.304 +0000
-0.062012,-0.624359,-0.779236,0.999831,59085.009,2001-01-01 16:24:45.009 +0000,,,,-7.151302,-1.348058,-1.508457,7.431947,59080.29376,2001-01-01 16:24:40.294 +0000
-0.072266,-0.581284,-0.856827,1.03626,59084.9992,2001-01-01 16:24:44.999 +0000,,,,-6.991751,-1.399282,-1.591654,7.305884,59080.28378,2001-01-01 16:24:40.284 +0000
-0.039993,-0.560089,-0.8871,1.0495,59084.98941,2001-01-01 16:24:44.989 +0000,,,,-6.894204,-1.427085,-1.66251,7.233986,59080.2738,2001-01-01 16:24:40.274 +0000
-0.008606,-0.61319,-0.92804,1.112623,59084.97961,2001-01-01 16:24:44.980 +0000,,,,-6.883382,-1.423955,-1.692364,7.229986,59080.26379,2001-01-01 16:24:40.264 +0000
-0.005981,-0.701279,-0.969833,1.197917,59084.96981,2001-01-01 16:24:44.970 +0000,,,,-6.968743,-1.317663,-1.761613,7.307728,59080.25381,2001-01-01 16:24:40.254 +0000
0.01828,-0.744644,-0.938217,1.198705,59084.96002,2001-01-01 16:24:44.960 +0000,,,,-7.111594,-1.295875,-1.952832,7.48783,59080.24384,2001-01-01 16:24:40.244 +0000
0.040573,-0.720505,-0.80011,1.076725,59084.95022,2001-01-01 16:24:44.950 +0000,,,,-7.183319,-1.338149,-2.223534,7.637724,59080.23383,2001-01-01 16:24:40.234 +0000
0.05127,-0.657974,-0.671463,0.941224,59084.94043,2001-01-01 16:24:44.940 +0000,,,,-7.153809,-1.402667,-2.473191,7.698126,59080.22385,2001-01-01 16:24:40.224 +0000
0.042328,-0.602524,-0.608932,0.858328,59084.9306,2001-01-01 16:24:44.931 +0000,,,,-7.105408,-1.455355,-2.683218,7.733339,59080.21387,2001-01-01 16:24:40.214 +0000
0.028366,-0.584183,-0.589951,0.830292,59084.9208,2001-01-01 16:24:44.921 +0000,,,,-7.154795,-1.495023,-2.769992,7.816587,59080.20386,2001-01-01 16:24:40.204 +0000
0.025909,-0.5793,-0.632645,0.859257,59084.91101,2001-01-01 16:24:44.911 +0000,,,,-7.310327,-1.419241,-2.665466,7.909478,59080.19388,2001-01-01 16:24:40.194 +0000
