x_rad_per_sec,y_rad_per_sec,z_rad_per_sec,rms_rad_per_sec,TimeInterval,Date
0.092264,-0.042710,-0.066577,0.121529,107134.453329,2001-01-02 05:45:34.453 +0000
0.046477,-0.039572,-0.076512,0.097878,107134.443350,2001-01-02 05:45:34.443 +0000
0.027468,-0.063049,-0.087261,0.111104,107134.433371,2001-01-02 05:45:34.433 +0000
0.042461,-0.082205,-0.083902,0.124900,107134.423391,2001-01-02 05:45:34.423 +0000
0.088254,-0.090660,-0.070748,0.144960,107134.413382,2001-01-02 05:45:34.413 +0000
0.151291,-0.109815,-0.080956,0.203720,107134.403402,2001-01-02 05:45:34.403 +0000
0.213324,-0.140690,-0.092207,0.271667,107134.393423,2001-01-02 05:45:34.393 +0000
0.264610,-0.171537,-0.088571,0.327549,107134.383444,2001-01-02 05:45:34.383 +0000
0.293520,-0.207718,-0.081867,0.368786,107134.373465,2001-01-02 05:45:34.373 +0000
0.278541,-0.218337,-0.063774,0.359615,107134.363455,2001-01-02 05:45:34.363 +0000
0.241127,-0.220444,-0.043720,0.329620,107134.353511,2001-01-02 05:45:34.354 +0000
0.203693,-0.217229,-0.024748,0.298817,107134.343531,2001-01-02 05:45:34.344 +0000
0.165180,-0.205502,-0.010080,0.263851,107134.333552,2001-01-02 05:45:34.334 +0000
0.126746,-0.195936,-0.007160,0.233467,107134.323573,2001-01-02 05:45:34.324 +0000
0.096773,-0.177830,0.000068,0.202456,107134.313594,2001-01-02 05:45:34.314 +0000
0.089134,-0.146930,0.005275,0.171933,107134.303584,2001-01-02 05:45:34.304 +0000
0.093195,-0.104316,0.005187,0.139978,107134.293605,2001-01-02 05:45:34.294 +0000
0.101521,-0.059574,0.002984,0.117748,107134.283625,2001-01-02 05:45:34.284 +0000
0.101380,-0.029746,0.002902,0.105693,107134.273646,2001-01-02 05:45:34.274 +0000
0.089528,-0.009502,0.008110,0.090395,107134.263667,2001-01-02 05:45:34.264 +0000
0.065915,0.017128,0.014289,0.069587,107134.253657,2001-01-02 05:45:34.254 +0000
0.033864,0.037336,0.010812,0.051553,107134.243678,2001-01-02 05:45:34.244 +0000
0.001869,0.045827,0.007368,0.046453,107134.233699,2001-01-02 05:45:34.234 +0000
-0.027971,0.052183,0.001806,0.059234,107134.223719,2001-01-02 05:45:34.224 +0000
-0.052409,0.051070,-0.010109,0.073872,107134.213740,2001-01-02 05:45:34.214 +0000
-0.068292,0.047825,-0.025167,0.087088,107134.203730,2001-01-02 05:45:34.204 +0000
-0.073547,0.045663,-0.035881,0.093711,107134.193751,2001-01-02 05:45:34.194 +0000
-0.069195,0.034998,-0.042234,0.088297,107134.183772,2001-01-02 05:45:34.184 +0000
-0.052100,0.027551,-0.043167,0.073054,107134.173793,2001-01-02 05:45:34.174 +0000
-0.036112,0.017994,-0.035553,0.053777,107134.163813,2001-01-02 05:45:34.164 +0000
-0.032896,0.007358,-0.030160,0.045232,107134.153804,2001-01-02 05:45:34.154 +0000
-0.042480,0.004157,-0.029148,0.051685,107134.143824,2001-01-02 05:45:34.144 +0000
-0.060593,-0.002237,-0.024979,0.065578,107134.133845,2001-01-02 05:45:34.134 +0000
-0.070069,-0.032061,-0.020687,0.079785,107134.123866,2001-01-02 05:45:34.124 +0000
-0.062423,-0.077849,-0.015169,0.100932,107134.113887,2001-01-02 05:45:34.114 +0000
-0.045259,-0.121472,0.001093,0.129634,107134.103907,2001-01-02 05:45:34.104 +0000
-0.031379,-0.148050,0.018355,0.152448,107134.093898,2001-01-02 05:45:34.094 +0000
-0.023938,-0.148037,0.021611,0.151509,107134.083918,2001-01-02 05:45:34.084 +0000
-0.024101,-0.104380,0.014012,0.108038,107134.073939,2001-01-02 05:45:34.074 +0000
-0.035029,-0.034107,0.003062,0.048986,107134.063960,2001-01-02 05:45:34.064 +0000
-0.042776,0.032986,-0.002515,0.054076,107134.053981,2001-01-02 05:45:34.054 +0000
-0.047242,0.075593,-0.002661,0.089181,107134.043971,2001-01-02 05:45:34.044 +0000
-0.047347,0.088395,0.004783,0.100391,107134.033992,2001-01-02 05:45:34.034 +0000
-0.046312,0.084156,0.013349,0.096981,107134.024012,2001-01-02 05:45:34.024 +0000
-0.040963,0.079899,0.013397,0.090782,107134.014033,2001-01-02 05:45:34.014 +0000
-0.035686,0.089493,0.014475,0.097427,107134.004054,2001-01-02 05:45:34.004 +0000
-0.036809,0.100148,0.015507,0.107819,107133.994044,2001-01-02 05:45:33.994 +0000
-0.046338,0.093736,0.010118,0.105052,107133.984065,2001-01-02 05:45:33.984 +0000
-0.059034,0.087308,-0.000636,0.105395,107133.974086,2001-01-02 05:45:33.974 +0000
-0.069559,0.080866,-0.017785,0.108139,107133.964106,2001-01-02 05:45:33.964 +0000
-0.080101,0.071241,-0.029584,0.111206,107133.954127,2001-01-02 05:45:33.954 +0000
-0.082197,0.069098,-0.033866,0.112596,107133.944117,2001-01-02 05:45:33.944 +0000
-0.065198,0.077638,-0.031638,0.106205,107133.934138,2001-01-02 05:45:33.934 +0000
-0.039653,0.080861,-0.028269,0.094393,107133.924159,2001-01-02 05:45:33.924 +0000
-0.015153,0.075569,-0.021678,0.080064,107133.914180,2001-01-02 05:45:33.914 +0000
-0.000248,0.067082,-0.011938,0.068137,107133.904200,2001-01-02 05:45:33.904 +0000
0.004027,0.056449,-0.005469,0.056856,107133.894191,2001-01-02 05:45:33.894 +0000
0.005104,0.044750,0.002050,0.045087,107133.884211,2001-01-02 05:45:33.884 +0000
-0.002321,0.027719,0.009526,0.029402,107133.874232,2001-01-02 05:45:33.874 +0000
-0.006442,-0.002111,0.009579,0.011735,107133.864253,2001-01-02 05:45:33.864 +0000
-0.003095,-0.030876,0.007543,0.031935,107133.854274,2001-01-02 05:45:33.854 +0000
0.002380,-0.046881,-0.004131,0.047122,107133.844294,2001-01-02 05:45:33.844 +0000
0.000396,-0.056512,-0.021214,0.060364,107133.834285,2001-01-02 05:45:33.834 +0000
-0.008019,-0.054439,-0.041578,0.068968,107133.824305,2001-01-02 05:45:33.824 +0000
-0.022908,-0.043832,-0.055598,0.074412,107133.814326,2001-01-02 05:45:33.814 +0000
-0.030282,-0.056631,-0.059887,0.087810,107133.804347,2001-01-02 05:45:33.804 +0000
-0.013239,-0.074688,-0.043695,0.087538,107133.794368,2001-01-02 05:45:33.794 +0000
0.004758,-0.074624,-0.023272,0.078313,107133.784358,2001-01-02 05:45:33.784 +0000
0.009956,-0.061807,-0.011518,0.063655,107133.774379,2001-01-02 05:45:33.774 +0000
0.005699,-0.061813,-0.012616,0.063344,107133.764399,2001-01-02 05:45:33.764 +0000
-0.003861,-0.061834,-0.018023,0.064522,107133.754420,2001-01-02 05:45:33.754 +0000
-0.009271,-0.044794,-0.018106,0.049196,107133.744441,2001-01-02 05:45:33.744 +0000
0.000149,-0.003252,-0.022429,0.022664,107133.734431,2001-01-02 05:45:33.734 +0000
0.006361,0.049987,-0.034285,0.060948,107133.724452,2001-01-02 05:45:33.724 +0000
0.007228,0.100039,-0.040827,0.108291,107133.714473,2001-01-02 05:45:33.714 +0000
0.008199,0.121343,-0.041946,0.128650,107133.704493,2001-01-02 05:45:33.704 +0000
0.014597,0.108588,-0.032252,0.114213,107133.694514,2001-01-02 05:45:33.695 +0000
0.030704,0.061771,-0.014920,0.070576,107133.684504,2001-01-02 05:45:33.685 +0000
0.053253,0.006434,0.001410,0.053659,107133.674525,2001-01-02 05:45:33.675 +0000
0.071466,-0.030802,0.015525,0.079354,107133.664546,2001-01-02 05:45:33.665 +0000
0.076774,-0.037168,0.024126,0.088644,107133.654567,2001-01-02 05:45:33.655 +0000
0.052208,-0.032912,0.029292,0.068315,107133.644587,2001-01-02 05:45:33.645 +0000
0.009449,-0.007375,0.030002,0.032308,107133.634578,2001-01-02 05:45:33.635 +0000
-0.039766,0.036256,0.026346,0.059916,107133.624598,2001-01-02 05:45:33.625 +0000
-0.091167,0.092666,0.021572,0.131772,107133.614619,2001-01-02 05:45:33.615 +0000
