x_rad_per_sec,y_rad_per_sec,z_rad_per_sec,rms_rad_per_sec,TimeInterval,Date
5.32207,0.040701,-0.620259,5.358246,44032.79795,2001-01-01 12:13:52.798 +0000
5.816427,0.065423,-0.250491,5.822186,44032.77799,2001-01-01 12:13:52.778 +0000
5.0833,-0.203991,-0.421394,5.104813,44032.758,2001-01-01 12:13:52.758 +0000
3.768946,-0.072605,-0.319496,3.78316,44032.73805,2001-01-01 12:13:52.738 +0000
3.481411,-0.471774,0.315412,3.527362,44032.71806,2001-01-01 12:13:52.718 +0000
5.056427,-1.297187,1.203395,5.35708,44032.69807,2001-01-01 12:13:52.698 +0000
5.888857,-0.884597,1.944095,6.264236,44032.67811,2001-01-01 12:13:52.678 +0000
5.266526,0.445449,1.933075,5.627744,44032.65812,2001-01-01 12:13:52.658 +0000
4.328065,0.777302,1.576436,4.671349,44032.63816,2001-01-01 12:13:52.638 +0000
3.649137,0.1754,1.340555,3.891536,44032.61817,2001-01-01 12:13:52.618 +0000
3.928036,-0.601861,1.841407,4.379782,44032.59821,2001-01-01 12:13:52.598 +0000
4.65042,-0.886053,3.004252,5.606873,44032.57823,2001-01-01 12:13:52.578 +0000
4.479031,-0.429011,3.496573,5.698402,44032.55824,2001-01-01 12:13:52.558 +0000
3.800677,-0.028944,3.078463,4.891106,44032.53828,2001-01-01 12:13:52.538 +0000
3.108132,-0.454298,2.304549,3.895872,44032.51829,2001-01-01 12:13:52.518 +0000
2.572488,-0.832135,2.169466,3.466515,44032.49833,2001-01-01 12:13:52.498 +0000
2.543854,-1.220441,2.812503,3.983822,44032.47834,2001-01-01 12:13:52.478 +0000
2.443118,-1.408021,3.232258,4.289387,44032.45835,2001-01-01 12:13:52.458 +0000
1.535806,-1.515155,2.82894,3.557709,44032.43839,2001-01-01 12:13:52.438 +0000
0.407415,-1.971868,2.422943,3.150381,44032.41841,2001-01-01 12:13:52.418 +0000
-0.323158,-2.449835,2.347721,3.408507,44032.39845,2001-01-01 12:13:52.398 +0000
-0.651498,-2.498955,2.396928,3.52342,44032.37846,2001-01-01 12:13:52.378 +0000
-1.055943,-2.51482,2.134593,3.463499,44032.3585,2001-01-01 12:13:52.358 +0000
-1.680503,-2.571016,1.996967,3.663617,44032.33851,2001-01-01 12:13:52.339 +0000
-1.988899,-2.679085,2.323212,4.065776,44032.31852,2001-01-01 12:13:52.319 +0000
-2.051002,-2.747673,2.603998,4.305475,44032.29856,2001-01-01 12:13:52.299 +0000
-2.206567,-2.596393,2.653825,4.31891,44032.27857,2001-01-01 12:13:52.279 +0000
-2.234383,-2.402431,2.694782,4.245703,44032.25862,2001-01-01 12:13:52.259 +0000
-1.836741,-2.656714,2.705637,4.213338,44032.23863,2001-01-01 12:13:52.239 +0000
-1.812721,-2.633545,2.591405,4.115446,44032.21864,2001-01-01 12:13:52.219 +0000
-1.8669,-2.275994,2.454367,3.832673,44032.19868,2001-01-01 12:13:52.199 +0000
-1.598409,-2.287895,2.302346,3.618034,44032.17869,2001-01-01 12:13:52.179 +0000
-1.313762,-2.303044,2.124798,3.397756,44032.15873,2001-01-01 12:13:52.159 +0000
