x_times_g,y_times_g,z_times_g,g_measured,TimeInterval,Date,,,,X_angle,Y_angle,Z_angle,,X_angle,Y_angle,Z_angle,,,X_Gangle,Y_Gangle,Z_Gangle,,,z_times_g,,Z_axis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.015472,-0.016525,-1.001648,1.001904,5194.594702,2001-01-01 01:26:34.595 +0000,,,,0.015444442,-0.016495844,-0.022600299,,0.015443215,-0.016494348,-0.022596452,,,-0.013327,-0.037441,-0.058756,,,-1.001648,,-62.41229576,,9 = 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016479,-0.022156,-1.015869,1.016244,5194.57511,2001-01-01 01:26:34.575 +0000,,,,0.016217723,-0.02180703,-0.027181084,,0.016216301,-0.021803574,-0.027174393,,,-0.037717,-0.046016,-0.072788,,,-1.015869,,-63.29840072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.018646,-0.020859,-1.003189,1.003579,5194.555518,2001-01-01 01:26:34.556 +0000,,,,0.01858271,-0.020789101,-0.02788911,,0.018580572,-0.020786107,-0.027881883,,,-0.062133,-0.050327,-0.085763,,,-1.003189,,-62.50831487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.015182,-0.022003,-1.008072,1.008426,5194.535925,2001-01-01 01:26:34.536 +0000,,,,0.015056846,-0.021824339,-0.026518417,,0.015055708,-0.021820875,-0.026512203,,,-0.074797,-0.062084,-0.09757,,,-1.008072,,-62.81257269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x_rad_per_sec
0.015732,-0.020157,-1.00589,1.006215,5194.516333,2001-01-01 01:26:34.516 +0000,,,,0.015636742,-0.02003652,-0.0254198,,0.015635468,-0.020033839,-0.025414327,,,-0.088526,-0.073842,-0.109384,,,-1.00589,,-62.67661313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.010284,-0.01709,-1.00563,1.005828,5194.49671,2001-01-01 01:26:34.497 +0000,,,,0.010224949,-0.016993433,-0.01983398,,0.010224592,-0.016991798,-0.01983138,,,-0.102255,-0.0856,-0.121198,,,-1.00563,,-62.66041263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.012466,-0.016098,-0.998108,0.998316,5194.477118,2001-01-01 01:26:34.477 +0000,,,,0.012488006,-0.016127257,-0.020399016,,0.012487357,-0.016125859,-0.020396188,,,-0.114907,-0.098425,-0.134071,,,-0.998108,,-62.19171975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01416,-0.016953,-1.005386,1.005629,5194.457526,2001-01-01 01:26:34.458 +0000,,,,0.014082141,-0.016860508,-0.021970348,,0.01408121,-0.016858911,-0.021966814,,,-0.129686,-0.112317,-0.146955,,,-1.005386,,-62.64520908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.012039,-0.013657,-1.004028,1.004193,5194.437933,2001-01-01 01:26:34.438 +0000,,,,0.011989592,-0.013601233,-0.018132762,,0.011989018,-0.013600394,-0.018130775,,,-0.14446,-0.127274,-0.159836,,,-1.004028,,-62.56059263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.012634,-0.018723,-1.003433,1.003687,5194.418341,2001-01-01 01:26:34.418 +0000,,,,0.012588585,-0.018657465,-0.022509638,,0.01258792,-0.018655301,-0.022505838,,,-0.159234,-0.142231,-0.172717,,,-1.003433,,-62.52351842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.014206,-0.021454,-1.007202,1.007531,5194.398749,2001-01-01 01:26:34.399 +0000,,,,0.014101221,-0.021298475,-0.025547014,,0.014100287,-0.021295255,-0.025541459,,,-0.174019,-0.15612,-0.184533,,,-1.007202,,-62.75836333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.015778,-0.015274,-1.004166,1.004406,5194.379143,2001-01-01 01:26:34.379 +0000,,,,0.015710724,-0.015208755,-0.021868866,,0.015709432,-0.015207583,-0.021865381,,,-0.188804,-0.170009,-0.196349,,,-1.004166,,-62.56919136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016724,-0.022507,-1.013611,1.013999,5194.359551,2001-01-01 01:26:34.360 +0000,,,,0.01649536,-0.022201749,-0.027663747,,0.016493864,-0.022198102,-0.027656694,,,-0.205731,-0.181769,-0.208185,,,-1.013611,,-63.15770562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.019257,-0.024216,-1.00032,1.000799,5194.339958,2001-01-01 01:26:34.340 +0000,,,,0.019245201,-0.024203769,-0.030929506,,0.019242826,-0.024199044,-0.030919649,,,-0.218378,-0.195659,-0.221055,,,-1.00032,,-62.3295486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01474,-0.02005,-1.014618,1.014923,5194.320366,2001-01-01 01:26:34.320 +0000,,,,0.014524799,-0.019759047,-0.024526608,,0.014523778,-0.019756476,-0.024521692,,,-0.232124,-0.205283,-0.231807,,,-1.014618,,-63.2204514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.019547,-0.020142,-1.004608,1.005,5194.300743,2001-01-01 01:26:34.301 +0000,,,,0.019453431,-0.020045817,-0.027938773,,0.019450978,-0.020043133,-0.027931507,,,-0.247989,-0.214914,-0.24471,,,-1.004608,,-62.59673221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.011597,-0.019516,-1.010529,1.010784,5194.281151,2001-01-01 01:26:34.281 +0000,,,,0.011474028,-0.019311385,-0.022465109,,0.011473524,-0.019308985,-0.022461331,,,-0.264931,-0.223478,-0.256555,,,-1.010529,,-62.96566741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.012238,-0.016068,-0.998657,0.998861,5194.261559,2001-01-01 01:26:34.262 +0000,,,,0.012252872,-0.0160884,-0.020224916,,0.012252259,-0.016087013,-0.020222159,,,-0.279759,-0.23097,-0.266251,,,-0.998657,,-62.22592772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.014389,-0.02002,-1.007309,1.007611,5194.241966,2001-01-01 01:26:34.242 +0000,,,,0.014281773,-0.019872708,-0.024475595,,0.014280803,-0.019870093,-0.024470709,,,-0.297745,-0.242733,-0.279163,,,-1.007309,,-62.76503046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01712,-0.012619,-1.007629,1.007854,5194.222374,2001-01-01 01:26:34.222 +0000,,,,0.016989048,-0.012521651,-0.021107109,,0.016987414,-0.012520997,-0.021103975,,,-0.314676,-0.252365,-0.292073,,,-1.007629,,-62.78496954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.011841,-0.021408,-1.000443,1.000742,5194.202751,2001-01-01 01:26:34.203 +0000,,,,0.011833048,-0.021397022,-0.024453667,,0.011832496,-0.021393757,-0.024448794,,,-0.330474,-0.265213,-0.313515,,,-1.000443,,-62.33721268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.017563,-0.04068,-1.000687,1.001667,5194.183159,2001-01-01 01:26:34.183 +0000,,,,0.017536458,-0.040645812,-0.044278963,,0.017534661,-0.040623451,-0.044250059,,,-0.340933,-0.280188,-0.334915,,,-1.000687,,-62.35241623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.013763,-0.012329,-1.006485,1.006655,5194.163567,2001-01-01 01:26:34.164 +0000,,,,0.013673296,-0.012248416,-0.018358618,,0.013672444,-0.012247804,-0.018356556,,,-0.353982,-0.298163,-0.277255,,,-1.006485,,-62.71368734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00174,-0.017502,-1.009247,1.0094,5194.143974,2001-01-01 01:26:34.144 +0000,,,,0.001723798,-0.017341616,-0.017427132,,0.001723797,-0.017339878,-0.017425368,,,-0.378001,-0.305384,-0.175889,,,-1.009247,,-62.88578649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.025467,-0.003281,-0.996857,0.997187,5194.124382,2001-01-01 01:26:34.124 +0000,,,,0.025547157,-0.003290271,-0.02575844,,0.025541601,-0.003290259,-0.025752746,,,-0.398552,-0.31059,-0.12152,,,-0.996857,,-62.11377042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.002548,-0.001831,-0.980972,0.980977,5194.104759,2001-01-01 01:26:34.105 +0000,,,,0.002597419,-0.00186651,-0.003198514,,0.002597413,-0.001866508,-0.003198503,,,-0.730115,0.063706,0.129531,,,-0.980972,,-61.12398228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.007278,-0.115906,-0.690628,0.700324,5194.085167,2001-01-01 01:26:34.085 +0000,,,,-0.010392889,-0.167817645,-0.168157498,,-0.010392514,-0.166268339,-0.166598864,,,-0.804869,0.016933,0.191127,,,-0.690628,,-43.03276101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.011093,-0.020905,-1.006744,1.007022,5194.065575,2001-01-01 01:26:34.066 +0000,,,,0.011016315,-0.020763701,-0.023507342,,0.01101587,-0.020760717,-0.023503014,,,-0.909284,0.030043,0.3528,,,-1.006744,,-62.72982553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.009628,-0.015625,-1.061905,1.062063,5194.045983,2001-01-01 01:26:34.046 +0000,,,,-0.009065743,-0.014713518,-0.017283254,,-0.009065495,-0.014712456,-0.017281534,,,-0.927473,0.030059,0.364431,,,-1.061905,,-66.1668859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.015015,-0.032379,-1.001144,1.00178,5194.02636,2001-01-01 01:26:34.026 +0000,,,,0.014990005,-0.032338364,-0.03565025,,0.014988882,-0.032327098,-0.035635158,,,-0.947796,0.038579,0.369613,,,-1.001144,,-62.38089172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.017517,-0.026581,-1.006699,1.007202,5194.006767,2001-01-01 01:26:34.007 +0000,,,,0.017394372,-0.026400122,-0.031622027,,0.017392618,-0.026393992,-0.031611493,,,-0.96903,0.037466,0.356651,,,-1.006699,,-62.7270216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.013779,-0.024628,-0.99646,0.996859,5193.987175,2001-01-01 01:26:33.987 +0000,,,,0.013823729,-0.02471313,-0.028320802,,0.013822849,-0.024708101,-0.028313234,,,-0.991255,0.024626,0.340508,,,-0.99646,,-62.08903351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.011368,-0.027344,-1.00293,1.003367,5193.967583,2001-01-01 01:26:33.968 +0000,,,,0.011330579,-0.027262365,-0.02952642,,0.011330094,-0.027255614,-0.029517844,,,-1.014545,0.012848,0.323287,,,-1.00293,,-62.49217668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016129,-0.021957,-1.009827,1.010194,5193.94796,2001-01-01 01:26:33.948 +0000,,,,0.015968269,-0.021740555,-0.026979223,,0.015966911,-0.021737131,-0.02697268,,,-1.033553,-0.004251,0.307178,,,-1.009827,,-62.92192606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.009308,-0.031769,-1.001373,1.00192,5193.928368,2001-01-01 01:26:33.928 +0000,,,,0.009290563,-0.03172407,-0.033059114,,0.009290296,-0.031713434,-0.033047079,,,-1.052612,-0.01176,0.292111,,,-1.001373,,-62.39516062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.010254,-0.038605,-1.007812,1.008604,5193.908775,2001-01-01 01:26:33.909 +0000,,,,0.01016706,-0.038303773,-0.039633971,,0.01016671,-0.038285057,-0.039613238,,,-1.075938,-0.011828,0.271652,,,-1.007812,,-62.7963722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.019058,-0.026093,-1.005829,1.006348,5193.889183,2001-01-01 01:26:33.889 +0000,,,,0.018941182,-0.02593713,-0.03212454,,0.018938918,-0.025931316,-0.032113496,,,-1.104591,-0.020406,0.257591,,,-1.005829,,-62.67281224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.009933,-0.028671,-1.007599,1.008056,5193.86956,2001-01-01 01:26:33.870 +0000,,,,0.0098541,-0.02845339,-0.030114049,,0.009853781,-0.028445715,-0.030104951,,,-1.133282,-0.028968,0.249941,,,-1.007599,,-62.78310025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.015259,-0.036438,-1.004578,1.005354,5193.849968,2001-01-01 01:26:33.850 +0000,,,,0.01517948,-0.036267763,-0.039323961,,0.015178315,-0.036251874,-0.03930371,,,-1.15547,-0.042886,0.228459,,,-1.004578,,-62.59486292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.011688,-0.030502,-0.997543,0.998078,5193.830376,2001-01-01 01:26:33.830 +0000,,,,0.011711315,-0.030575029,-0.032745135,,0.011710779,-0.030565507,-0.032733439,,,-1.196811,-0.047263,0.194,,,-0.997543,,-62.15651482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.030396,-0.037277,-1.034302,1.03542,5193.810784,2001-01-01 01:26:33.811 +0000,,,,0.029368867,-0.036025178,-0.046503602,,0.029360428,-0.036009605,-0.046470123,,,-1.221189,-0.056906,0.178903,,,-1.034302,,-64.44695375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.010773,-0.030701,-1.005325,1.005852,5193.791161,2001-01-01 01:26:33.791 +0000,,,,0.010710944,-0.03053663,-0.032363933,,0.010710535,-0.030527144,-0.032352641,,,-1.237176,-0.062234,0.183084,,,-1.005325,,-62.6414082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00029,-0.031464,-0.99295,0.993449,5193.771568,2001-01-01 01:26:33.772 +0000,,,,0.000291912,-0.031687395,-0.031688742,,0.000291912,-0.031676796,-0.031678141,,,-1.251084,-0.063286,0.19261,,,-0.99295,,-61.87032678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.004303,-0.028412,-1.004745,1.005156,5193.751976,2001-01-01 01:26:33.752 +0000,,,,0.004280967,-0.028277562,-0.028600289,,0.004280941,-0.028270029,-0.028592495,,,-1.272511,-0.054751,0.204196,,,-1.004745,,-62.60526862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.020401,-0.026657,-1.024658,1.025208,5193.732384,2001-01-01 01:26:33.732 +0000,,,,0.019903324,-0.026010355,-0.032759993,,0.019900696,-0.026004491,-0.032748281,,,-1.306667,-0.074955,0.228596,,,-1.024658,,-63.84603988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.007507,-0.02887,-0.988754,0.989204,5193.712761,2001-01-01 01:26:33.713 +0000,,,,0.00758915,-0.029197523,-0.030169335,,0.007589004,-0.029189231,-0.030160187,,,-1.375155,-0.091901,0.288016,,,-0.988754,,-61.60887566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.018036,-0.019775,-1.031921,1.032268,5193.693169,2001-01-01 01:26:33.693 +0000,,,,-0.017474874,-0.019160362,-0.02593675,,-0.017473095,-0.019158018,-0.025930936,,,-1.405986,-0.112156,0.291069,,,-1.031921,,-64.29859457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.037048,-0.039337,-0.992615,0.994085,5193.673576,2001-01-01 01:26:33.674 +0000,,,,0.037294361,-0.039602091,-0.054438627,,0.037277085,-0.039581407,-0.054384945,,,-1.440963,-0.135653,0.277006,,,-0.992615,,-61.84945306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.029526,-0.028351,-1.00708,1.007912,5193.653984,2001-01-01 01:26:33.654 +0000,,,,0.029306815,-0.028139595,-0.040645879,,0.029298429,-0.028132171,-0.040623518,,,-1.481161,-0.175146,0.257609,,,-1.00708,,-62.75076156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01503,-0.036362,-1.008102,1.00887,5193.634361,2001-01-01 01:26:33.634 +0000,,,,0.014899516,-0.036065755,-0.039029632,,0.014898414,-0.036050129,-0.039009832,,,-1.5452,-0.201735,0.293578,,,-1.008102,,-62.81444198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.011017,-0.041672,-1.021027,1.021936,5193.614769,2001-01-01 01:26:33.615 +0000,,,,-0.010781141,-0.040811432,-0.042216034,,-0.010780723,-0.040788797,-0.042190982,,,-1.615696,-0.22724,0.339118,,,-1.021027,,-63.61979369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.010483,-0.025604,-0.99054,0.990926,5193.595177,2001-01-01 01:26:33.595 +0000,,,,0.010579583,-0.02584708,-0.027931142,,0.010579188,-0.025841326,-0.027923882,,,-1.675546,-0.2421,0.378289,,,-0.99054,,-61.72016062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01178,-0.03421,-1.009079,1.009727,5193.575585,2001-01-01 01:26:33.576 +0000,,,,0.011667309,-0.033899892,-0.035855848,,0.011666779,-0.033886915,-0.035840494,,,-1.737545,-0.260144,0.422797,,,-1.009079,,-62.87531847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00592,-0.041306,-1.004974,1.00584,5193.555962,2001-01-01 01:26:33.556 +0000,,,,0.00588573,-0.041100848,-0.041521544,,0.005885662,-0.041077728,-0.041497707,,,-1.808392,-0.274871,0.518525,,,-1.004974,,-62.61953752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.011688,-0.041931,-0.995728,0.996679,5193.536369,2001-01-01 01:26:33.536 +0000,,,,0.011727751,-0.042107997,-0.043716264,,0.011727214,-0.042083136,-0.043688447,,,-1.893256,-0.281035,0.634437,,,-0.995728,,-62.04342287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.003998,-0.0289,-1.044556,1.044963,5193.516777,2001-01-01 01:26:33.517 +0000,,,,-0.003825999,-0.027667055,-0.027930747,,-0.003825981,-0.027659999,-0.027923487,,,-1.945832,-0.291559,0.701427,,,-1.044556,,-65.08587649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02565,-0.046814,-0.973801,0.975263,5193.497185,2001-01-01 01:26:33.497 +0000,,,,0.0263097,-0.048056809,-0.054816596,,0.026303632,-0.048019865,-0.05476179,,,-2.038657,-0.305408,0.728619,,,-0.973801,,-60.67716007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.015671,-0.036453,-1.035904,1.036664,5193.477562,2001-01-01 01:26:33.478 +0000,,,,0.015118492,-0.035185528,-0.03830348,,0.01511734,-0.035171019,-0.038284764,,,-2.142117,-0.332032,0.762185,,,-1.035904,,-64.54677375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.027405,-0.032516,-1.015121,1.016012,5193.45797,2001-01-01 01:26:33.458 +0000,,,,0.026982943,-0.032019983,-0.041890963,,0.026976397,-0.032009047,-0.041866485,,,-2.300073,-0.378838,0.834973,,,-1.015121,,-63.25179313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.02507,-0.039032,-1.027328,1.028375,5193.438378,2001-01-01 01:26:33.438 +0000,,,,-0.024385518,-0.0379824,-0.045155661,,-0.024380686,-0.037964151,-0.045125007,,,-2.372038,-0.676788,0.987026,,,-1.027328,,-64.01240654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.094574,-0.093109,-0.938599,0.947935,5193.418785,2001-01-01 01:26:33.419 +0000,,,,0.100268669,-0.098700204,-0.14139794,,0.099934654,-0.098381561,-0.140466744,,,-2.694338,-1.259731,0.986435,,,-0.938599,,-58.48373719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.043442,-0.148056,-1.03215,1.04362,5193.399162,2001-01-01 01:26:33.399 +0000,,,,-0.041662398,-0.143317382,-0.149491566,,-0.041638318,-0.14234806,-0.148392665,,,-4.125663,-0.893142,1.033479,,,-1.03215,,-64.31286347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.061691,0.064774,-1.298935,1.302011,5193.379617,2001-01-01 01:26:33.380 +0000,,,,-0.047434582,0.049810861,-0.068864745,,-0.047399053,0.049769726,-0.068756193,,,-5.169187,-0.757968,1.293197,,,-1.298935,,-80.93613265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.012878,-0.042099,-0.903336,0.904408,5193.360025,2001-01-01 01:26:33.360 +0000,,,,0.01424059,-0.046599186,-0.048735617,,0.014239628,-0.0465655,-0.048697087,,,-5.509699,-1.057815,1.61761,,,-0.903336,,-56.28651343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.314255,-0.033951,-0.786819,0.847935,5193.340433,2001-01-01 01:26:33.340 +0000,,,,0.399028052,-0.04007178,-0.401723462,,0.37966821,-0.040050353,-0.381991237,,,-5.074791,-1.655281,1.551647,,,-0.786819,,-49.02638466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.040482,-0.250107,-0.707489,0.751487,5193.32084,2001-01-01 01:26:33.321 +0000,,,,0.053947514,-0.352936331,-0.358114404,,0.05389527,-0.339288306,-0.343885318,,,-5.476732,-0.588464,1.433841,,,-0.707489,,-44.08336333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.170105,-0.272125,-1.128525,1.173267,5193.301217,2001-01-01 01:26:33.301 +0000,,,,-0.146532259,-0.238439853,-0.284368542,,-0.1454968,-0.234069282,-0.277055039,,,-7.890936,-0.388646,1.107137,,,-1.128525,,-70.31795209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.046967,0.09581,-1.91568,1.918649,5193.281625,2001-01-01 01:26:33.282 +0000,,,,0.024486537,0.049998548,-0.05569962,,0.024481645,0.049956947,-0.055642125,,,-10.207113,-0.403502,0.956914,,,-1.91568,,-119.3652728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.069153,-0.122742,-0.901321,0.912265,5193.262033,2001-01-01 01:26:33.262 +0000,,,,-0.076022373,-0.135781061,-0.156306125,,-0.075876424,-0.13495573,-0.155051529,,,-12.207933,-0.421261,0.831266,,,-0.901321,,-56.16095957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
