x_rad_per_sec,y_rad_per_sec,z_rad_per_sec,rms_rad_per_sec,TimeInterval,Date,,,,X_Gangle,Y_Gangle,Z_Gangle
-0.013718,-0.012826,-0.01288,0.022772,5183.523185,2001-01-01 01:26:23.523 +0000,,,,-8.63936,-24.586077,-10.068603
-0.011593,-0.012821,-0.011797,0.020927,5183.503226,2001-01-01 01:26:23.503 +0000,,,,-8.650953,-24.598898,-10.0804
-0.012659,-0.012822,-0.011804,0.02154,5183.483237,2001-01-01 01:26:23.483 +0000,,,,-8.663612,-24.61172,-10.092204
-0.014794,-0.010696,-0.012893,0.022349,5183.463279,2001-01-01 01:26:23.463 +0000,,,,-8.678406,-24.622416,-10.105097
-0.014791,-0.013886,-0.010747,0.022959,5183.44329,2001-01-01 01:26:23.443 +0000,,,,-8.693197,-24.636302,-10.115844
-0.012659,-0.012822,-0.011804,0.02154,5183.423331,2001-01-01 01:26:23.423 +0000,,,,-8.705856,-24.649124,-10.127648
-0.016942,-0.008564,-0.011845,0.022376,5183.403342,2001-01-01 01:26:23.403 +0000,,,,-8.722798,-24.657688,-10.139493
-0.013724,-0.012823,-0.011811,0.022188,5183.383353,2001-01-01 01:26:23.383 +0000,,,,-8.736522,-24.670511,-10.151304
-0.013718,-0.012826,-0.01288,0.022772,5183.363435,2001-01-01 01:26:23.363 +0000,,,,-8.75024,-24.683337,-10.164184
-0.01585,-0.012827,-0.012894,0.024125,5183.343446,2001-01-01 01:26:23.343 +0000,,,,-8.76609,-24.696164,-10.177078
-0.016909,-0.012831,-0.01397,0.025411,5183.323487,2001-01-01 01:26:23.323 +0000,,,,-8.782999,-24.708995,-10.191048
-0.015856,-0.012824,-0.011826,0.023574,5183.303498,2001-01-01 01:26:23.303 +0000,,,,-8.798855,-24.721819,-10.202874
-0.015856,-0.012824,-0.011826,0.023574,5183.28354,2001-01-01 01:26:23.284 +0000,,,,-8.814711,-24.734643,-10.2147
-0.015861,-0.011759,-0.011829,0.023017,5183.263551,2001-01-01 01:26:23.264 +0000,,,,-8.830572,-24.746402,-10.226529
-0.014802,-0.011756,-0.010753,0.021747,5183.243592,2001-01-01 01:26:23.244 +0000,,,,-8.845374,-24.758158,-10.237282
-0.013729,-0.011758,-0.011814,0.021594,5183.223603,2001-01-01 01:26:23.224 +0000,,,,-8.859103,-24.769916,-10.249096
-0.013729,-0.011758,-0.011814,0.021594,5183.203614,2001-01-01 01:26:23.204 +0000,,,,-8.872832,-24.781674,-10.26091
-0.014795,-0.011758,-0.011822,0.022291,5183.183656,2001-01-01 01:26:23.184 +0000,,,,-8.887627,-24.793432,-10.272732
-0.014784,-0.012826,-0.012887,0.023434,5183.163667,2001-01-01 01:26:23.164 +0000,,,,-8.902411,-24.806258,-10.285619
-0.013723,-0.01176,-0.012883,0.022194,5183.143708,2001-01-01 01:26:23.144 +0000,,,,-8.916134,-24.818018,-10.298502
-0.014795,-0.011758,-0.011822,0.022291,5183.123719,2001-01-01 01:26:23.124 +0000,,,,-8.930929,-24.829776,-10.310324
-0.015861,-0.011759,-0.011829,0.023017,5183.103761,2001-01-01 01:26:23.104 +0000,,,,-8.94679,-24.841535,-10.322153
-0.014795,-0.011758,-0.011822,0.022291,5183.083772,2001-01-01 01:26:23.084 +0000,,,,-8.961585,-24.853293,-10.333975
-0.015855,-0.011762,-0.012897,0.023581,5183.063813,2001-01-01 01:26:23.064 +0000,,,,-8.97744,-24.865055,-10.346872
-0.014784,-0.012826,-0.012887,0.023434,5183.043824,2001-01-01 01:26:23.044 +0000,,,,-8.992224,-24.877881,-10.359759
-0.015866,-0.010694,-0.011832,0.022496,5183.023835,2001-01-01 01:26:23.024 +0000,,,,-9.00809,-24.888575,-10.371591
-0.01479,-0.012824,-0.011819,0.022866,5183.003877,2001-01-01 01:26:23.004 +0000,,,,-9.02288,-24.901399,-10.38341
-0.013718,-0.012826,-0.01288,0.022772,5182.983888,2001-01-01 01:26:22.984 +0000,,,,-9.036598,-24.914225,-10.39629
-0.01479,-0.012824,-0.011819,0.022866,5182.963929,2001-01-01 01:26:22.964 +0000,,,,-9.051388,-24.927049,-10.408109
-0.012664,-0.011757,-0.011807,0.020928,5182.94394,2001-01-01 01:26:22.944 +0000,,,,-9.064052,-24.938806,-10.419916
-0.01267,-0.011754,-0.010739,0.020347,5182.923982,2001-01-01 01:26:22.924 +0000,,,,-9.076722,-24.95056,-10.430655
-0.014799,-0.009631,-0.012896,0.021865,5182.903993,2001-01-01 01:26:22.904 +0000,,,,-9.091521,-24.960191,-10.443551
-0.015855,-0.011762,-0.012897,0.023581,5182.884034,2001-01-01 01:26:22.884 +0000,,,,-9.107376,-24.971953,-10.456448
-0.015861,-0.011759,-0.011829,0.023017,5182.864045,2001-01-01 01:26:22.864 +0000,,,,-9.123237,-24.983712,-10.468277
-0.016922,-0.012825,-0.011833,0.024307,5182.844056,2001-01-01 01:26:22.844 +0000,,,,-9.140159,-24.996537,-10.48011
-0.015861,-0.011759,-0.011829,0.023017,5182.824097,2001-01-01 01:26:22.824 +0000,,,,-9.15602,-25.008296,-10.491939
-0.015855,-0.011762,-0.012897,0.023581,5182.804108,2001-01-01 01:26:22.804 +0000,,,,-9.171875,-25.020058,-10.504836
-0.01479,-0.012824,-0.011819,0.022866,5182.78415,2001-01-01 01:26:22.784 +0000,,,,-9.186665,-25.032882,-10.516655
-0.013717,-0.011763,-0.013951,0.022829,5182.764161,2001-01-01 01:26:22.764 +0000,,,,-9.200382,-25.044645,-10.530606
-0.012657,-0.011759,-0.012876,0.021547,5182.744202,2001-01-01 01:26:22.744 +0000,,,,-9.213039,-25.056404,-10.543482
-0.012653,-0.013887,-0.011801,0.022186,5182.724213,2001-01-01 01:26:22.724 +0000,,,,-9.225692,-25.070291,-10.555283
-0.013723,-0.01176,-0.012883,0.022194,5182.704255,2001-01-01 01:26:22.704 +0000,,,,-9.239415,-25.082051,-10.568166
-0.013723,-0.01176,-0.012883,0.022194,5182.684266,2001-01-01 01:26:22.684 +0000,,,,-9.253138,-25.093811,-10.581049
-0.01479,-0.012824,-0.011819,0.022866,5182.664277,2001-01-01 01:26:22.664 +0000,,,,-9.267928,-25.106635,-10.592868
-0.013729,-0.011758,-0.011814,0.021594,5182.644318,2001-01-01 01:26:22.644 +0000,,,,-9.281657,-25.118393,-10.604682
-0.01692,-0.011763,-0.012904,0.024314,5182.624329,2001-01-01 01:26:22.624 +0000,,,,-9.298577,-25.130156,-10.617586
-0.016915,-0.012828,-0.012901,0.024842,5182.604371,2001-01-01 01:26:22.604 +0000,,,,-9.315492,-25.142984,-10.630487
-0.016917,-0.013891,-0.01183,0.024881,5182.584382,2001-01-01 01:26:22.584 +0000,,,,-9.332409,-25.156875,-10.642317
-0.015866,-0.010694,-0.011832,0.022496,5182.564423,2001-01-01 01:26:22.564 +0000,,,,-9.348275,-25.167569,-10.654149
-0.01479,-0.012824,-0.011819,0.022866,5182.544434,2001-01-01 01:26:22.544 +0000,,,,-9.363065,-25.180393,-10.665968
-0.013728,-0.010695,-0.012886,0.021654,5182.524476,2001-01-01 01:26:22.524 +0000,,,,-9.376793,-25.191088,-10.678854
-0.013734,-0.010692,-0.011817,0.021038,5182.504487,2001-01-01 01:26:22.504 +0000,,,,-9.390527,-25.20178,-10.690671
-0.012669,-0.010692,-0.01181,0.020354,5182.484498,2001-01-01 01:26:22.484 +0000,,,,-9.403196,-25.212472,-10.702481
-0.012657,-0.011759,-0.012876,0.021547,5182.464539,2001-01-01 01:26:22.465 +0000,,,,-9.415853,-25.224231,-10.715357
-0.012664,-0.011757,-0.011807,0.020928,5182.44455,2001-01-01 01:26:22.445 +0000,,,,-9.428517,-25.235988,-10.727164
-0.015862,-0.012822,-0.010757,0.023059,5182.424592,2001-01-01 01:26:22.425 +0000,,,,-9.444379,-25.24881,-10.737921
-0.015856,-0.012824,-0.011826,0.023574,5182.404603,2001-01-01 01:26:22.405 +0000,,,,-9.460235,-25.261634,-10.749747
-0.015856,-0.012824,-0.011826,0.023574,5182.384644,2001-01-01 01:26:22.385 +0000,,,,-9.476091,-25.274458,-10.761573
-0.01585,-0.012827,-0.012894,0.024125,5182.364678,2001-01-01 01:26:22.365 +0000,,,,-9.491941,-25.287285,-10.774467
-0.015839,-0.014958,-0.012888,0.025313,5182.34472,2001-01-01 01:26:22.345 +0000,,,,-9.50778,-25.302243,-10.787355
-0.015861,-0.011759,-0.011829,0.023017,5182.324731,2001-01-01 01:26:22.325 +0000,,,,-9.523641,-25.314002,-10.799184
-0.01374,-0.009627,-0.01182,0.020522,5182.304742,2001-01-01 01:26:22.305 +0000,,,,-9.537381,-25.323629,-10.811004
