x_times_g,y_times_g,z_times_g,g_measured,TimeInterval,Date,,,,X-axis,Y-aixs,Z-aixs,,Action1,Minimum,Maximum
-0.002182,-0.002502,-1.008591,1.008596,39122.58425,2001-01-01 10:52:02.584 +0000,,,,-0.122897733,-0.140921371,-89.99937545,,,,
0.000427,-0.003296,-1.005264,1.00527,39122.56466,2001-01-01 10:52:02.565 +0000,,,,0.024209486,-0.186873605,-89.99937196,,,,
-0.001755,-0.000778,-1.005234,1.005236,39122.54507,2001-01-01 10:52:02.545 +0000,,,,-0.099509542,-0.044112989,-89.99979148,,,,
-0.002258,-0.00058,-1.007812,1.007815,39122.52547,2001-01-01 10:52:02.525 +0000,,,,-0.127375725,-0.032718196,-89.99969255,,,,
-0.001846,-0.003326,-1.006256,1.006263,39122.50588,2001-01-01 10:52:02.506 +0000,,,,-0.1044557,-0.188202286,-89.99917762,,,,
-0.00235,-0.004654,-1.006287,1.0063,39122.48626,2001-01-01 10:52:02.486 +0000,,,,-0.132964807,-0.263329714,-89.99845384,,,,
0.000061,-0.00354,-1.00618,1.006186,39122.46667,2001-01-01 10:52:02.467 +0000,,,,0.003452198,-0.200342353,-89.99928773,,,,
0.000153,-0.003632,-1.006683,1.00669,39122.44707,2001-01-01 10:52:02.447 +0000,,,,0.008650136,-0.205343585,-89.99924941,,,,
-0.000458,-0.002319,-1.006683,1.006686,39122.42748,2001-01-01 10:52:02.427 +0000,,,,-0.02589407,-0.131110379,-89.99968352,,,,
-0.002472,-0.003448,-1.006775,1.006784,39122.40789,2001-01-01 10:52:02.408 +0000,,,,-0.139733426,-0.194904003,-89.99897718,,,,
-0.002029,-0.003036,-1.006088,1.006095,39122.3883,2001-01-01 10:52:02.388 +0000,,,,-0.114849263,-0.171849946,-89.99924217,,,,
-0.000046,-0.003098,-1.004654,1.004659,39122.36871,2001-01-01 10:52:02.369 +0000,,,,-0.002611219,-0.175861046,-89.99945406,,,,
0.000717,-0.003632,-1.00386,1.003867,39122.34911,2001-01-01 10:52:02.349 +0000,,,,0.040765215,-0.206500011,-89.99921929,,,,
-0.002411,-0.003387,-1.007034,1.007043,39122.32952,2001-01-01 10:52:02.330 +0000,,,,-0.136215288,-0.19135749,-89.99901811,,,,
-0.001724,-0.003067,-1.006088,1.006094,39122.30993,2001-01-01 10:52:02.310 +0000,,,,-0.097585099,-0.173604858,-89.99929658,,,,
-0.001099,-0.003647,-1.006973,1.00698,39122.29034,2001-01-01 10:52:02.290 +0000,,,,-0.062098172,-0.206072653,-89.99917602,,,,
0.000046,-0.005295,-1.005447,1.005461,39122.27074,2001-01-01 10:52:02.271 +0000,,,,0.002607054,-0.300100187,-89.99840371,,,,
-0.000977,-0.002151,-1.008331,1.008334,39122.25121,2001-01-01 10:52:02.251 +0000,,,,-0.055056532,-0.12121483,-89.99968439,,,,
0.000137,-0.003265,-1.005737,1.005743,39122.23161,2001-01-01 10:52:02.232 +0000,,,,0.007760144,-0.184941959,-89.99939316,,,,
-0.00087,-0.004623,-1.004944,1.004955,39122.21202,2001-01-01 10:52:02.212 +0000,,,,-0.049357013,-0.262276543,-89.99873987,,,,
0.000275,-0.002701,-1.005478,1.005482,39122.19243,2001-01-01 10:52:02.192 +0000,,,,0.015585009,-0.153073853,-89.99958151,,,,
-0.001801,-0.00293,-1.007767,1.007773,39122.17284,2001-01-01 10:52:02.173 +0000,,,,-0.10160427,-0.165297925,-89.99932904,,,,
-0.001953,-0.003601,-1.006943,1.006951,39122.15324,2001-01-01 10:52:02.153 +0000,,,,-0.11035932,-0.203485059,-89.99904666,,,,
-0.000961,-0.001694,-1.007675,1.007677,39122.13365,2001-01-01 10:52:02.134 +0000,,,,-0.054225517,-0.095585998,-89.99978586,,,,
-0.000107,-0.001968,-1.003021,1.003023,39122.11406,2001-01-01 10:52:02.114 +0000,,,,-0.006093751,-0.112079742,-89.99977964,,,,
-0.000778,-0.00238,-1.009232,1.009235,39122.09447,2001-01-01 10:52:02.094 +0000,,,,-0.043764071,-0.133880253,-89.99964559,,,,
-0.001923,-0.003357,-1.006775,1.006782,39122.07487,2001-01-01 10:52:02.075 +0000,,,,-0.108700547,-0.189760564,-89.99914974,,,,
-0.000809,-0.00441,-1.001999,1.002009,39122.05528,2001-01-01 10:52:02.055 +0000,,,,-0.04616662,-0.251665438,-89.99885204,,,,
0.000565,-0.004501,-1.007202,1.007212,39122.03569,2001-01-01 10:52:02.036 +0000,,,,0.031910177,-0.254211684,-89.99883092,,,,
-0.000885,-0.004517,-1.003403,1.003413,39122.0161,2001-01-01 10:52:02.016 +0000,,,,-0.050362376,-0.257050639,-89.99879175,,,,
0.000839,-0.002228,-1.006134,1.006137,39121.99651,2001-01-01 10:52:01.997 +0000,,,,0.047486561,-0.126102929,-89.99967877,,,,
-0.002197,-0.002197,-1.00354,1.003545,39121.97691,2001-01-01 10:52:01.977 +0000,,,,-0.12499152,-0.12499152,-89.99945037,,,,
