x_rad_per_sec,y_rad_per_sec,z_rad_per_sec,rms_rad_per_sec,TimeInterval,Date,,,,Calculation,,Roll_x_angular_velocity
-0.066465,0.034132,0.036857,0.083313,91154.79235,2001-01-02 01:19:14.792 +0000,,,,,,-0.066465
-0.018075,-0.026611,0.013841,0.03502,91154.77236,2001-01-02 01:19:14.772 +0000,,,,,,-0.018075
0.074124,-0.105441,-0.013104,0.129552,91154.7524,2001-01-02 01:19:14.752 +0000,,,,,,0.074124
0.161631,-0.123495,-0.016738,0.204098,91154.73241,2001-01-02 01:19:14.732 +0000,,,,,,0.161631
0.225844,-0.187347,-0.00972,0.293597,91154.71245,2001-01-02 01:19:14.712 +0000,,,,,,0.225844
0.293449,-0.264036,-0.025083,0.395546,91154.69247,2001-01-02 01:19:14.692 +0000,,,,,,0.293449
0.307185,-0.206565,-0.050791,0.373646,91154.67251,2001-01-02 01:19:14.673 +0000,,,,,,0.307185
0.259522,-0.048933,-0.048336,0.268482,91154.65252,2001-01-02 01:19:14.653 +0000,,,,,,0.259522
0.18325,0.058639,-0.034184,0.195416,91154.63256,2001-01-02 01:19:14.633 +0000,,,,,,0.18325
0.165866,0.131059,-0.036635,0.214546,91154.61257,2001-01-02 01:19:14.613 +0000,,,,,,0.165866
0.204915,0.021299,-0.062786,0.215374,91154.59261,2001-01-02 01:19:14.593 +0000,,,,,,0.204915
0.24097,-0.15659,-0.06847,0.295424,91154.57262,2001-01-02 01:19:14.573 +0000,,,,,,0.24097
0.282707,-0.23424,-0.034853,0.368791,91154.55266,2001-01-02 01:19:14.553 +0000,,,,,,0.282707
0.370531,-0.351301,-0.012572,0.510748,91154.53268,2001-01-02 01:19:14.533 +0000,,,,,,0.370531
0.491786,-0.287318,-0.021544,0.569973,91154.51272,2001-01-02 01:19:14.513 +0000,,,,,,0.491786
0.602464,-0.235071,-0.03483,0.647638,91154.49273,2001-01-02 01:19:14.493 +0000,,,,,,0.602464
0.648572,-0.072045,-0.032825,0.653387,91154.47277,2001-01-02 01:19:14.473 +0000,,,,,,0.648572
0.621097,0.097322,-0.029197,0.629354,91154.45278,2001-01-02 01:19:14.453 +0000,,,,,,0.621097
0.580686,0.091939,-0.04014,0.589288,91154.43282,2001-01-02 01:19:14.433 +0000,,,,,,0.580686
0.508644,0.0024,-0.041451,0.510335,91154.41283,2001-01-02 01:19:14.413 +0000,,,,,,0.508644
0.386676,0.073735,-0.021098,0.394208,91154.39287,2001-01-02 01:19:14.393 +0000,,,,,,0.386676
0.302416,0.065192,-0.004547,0.309396,91154.37289,2001-01-02 01:19:14.373 +0000,,,,,,0.302416
0.361396,-0.00402,-0.009304,0.361538,91154.35293,2001-01-02 01:19:14.353 +0000,,,,,,0.361396
0.48343,-0.083887,-0.033907,0.491824,91154.33294,2001-01-02 01:19:14.333 +0000,,,,,,0.48343
0.554169,-0.139284,-0.055718,0.574115,91154.31298,2001-01-02 01:19:14.313 +0000,,,,,,0.554169
0.527599,-0.156346,-0.054783,0.552997,91154.29299,2001-01-02 01:19:14.293 +0000,,,,,,0.527599
0.429209,-0.093553,-0.049206,0.442033,91154.27303,2001-01-02 01:19:14.273 +0000,,,,,,0.429209
0.227567,-0.069165,-0.035674,0.240507,91154.25304,2001-01-02 01:19:14.253 +0000,,,,,,0.227567
-0.063018,0.034031,-0.004792,0.07178,91154.23308,2001-01-02 01:19:14.233 +0000,,,,,,-0.063018
-0.348478,0.179841,0.026009,0.393009,91154.2131,2001-01-02 01:19:14.213 +0000,,,,,,-0.348478
-0.600357,0.030512,0.023647,0.601596,91154.19314,2001-01-02 01:19:14.193 +0000,,,,,,-0.600357
-0.644894,0.047395,-0.027988,0.647239,91154.17315,2001-01-02 01:19:14.173 +0000,,,,,,-0.644894
-0.684419,0.00594,0.019941,0.684735,91154.15319,2001-01-02 01:19:14.153 +0000,,,,,,-0.684419
-0.670702,0.068734,-0.00685,0.67425,91154.1332,2001-01-02 01:19:14.133 +0000,,,,,,-0.670702
-0.623524,0.240265,-0.012341,0.668328,91154.11324,2001-01-02 01:19:14.113 +0000,,,,,,-0.623524
-0.495532,0.070833,-0.070853,0.505559,91154.09325,2001-01-02 01:19:14.093 +0000,,,,,,-0.495532
-0.388812,0.065539,-0.089351,0.404294,91154.07329,2001-01-02 01:19:14.073 +0000,,,,,,-0.388812
-0.387065,0.084838,-0.040241,0.398292,91154.0533,2001-01-02 01:19:14.053 +0000,,,,,,-0.387065
-0.554763,0.092308,0.01417,0.562569,91154.03335,2001-01-02 01:19:14.033 +0000,,,,,,-0.554763
-0.647255,0.294586,-0.008374,0.71119,91154.01336,2001-01-02 01:19:14.013 +0000,,,,,,-0.647255
-0.74047,0.413794,-0.02215,0.848535,91153.9934,2001-01-02 01:19:13.993 +0000,,,,,,-0.74047
-0.806352,0.341368,0.002178,0.875637,91153.97341,2001-01-02 01:19:13.973 +0000,,,,,,-0.806352
-0.886397,0.309459,0.045534,0.939967,91153.95347,2001-01-02 01:19:13.953 +0000,,,,,,-0.886397
-0.92469,0.298767,0.041031,0.972624,91153.93348,2001-01-02 01:19:13.933 +0000,,,,,,-0.92469
-0.852889,0.255068,0.010647,0.890276,91153.91352,2001-01-02 01:19:13.914 +0000,,,,,,-0.852889
-0.781801,0.325423,0.008799,0.846871,91153.89354,2001-01-02 01:19:13.894 +0000,,,,,,-0.781801
-0.692027,0.206314,0.063154,0.724883,91153.87358,2001-01-02 01:19:13.874 +0000,,,,,,-0.692027
-0.550038,0.197816,0.031011,0.58535,91153.85359,2001-01-02 01:19:13.854 +0000,,,,,,-0.550038
-0.369287,0.10413,0.001499,0.38369,91153.83363,2001-01-02 01:19:13.834 +0000,,,,,,-0.369287
-0.138463,0.026437,-0.037336,0.145825,91153.81364,2001-01-02 01:19:13.814 +0000,,,,,,-0.138463
0.068608,0.021149,-0.082938,0.109696,91153.79368,2001-01-02 01:19:13.794 +0000,,,,,,0.068608
0.208303,-0.170591,-0.119941,0.294749,91153.77369,2001-01-02 01:19:13.774 +0000,,,,,,0.208303
0.354953,-0.125649,-0.082744,0.38552,91153.75373,2001-01-02 01:19:13.754 +0000,,,,,,0.354953
0.379064,0.032947,-0.14178,0.40605,91153.73375,2001-01-02 01:19:13.734 +0000,,,,,,0.379064
0.502283,-0.033148,-0.1974,0.540698,91153.71379,2001-01-02 01:19:13.714 +0000,,,,,,0.502283
0.584272,-0.18872,-0.238096,0.658543,91153.6938,2001-01-02 01:19:13.694 +0000,,,,,,0.584272
0.678,-0.402763,-0.234745,0.822805,91153.67384,2001-01-02 01:19:13.674 +0000,,,,,,0.678
0.71687,-0.393993,-0.146888,0.83109,91153.65385,2001-01-02 01:19:13.654 +0000,,,,,,0.71687
0.669965,-0.397214,-0.142922,0.79187,91153.63389,2001-01-02 01:19:13.634 +0000,,,,,,0.669965
0.633906,-0.242713,-0.117941,0.688953,91153.6139,2001-01-02 01:19:13.614 +0000,,,,,,0.633906
0.597259,-0.136253,-0.134505,0.627196,91153.59394,2001-01-02 01:19:13.594 +0000,,,,,,0.597259
0.543486,-0.042534,-0.128712,0.560136,91153.57396,2001-01-02 01:19:13.574 +0000,,,,,,0.543486
0.541665,0.069411,-0.091631,0.553728,91153.554,2001-01-02 01:19:13.554 +0000,,,,,,0.541665
0.601224,-0.1138,-0.102484,0.620423,91153.53401,2001-01-02 01:19:13.534 +0000,,,,,,0.601224
0.722143,-0.398218,-0.134019,0.835481,91153.51405,2001-01-02 01:19:13.514 +0000,,,,,,0.722143
0.82839,-0.326769,-0.134565,0.900619,91153.49406,2001-01-02 01:19:13.494 +0000,,,,,,0.82839
0.908438,-0.147701,-0.117415,0.927826,91153.4741,2001-01-02 01:19:13.474 +0000,,,,,,0.908438
0.948316,-0.016643,-0.117502,0.955713,91153.45411,2001-01-02 01:19:13.454 +0000,,,,,,0.948316
0.969382,0.054709,-0.132513,0.979926,91153.43415,2001-01-02 01:19:13.434 +0000,,,,,,0.969382
0.905346,0.070645,-0.130851,0.917477,91153.41417,2001-01-02 01:19:13.414 +0000,,,,,,0.905346
0.640729,0.07695,-0.087777,0.651276,91153.39421,2001-01-02 01:19:13.394 +0000,,,,,,0.640729
0.361268,0.083212,-0.057625,0.37518,91153.37422,2001-01-02 01:19:13.374 +0000,,,,,,0.361268
0.075623,0.084066,-0.058486,0.127305,91153.35426,2001-01-02 01:19:13.354 +0000,,,,,,0.075623
-0.239431,0.016675,-0.077525,0.252222,91153.33427,2001-01-02 01:19:13.334 +0000,,,,,,-0.239431
-0.55562,0.049694,0.013211,0.557995,91153.31431,2001-01-02 01:19:13.314 +0000,,,,,,-0.55562
-0.615816,-0.022878,-0.022258,0.616642,91153.29432,2001-01-02 01:19:13.294 +0000,,,,,,-0.615816
-0.612427,-0.244536,-0.055825,0.661802,91153.27436,2001-01-02 01:19:13.274 +0000,,,,,,-0.612427
-0.592269,-0.395896,-0.098018,0.719113,91153.25438,2001-01-02 01:19:13.254 +0000,,,,,,-0.592269
-0.499601,-0.328824,-0.141384,0.614586,91153.23442,2001-01-02 01:19:13.234 +0000,,,,,,-0.499601
-0.467468,-0.154064,-0.12882,0.508779,91153.21443,2001-01-02 01:19:13.214 +0000,,,,,,-0.467468
-0.423652,-0.223185,-0.093076,0.487807,91153.19447,2001-01-02 01:19:13.194 +0000,,,,,,-0.423652
-0.276834,-0.542803,-0.149984,0.627509,91153.17448,2001-01-02 01:19:13.174 +0000,,,,,,-0.276834
-0.462338,-0.360674,-0.108991,0.596424,91153.15452,2001-01-02 01:19:13.155 +0000,,,,,,-0.462338
-0.811744,0.286106,0.056786,0.86256,91153.13453,2001-01-02 01:19:13.135 +0000,,,,,,-0.811744
-1.065304,0.352235,0.163883,1.133931,91153.11457,2001-01-02 01:19:13.115 +0000,,,,,,-1.065304
-1.064329,-0.030289,0.127532,1.07237,91153.09459,2001-01-02 01:19:13.095 +0000,,,,,,-1.064329
-0.921977,-0.106981,0.089166,0.932436,91153.07463,2001-01-02 01:19:13.075 +0000,,,,,,-0.921977
-0.764164,0.046646,0.133623,0.77716,91153.05464,2001-01-02 01:19:13.055 +0000,,,,,,-0.764164
-0.672025,0.316382,0.195485,0.768069,91153.03468,2001-01-02 01:19:13.035 +0000,,,,,,-0.672025
-0.427729,0.042794,0.198946,0.47367,91153.01469,2001-01-02 01:19:13.015 +0000,,,,,,-0.427729
-0.101175,-0.189349,0.13767,0.255034,91152.99473,2001-01-02 01:19:12.995 +0000,,,,,,-0.101175
0.159476,0.048126,0.028727,0.169038,91152.97474,2001-01-02 01:19:12.975 +0000,,,,,,0.159476
0.23578,0.680768,-0.046205,0.721923,91152.95481,2001-01-02 01:19:12.955 +0000,,,,,,0.23578
0.168265,0.900946,-0.160521,0.930475,91152.93482,2001-01-02 01:19:12.935 +0000,,,,,,0.168265
0.100717,0.458963,-0.097802,0.479955,91152.91486,2001-01-02 01:19:12.915 +0000,,,,,,0.100717
0.234743,-0.221517,-0.044828,0.325859,91152.89487,2001-01-02 01:19:12.895 +0000,,,,,,0.234743
0.49841,-0.473906,-0.089377,0.693532,91152.87491,2001-01-02 01:19:12.875 +0000,,,,,,0.49841
0.653103,-0.72095,-0.095141,0.977428,91152.85492,2001-01-02 01:19:12.855 +0000,,,,,,0.653103
0.680936,-0.186386,-0.185093,0.729845,91152.83497,2001-01-02 01:19:12.835 +0000,,,,,,0.680936
0.590605,0.173673,-0.159968,0.636055,91152.81501,2001-01-02 01:19:12.815 +0000,,,,,,0.590605
0.406256,0.166524,0.017248,0.439399,91152.79502,2001-01-02 01:19:12.795 +0000,,,,,,0.406256
-0.013296,-0.261335,0.293392,0.393131,91152.77506,2001-01-02 01:19:12.775 +0000,,,,,,-0.013296
-0.21001,-0.298884,0.245153,0.439927,91152.75507,2001-01-02 01:19:12.755 +0000,,,,,,-0.21001
-0.373751,0.061684,0.0689,0.385022,91152.73511,2001-01-02 01:19:12.735 +0000,,,,,,-0.373751
-0.585729,0.303258,0.033689,0.660439,91152.71512,2001-01-02 01:19:12.715 +0000,,,,,,-0.585729
-0.667275,0.342762,0.092868,0.755887,91152.69516,2001-01-02 01:19:12.695 +0000,,,,,,-0.667275
-0.456275,0.264258,0.161822,0.551548,91152.67518,2001-01-02 01:19:12.675 +0000,,,,,,-0.456275
-0.158804,0.032221,0.151638,0.221925,91152.65522,2001-01-02 01:19:12.655 +0000,,,,,,-0.158804
0.037013,0.188772,0.076669,0.207082,91152.63523,2001-01-02 01:19:12.635 +0000,,,,,,0.037013
0.139522,0.267887,0.16049,0.342034,91152.61527,2001-01-02 01:19:12.615 +0000,,,,,,0.139522
0.478455,0.04443,0.161248,0.506847,91152.59528,2001-01-02 01:19:12.595 +0000,,,,,,0.478455
0.697041,-0.187042,-0.025774,0.72216,91152.57532,2001-01-02 01:19:12.575 +0000,,,,,,0.697041
0.767316,-0.355384,-0.057966,0.847604,91152.55533,2001-01-02 01:19:12.555 +0000,,,,,,0.767316
0.731191,-0.393732,-0.046352,0.831753,91152.53537,2001-01-02 01:19:12.535 +0000,,,,,,0.731191
0.395637,-0.273029,0.182922,0.514329,91152.51539,2001-01-02 01:19:12.515 +0000,,,,,,0.395637
0.084727,-0.173007,0.228635,0.298971,91152.49543,2001-01-02 01:19:12.495 +0000,,,,,,0.084727
-0.028282,-0.093341,0.169956,0.195952,91152.47544,2001-01-02 01:19:12.475 +0000,,,,,,-0.028282
0.044782,-0.1637,0.1279,0.212513,91152.45548,2001-01-02 01:19:12.455 +0000,,,,,,0.044782
0.156434,-0.118857,0.136011,0.238951,91152.43549,2001-01-02 01:19:12.435 +0000,,,,,,0.156434
0.215154,-0.258574,0.052375,0.340433,91152.41553,2001-01-02 01:19:12.416 +0000,,,,,,0.215154
