x_rad_per_sec,y_rad_per_sec,z_rad_per_sec,rms_rad_per_sec,TimeInterval,Date,,,,,Angle Offest
-0.034765,-0.073554,-0.009651,0.081926,52096.03285,2001-01-01 14:28:16.033 +0000,,,,,-0.062577
-0.034574,-0.125728,0.000108,0.130395,52096.02287,2001-01-01 14:28:16.023 +0000,,,,,-0.1248102
-0.031368,-0.118287,-0.00737,0.122597,52096.01289,2001-01-01 14:28:16.013 +0000,,,,,-0.1812726
0.000527,-0.079956,-0.024355,0.083585,52096.00291,2001-01-01 14:28:16.003 +0000,,,,,-0.180324
0.031185,-0.008597,-0.039301,0.050902,52095.9929,2001-01-01 14:28:15.993 +0000,,,,,-0.124191
0.033147,0.039317,-0.049035,0.071056,52095.98292,2001-01-01 14:28:15.983 +0000,,,,,-0.0645264
0.016117,0.0478,-0.059858,0.078279,52095.97294,2001-01-01 14:28:15.973 +0000,,,,,-0.0355158
0.017138,0.047819,-0.052371,0.07296,52095.96296,2001-01-01 14:28:15.963 +0000,,,,,-0.0046674
0.056634,-0.000019,-0.024193,0.061585,52095.95295,2001-01-01 14:28:15.953 +0000,,,,,0.0972738
0.083602,-0.063923,-0.027043,0.108659,52095.94297,2001-01-01 14:28:15.943 +0000,,,,,0.2477574
0.061279,-0.068217,-0.033593,0.097658,52095.93299,2001-01-01 14:28:15.933 +0000,,,,,0.3580596
0.02936,-0.09059,-0.0252,0.098507,52095.92301,2001-01-01 14:28:15.923 +0000,,,,,0.4109076
-0.001419,-0.145951,-0.002818,0.145985,52095.91301,2001-01-01 14:28:15.913 +0000,,,,,0.4083534
-0.024789,-0.170453,0.003502,0.172282,52095.90303,2001-01-01 14:28:15.903 +0000,,,,,0.3637332
-0.019635,-0.116156,-0.010502,0.118271,52095.89305,2001-01-01 14:28:15.893 +0000,,,,,0.3283902
0.00975,-0.017069,-0.01271,0.023408,52095.88307,2001-01-01 14:28:15.883 +0000,,,,,0.3459402
-0.001875,-0.024561,-0.023453,0.034012,52095.87306,2001-01-01 14:28:15.873 +0000,,,,,0.3425652
-0.016637,-0.066102,-0.017029,0.070258,52095.86308,2001-01-01 14:28:15.863 +0000,,,,,0.3126186
-0.003862,-0.072465,-0.009446,0.07318,52095.8531,2001-01-01 14:28:15.853 +0000,,,,,0.305667
0.035467,-0.059634,-0.001736,0.069406,52095.84312,2001-01-01 14:28:15.843 +0000,,,,,0.3695076
0.066311,-0.0447,-0.002637,0.080014,52095.83311,2001-01-01 14:28:15.833 +0000,,,,,0.4888674
0.059871,-0.029801,-0.006995,0.067243,52095.82313,2001-01-01 14:28:15.823 +0000,,,,,0.5966352
0.035378,-0.023449,-0.015725,0.045264,52095.81315,2001-01-01 14:28:15.813 +0000,,,,,0.6603156
0.013098,-0.03414,-0.024395,0.043957,52095.80317,2001-01-01 14:28:15.803 +0000,,,,,0.683892
-0.015544,-0.065049,-0.022367,0.070521,52095.79316,2001-01-01 14:28:15.793 +0000,,,,,0.6559128
-0.034502,-0.134263,-0.00521,0.138723,52095.78318,2001-01-01 14:28:15.783 +0000,,,,,0.5938092
-0.041825,-0.167284,-0.001965,0.172444,52095.7732,2001-01-01 14:28:15.773 +0000,,,,,0.5185242
-0.027024,-0.125759,-0.0148,0.129479,52095.76322,2001-01-01 14:28:15.763 +0000,,,,,0.469881
-0.01343,-0.058661,-0.024507,0.064978,52095.75325,2001-01-01 14:28:15.753 +0000,,,,,0.445707
-0.021026,-0.028842,-0.025708,0.043987,52095.74324,2001-01-01 14:28:15.743 +0000,,,,,0.4078602
-0.038128,-0.022455,-0.022635,0.049703,52095.73327,2001-01-01 14:28:15.733 +0000,,,,,0.3392298
-0.066929,-0.016088,-0.023915,0.072871,52095.72329,2001-01-01 14:28:15.723 +0000,,,,,0.2187576
-0.094697,-0.0012,-0.02628,0.098284,52095.71331,2001-01-01 14:28:15.713 +0000,,,,,0.048303
-0.107469,0.003035,-0.032789,0.112401,52095.7033,2001-01-01 14:28:15.703 +0000,,,,,-0.1451412
-0.102142,-0.01397,-0.018816,0.104796,52095.69332,2001-01-01 14:28:15.693 +0000,,,,,-0.3289968
-0.106304,-0.055479,-0.002704,0.119941,52095.68334,2001-01-01 14:28:15.683 +0000,,,,,-0.520344
-0.116887,-0.087413,0.010134,0.146309,52095.67336,2001-01-01 14:28:15.673 +0000,,,,,-0.7307406
-0.104152,-0.079939,0.013405,0.131975,52095.66335,2001-01-01 14:28:15.663 +0000,,,,,-0.9182142
-0.08729,-0.038383,0.012337,0.096151,52095.65337,2001-01-01 14:28:15.653 +0000,,,,,-1.0753362
-0.100179,-0.000078,-0.001744,0.100194,52095.64339,2001-01-01 14:28:15.643 +0000,,,,,-1.2556584
-0.123648,0.017988,-0.012637,0.125587,52095.63341,2001-01-01 14:28:15.633 +0000,,,,,-1.4782248
-0.13316,-0.00438,-0.008366,0.133494,52095.6234,2001-01-01 14:28:15.623 +0000,,,,,-1.7179128
-0.123353,-0.062935,0.002544,0.138504,52095.61342,2001-01-01 14:28:15.613 +0000,,,,,-1.9399482
-0.091129,-0.1183,0.005049,0.149415,52095.60344,2001-01-01 14:28:15.603 +0000,,,,,-2.1039804
-0.060038,-0.145995,-0.003214,0.15789,52095.59346,2001-01-01 14:28:15.593 +0000,,,,,-2.2120488
-0.056711,-0.165183,-0.00955,0.174908,52095.58345,2001-01-01 14:28:15.583 +0000,,,,,-2.3141286
-0.056801,-0.150261,-0.006386,0.160766,52095.57348,2001-01-01 14:28:15.573 +0000,,,,,-2.4163704
-0.037854,-0.094864,-0.010683,0.102695,52095.5635,2001-01-01 14:28:15.563 +0000,,,,,-2.4845076
-0.031861,0.003119,-0.021594,0.038615,52095.55352,2001-01-01 14:28:15.554 +0000,,,,,-2.5418574
-0.050344,0.090435,-0.030504,0.107905,52095.54351,2001-01-01 14:28:15.544 +0000,,,,,-2.6324766
-0.080281,0.1064,-0.027544,0.136105,52095.53353,2001-01-01 14:28:15.534 +0000,,,,,-2.7769824
-0.098291,0.070194,-0.016882,0.121957,52095.52355,2001-01-01 14:28:15.524 +0000,,,,,-2.9539062
-0.090745,0.03189,-0.000699,0.096188,52095.51357,2001-01-01 14:28:15.514 +0000,,,,,-3.1172472
-0.086446,0.024436,-0.00065,0.089836,52095.50356,2001-01-01 14:28:15.504 +0000,,,,,-3.27285
-0.104615,0.055276,-0.016884,0.119519,52095.49358,2001-01-01 14:28:15.494 +0000,,,,,-3.461157
-0.126139,0.098935,-0.017148,0.161224,52095.4836,2001-01-01 14:28:15.484 +0000,,,,,-3.6882072
-0.171891,0.073353,-0.009907,0.187151,52095.47362,2001-01-01 14:28:15.474 +0000,,,,,-3.997611
-0.288838,0.014671,-0.012674,0.289488,52095.46361,2001-01-01 14:28:15.464 +0000,,,,,-4.5175194
-0.384906,0.035923,-0.005901,0.386623,52095.45363,2001-01-01 14:28:15.454 +0000,,,,,-5.2103502
-0.383958,0.054046,-0.000601,0.387743,52095.44365,2001-01-01 14:28:15.444 +0000,,,,,-5.9014746
-0.337147,0.063685,0.0061,0.343163,52095.43367,2001-01-01 14:28:15.434 +0000,,,,,-6.5083392
-0.299695,0.018998,0.017159,0.300787,52095.4237,2001-01-01 14:28:15.424 +0000,,,,,-7.0477902
-0.286675,-0.041688,0.027028,0.290948,52095.41369,2001-01-01 14:28:15.414 +0000,,,,,-7.5638052
-0.285467,-0.071515,0.027118,0.295536,52095.40371,2001-01-01 14:28:15.404 +0000,,,,,-8.0776458
-0.275843,-0.066205,0.017552,0.284219,52095.39373,2001-01-01 14:28:15.394 +0000,,,,,-8.5741632
-0.27691,-0.041753,-0.001755,0.280046,52095.38375,2001-01-01 14:28:15.384 +0000,,,,,-9.0726012
-0.286574,-0.002393,-0.021161,0.287364,52095.37374,2001-01-01 14:28:15.374 +0000,,,,,-9.5884344
-0.255829,0.035971,-0.024263,0.259482,52095.36376,2001-01-01 14:28:15.364 +0000,,,,,-10.0489266
-0.18984,0.050943,-0.020653,0.197638,52095.35378,2001-01-01 14:28:15.354 +0000,,,,,-10.3906386
-0.118521,0.065918,-0.017007,0.136681,52095.3438,2001-01-01 14:28:15.344 +0000,,,,,-10.6039764
-0.065268,0.067036,-0.011308,0.094243,52095.33379,2001-01-01 14:28:15.334 +0000,,,,,-10.7214588
-0.020356,0.022355,-0.000198,0.030235,52095.32381,2001-01-01 14:28:15.324 +0000,,,,,-10.7580996
-0.000912,-0.051096,0.015092,0.053286,52095.31383,2001-01-01 14:28:15.314 +0000,,,,,-10.7597412
-0.010396,-0.08198,0.021523,0.085393,52095.30385,2001-01-01 14:28:15.304 +0000,,,,,-10.778454
-0.032848,-0.051136,0.008465,0.061364,52095.29384,2001-01-01 14:28:15.294 +0000,,,,,-10.8375804
-0.056548,0.027625,-0.01221,0.064109,52095.28386,2001-01-01 14:28:15.284 +0000,,,,,-10.9393668
-0.056785,0.098955,-0.029502,0.117844,52095.27388,2001-01-01 14:28:15.274 +0000,,,,,-11.0415798
-0.057809,0.096811,-0.034846,0.118019,52095.26391,2001-01-01 14:28:15.264 +0000,,,,,-11.145636
-0.06614,0.048881,-0.029429,0.087349,52095.2539,2001-01-01 14:28:15.254 +0000,,,,,-11.264688
-0.05843,-0.03308,-0.005647,0.067382,52095.24392,2001-01-01 14:28:15.244 +0000,,,,,-11.369862
-0.064439,-0.143814,0.018121,0.158629,52095.23394,2001-01-01 14:28:15.234 +0000,,,,,-11.4858522
-0.098111,-0.272662,0.048162,0.293752,52095.22396,2001-01-01 14:28:15.224 +0000,,,,,-11.662452
-0.175727,-0.332335,0.063828,0.381315,52095.21395,2001-01-01 14:28:15.214 +0000,,,,,-11.9787606
-0.249387,-0.305762,0.06219,0.399439,52095.20397,2001-01-01 14:28:15.204 +0000,,,,,-12.4276572
-0.282726,-0.228051,0.05,0.366663,52095.19399,2001-01-01 14:28:15.194 +0000,,,,,-12.936564
-0.268082,-0.148188,0.032786,0.308063,52095.18401,2001-01-01 14:28:15.184 +0000,,,,,-13.4191116
-0.254503,-0.072578,0.018781,0.265315,52095.174,2001-01-01 14:28:15.174 +0000,,,,,-13.877217
-0.247267,-0.017195,0.012269,0.248168,52095.16402,2001-01-01 14:28:15.164 +0000,,,,,-14.3222976
-0.245186,-0.006541,0.012254,0.245579,52095.15404,2001-01-01 14:28:15.154 +0000,,,,,-14.7636324
-0.255875,-0.036304,0.041112,0.261687,52095.14406,2001-01-01 14:28:15.144 +0000,,,,,-15.2242074
-0.279166,-0.100176,0.065704,0.303786,52095.13405,2001-01-01 14:28:15.134 +0000,,,,,-15.7267062
-0.334414,-0.171521,0.093307,0.387245,52095.12407,2001-01-01 14:28:15.124 +0000,,,,,-16.3286514
-0.403659,-0.197102,0.107868,0.46198,52095.11409,2001-01-01 14:28:15.114 +0000,,,,,-17.0552376
-0.440854,-0.197176,0.089453,0.491154,52095.10412,2001-01-01 14:28:15.104 +0000,,,,,-17.8487748
-0.402632,-0.13117,0.06175,0.427939,52095.09414,2001-01-01 14:28:15.094 +0000,,,,,-18.5735124
-0.313454,-0.016137,0.028915,0.315198,52095.08413,2001-01-01 14:28:15.084 +0000,,,,,-19.1377296
-0.214496,0.064805,-0.008035,0.224215,52095.07415,2001-01-01 14:28:15.074 +0000,,,,,-19.5238224
-0.120766,0.103174,-0.027808,0.161253,52095.06417,2001-01-01 14:28:15.064 +0000,,,,,-19.7412012
-0.056753,0.073426,-0.014473,0.093925,52095.05419,2001-01-01 14:28:15.054 +0000,,,,,-19.8433566
-0.022669,0.041566,0.014693,0.049573,52095.04418,2001-01-01 14:28:15.044 +0000,,,,,-19.8841608
-0.008767,0.017104,0.026607,0.032823,52095.0342,2001-01-01 14:28:15.034 +0000,,,,,-19.8999414
-0.027012,0.023522,0.042494,0.055576,52095.02422,2001-01-01 14:28:15.024 +0000,,,,,-19.948563
-0.088969,0.04905,0.045212,0.1112,52095.01424,2001-01-01 14:28:15.014 +0000,,,,,-20.1087072
-0.167954,0.073492,0.044613,0.18868,52095.00423,2001-01-01 14:28:15.004 +0000,,,,,-20.4110244
-0.188191,0.053272,0.058422,0.204125,52094.99425,2001-01-01 14:28:14.994 +0000,,,,,-20.7497682
-0.14304,-0.040414,0.068598,0.163705,52094.98427,2001-01-01 14:28:14.984 +0000,,,,,-21.0072402
-0.115928,-0.126704,0.059399,0.181718,52094.97429,2001-01-01 14:28:14.974 +0000,,,,,-21.2159106
-0.121064,-0.156557,0.050897,0.204346,52094.96428,2001-01-01 14:28:14.964 +0000,,,,,-21.4338258
-0.122215,-0.142701,0.054057,0.195505,52094.9543,2001-01-01 14:28:14.954 +0000,,,,,-21.6538128
-0.125713,-0.076663,0.051717,0.156063,52094.94433,2001-01-01 14:28:14.944 +0000,,,,,-21.8800962
-0.151799,0.039413,0.043746,0.162819,52094.93435,2001-01-01 14:28:14.934 +0000,,,,,-22.1533344
-0.207918,0.207641,0.025814,0.294976,52094.92434,2001-01-01 14:28:14.924 +0000,,,,,-22.5275868
-0.256577,0.380127,0.004715,0.45864,52094.91436,2001-01-01 14:28:14.914 +0000,,,,,-22.9894254
-0.253625,0.444021,-0.005055,0.511377,52094.90438,2001-01-01 14:28:14.904 +0000,,,,,-23.4459504
-0.190437,0.376962,-0.00231,0.422341,52094.8944,2001-01-01 14:28:14.894 +0000,,,,,-23.788737
-0.133343,0.243857,0.002711,0.277946,52094.88439,2001-01-01 14:28:14.884 +0000,,,,,-24.0287544
-0.130687,0.121377,0.012679,0.178808,52094.87441,2001-01-01 14:28:14.874 +0000,,,,,-24.263991
-0.165502,0.032961,0.023369,0.170363,52094.86443,2001-01-01 14:28:14.864 +0000,,,,,-24.5618946
-0.197394,-0.003245,0.038212,0.201084,52094.85445,2001-01-01 14:28:14.854 +0000,,,,,-24.9172038
-0.209173,-0.00642,0.049894,0.215137,52094.84444,2001-01-01 14:28:14.844 +0000,,,,,-25.2937152
-0.216634,0.008458,0.03805,0.220113,52094.83446,2001-01-01 14:28:14.834 +0000,,,,,-25.6836564
-0.252897,0.054158,0.005626,0.258692,52094.82448,2001-01-01 14:28:14.824 +0000,,,,,-26.138871
-0.313736,0.100928,-0.017351,0.330027,52094.8145,2001-01-01 14:28:14.815 +0000,,,,,-26.7035958
-0.375715,0.113707,-0.000708,0.392545,52094.80449,2001-01-01 14:28:14.804 +0000,,,,,-27.3798828
-0.3915,0.024306,0.036827,0.393979,52094.79451,2001-01-01 14:28:14.795 +0000,,,,,-28.0845828
-0.376214,-0.08215,0.060726,0.389837,52094.78454,2001-01-01 14:28:14.785 +0000,,,,,-28.761768
-0.38239,-0.132214,0.064026,0.409637,52094.77456,2001-01-01 14:28:14.775 +0000,,,,,-29.45007
-0.404704,-0.134386,0.054265,0.429872,52094.76458,2001-01-01 14:28:14.765 +0000,,,,,-30.1785372
-0.411237,-0.086491,0.039132,0.422052,52094.75457,2001-01-01 14:28:14.755 +0000,,,,,-30.9187638
-0.395623,0.013613,0.021869,0.396461,52094.74463,2001-01-01 14:28:14.745 +0000,,,,,-31.6308852
-0.37585,0.128648,0.009936,0.397381,52094.73465,2001-01-01 14:28:14.735 +0000,,,,,-32.3074152
-0.386724,0.215909,-0.023498,0.443536,52094.72467,2001-01-01 14:28:14.725 +0000,,,,,-33.0035184
-0.455719,0.206171,-0.063472,0.504197,52094.71466,2001-01-01 14:28:14.715 +0000,,,,,-33.8238126
-0.555488,0.094291,-0.044608,0.565197,52094.70468,2001-01-01 14:28:14.705 +0000,,,,,-34.823691
-0.61654,0.036961,0.051301,0.619774,52094.6947,2001-01-01 14:28:14.695 +0000,,,,,-35.933463
-0.558247,0.011625,0.126559,0.572532,52094.68472,2001-01-01 14:28:14.685 +0000,,,,,-36.9383076
-0.456729,-0.014989,0.103809,0.468618,52094.67471,2001-01-01 14:28:14.675 +0000,,,,,-37.7604198
-0.382684,-0.050229,0.047774,0.388911,52094.66473,2001-01-01 14:28:14.665 +0000,,,,,-38.449251
-0.344924,-0.108865,0.01827,0.362157,52094.65475,2001-01-01 14:28:14.655 +0000,,,,,-39.0701142
-0.352179,-0.144041,0.011905,0.380683,52094.64477,2001-01-01 14:28:14.645 +0000,,,,,-39.7040364
-0.407593,-0.107938,-0.018485,0.422048,52094.63476,2001-01-01 14:28:14.635 +0000,,,,,-40.4377038
-0.459965,-0.027115,-0.058593,0.464475,52094.62478,2001-01-01 14:28:14.625 +0000,,,,,-41.2656408
-0.481509,0.051637,-0.083528,0.491421,52094.6148,2001-01-01 14:28:14.615 +0000,,,,,-42.132357
-0.489306,0.125129,-0.085918,0.512308,52094.60482,2001-01-01 14:28:14.605 +0000,,,,,-43.0131078
-0.490694,0.153968,-0.055019,0.517217,52094.59481,2001-01-01 14:28:14.595 +0000,,,,,-43.896357
-0.511123,0.13808,-0.012373,0.529591,52094.58484,2001-01-01 14:28:14.585 +0000,,,,,-44.8163784
-0.540974,0.075335,0.038885,0.547577,52094.57486,2001-01-01 14:28:14.575 +0000,,,,,-45.7901316
-0.555597,-0.064074,0.10007,0.568161,52094.56488,2001-01-01 14:28:14.565 +0000,,,,,-46.7902062
-0.567801,-0.230179,0.134632,0.627301,52094.55487,2001-01-01 14:28:14.555 +0000,,,,,-47.812248
-0.590585,-0.3538,0.121992,0.699176,52094.54489,2001-01-01 14:28:14.545 +0000,,,,,-48.875301
-0.606975,-0.411499,0.056859,0.735515,52094.53491,2001-01-01 14:28:14.535 +0000,,,,,-49.967856
-0.610558,-0.429859,-0.042487,0.747907,52094.52493,2001-01-01 14:28:14.525 +0000,,,,,-51.0668604
-0.635052,-0.358654,-0.102682,0.736524,52094.51492,2001-01-01 14:28:14.515 +0000,,,,,-52.209954
-0.637801,-0.223378,-0.107343,0.684259,52094.50494,2001-01-01 14:28:14.505 +0000,,,,,-53.3579958
-0.56388,-0.076321,-0.109381,0.579439,52094.49496,2001-01-01 14:28:14.495 +0000,,,,,-54.3729798
-0.458872,0.040916,-0.117539,0.47545,52094.48498,2001-01-01 14:28:14.485 +0000,,,,,-55.1989494
-0.363473,0.118816,-0.091462,0.393186,52094.47497,2001-01-01 14:28:14.475 +0000,,,,,-55.8532008
-0.300896,0.156201,-0.069771,0.346129,52094.46499,2001-01-01 14:28:14.465 +0000,,,,,-56.3948136
-0.270968,0.107282,-0.044861,0.294865,52094.45501,2001-01-01 14:28:14.455 +0000,,,,,-56.882556
-0.247188,-0.015102,-0.002696,0.247663,52094.44503,2001-01-01 14:28:14.445 +0000,,,,,-57.3274944
-0.233857,-0.154591,0.018075,0.280917,52094.43502,2001-01-01 14:28:14.435 +0000,,,,,-57.748437
-0.26751,-0.232416,0.004169,0.354395,52094.42505,2001-01-01 14:28:14.425 +0000,,,,,-58.229955
-0.316224,-0.243214,-0.039939,0.400931,52094.41507,2001-01-01 14:28:14.415 +0000,,,,,-58.7991582
-0.332173,-0.177326,-0.098994,0.389337,52094.40509,2001-01-01 14:28:14.405 +0000,,,,,-59.3970696
-0.318449,-0.113472,-0.127925,0.361456,52094.39511,2001-01-01 14:28:14.395 +0000,,,,,-59.9702778
-0.296361,-0.087817,-0.098996,0.324564,52094.3851,2001-01-01 14:28:14.385 +0000,,,,,-60.5037276
-0.278798,-0.062056,-0.026289,0.286828,52094.37512,2001-01-01 14:28:14.375 +0000,,,,,-61.005564
-0.284409,-0.067258,0.024976,0.293319,52094.36514,2001-01-01 14:28:14.365 +0000,,,,,-61.5175002
-0.280135,-0.109786,0.057176,0.306264,52094.35516,2001-01-01 14:28:14.355 +0000,,,,,-62.0217432
-0.271612,-0.142736,0.084036,0.318133,52094.34515,2001-01-01 14:28:14.345 +0000,,,,,-62.5106448
-0.283321,-0.141688,0.080748,0.326905,52094.33517,2001-01-01 14:28:14.335 +0000,,,,,-63.0206226
-0.324938,-0.116182,0.068645,0.351845,52094.32519,2001-01-01 14:28:14.325 +0000,,,,,-63.605511
-0.375086,-0.07367,0.043615,0.384733,52094.31521,2001-01-01 14:28:14.315 +0000,,,,,-64.2806658
-0.427282,-0.025879,0.000392,0.428066,52094.3052,2001-01-01 14:28:14.305 +0000,,,,,-65.0497734
-0.388285,-0.065449,-0.072964,0.400466,52094.29522,2001-01-01 14:28:14.295 +0000,,,,,-65.7486864
-0.303318,-0.150758,-0.133064,0.363918,52094.28524,2001-01-01 14:28:14.285 +0000,,,,,-66.2946588
-0.294989,-0.083691,-0.153492,0.342903,52094.27527,2001-01-01 14:28:14.275 +0000,,,,,-66.825639
-0.303902,-0.009115,-0.148412,0.338328,52094.26526,2001-01-01 14:28:14.265 +0000,,,,,-67.3726626
-0.292277,-0.036708,-0.109792,0.314368,52094.25528,2001-01-01 14:28:14.255 +0000,,,,,-67.8987612
-0.281655,-0.121737,-0.035762,0.308915,52094.2453,2001-01-01 14:28:14.245 +0000,,,,,-68.4057402
-0.316201,-0.131148,0.045237,0.345295,52094.23532,2001-01-01 14:28:14.235 +0000,,,,,-68.974902
-0.362984,-0.180134,0.065356,0.41046,52094.22531,2001-01-01 14:28:14.225 +0000,,,,,-69.6282732
-0.384188,-0.187639,0.052411,0.430762,52094.21533,2001-01-01 14:28:14.215 +0000,,,,,-70.3198116
-0.453829,-0.080161,0.027073,0.461649,52094.20535,2001-01-01 14:28:14.205 +0000,,,,,-71.1367038
-0.516973,-0.034383,0.034002,0.51923,52094.19537,2001-01-01 14:28:14.195 +0000,,,,,-72.0672552
-0.539474,-0.026908,0.047721,0.542248,52094.18536,2001-01-01 14:28:14.185 +0000,,,,,-73.0383084
-0.518193,-0.050267,0.072504,0.52565,52094.17538,2001-01-01 14:28:14.175 +0000,,,,,-73.9710558
-0.490345,-0.077945,0.071698,0.501651,52094.1654,2001-01-01 14:28:14.165 +0000,,,,,-74.8536768
-0.472077,-0.117331,0.07834,0.492707,52094.15542,2001-01-01 14:28:14.155 +0000,,,,,-75.7034154
-0.445266,-0.163096,0.087193,0.482146,52094.14541,2001-01-01 14:28:14.145 +0000,,,,,-76.5048942
-0.433384,-0.195048,0.086292,0.483023,52094.13543,2001-01-01 14:28:14.135 +0000,,,,,-77.2849854
-0.430197,-0.172715,0.070225,0.468862,52094.12545,2001-01-01 14:28:14.125 +0000,,,,,-78.05934
-0.417535,-0.110989,0.042361,0.434106,52094.11548,2001-01-01 14:28:14.115 +0000,,,,,-78.810903
-0.401819,-0.016243,0.012292,0.402335,52094.10547,2001-01-01 14:28:14.105 +0000,,,,,-79.5341772
-0.382945,0.04769,0.013314,0.386132,52094.09549,2001-01-01 14:28:14.095 +0000,,,,,-80.2234782
-0.367116,0.054147,0.034773,0.372713,52094.08551,2001-01-01 14:28:14.086 +0000,,,,,-80.884287
-0.347882,0.002046,0.068168,0.354504,52094.07553,2001-01-01 14:28:14.076 +0000,,,,,-81.5104746
-0.331804,-0.068148,0.109071,0.355857,52094.06555,2001-01-01 14:28:14.066 +0000,,,,,-82.1077218
-0.308192,-0.136241,0.136128,0.363421,52094.05554,2001-01-01 14:28:14.056 +0000,,,,,-82.6624674
-0.28252,-0.163903,0.142788,0.356469,52094.04556,2001-01-01 14:28:14.046 +0000,,,,,-83.1710034
-0.265666,-0.134039,0.152437,0.334338,52094.03558,2001-01-01 14:28:14.036 +0000,,,,,-83.6492022
-0.243782,-0.06152,0.178032,0.308074,52094.0256,2001-01-01 14:28:14.026 +0000,,,,,-84.0880098
-0.233342,-0.015706,0.177978,0.29389,52094.01559,2001-01-01 14:28:14.016 +0000,,,,,-84.5080254
-0.229202,0.01837,0.171502,0.286852,52094.00561,2001-01-01 14:28:14.006 +0000,,,,,-84.920589
-0.249428,0.022597,0.163874,0.299299,52093.99563,2001-01-01 14:28:13.996 +0000,,,,,-85.3695594
-0.274999,0.034269,0.152985,0.316549,52093.98565,2001-01-01 14:28:13.986 +0000,,,,,-85.8645576
-0.29726,0.053339,0.117522,0.324068,52093.97564,2001-01-01 14:28:13.976 +0000,,,,,-86.3996256
-0.321609,0.052189,0.090648,0.338191,52093.96566,2001-01-01 14:28:13.966 +0000,,,,,-86.9785218
-0.338586,0.051082,0.078783,0.351364,52093.95569,2001-01-01 14:28:13.956 +0000,,,,,-87.5879766
-0.343683,0.01696,0.067088,0.35058,52093.94571,2001-01-01 14:28:13.946 +0000,,,,,-88.206606
-0.296949,0.041515,0.074816,0.30903,52093.9357,2001-01-01 14:28:13.936 +0000,,,,,-88.7411142
-0.293243,-0.011852,0.032246,0.295249,52093.92572,2001-01-01 14:28:13.926 +0000,,,,,-89.2689516
-0.302894,-0.012898,0.042868,0.306184,52093.91574,2001-01-01 14:28:13.916 +0000,,,,,-89.8141608
-0.31947,-0.071583,0.009792,0.327538,52093.90576,2001-01-01 14:28:13.906 +0000,,,,,-90.3892068
-0.354786,-0.064107,0.027698,0.361594,52093.89575,2001-01-01 14:28:13.896 +0000,,,,,-91.0278216
-0.388171,-0.018272,0.048719,0.391643,52093.88577,2001-01-01 14:28:13.886 +0000,,,,,-91.7265294
-0.404275,0.015785,0.041038,0.406659,52093.87579,2001-01-01 14:28:13.876 +0000,,,,,-92.4542244
-0.416941,0.01785,0.018508,0.417733,52093.86581,2001-01-01 14:28:13.866 +0000,,,,,-93.2047182
-0.438198,0.033757,-0.004118,0.439516,52093.8558,2001-01-01 14:28:13.856 +0000,,,,,-93.9934746
-0.441533,0.077402,-0.016012,0.448552,52093.84582,2001-01-01 14:28:13.846 +0000,,,,,-94.788234
-0.445112,0.149853,-0.009822,0.469763,52093.83584,2001-01-01 14:28:13.836 +0000,,,,,-95.5894356
-0.447328,0.159455,-0.003452,0.474911,52093.82586,2001-01-01 14:28:13.826 +0000,,,,,-96.394626
-0.447545,0.170177,0.024298,0.479423,52093.81585,2001-01-01 14:28:13.816 +0000,,,,,-97.200207
-0.491057,0.11372,0.038049,0.505487,52093.80587,2001-01-01 14:28:13.806 +0000,,,,,-98.0841096
-0.579388,0.059378,0.058971,0.585401,52093.7959,2001-01-01 14:28:13.796 +0000,,,,,-99.127008
-0.611851,-0.051455,0.050505,0.616084,52093.78592,2001-01-01 14:28:13.786 +0000,,,,,-100.2283398
-0.604612,-0.014147,0.057932,0.607546,52093.77591,2001-01-01 14:28:13.776 +0000,,,,,-101.3166414
-0.584581,0.045496,0.04722,0.588247,52093.76593,2001-01-01 14:28:13.766 +0000,,,,,-102.3688872
-0.559093,0.090206,0.026969,0.566965,52093.75595,2001-01-01 14:28:13.756 +0000,,,,,-103.3752546
-0.543373,0.153055,0.021561,0.564929,52093.746,2001-01-01 14:28:13.746 +0000,,,,,-104.353326
-0.537996,0.165797,0.003398,0.562974,52093.73599,2001-01-01 14:28:13.736 +0000,,,,,-105.3217188
-0.548711,0.171129,0.008654,0.574842,52093.72601,2001-01-01 14:28:13.726 +0000,,,,,-106.3093986
-0.550833,0.138165,0.033305,0.568872,52093.71603,2001-01-01 14:28:13.716 +0000,,,,,-107.300898
-0.560517,0.110554,0.070713,0.575675,52093.70605,2001-01-01 14:28:13.706 +0000,,,,,-108.3098286
-0.589385,0.093561,0.099414,0.604989,52093.69607,2001-01-01 14:28:13.696 +0000,,,,,-109.3707216
-0.622493,0.090375,0.11309,0.639104,52093.68606,2001-01-01 14:28:13.686 +0000,,,,,-110.491209
-0.650265,0.092506,0.121444,0.667945,52093.67608,2001-01-01 14:28:13.676 +0000,,,,,-111.661686
-0.666352,0.114862,0.120207,0.68678,52093.66611,2001-01-01 14:28:13.666 +0000,,,,,-112.8611196
-0.675064,0.144701,0.127546,0.702082,52093.65613,2001-01-01 14:28:13.656 +0000,,,,,-114.0762348
-0.694074,0.110593,0.125374,0.713925,52093.64612,2001-01-01 14:28:13.646 +0000,,,,,-115.325568
-0.735469,0.07328,0.126264,0.749819,52093.63614,2001-01-01 14:28:13.636 +0000,,,,,-116.6494122
