x_rad_per_sec,y_rad_per_sec,z_rad_per_sec,rms_rad_per_sec,TimeInterval,Date,,,,,Angle Offest
0.440453,-0.09866,0.035296,0.452745,52084.17901,2001-01-01 14:28:04.179 +0000,,,,,77.1749532
0.421204,-0.103963,0.05014,0.436733,52084.16903,2001-01-01 14:28:04.169 +0000,,,,,77.9331204
0.400682,-0.070907,0.069144,0.412741,52084.15902,2001-01-01 14:28:04.159 +0000,,,,,78.654348
0.389453,0.014375,0.096618,0.401517,52084.14904,2001-01-01 14:28:04.149 +0000,,,,,79.3553634
0.40419,0.030411,0.114839,0.421287,52084.13906,2001-01-01 14:28:04.139 +0000,,,,,80.0829054
0.422541,-0.009009,0.10759,0.436116,52084.12908,2001-01-01 14:28:04.129 +0000,,,,,80.8434792
0.439165,-0.10282,0.075902,0.457382,52084.11907,2001-01-01 14:28:04.119 +0000,,,,,81.6339762
0.457956,-0.198771,0.03996,0.50083,52084.10909,2001-01-01 14:28:04.109 +0000,,,,,82.458297
0.483957,-0.249959,0.010357,0.544795,52084.09911,2001-01-01 14:28:04.099 +0000,,,,,83.3294196
0.530134,-0.293659,-0.01272,0.606168,52084.08913,2001-01-01 14:28:04.089 +0000,,,,,84.2836608
0.561175,-0.289439,-0.038167,0.632574,52084.07915,2001-01-01 14:28:04.079 +0000,,,,,85.2937758
0.583429,-0.263853,-0.037017,0.641388,52084.06914,2001-01-01 14:28:04.069 +0000,,,,,86.343948
0.595798,-0.191374,-0.024309,0.626251,52084.05917,2001-01-01 14:28:04.059 +0000,,,,,87.4163844
0.619001,-0.151917,-0.014643,0.637539,52084.04919,2001-01-01 14:28:04.049 +0000,,,,,88.5305862
0.676127,-0.074086,-0.004852,0.680191,52084.03921,2001-01-01 14:28:04.039 +0000,,,,,89.7476148
0.720589,-0.018643,0.001708,0.720832,52084.0292,2001-01-01 14:28:04.029 +0000,,,,,91.044675
0.748368,-0.030345,-0.00021,0.748983,52084.01922,2001-01-01 14:28:04.019 +0000,,,,,92.3917374
0.754936,-0.070812,0.00315,0.758256,52084.00924,2001-01-01 14:28:04.009 +0000,,,,,93.7506222
0.732635,-0.087873,0.003046,0.737893,52083.99926,2001-01-01 14:28:03.999 +0000,,,,,95.0693652
0.699745,-0.116666,0.000765,0.709404,52083.98925,2001-01-01 14:28:03.989 +0000,,,,,96.3289062
0.672042,-0.115626,-0.001561,0.681918,52083.97927,2001-01-01 14:28:03.979 +0000,,,,,97.5385818
0.660145,-0.085795,0.00362,0.665706,52083.96929,2001-01-01 14:28:03.969 +0000,,,,,98.7268428
0.67921,-0.058089,0.001536,0.681691,52083.95931,2001-01-01 14:28:03.959 +0000,,,,,99.9494208
0.717593,-0.051687,-0.005702,0.719475,52083.9493,2001-01-01 14:28:03.949 +0000,,,,,101.2410882
0.753009,-0.091099,-0.014972,0.758648,52083.93932,2001-01-01 14:28:03.939 +0000,,,,,102.5965044
0.776575,-0.103889,-0.024395,0.783873,52083.92934,2001-01-01 14:28:03.929 +0000,,,,,103.9943394
0.775507,-0.095384,-0.030836,0.781959,52083.91936,2001-01-01 14:28:03.919 +0000,,,,,105.390252
0.750131,-0.127382,-0.039469,0.761893,52083.90935,2001-01-01 14:28:03.909 +0000,,,,,106.7404878
0.714113,-0.187037,-0.028865,0.738765,52083.89938,2001-01-01 14:28:03.899 +0000,,,,,108.0258912
0.67995,-0.172154,-0.031273,0.702102,52083.8894,2001-01-01 14:28:03.889 +0000,,,,,109.2498012
0.637144,-0.11683,-0.046671,0.649446,52083.87942,2001-01-01 14:28:03.879 +0000,,,,,110.3966604
0.609181,-0.073156,-0.039499,0.614828,52083.86941,2001-01-01 14:28:03.869 +0000,,,,,111.4931862
0.60158,-0.058219,-0.027837,0.605031,52083.85943,2001-01-01 14:28:03.859 +0000,,,,,112.5760302
0.607943,-0.067769,-0.014946,0.611891,52083.84945,2001-01-01 14:28:03.849 +0000,,,,,113.6703276
0.620506,-0.049592,0.008596,0.622544,52083.83947,2001-01-01 14:28:03.839 +0000,,,,,114.7872384
0.605516,-0.048511,0.019177,0.607759,52083.82946,2001-01-01 14:28:03.829 +0000,,,,,115.8771672
0.571604,-0.07307,0.006193,0.576288,52083.81948,2001-01-01 14:28:03.819 +0000,,,,,116.9060544
0.524912,-0.094453,-0.01116,0.533459,52083.8095,2001-01-01 14:28:03.810 +0000,,,,,117.850896
0.496407,-0.143492,-0.01763,0.51703,52083.79952,2001-01-01 14:28:03.800 +0000,,,,,118.7444286
0.465394,-0.104135,-0.031837,0.477964,52083.78951,2001-01-01 14:28:03.790 +0000,,,,,119.5821378
0.426995,-0.082888,-0.043908,0.437176,52083.77953,2001-01-01 14:28:03.780 +0000,,,,,120.3507288
0.41628,-0.077557,-0.038652,0.425203,52083.76955,2001-01-01 14:28:03.770 +0000,,,,,121.1000328
0.430948,-0.039167,-0.026904,0.43356,52083.75957,2001-01-01 14:28:03.760 +0000,,,,,121.8757392
0.453206,-0.030593,-0.012886,0.454421,52083.74956,2001-01-01 14:28:03.750 +0000,,,,,122.69151
0.483034,-0.047575,0.003389,0.485383,52083.73962,2001-01-01 14:28:03.740 +0000,,,,,123.5609712
0.494551,-0.033659,0.026936,0.496427,52083.72964,2001-01-01 14:28:03.730 +0000,,,,,124.451163
0.498789,-0.053845,0.047321,0.503914,52083.71966,2001-01-01 14:28:03.720 +0000,,,,,125.3489832
0.500874,-0.060203,0.060175,0.508056,52083.70965,2001-01-01 14:28:03.710 +0000,,,,,126.2505564
0.498575,-0.020798,0.056847,0.502236,52083.69967,2001-01-01 14:28:03.700 +0000,,,,,127.1479914
0.502977,-0.032548,0.043018,0.505861,52083.68969,2001-01-01 14:28:03.690 +0000,,,,,128.05335
0.514729,-0.025109,0.032392,0.516358,52083.67971,2001-01-01 14:28:03.680 +0000,,,,,128.9798622
0.519946,0.0079,0.024858,0.5206,52083.6697,2001-01-01 14:28:03.670 +0000,,,,,129.915765
0.523098,0.01749,0.024853,0.52398,52083.65972,2001-01-01 14:28:03.660 +0000,,,,,130.8573414
0.524234,0.007893,0.020613,0.524699,52083.64974,2001-01-01 14:28:03.650 +0000,,,,,131.8009626
0.525339,0.007877,0.014209,0.52559,52083.63976,2001-01-01 14:28:03.640 +0000,,,,,132.7465728
0.530759,-0.000662,0.005721,0.53079,52083.62975,2001-01-01 14:28:03.630 +0000,,,,,133.701939
0.548888,0.002537,0.00156,0.548896,52083.61977,2001-01-01 14:28:03.620 +0000,,,,,134.6899374
0.568143,-0.002794,-0.005775,0.568179,52083.60979,2001-01-01 14:28:03.610 +0000,,,,,135.7125948
0.589627,-0.026238,-0.015183,0.590406,52083.59982,2001-01-01 14:28:03.600 +0000,,,,,136.7739234
0.605812,-0.062455,-0.019249,0.609327,52083.58981,2001-01-01 14:28:03.590 +0000,,,,,137.864385
0.616505,-0.080536,-0.01058,0.621833,52083.57983,2001-01-01 14:28:03.580 +0000,,,,,138.974094
0.657822,-0.003853,-0.029742,0.658505,52083.56985,2001-01-01 14:28:03.570 +0000,,,,,140.1581736
0.701325,0.070681,-0.056364,0.707127,52083.55987,2001-01-01 14:28:03.560 +0000,,,,,141.4205586
0.712123,0.059999,-0.071221,0.718186,52083.54986,2001-01-01 14:28:03.550 +0000,,,,,142.70238
0.678349,-0.06349,-0.028373,0.681904,52083.53988,2001-01-01 14:28:03.540 +0000,,,,,143.9234082
0.65914,-0.073063,-0.016723,0.663387,52083.5299,2001-01-01 14:28:03.530 +0000,,,,,145.1098602
0.641792,-0.032553,0.000146,0.642617,52083.51992,2001-01-01 14:28:03.520 +0000,,,,,146.2650858
0.656495,0.022833,-0.007385,0.656934,52083.50991,2001-01-01 14:28:03.510 +0000,,,,,147.4467768
0.679997,0.046218,-0.035071,0.682468,52083.49993,2001-01-01 14:28:03.500 +0000,,,,,148.6707714
0.665371,-0.034716,-0.019991,0.666576,52083.48995,2001-01-01 14:28:03.490 +0000,,,,,149.8684392
0.648263,-0.048527,0.000233,0.650077,52083.47997,2001-01-01 14:28:03.480 +0000,,,,,151.0353126
0.620473,-0.045325,0.010722,0.622219,52083.46996,2001-01-01 14:28:03.470 +0000,,,,,152.152164
0.604616,-0.074097,0.011761,0.609253,52083.45998,2001-01-01 14:28:03.460 +0000,,,,,153.2404728
0.581128,-0.081539,0.024445,0.587329,52083.45,2001-01-01 14:28:03.450 +0000,,,,,154.2865032
0.572377,-0.061252,0.045701,0.577457,52083.44003,2001-01-01 14:28:03.440 +0000,,,,,155.3167818
0.562246,0.018702,0.072128,0.567162,52083.43002,2001-01-01 14:28:03.430 +0000,,,,,156.3288246
0.557684,0.061349,0.088009,0.567909,52083.42004,2001-01-01 14:28:03.420 +0000,,,,,157.3326558
0.559904,0.065566,0.069848,0.568041,52083.41006,2001-01-01 14:28:03.410 +0000,,,,,158.340483
0.554875,0.034606,0.044254,0.557712,52083.40008,2001-01-01 14:28:03.400 +0000,,,,,159.339258
0.537082,-0.001691,0.018588,0.537407,52083.39007,2001-01-01 14:28:03.390 +0000,,,,,160.3060056
0.510652,-0.029442,0.004595,0.511521,52083.38009,2001-01-01 14:28:03.380 +0000,,,,,161.2251792
0.487188,-0.022011,0.001211,0.487687,52083.37011,2001-01-01 14:28:03.370 +0000,,,,,162.1021176
0.465719,0.003553,0.006339,0.465776,52083.36013,2001-01-01 14:28:03.360 +0000,,,,,162.9404118
0.451694,0.031255,0.01258,0.452949,52083.35012,2001-01-01 14:28:03.350 +0000,,,,,163.753461
0.44195,0.063206,0.012427,0.44662,52083.34014,2001-01-01 14:28:03.340 +0000,,,,,164.548971
0.440936,0.073815,-0.004704,0.447096,52083.33016,2001-01-01 14:28:03.330 +0000,,,,,165.3426558
0.444258,0.071639,-0.023909,0.450632,52083.32018,2001-01-01 14:28:03.320 +0000,,,,,166.1423202
0.446603,0.057731,-0.048431,0.452915,52083.31017,2001-01-01 14:28:03.310 +0000,,,,,166.9462056
0.43731,0.01082,-0.061189,0.441702,52083.30019,2001-01-01 14:28:03.300 +0000,,,,,167.7333636
0.429001,-0.024361,-0.069697,0.435308,52083.29021,2001-01-01 14:28:03.290 +0000,,,,,168.5055654
0.436345,0.004399,-0.072931,0.442419,52083.28024,2001-01-01 14:28:03.280 +0000,,,,,169.2909864
0.457645,-0.028537,-0.043848,0.460625,52083.27023,2001-01-01 14:28:03.270 +0000,,,,,170.1147474
0.463567,0.038644,-0.018347,0.465537,52083.26025,2001-01-01 14:28:03.260 +0000,,,,,170.949168
0.469675,0.074916,0.000829,0.475613,52083.25027,2001-01-01 14:28:03.250 +0000,,,,,171.794583
0.494159,0.071757,0.008482,0.499414,52083.24029,2001-01-01 14:28:03.240 +0000,,,,,172.6840692
0.520865,0.064309,0.004409,0.524838,52083.23028,2001-01-01 14:28:03.230 +0000,,,,,173.6216262
0.539056,0.061103,-0.005076,0.542532,52083.2203,2001-01-01 14:28:03.220 +0000,,,,,174.591927
0.548794,0.039786,-0.012432,0.550375,52083.21032,2001-01-01 14:28:03.210 +0000,,,,,175.5797562
0.547896,0.020579,-0.025208,0.548862,52083.20034,2001-01-01 14:28:03.200 +0000,,,,,176.565969
0.550051,0.02376,-0.031613,0.551471,52083.19033,2001-01-01 14:28:03.190 +0000,,,,,177.5560608
0.546803,0.039726,-0.035953,0.549422,52083.18035,2001-01-01 14:28:03.180 +0000,,,,,178.5403062
0.533932,0.061014,-0.039303,0.538842,52083.17037,2001-01-01 14:28:03.170 +0000,,,,,179.5013838
0.508366,0.056736,-0.038395,0.512961,52083.16039,2001-01-01 14:28:03.160 +0000,,,,,180.4164426
0.474319,0.041802,-0.036447,0.47755,52083.15038,2001-01-01 14:28:03.150 +0000,,,,,181.2702168
0.461468,0.043945,-0.027992,0.4644,52083.1404,2001-01-01 14:28:03.140 +0000,,,,,182.1008592
0.445277,0.074849,-0.018569,0.451906,52083.13042,2001-01-01 14:28:03.130 +0000,,,,,182.9023578
0.41747,0.074868,-0.002729,0.424139,52083.12045,2001-01-01 14:28:03.120 +0000,,,,,183.6538038
0.384344,0.077006,0.009864,0.392106,52083.11044,2001-01-01 14:28:03.110 +0000,,,,,184.345623
0.350232,0.076983,0.010702,0.358752,52083.10046,2001-01-01 14:28:03.100 +0000,,,,,184.9760406
0.315085,0.075884,0.007263,0.324175,52083.09048,2001-01-01 14:28:03.090 +0000,,,,,185.5431936
0.292774,0.081153,-0.00893,0.303944,52083.0805,2001-01-01 14:28:03.080 +0000,,,,,186.0701868
0.281329,0.049133,-0.03029,0.28719,52083.07049,2001-01-01 14:28:03.070 +0000,,,,,186.576579
0.291042,0.038458,-0.041949,0.296554,52083.06051,2001-01-01 14:28:03.061 +0000,,,,,187.1004546
0.320964,0.055458,-0.068506,0.332846,52083.05053,2001-01-01 14:28:03.051 +0000,,,,,187.6781898
0.354215,0.045827,-0.096037,0.369853,52083.04055,2001-01-01 14:28:03.041 +0000,,,,,188.3157768
0.386275,0.053257,-0.116143,0.406858,52083.03054,2001-01-01 14:28:03.031 +0000,,,,,189.0110718
0.414087,0.057488,-0.136268,0.439707,52083.02056,2001-01-01 14:28:03.021 +0000,,,,,189.7564284
0.432388,0.044668,-0.156411,0.461973,52083.01058,2001-01-01 14:28:03.011 +0000,,,,,190.5347268
0.435829,0.009485,-0.169115,0.467586,52083.0006,2001-01-01 14:28:03.001 +0000,,,,,191.319219
0.436001,-0.026734,-0.169015,0.468378,52082.99059,2001-01-01 14:28:02.991 +0000,,,,,192.1040208
0.439312,-0.058674,-0.162495,0.472061,52082.98061,2001-01-01 14:28:02.981 +0000,,,,,192.8947824
0.435071,-0.060813,-0.164655,0.469144,52082.97063,2001-01-01 14:28:02.971 +0000,,,,,193.6779102
0.431874,-0.0555,-0.168965,0.46706,52082.96066,2001-01-01 14:28:02.961 +0000,,,,,194.4552834
0.426444,-0.034198,-0.169059,0.460006,52082.95065,2001-01-01 14:28:02.951 +0000,,,,,195.2228826
0.421211,-0.054442,-0.16904,0.457118,52082.94067,2001-01-01 14:28:02.941 +0000,,,,,195.9810624
0.407213,-0.045888,-0.152061,0.437094,52082.93069,2001-01-01 14:28:02.931 +0000,,,,,196.7140458
0.387808,-0.043684,-0.116937,0.407403,52082.92071,2001-01-01 14:28:02.921 +0000,,,,,197.4121002
0.381129,-0.020181,-0.088196,0.391721,52082.9107,2001-01-01 14:28:02.911 +0000,,,,,198.0981324
0.385075,0.007596,-0.057258,0.389383,52082.90072,2001-01-01 14:28:02.901 +0000,,,,,198.7912674
0.399716,0.043872,-0.039094,0.404012,52082.89074,2001-01-01 14:28:02.891 +0000,,,,,199.5107562
0.41454,0.04286,-0.021895,0.417324,52082.88076,2001-01-01 14:28:02.881 +0000,,,,,200.2569282
0.426275,0.036485,-0.018593,0.428237,52082.87075,2001-01-01 14:28:02.871 +0000,,,,,201.0242232
0.435939,0.027957,-0.023847,0.437485,52082.86077,2001-01-01 14:28:02.861 +0000,,,,,201.8089134
0.456196,0.033285,-0.029067,0.458331,52082.85079,2001-01-01 14:28:02.851 +0000,,,,,202.6300662
0.486963,0.053567,-0.021435,0.490369,52082.84081,2001-01-01 14:28:02.841 +0000,,,,,203.5065996
0.518797,0.079165,-0.018084,0.525113,52082.8308,2001-01-01 14:28:02.831 +0000,,,,,204.4404342
0.5465,0.083442,-0.020046,0.553197,52082.82082,2001-01-01 14:28:02.821 +0000,,,,,205.4241342
0.563638,0.069598,-0.023098,0.568388,52082.81084,2001-01-01 14:28:02.811 +0000,,,,,206.4386826
0.569022,0.0632,-0.027318,0.573173,52082.80087,2001-01-01 14:28:02.801 +0000,,,,,207.4629222
0.564886,0.041881,-0.031562,0.567315,52082.79086,2001-01-01 14:28:02.791 +0000,,,,,208.479717
0.566031,0.038659,-0.042231,0.568919,52082.78088,2001-01-01 14:28:02.781 +0000,,,,,209.4985728
0.571507,0.023718,-0.054976,0.574635,52082.7709,2001-01-01 14:28:02.771 +0000,,,,,210.5272854
0.586602,-0.006112,-0.060135,0.589708,52082.76092,2001-01-01 14:28:02.761 +0000,,,,,211.583169
0.613138,0.029038,-0.069668,0.617766,52082.75091,2001-01-01 14:28:02.751 +0000,,,,,212.6868174
0.637675,0.042867,-0.084499,0.644676,52082.74096,2001-01-01 14:28:02.741 +0000,,,,,213.8346324
0.654978,0.018323,-0.106755,0.663874,52082.73098,2001-01-01 14:28:02.731 +0000,,,,,215.0135928
0.66995,0.018313,-0.115202,0.68003,52082.721,2001-01-01 14:28:02.721 +0000,,,,,216.2195028
0.688089,0.014065,-0.115068,0.697786,52082.71099,2001-01-01 14:28:02.711 +0000,,,,,217.458063
0.694691,-0.00409,-0.135276,0.707752,52082.70101,2001-01-01 14:28:02.701 +0000,,,,,218.7085068
0.699256,-0.028665,-0.166165,0.7193,52082.69103,2001-01-01 14:28:02.691 +0000,,,,,219.9671676
0.707888,-0.026576,-0.185345,0.732232,52082.68106,2001-01-01 14:28:02.681 +0000,,,,,221.241366
0.716426,-0.01169,-0.199219,0.743701,52082.67108,2001-01-01 14:28:02.671 +0000,,,,,222.5309328
0.728138,-0.006361,-0.201291,0.755475,52082.66107,2001-01-01 14:28:02.661 +0000,,,,,223.8415812
0.738675,0.004329,-0.189496,0.762606,52082.65109,2001-01-01 14:28:02.651 +0000,,,,,225.1711962
0.747114,0.006498,-0.176622,0.767735,52082.64111,2001-01-01 14:28:02.641 +0000,,,,,226.5160014
0.749215,0.012891,-0.176626,0.769861,52082.63113,2001-01-01 14:28:02.631 +0000,,,,,227.8645884
0.740734,-0.002018,-0.172368,0.760528,52082.62112,2001-01-01 14:28:02.621 +0000,,,,,229.1979096
0.718432,-0.030773,-0.162824,0.737294,52082.61114,2001-01-01 14:28:02.611 +0000,,,,,230.4910872
0.690678,-0.024397,-0.160892,0.709589,52082.60116,2001-01-01 14:28:02.601 +0000,,,,,231.7343076
0.670569,-0.044671,-0.168452,0.692845,52082.59118,2001-01-01 14:28:02.591 +0000,,,,,232.9413318
0.651464,-0.062792,-0.167463,0.675568,52082.58117,2001-01-01 14:28:02.581 +0000,,,,,234.113967
0.634383,-0.070235,-0.156873,0.657254,52082.57119,2001-01-01 14:28:02.571 +0000,,,,,235.2558564
0.620427,-0.053193,-0.153808,0.641417,52082.56121,2001-01-01 14:28:02.561 +0000,,,,,236.372625
0.607431,-0.008464,-0.155086,0.626974,52082.55123,2001-01-01 14:28:02.551 +0000,,,,,237.4660008
0.599063,-0.040431,-0.156124,0.620392,52082.54122,2001-01-01 14:28:02.541 +0000,,,,,238.5443142
0.578842,-0.053216,-0.150883,0.600546,52082.53125,2001-01-01 14:28:02.531 +0000,,,,,239.5862298
0.554294,-0.050031,-0.147852,0.575852,52082.52127,2001-01-01 14:28:02.521 +0000,,,,,240.583959
0.536128,-0.052151,-0.138352,0.556142,52082.51129,2001-01-01 14:28:02.511 +0000,,,,,241.5489894
0.522039,-0.029738,-0.117138,0.535845,52082.50128,2001-01-01 14:28:02.501 +0000,,,,,242.4886596
0.503576,0.011855,-0.0928,0.512192,52082.4913,2001-01-01 14:28:02.491 +0000,,,,,243.3950964
0.473585,0.016147,-0.071644,0.479246,52082.48132,2001-01-01 14:28:02.481 +0000,,,,,244.2475494
0.435198,0.001242,-0.056903,0.438904,52082.47134,2001-01-01 14:28:02.471 +0000,,,,,245.0309058
0.396813,-0.011538,-0.044305,0.399446,52082.46133,2001-01-01 14:28:02.461 +0000,,,,,245.7451692
0.363691,-0.011528,-0.030638,0.365161,52082.45135,2001-01-01 14:28:02.451 +0000,,,,,246.399813
0.330523,-0.006184,-0.01378,0.330868,52082.44137,2001-01-01 14:28:02.441 +0000,,,,,246.9947544
0.301614,0.005544,-0.001185,0.301668,52082.43139,2001-01-01 14:28:02.431 +0000,,,,,247.5376596
0.270653,0.008733,0.005008,0.27084,52082.42138,2001-01-01 14:28:02.421 +0000,,,,,248.024835
0.241842,0.011915,0.008011,0.242268,52082.4114,2001-01-01 14:28:02.411 +0000,,,,,248.4601506
0.207812,0.005479,0.000319,0.207884,52082.40142,2001-01-01 14:28:02.401 +0000,,,,,248.8342122
0.172901,-0.021234,-0.022283,0.175619,52082.39144,2001-01-01 14:28:02.391 +0000,,,,,249.145434
0.143257,-0.036224,-0.043812,0.154124,52082.38143,2001-01-01 14:28:02.381 +0000,,,,,249.4032966
0.120981,-0.043727,-0.055696,0.14018,52082.37146,2001-01-01 14:28:02.371 +0000,,,,,249.6210624
0.102905,-0.045884,-0.061154,0.128198,52082.36148,2001-01-01 14:28:02.361 +0000,,,,,249.8062914
0.087876,-0.029903,-0.055957,0.108386,52082.3515,2001-01-01 14:28:02.351 +0000,,,,,249.9644682
0.073876,-0.012843,-0.045412,0.087663,52082.34149,2001-01-01 14:28:02.341 +0000,,,,,250.097445
0.058859,-0.007498,-0.033775,0.068274,52082.33151,2001-01-01 14:28:02.332 +0000,,,,,250.2033912
0.039565,-0.003214,-0.018957,0.04399,52082.32153,2001-01-01 14:28:02.322 +0000,,,,,250.2746082
0.011963,-0.028796,-0.016937,0.035485,52082.31155,2001-01-01 14:28:02.312 +0000,,,,,250.2961416
-0.013425,-0.059726,-0.024504,0.065939,52082.30154,2001-01-01 14:28:02.302 +0000,,,,,250.2719766
-0.030572,-0.053321,-0.013952,0.063027,52082.29156,2001-01-01 14:28:02.292 +0000,,,,,250.216947
-0.036149,-0.037274,0.014816,0.053997,52082.28158,2001-01-01 14:28:02.282 +0000,,,,,250.1518788
0.002717,0.075687,0.020114,0.078361,52082.2716,2001-01-01 14:28:02.272 +0000,,,,,250.1567694
0.039342,0.249292,-0.004686,0.25242,52082.26159,2001-01-01 14:28:02.262 +0000,,,,,250.227585
0.010966,0.175745,-0.013226,0.176583,52082.25161,2001-01-01 14:28:02.252 +0000,,,,,250.2473238
-0.038489,0.031916,-0.005689,0.050323,52082.24163,2001-01-01 14:28:02.242 +0000,,,,,250.1780436
-0.053224,0.006312,-0.016404,0.056051,52082.23165,2001-01-01 14:28:02.232 +0000,,,,,250.0822404
-0.086056,-0.026758,-0.025084,0.093546,52082.22164,2001-01-01 14:28:02.222 +0000,,,,,249.9273396
-0.10394,-0.064079,-0.03472,0.126945,52082.21166,2001-01-01 14:28:02.212 +0000,,,,,249.7402476
-0.09865,-0.059806,-0.03149,0.119584,52082.20169,2001-01-01 14:28:02.202 +0000,,,,,249.5626776
-0.080571,-0.055524,-0.028174,0.101825,52082.19171,2001-01-01 14:28:02.192 +0000,,,,,249.4176498
-0.051956,-0.030982,-0.020568,0.063893,52082.1817,2001-01-01 14:28:02.182 +0000,,,,,249.324129
-0.043599,-0.003263,-0.014176,0.045962,52082.17172,2001-01-01 14:28:02.172 +0000,,,,,249.2456508
-0.05409,-0.027794,-0.022728,0.064921,52082.16174,2001-01-01 14:28:02.162 +0000,,,,,249.1482888
-0.070073,-0.029933,-0.021762,0.079245,52082.15176,2001-01-01 14:28:02.152 +0000,,,,,249.0221574
-0.081824,-0.030994,-0.016496,0.089039,52082.14175,2001-01-01 14:28:02.142 +0000,,,,,248.8748742
-0.089229,-0.042718,-0.016514,0.100296,52082.13177,2001-01-01 14:28:02.132 +0000,,,,,248.714262
-0.08274,-0.054447,-0.022849,0.101649,52082.12179,2001-01-01 14:28:02.122 +0000,,,,,248.56533
-0.06784,-0.051237,-0.021689,0.087738,52082.11181,2001-01-01 14:28:02.112 +0000,,,,,248.443218
-0.048792,-0.032029,-0.014133,0.060052,52082.1018,2001-01-01 14:28:02.102 +0000,,,,,248.3553924
-0.032942,-0.013887,-0.005527,0.036174,52082.09182,2001-01-01 14:28:02.092 +0000,,,,,248.2960968
-0.023474,0.004246,0.000899,0.023872,52082.08184,2001-01-01 14:28:02.082 +0000,,,,,248.2538436
-0.033101,0.007443,0.00403,0.034166,52082.07186,2001-01-01 14:28:02.072 +0000,,,,,248.1942618
-0.05109,-0.022393,0.006127,0.056118,52082.06185,2001-01-01 14:28:02.062 +0000,,,,,248.1022998
-0.059715,0.026547,-0.016503,0.067402,52082.05187,2001-01-01 14:28:02.052 +0000,,,,,247.9948128
-0.074434,0.009441,-0.036857,0.083594,52082.0419,2001-01-01 14:28:02.042 +0000,,,,,247.8608316
-0.088098,-0.026796,-0.040057,0.100418,52082.03192,2001-01-01 14:28:02.032 +0000,,,,,247.7022552
-0.091293,-0.029989,-0.037932,0.103309,52082.02191,2001-01-01 14:28:02.022 +0000,,,,,247.5379278
-0.094519,-0.032106,-0.031537,0.104686,52082.01193,2001-01-01 14:28:02.012 +0000,,,,,247.3677936
-0.095692,-0.025684,-0.018741,0.100835,52082.00195,2001-01-01 14:28:02.002 +0000,,,,,247.195548
-0.101119,-0.022457,-0.004895,0.103698,52081.99197,2001-01-01 14:28:01.992 +0000,,,,,247.0135338
-0.112867,-0.026708,0.002516,0.116011,52081.98196,2001-01-01 14:28:01.982 +0000,,,,,246.8103732
-0.129932,-0.036285,0.012044,0.13544,52081.97198,2001-01-01 14:28:01.972 +0000,,,,,246.5764956
-0.145933,-0.032038,0.010856,0.149802,52081.962,2001-01-01 14:28:01.962 +0000,,,,,246.3138162
-0.154418,-0.035251,0.006533,0.158526,52081.95202,2001-01-01 14:28:01.952 +0000,,,,,246.0358638
-0.151222,-0.036311,0.007626,0.155708,52081.94201,2001-01-01 14:28:01.942 +0000,,,,,245.7636642
-0.133188,-0.026694,0.014133,0.13657,52081.93203,2001-01-01 14:28:01.932 +0000,,,,,245.5239258
-0.107672,-0.016017,0.016413,0.110087,52081.92205,2001-01-01 14:28:01.922 +0000,,,,,245.3301162
-0.085295,-0.009619,0.012273,0.086709,52081.91207,2001-01-01 14:28:01.912 +0000,,,,,245.1765852
-0.062918,0.002094,0.003844,0.06307,52081.90206,2001-01-01 14:28:01.902 +0000,,,,,245.0633328
-0.048005,0.01593,-0.00571,0.0509,52081.89208,2001-01-01 14:28:01.892 +0000,,,,,244.9769238
-0.052141,0.005242,-0.018531,0.055583,52081.88211,2001-01-01 14:28:01.882 +0000,,,,,244.88307
-0.07,-0.027837,-0.035658,0.083345,52081.87213,2001-01-01 14:28:01.872 +0000,,,,,244.75707
-0.086025,-0.017202,-0.037932,0.095577,52081.86212,2001-01-01 14:28:01.862 +0000,,,,,244.602225
-0.092411,-0.0204,-0.036898,0.101574,52081.85214,2001-01-01 14:28:01.852 +0000,,,,,244.4358852
-0.102033,-0.023584,-0.029474,0.108792,52081.84216,2001-01-01 14:28:01.842 +0000,,,,,244.2522258
-0.107464,-0.01823,-0.016703,0.110271,52081.83218,2001-01-01 14:28:01.832 +0000,,,,,244.0587906
-0.108565,-0.021405,-0.008154,0.110955,52081.82217,2001-01-01 14:28:01.822 +0000,,,,,243.8633736
-0.110752,-0.019258,-0.000695,0.112416,52081.81219,2001-01-01 14:28:01.812 +0000,,,,,243.66402
-0.109756,-0.013912,0.006777,0.110842,52081.80221,2001-01-01 14:28:01.802 +0000,,,,,243.4664592
-0.10872,-0.011773,0.009983,0.10981,52081.79223,2001-01-01 14:28:01.792 +0000,,,,,243.2707632
-0.10134,-0.005354,0.018564,0.103166,52081.78222,2001-01-01 14:28:01.782 +0000,,,,,243.0883512
-0.091825,0.000001,0.027162,0.095758,52081.77224,2001-01-01 14:28:01.772 +0000,,,,,242.9230662
-0.081239,0.008544,0.032552,0.087934,52081.76226,2001-01-01 14:28:01.762 +0000,,,,,242.776836
-0.069433,0.003202,0.02303,0.073222,52081.75228,2001-01-01 14:28:01.752 +0000,,,,,242.6518566
-0.051111,-0.008563,-0.00139,0.051842,52081.74227,2001-01-01 14:28:01.742 +0000,,,,,242.5598568
-0.033792,-0.020356,-0.036502,0.053746,52081.73233,2001-01-01 14:28:01.732 +0000,,,,,242.4990312
-0.011212,-0.025738,-0.065185,0.070973,52081.72235,2001-01-01 14:28:01.722 +0000,,,,,242.4788496
