x_rad_per_sec,y_rad_per_sec,z_rad_per_sec,rms_rad_per_sec,TimeInterval,Date,,,,,,,
-0.23814,-0.075023,0.314876,0.401853,86394.42814,2001-01-01 23:59:54.428 +0000,,,,,-4.277878,-29.621058,-0.880102
-0.178612,-0.062155,0.33127,0.381452,86394.41816,2001-01-01 23:59:54.418 +0000,,,,,-4.45649,-29.683213,-0.548832
-0.19702,0.203123,0.346453,0.447331,86394.40815,2001-01-01 23:59:54.408 +0000,,,,,-4.65351,-29.48009,-0.202379
-0.208269,0.514248,0.37545,0.669917,86394.39817,2001-01-01 23:59:54.398 +0000,,,,,-4.861779,-28.965842,0.173071
-0.21419,0.67928,0.342906,0.790495,86394.3882,2001-01-01 23:59:54.388 +0000,,,,,-5.075969,-28.286562,0.515977
-0.220821,0.837784,0.255881,0.903393,86394.37819,2001-01-01 23:59:54.378 +0000,,,,,-5.29679,-27.448778,0.771858
-0.217308,0.911012,0.14458,0.947665,86394.36821,2001-01-01 23:59:54.368 +0000,,,,,-5.514098,-26.537766,0.916438
-0.250546,0.771352,0.110543,0.818521,86394.3582,2001-01-01 23:59:54.358 +0000,,,,,-5.764644,-25.766414,1.026981
-0.209957,0.525756,0.292063,0.637026,86394.34822,2001-01-01 23:59:54.348 +0000,,,,,-5.974601,-25.240658,1.319044
0.040687,0.424695,0.701132,0.820736,86394.33824,2001-01-01 23:59:54.338 +0000,,,,,-5.933914,-24.815963,2.020176
0.1562,0.581167,1.044478,1.205441,86394.32823,2001-01-01 23:59:54.328 +0000,,,,,-5.777714,-24.234796,3.064654
0.077687,0.708983,1.060697,1.27819,86394.31825,2001-01-01 23:59:54.318 +0000,,,,,-5.700027,-23.525813,4.125351
0.301189,0.527038,1.081933,1.24059,86394.30827,2001-01-01 23:59:54.308 +0000,,,,,-5.398838,-22.998775,5.207284
0.817726,0.308126,1.144782,1.440188,86394.29826,2001-01-01 23:59:54.298 +0000,,,,,-4.581112,-22.690649,6.352066
1.595176,0.275104,0.917183,1.860509,86394.28828,2001-01-01 23:59:54.288 +0000,,,,,-2.985936,-22.415545,7.269249
2.305943,0.933336,0.238481,2.499072,86394.2783,2001-01-01 23:59:54.278 +0000,,,,,-0.679993,-21.482209,7.50773
2.664892,2.08616,-0.641614,3.444616,86394.26829,2001-01-01 23:59:54.268 +0000,,,,,1.984899,-19.396049,6.866116
2.779749,2.840746,-1.380162,4.207338,86394.25831,2001-01-01 23:59:54.258 +0000,,,,,4.764648,-16.555303,5.485954
2.790404,2.974268,-1.664677,4.404972,86394.2483,2001-01-01 23:59:54.248 +0000,,,,,7.555052,-13.581035,3.821277
2.740422,2.764298,-1.694362,4.245246,86394.23832,2001-01-01 23:59:54.238 +0000,,,,,10.295474,-10.816737,2.126915
2.107295,2.731328,-1.48698,3.756588,86394.22834,2001-01-01 23:59:54.228 +0000,,,,,12.402769,-8.085409,0.639935
0.543147,1.898855,-0.372269,2.009786,86394.21833,2001-01-01 23:59:54.218 +0000,,,,,12.945916,-6.186554,0.267666
-0.520009,1.295752,0.730241,1.575638,86394.20836,2001-01-01 23:59:54.208 +0000,,,,,12.425907,-4.890802,0.997907
-0.590547,1.869365,1.375724,2.394971,86394.19838,2001-01-01 23:59:54.198 +0000,,,,,11.83536,-3.021437,2.373631
-0.527746,2.328827,1.915565,3.061265,86394.18837,2001-01-01 23:59:54.188 +0000,,,,,11.307614,-0.69261,4.289196
-0.250054,2.161702,2.310037,3.173602,86394.17839,2001-01-01 23:59:54.178 +0000,,,,,11.05756,1.469092,6.599233
0.259534,1.383525,2.376496,2.762106,86394.16841,2001-01-01 23:59:54.168 +0000,,,,,11.317094,2.852617,8.975729
0.792229,0.678149,1.728079,2.018359,86394.1584,2001-01-01 23:59:54.158 +0000,,,,,12.109323,3.530766,10.703808
0.77565,0.612544,0.629717,1.171916,86394.14842,2001-01-01 23:59:54.148 +0000,,,,,12.884973,4.14331,11.333525
0.217438,0.726564,-0.045385,0.759759,86394.13844,2001-01-01 23:59:54.138 +0000,,,,,13.102411,4.869874,11.28814
-0.502036,0.789839,-0.091016,0.940303,86394.12843,2001-01-01 23:59:54.128 +0000,,,,,12.600375,5.659713,11.197124
-1.121446,1.161209,0.352569,1.652378,86394.11845,2001-01-01 23:59:54.118 +0000,,,,,11.478929,6.820922,11.549693
-1.713909,1.600786,1.22676,2.646685,86394.10844,2001-01-01 23:59:54.108 +0000,,,,,9.76502,8.421708,12.776453
-1.976732,2.087531,2.549685,3.842675,86394.09846,2001-01-01 23:59:54.098 +0000,,,,,7.788288,10.509239,15.326138
-1.819205,2.268399,3.691426,4.699124,86394.08848,2001-01-01 23:59:54.088 +0000,,,,,5.969083,12.777638,19.017564
-1.323866,2.370148,4.192418,4.994657,86394.07847,2001-01-01 23:59:54.078 +0000,,,,,4.645217,15.147786,23.209982
-0.756237,2.330358,4.30214,4.950845,86394.06849,2001-01-01 23:59:54.068 +0000,,,,,3.88898,17.478144,27.512122
-0.427604,1.88897,4.0598,4.498114,86394.05851,2001-01-01 23:59:54.059 +0000,,,,,3.461376,19.367114,31.571922
-0.515968,1.673389,3.500959,3.914481,86394.0485,2001-01-01 23:59:54.049 +0000,,,,,2.945408,21.040503,35.072881
-0.949863,1.74558,3.102485,3.684387,86394.03852,2001-01-01 23:59:54.039 +0000,,,,,1.995545,22.786083,38.175366
-1.499726,1.960333,3.090711,3.955323,86394.02855,2001-01-01 23:59:54.029 +0000,,,,,0.495819,24.746416,41.266077
-1.73777,2.402681,3.690542,4.734218,86394.01854,2001-01-01 23:59:54.019 +0000,,,,,-1.241951,27.149097,44.956619
-1.470599,3.123596,4.781335,5.897514,86394.00856,2001-01-01 23:59:54.009 +0000,,,,,-2.71255,30.272693,49.737954
-1.145598,3.627728,5.642309,6.805032,86393.99855,2001-01-01 23:59:53.999 +0000,,,,,-3.858148,33.900421,55.380263
-1.001359,3.575864,6.160583,7.193213,86393.98857,2001-01-01 23:59:53.989 +0000,,,,,-4.859507,37.476285,61.540846
-1.087645,3.186667,6.463447,7.287933,86393.97859,2001-01-01 23:59:53.979 +0000,,,,,-5.947152,40.662952,68.004293
-1.679137,2.807284,6.579091,7.347434,86393.96858,2001-01-01 23:59:53.969 +0000,,,,,-7.626289,43.470236,74.583384
-2.700696,2.678096,6.762743,7.758907,86393.9586,2001-01-01 23:59:53.959 +0000,,,,,-10.326985,46.148332,81.346127
-3.33836,3.308918,7.021716,8.449738,86393.94862,2001-01-01 23:59:53.949 +0000,,,,,-13.665345,49.45725,88.367843
-3.143491,4.546574,7.313507,9.167347,86393.93861,2001-01-01 23:59:53.939 +0000,,,,,-16.808836,54.003824,95.68135
-2.455807,5.5624,7.359196,9.546153,86393.92863,2001-01-01 23:59:53.929 +0000,,,,,-19.264643,59.566224,103.040546
-2.010329,5.688815,7.087252,9.307694,86393.91865,2001-01-01 23:59:53.919 +0000,,,,,-21.274972,65.255039,110.127798
-2.044723,5.45368,6.787407,8.943848,86393.90864,2001-01-01 23:59:53.909 +0000,,,,,-23.319695,70.708719,116.915205
-2.313399,5.756963,6.737755,9.159245,86393.89866,2001-01-01 23:59:53.899 +0000,,,,,-25.633094,76.465682,123.65296
-2.316831,6.537513,7.046547,9.887397,86393.88868,2001-01-01 23:59:53.889 +0000,,,,,-27.949925,83.003195,130.699507
-1.814871,7.325181,7.497637,10.637978,86393.87867,2001-01-01 23:59:53.879 +0000,,,,,-29.764796,90.328376,138.197144
-1.134236,7.776293,7.925203,11.160917,86393.86869,2001-01-01 23:59:53.869 +0000,,,,,-30.899032,98.104669,146.122347
-0.57259,7.875872,8.390319,11.521921,86393.85868,2001-01-01 23:59:53.859 +0000,,,,,-31.471622,105.980541,154.512666
0.112882,8.316116,8.730329,12.057744,86393.84871,2001-01-01 23:59:53.849 +0000,,,,,-31.35874,114.296657,163.242995
0.796157,8.537995,9.077329,12.487159,86393.83873,2001-01-01 23:59:53.839 +0000,,,,,-30.562583,122.834652,172.320324
1.398836,8.556137,9.339928,12.743566,86393.82872,2001-01-01 23:59:53.829 +0000,,,,,-29.163747,131.390789,181.660252
2.016455,8.582342,9.414545,12.89792,86393.81874,2001-01-01 23:59:53.819 +0000,,,,,-27.147292,139.973131,191.074797
2.638313,8.638948,9.290367,12.95774,86393.80876,2001-01-01 23:59:53.809 +0000,,,,,-24.508979,148.612079,200.365164
3.114177,8.411746,9.031343,12.728736,86393.79875,2001-01-01 23:59:53.799 +0000,,,,,-21.394802,157.023825,209.396507
3.586781,8.096944,8.674231,12.396281,86393.78877,2001-01-01 23:59:53.789 +0000,,,,,-17.808021,165.120769,218.070738
4.215276,7.691327,8.164553,11.982696,86393.77879,2001-01-01 23:59:53.779 +0000,,,,,-13.592745,172.812096,226.235291
4.828464,6.916674,7.478401,11.273018,86393.76878,2001-01-01 23:59:53.769 +0000,,,,,-8.764281,179.72877,233.713692
5.325497,5.850794,6.664037,10.344182,86393.7588,2001-01-01 23:59:53.759 +0000,,,,,-3.438784,185.579564,240.377729
5.700062,4.581274,5.816275,9.343866,86393.74882,2001-01-01 23:59:53.749 +0000,,,,,2.261278,190.160838,246.194004
6.026264,3.342718,5.010843,8.520456,86393.73881,2001-01-01 23:59:53.739 +0000,,,,,8.287542,193.503556,251.204847
6.288738,2.329237,4.345413,7.991006,86393.72883,2001-01-01 23:59:53.729 +0000,,,,,14.57628,195.832793,255.55026
6.438173,1.672127,3.941105,7.731648,86393.71882,2001-01-01 23:59:53.719 +0000,,,,,21.014453,197.50492,259.491365
6.469086,1.417164,3.787073,7.628849,86393.70884,2001-01-01 23:59:53.709 +0000,,,,,27.483539,198.922084,263.278438
6.39816,1.534301,3.79055,7.593339,86393.69886,2001-01-01 23:59:53.699 +0000,,,,,33.881699,200.456385,267.068988
6.200488,1.830364,3.815124,7.50676,86393.68885,2001-01-01 23:59:53.689 +0000,,,,,40.082187,202.286749,270.884112
5.860905,2.029195,3.764209,7.255144,86393.67888,2001-01-01 23:59:53.679 +0000,,,,,45.943092,204.315944,274.648321
5.39673,1.915494,3.587218,6.757362,86393.6689,2001-01-01 23:59:53.669 +0000,,,,,51.339822,206.231438,278.235539
4.881631,1.639612,3.321638,6.127962,86393.65889,2001-01-01 23:59:53.659 +0000,,,,,56.221453,207.87105,281.557177
4.379865,1.374145,2.956748,5.460206,86393.64891,2001-01-01 23:59:53.649 +0000,,,,,60.601318,209.245195,284.513925
3.931903,1.101061,2.512104,4.794044,86393.63893,2001-01-01 23:59:53.639 +0000,,,,,64.533221,210.346256,287.026029
3.56724,0.802455,2.060611,4.197053,86393.62892,2001-01-01 23:59:53.629 +0000,,,,,68.100461,211.148711,289.08664
3.287556,0.54762,1.622396,3.706762,86393.61894,2001-01-01 23:59:53.619 +0000,,,,,71.388017,211.696331,290.709036
3.056326,0.366418,1.221705,3.311791,86393.60893,2001-01-01 23:59:53.609 +0000,,,,,74.444343,212.062749,291.930741
2.808487,0.249254,0.874153,2.951926,86393.59895,2001-01-01 23:59:53.599 +0000,,,,,77.25283,212.312003,292.804894
2.442791,0.194985,0.579061,2.518046,86393.58897,2001-01-01 23:59:53.589 +0000,,,,,79.695621,212.506988,293.383955
1.856029,0.172632,0.331541,1.893295,86393.57896,2001-01-01 23:59:53.579 +0000,,,,,81.55165,212.67962,293.715496
1.039429,0.209932,0.150693,1.071071,86393.56898,2001-01-01 23:59:53.569 +0000,,,,,82.591079,212.889552,293.866189
0.035494,0.337802,0.033514,0.341311,86393.559,2001-01-01 23:59:53.559 +0000,,,,,82.626573,213.227354,293.899703
-1.137068,0.495411,-0.069925,1.242274,86393.54899,2001-01-01 23:59:53.549 +0000,,,,,81.489505,213.722765,293.829778
-2.242059,0.640134,-0.233778,2.343342,86393.53901,2001-01-01 23:59:53.539 +0000,,,,,79.247446,214.362899,293.596
-3.012978,0.707299,-0.413331,3.122363,86393.52903,2001-01-01 23:59:53.529 +0000,,,,,76.234468,215.070198,293.182669
-3.547591,0.604216,-0.583346,3.645651,86393.51902,2001-01-01 23:59:53.519 +0000,,,,,72.686877,215.674414,292.599323
-3.972,0.377712,-0.72557,4.055355,86393.50904,2001-01-01 23:59:53.509 +0000,,,,,68.714877,216.052126,291.873753
-4.279451,0.106759,-0.784608,4.352092,86393.49907,2001-01-01 23:59:53.499 +0000,,,,,64.435426,216.158885,291.089145
-4.469292,-0.136174,-0.748899,4.533648,86393.48908,2001-01-01 23:59:53.489 +0000,,,,,59.966134,216.022711,290.340246
-4.602505,-0.279805,-0.637214,4.654824,86393.4791,2001-01-01 23:59:53.479 +0000,,,,,55.363629,215.742906,289.703032
-4.714719,-0.355245,-0.526641,4.757323,86393.46909,2001-01-01 23:59:53.469 +0000,,,,,50.64891,215.387661,289.176391
-4.830548,-0.469233,-0.493989,4.87836,86393.45912,2001-01-01 23:59:53.459 +0000,,,,,45.818362,214.918428,288.682402
-4.968549,-0.678391,-0.599066,5.050304,86393.44914,2001-01-01 23:59:53.449 +0000,,,,,40.849813,214.240037,288.083336
-5.138351,-1.022047,-0.804432,5.30041,86393.43913,2001-01-01 23:59:53.439 +0000,,,,,35.711462,213.21799,287.278904
-5.320932,-1.356149,-1.019527,5.584881,86393.42915,2001-01-01 23:59:53.429 +0000,,,,,30.39053,211.861841,286.259377
-5.538675,-1.569699,-1.15398,5.871333,86393.41917,2001-01-01 23:59:53.419 +0000,,,,,24.851855,210.292142,285.105397
-5.740027,-1.604969,-1.141352,6.068486,86393.40916,2001-01-01 23:59:53.409 +0000,,,,,19.111828,208.687173,283.964045
-5.799353,-1.40759,-1.002314,6.051317,86393.39918,2001-01-01 23:59:53.399 +0000,,,,,13.312475,207.279583,282.961731
-5.764473,-1.11631,-0.828703,5.92976,86393.3892,2001-01-01 23:59:53.389 +0000,,,,,7.548002,206.163273,282.133028
-5.74946,-0.891122,-0.6668,5.856194,86393.37919,2001-01-01 23:59:53.379 +0000,,,,,1.798542,205.272151,281.466228
-5.770231,-0.852646,-0.610414,5.86474,86393.36921,2001-01-01 23:59:53.369 +0000,,,,,-3.971689,204.419505,280.855814
-5.810667,-1.038137,-0.651855,5.93856,86393.3592,2001-01-01 23:59:53.359 +0000,,,,,-9.782356,203.381368,280.203959
-5.850132,-1.340981,-0.762423,6.050088,86393.34922,2001-01-01 23:59:53.349 +0000,,,,,-15.632488,202.040387,279.441536
-5.929668,-1.649348,-0.940563,6.226233,86393.33924,2001-01-01 23:59:53.339 +0000,,,,,-21.562156,200.391039,278.500973
-6.052327,-1.85867,-1.116058,6.428911,86393.32923,2001-01-01 23:59:53.329 +0000,,,,,-27.614483,198.532369,277.384915
-6.233261,-1.950787,-1.264483,6.652671,86393.31925,2001-01-01 23:59:53.319 +0000,,,,,-33.847744,196.581582,276.120432
-6.528959,-1.921488,-1.389437,6.946219,86393.30927,2001-01-01 23:59:53.309 +0000,,,,,-40.376703,194.660094,274.730995
-6.852653,-1.869765,-1.484722,7.256671,86393.29926,2001-01-01 23:59:53.299 +0000,,,,,-47.229356,192.790329,273.246273
-7.059032,-1.83287,-1.580244,7.46234,86393.28929,2001-01-01 23:59:53.289 +0000,,,,,-54.288388,190.957459,271.666029
-7.237156,-1.88655,-1.694562,7.668574,86393.27931,2001-01-01 23:59:53.279 +0000,,,,,-61.525544,189.070909,269.971467
-7.397642,-1.890047,-1.768295,7.837362,86393.2693,2001-01-01 23:59:53.269 +0000,,,,,-68.923186,187.180862,268.203172
-7.497499,-1.714393,-1.785474,7.89554,86393.25932,2001-01-01 23:59:53.259 +0000,,,,,-76.420685,185.466469,266.417698
-7.495189,-1.374429,-1.729751,7.814023,86393.24934,2001-01-01 23:59:53.249 +0000,,,,,-83.915874,184.09204,264.687947
-7.394308,-0.900205,-1.688687,7.63792,86393.23933,2001-01-01 23:59:53.239 +0000,,,,,-91.310182,183.191835,262.99926
-7.225838,-0.454821,-1.698377,7.436671,86393.22935,2001-01-01 23:59:53.229 +0000,,,,,-98.53602,182.737014,261.300883
-6.997163,-0.274779,-1.761434,7.220695,86393.21934,2001-01-01 23:59:53.219 +0000,,,,,-105.533183,182.462235,259.539449
-6.778364,-0.411274,-1.881397,7.046632,86393.20936,2001-01-01 23:59:53.209 +0000,,,,,-112.311547,182.050961,257.658052
-6.634761,-0.66816,-1.985512,6.95764,86393.19938,2001-01-01 23:59:53.199 +0000,,,,,-118.946308,181.382801,255.67254
-6.57103,-0.84814,-1.983524,6.916079,86393.18937,2001-01-01 23:59:53.189 +0000,,,,,-125.517338,180.534661,253.689016
-6.552181,-0.715709,-1.854467,6.847069,86393.17939,2001-01-01 23:59:53.179 +0000,,,,,-132.069519,179.818952,251.834549
-6.443723,-0.275104,-1.62734,6.651728,86393.16941,2001-01-01 23:59:53.169 +0000,,,,,-138.513242,179.543848,250.207209
-6.220609,0.256143,-1.39648,6.380575,86393.1594,2001-01-01 23:59:53.159 +0000,,,,,-144.733851,179.799991,248.810729
-5.979404,0.692349,-1.263542,6.150541,86393.14942,2001-01-01 23:59:53.149 +0000,,,,,-150.713255,180.49234,247.547187
-5.755759,0.892908,-1.214495,5.949878,86393.13944,2001-01-01 23:59:53.139 +0000,,,,,-156.469014,181.385248,246.332692
-5.526857,0.7524,-1.238213,5.713618,86393.12943,2001-01-01 23:59:53.129 +0000,,,,,-161.995871,182.137648,245.094479
-5.271615,0.289013,-1.310027,5.439634,86393.11945,2001-01-01 23:59:53.119 +0000,,,,,-167.267486,182.426661,243.784452
-5.028713,-0.310655,-1.348429,5.215623,86393.10948,2001-01-01 23:59:53.109 +0000,,,,,-172.296199,182.116006,242.436023
-4.780699,-0.781142,-1.274955,5.009069,86393.09947,2001-01-01 23:59:53.099 +0000,,,,,-177.076898,181.334864,241.161068
-4.46042,-0.863609,-1.118704,4.678959,86393.08949,2001-01-01 23:59:53.089 +0000,,,,,-181.537318,180.471255,240.042364
-4.09471,-0.438923,-0.943223,4.224804,86393.07948,2001-01-01 23:59:53.079 +0000,,,,,-185.632028,180.032332,239.099141
-3.708098,0.309596,-0.778098,3.801484,86393.0695,2001-01-01 23:59:53.069 +0000,,,,,-189.340126,180.341928,238.321043
-3.387955,0.986551,-0.669857,3.591689,86393.05952,2001-01-01 23:59:53.060 +0000,,,,,-192.728081,181.328479,237.651186
-3.16812,1.290488,-0.600815,3.47323,86393.04951,2001-01-01 23:59:53.050 +0000,,,,,-195.896201,182.618967,237.050371
-2.916787,0.985187,-0.501055,3.119182,86393.03953,2001-01-01 23:59:53.040 +0000,,,,,-198.812988,183.604154,236.549316
-2.593104,0.230451,-0.378214,2.630655,86393.02955,2001-01-01 23:59:53.030 +0000,,,,,-201.406092,183.834605,236.171102
-2.277594,-0.589292,-0.262732,2.36722,86393.01954,2001-01-01 23:59:53.020 +0000,,,,,-203.683686,183.245313,235.90837
-2.033228,-1.021319,-0.14451,2.279911,86393.00956,2001-01-01 23:59:53.010 +0000,,,,,-205.716914,182.223994,235.76386
-1.83081,-0.732128,-0.002886,1.971772,86392.99958,2001-01-01 23:59:53.000 +0000,,,,,-207.547724,181.491866,235.760974
-1.654109,0.208025,0.177398,1.67655,86392.98957,2001-01-01 23:59:52.990 +0000,,,,,-209.201833,181.699891,235.938372
-1.417429,1.322902,0.347995,1.969841,86392.97959,2001-01-01 23:59:52.980 +0000,,,,,-210.619262,183.022793,236.286367
-1.03921,1.972041,0.391524,2.263227,86392.96958,2001-01-01 23:59:52.970 +0000,,,,,-211.658472,184.994834,236.677891
-0.501536,1.782543,0.282405,1.873166,86392.9596,2001-01-01 23:59:52.960 +0000,,,,,-212.160008,186.777377,236.960296
0.184837,0.876088,0.118539,0.903187,86392.94962,2001-01-01 23:59:52.950 +0000,,,,,-211.975171,187.653465,237.078835
0.803084,-0.306257,-0.018324,0.859693,86392.93961,2001-01-01 23:59:52.940 +0000,,,,,-211.172087,187.347208,237.060511
1.240344,-1.183867,-0.07603,1.716326,86392.92964,2001-01-01 23:59:52.930 +0000,,,,,-209.931743,186.163341,236.984481
1.489595,-1.377559,-0.073821,2.030274,86392.91966,2001-01-01 23:59:52.920 +0000,,,,,-208.442148,184.785782,236.91066
1.508295,-0.666883,-0.024338,1.649327,86392.90965,2001-01-01 23:59:52.910 +0000,,,,,-206.933853,184.118899,236.886322
1.445929,0.695746,0.050608,1.605408,86392.89967,2001-01-01 23:59:52.900 +0000,,,,,-205.487924,184.814645,236.93693
1.410762,1.975237,0.09925,2.429334,86392.88969,2001-01-01 23:59:52.890 +0000,,,,,-204.077162,186.789882,237.03618
1.424449,2.507785,0.059428,2.884714,86392.87968,2001-01-01 23:59:52.880 +0000,,,,,-202.652713,189.297667,237.095608
1.52174,2.355255,-0.04742,2.804491,86392.8697,2001-01-01 23:59:52.870 +0000,,,,,-201.130973,191.652922,237.048188
1.713681,1.660402,-0.221609,2.396403,86392.85972,2001-01-01 23:59:52.860 +0000,,,,,-199.417292,193.313324,236.826579
1.98681,0.463894,-0.383201,2.075922,86392.84971,2001-01-01 23:59:52.850 +0000,,,,,-197.430482,193.777218,236.443378
2.315623,-0.981461,-0.389876,2.54507,86392.83973,2001-01-01 23:59:52.840 +0000,,,,,-195.114859,192.795757,236.053502
2.659931,-2.148224,-0.179227,3.423773,86392.82972,2001-01-01 23:59:52.830 +0000,,,,,-192.454928,190.647533,235.874275
3.018693,-2.50713,0.178915,3.928132,86392.81974,2001-01-01 23:59:52.820 +0000,,,,,-189.436235,188.140403,236.05319
3.305542,-1.827523,0.505968,3.810834,86392.80976,2001-01-01 23:59:52.810 +0000,,,,,-186.130693,186.31288,236.559158
3.425551,-0.344227,0.64379,3.502479,86392.79975,2001-01-01 23:59:52.800 +0000,,,,,-182.705142,185.968653,237.202948
3.505527,1.298316,0.575754,3.782306,86392.78977,2001-01-01 23:59:52.790 +0000,,,,,-179.199615,187.266969,237.778702
3.706245,2.343057,0.399034,4.402885,86392.77979,2001-01-01 23:59:52.780 +0000,,,,,-175.49337,189.610026,238.177736
4.018159,2.124161,0.101482,4.546203,86392.76978,2001-01-01 23:59:52.770 +0000,,,,,-171.475211,191.734187,238.279218
4.61928,0.500353,-0.206327,4.650878,86392.75981,2001-01-01 23:59:52.760 +0000,,,,,-166.855931,192.23454,238.072891
5.652933,-1.77823,-0.493409,5.946529,86392.74983,2001-01-01 23:59:52.750 +0000,,,,,-161.202998,190.45631,237.579482
6.593005,-3.896608,-0.58709,7.680882,86392.73982,2001-01-01 23:59:52.740 +0000,,,,,-154.609993,186.559702,236.992392
7.030499,-4.953545,-0.36222,8.607945,86392.72984,2001-01-01 23:59:52.730 +0000,,,,,-147.579494,181.606157,236.630172
7.160627,-4.510673,0.339466,8.46971,86392.71983,2001-01-01 23:59:52.720 +0000,,,,,-140.418867,177.095484,236.969638
7.265906,-2.634621,1.202708,7.821836,86392.70985,2001-01-01 23:59:52.710 +0000,,,,,-133.152961,174.460863,238.172346
7.585778,-0.067684,1.811215,7.799302,86392.69987,2001-01-01 23:59:52.700 +0000,,,,,-125.567183,174.393179,239.983561
8.255908,1.995645,1.997119,8.725314,86392.68986,2001-01-01 23:59:52.690 +0000,,,,,-117.311275,176.388824,241.98068
9.187595,2.663757,1.797505,9.733371,86392.67988,2001-01-01 23:59:52.680 +0000,,,,,-108.12368,179.052581,243.778185
10.10917,1.832658,1.453375,10.376235,86392.6699,2001-01-01 23:59:52.670 +0000,,,,,-98.01451,180.885239,245.23156
10.957215,0.52795,1.306641,11.047471,86392.65989,2001-01-01 23:59:52.660 +0000,,,,,-87.057295,181.413189,246.538201
11.575077,-0.577241,1.351213,11.667964,86392.64991,2001-01-01 23:59:52.650 +0000,,,,,-75.482218,180.835948,247.889414
11.768565,-1.101919,1.496057,11.914342,86392.63993,2001-01-01 23:59:52.640 +0000,,,,,-63.713653,179.734029,249.385471
11.714455,-1.220691,1.727881,11.903954,86392.62992,2001-01-01 23:59:52.630 +0000,,,,,-51.999198,178.513338,251.113352
11.562883,-1.203253,1.929828,11.78441,86392.61994,2001-01-01 23:59:52.620 +0000,,,,,-40.436315,177.310085,253.04318
11.345219,-1.08805,2.055198,11.581091,86392.60996,2001-01-01 23:59:52.610 +0000,,,,,-29.091096,176.222035,255.098378
11.06535,-0.844089,2.142402,11.302404,86392.59995,2001-01-01 23:59:52.600 +0000,,,,,-18.025746,175.377946,257.24078
10.688655,-0.644921,2.237621,10.939388,86392.58998,2001-01-01 23:59:52.590 +0000,,,,,-7.337091,174.733025,259.478401
10.255693,-0.556454,2.38405,10.54384,86392.57997,2001-01-01 23:59:52.580 +0000,,,,,2.918602,174.176571,261.862451
9.840951,-0.368699,2.612608,10.188522,86392.56999,2001-01-01 23:59:52.570 +0000,,,,,12.759553,173.807872,264.475059
9.343603,-0.118054,2.88104,9.778407,86392.56001,2001-01-01 23:59:52.560 +0000,,,,,22.103156,173.689818,267.356099
8.812574,0.079231,3.120541,9.349091,86392.55,2001-01-01 23:59:52.550 +0000,,,,,30.91573,173.769049,270.47664
8.358459,0.125087,3.273354,8.977435,86392.54002,2001-01-01 23:59:52.540 +0000,,,,,39.274189,173.894136,273.749994
7.927914,0.062023,3.314429,8.593085,86392.53004,2001-01-01 23:59:52.530 +0000,,,,,47.202103,173.956159,277.064423
7.511301,0.086115,3.273085,8.193909,86392.52003,2001-01-01 23:59:52.520 +0000,,,,,54.713404,174.042274,280.337508
7.099937,0.210182,3.165258,7.776384,86392.51005,2001-01-01 23:59:52.510 +0000,,,,,61.813341,174.252456,283.502766
6.579088,0.341487,3.002178,7.239757,86392.50007,2001-01-01 23:59:52.500 +0000,,,,,68.392429,174.593943,286.504944
6.012247,0.346928,2.787841,6.636229,86392.49006,2001-01-01 23:59:52.490 +0000,,,,,74.404676,174.940871,289.292785
5.46712,0.261851,2.579239,6.050656,86392.48008,2001-01-01 23:59:52.480 +0000,,,,,79.871796,175.202722,291.872024
4.86456,0.170302,2.355308,5.407441,86392.4701,2001-01-01 23:59:52.470 +0000,,,,,84.736356,175.373024,294.227332
4.180854,0.146795,2.100727,4.681254,86392.46009,2001-01-01 23:59:52.460 +0000,,,,,88.91721,175.519819,296.328059
3.472564,0.158383,1.829856,3.928379,86392.45011,2001-01-01 23:59:52.450 +0000,,,,,92.389774,175.678202,298.157915
2.841033,0.16683,1.558444,3.244695,86392.4401,2001-01-01 23:59:52.440 +0000,,,,,95.230807,175.845032,299.716359
2.352345,0.125404,1.323391,2.701966,86392.43012,2001-01-01 23:59:52.430 +0000,,,,,97.583152,175.970436,301.03975
1.954455,0.022299,1.104079,2.244856,86392.42015,2001-01-01 23:59:52.420 +0000,,,,,99.537607,175.992735,302.143829
1.662994,-0.102991,0.928285,1.90732,86392.41014,2001-01-01 23:59:52.410 +0000,,,,,101.200601,175.889744,303.072114
1.482061,-0.215308,0.795942,1.695991,86392.40016,2001-01-01 23:59:52.400 +0000,,,,,102.682662,175.674436,303.868056
1.362676,-0.321089,0.703532,1.566825,86392.39018,2001-01-01 23:59:52.390 +0000,,,,,104.045338,175.353347,304.571588
1.316585,-0.393753,0.626486,1.510273,86392.38017,2001-01-01 23:59:52.380 +0000,,,,,105.361923,174.959594,305.198074
1.30199,-0.388585,0.567605,1.472533,86392.37019,2001-01-01 23:59:52.370 +0000,,,,,106.663913,174.571009,305.765679
1.207306,-0.353643,0.51024,1.35757,86392.36021,2001-01-01 23:59:52.360 +0000,,,,,107.871219,174.217366,306.275919
0.9686,-0.261341,0.429309,1.091234,86392.3502,2001-01-01 23:59:52.350 +0000,,,,,108.839819,173.956025,306.705228
0.548799,-0.153265,0.319331,0.653179,86392.34022,2001-01-01 23:59:52.340 +0000,,,,,109.388618,173.80276,307.024559
-0.080419,-0.055142,0.124623,0.158237,86392.33021,2001-01-01 23:59:52.330 +0000,,,,,109.308199,173.747618,307.149182
