x_rad_per_sec,y_rad_per_sec,z_rad_per_sec,rms_rad_per_sec,TimeInterval,Date,,,,,,,
-0.936436,-0.045966,-0.215623,0.962039,86392.32023,2001-01-01 23:59:52.320 +0000,,,,,108.371763,173.701652,306.933559
-1.892819,-0.071256,-0.677194,2.011575,86392.31025,2001-01-01 23:59:52.310 +0000,,,,,106.478944,173.630396,306.256365
-2.806212,-0.162578,-1.145775,3.035467,86392.30024,2001-01-01 23:59:52.300 +0000,,,,,103.672732,173.467818,305.11059
-3.686429,-0.344301,-1.564735,4.01954,86392.29026,2001-01-01 23:59:52.290 +0000,,,,,99.986303,173.123517,303.545855
-4.5845,-0.46085,-1.901717,4.984631,86392.28028,2001-01-01 23:59:52.280 +0000,,,,,95.401803,172.662667,301.644138
-5.448753,-0.402451,-2.151329,5.87189,86392.27027,2001-01-01 23:59:52.270 +0000,,,,,89.95305,172.260216,299.492809
-6.102667,-0.120963,-2.28366,6.517076,86392.26029,2001-01-01 23:59:52.260 +0000,,,,,83.850383,172.139253,297.209149
-6.448275,0.108986,-2.242808,6.828053,86392.25032,2001-01-01 23:59:52.250 +0000,,,,,77.402108,172.248239,294.966341
-6.457425,0.060334,-2.099557,6.790443,86392.24031,2001-01-01 23:59:52.240 +0000,,,,,70.944683,172.308573,292.866784
-6.198412,-0.068124,-1.999157,6.513185,86392.23033,2001-01-01 23:59:52.230 +0000,,,,,64.746271,172.240449,290.867627
-5.872761,-0.281817,-1.92372,6.18623,86392.22035,2001-01-01 23:59:52.220 +0000,,,,,58.87351,171.958632,288.943907
-5.645927,-0.529732,-1.872364,5.971839,86392.21034,2001-01-01 23:59:52.210 +0000,,,,,53.227583,171.4289,287.071543
-5.548044,-0.774558,-1.82616,5.891994,86392.20036,2001-01-01 23:59:52.200 +0000,,,,,47.679539,170.654342,285.245383
-5.609371,-0.966176,-1.755532,5.956546,86392.19035,2001-01-01 23:59:52.190 +0000,,,,,42.070168,169.688166,283.489851
-5.837828,-1.031044,-1.642567,6.151529,86392.18037,2001-01-01 23:59:52.180 +0000,,,,,36.23234,168.657122,281.847284
-6.142948,-0.897807,-1.522109,6.392079,86392.17039,2001-01-01 23:59:52.170 +0000,,,,,30.089392,167.759315,280.325175
-6.436858,-0.588926,-1.455479,6.625587,86392.16038,2001-01-01 23:59:52.160 +0000,,,,,23.652534,167.170389,278.869696
-6.583397,-0.26092,-1.452017,6.74667,86392.1504,2001-01-01 23:59:52.150 +0000,,,,,17.069137,166.909469,277.417679
-6.53663,-0.173653,-1.500021,6.708782,86392.14042,2001-01-01 23:59:52.140 +0000,,,,,10.532507,166.735816,275.917658
-6.339987,-0.405942,-1.581407,6.546837,86392.13041,2001-01-01 23:59:52.130 +0000,,,,,4.19252,166.329874,274.336251
-6.084572,-0.889601,-1.665986,6.370943,86392.12043,2001-01-01 23:59:52.120 +0000,,,,,-1.892052,165.440273,272.670265
-5.851654,-1.368976,-1.734702,6.255009,86392.11045,2001-01-01 23:59:52.110 +0000,,,,,-7.743706,164.071297,270.935563
-5.713877,-1.644796,-1.740502,6.195409,86392.10044,2001-01-01 23:59:52.100 +0000,,,,,-13.457583,162.426501,269.195061
-5.696218,-1.639275,-1.667739,6.157555,86392.09046,2001-01-01 23:59:52.090 +0000,,,,,-19.153801,160.787226,267.527322
-5.774961,-1.351445,-1.562202,6.133275,86392.08049,2001-01-01 23:59:52.080 +0000,,,,,-24.928762,159.435781,265.96512
-5.896275,-0.88568,-1.430723,6.131676,86392.07048,2001-01-01 23:59:52.070 +0000,,,,,-30.825037,158.550101,264.534397
-5.99902,-0.483879,-1.32352,6.162311,86392.0605,2001-01-01 23:59:52.060 +0000,,,,,-36.824057,158.066222,263.210877
-6.012878,-0.291012,-1.298493,6.158366,86392.05049,2001-01-01 23:59:52.050 +0000,,,,,-42.836935,157.77521,261.912384
-5.948303,-0.372025,-1.338441,6.108366,86392.04051,2001-01-01 23:59:52.041 +0000,,,,,-48.785238,157.403185,260.573943
-5.843634,-0.739717,-1.438244,6.063314,86392.03053,2001-01-01 23:59:52.031 +0000,,,,,-54.628872,156.663468,259.135699
-5.712001,-1.330167,-1.591753,6.077004,86392.02052,2001-01-01 23:59:52.021 +0000,,,,,-60.340873,155.333301,257.543946
-5.581693,-1.860973,-1.749707,6.138403,86392.01054,2001-01-01 23:59:52.011 +0000,,,,,-65.922566,153.472328,255.794239
-5.521528,-2.0657,-1.844911,6.177223,86392.00056,2001-01-01 23:59:52.001 +0000,,,,,-71.444094,151.406628,253.949328
-5.55813,-1.799341,-1.818101,6.118491,86391.99055,2001-01-01 23:59:51.991 +0000,,,,,-77.002224,149.607287,252.131227
-5.6146,-1.105496,-1.66116,5.958633,86391.98057,2001-01-01 23:59:51.981 +0000,,,,,-82.616824,148.501791,250.470067
-5.59544,-0.228269,-1.464671,5.788464,86391.97059,2001-01-01 23:59:51.971 +0000,,,,,-88.212264,148.273522,249.005396
-5.509152,0.480591,-1.308945,5.682874,86391.96058,2001-01-01 23:59:51.961 +0000,,,,,-93.721416,148.754113,247.696451
-5.395723,0.734407,-1.229799,5.582615,86391.9506,2001-01-01 23:59:51.951 +0000,,,,,-99.117139,149.48852,246.466652
-5.236067,0.572571,-1.242173,5.411768,86391.94059,2001-01-01 23:59:51.941 +0000,,,,,-104.353206,150.061091,245.224479
-5.079406,0.013202,-1.328281,5.250225,86391.93061,2001-01-01 23:59:51.931 +0000,,,,,-109.432612,150.074293,243.896198
-4.931927,-0.622893,-1.421723,5.170415,86391.92063,2001-01-01 23:59:51.921 +0000,,,,,-114.364539,149.4514,242.474475
-4.816558,-1.0597,-1.473183,5.147083,86391.91062,2001-01-01 23:59:51.911 +0000,,,,,-119.181097,148.3917,241.001292
-4.767226,-1.12677,-1.470531,5.114539,86391.90064,2001-01-01 23:59:51.901 +0000,,,,,-123.948323,147.26493,239.530761
-4.739377,-0.814412,-1.385711,5.004513,86391.89067,2001-01-01 23:59:51.891 +0000,,,,,-128.6877,146.450518,238.14505
-4.661725,-0.261178,-1.265949,4.837615,86391.88066,2001-01-01 23:59:51.881 +0000,,,,,-133.349425,146.18934,236.879101
-4.551935,0.295201,-1.175897,4.710625,86391.87068,2001-01-01 23:59:51.871 +0000,,,,,-137.90136,146.484541,235.703204
-4.412953,0.609648,-1.140553,4.598553,86391.8607,2001-01-01 23:59:51.861 +0000,,,,,-142.314313,147.094189,234.562651
-4.231441,0.554363,-1.149862,4.419796,86391.85069,2001-01-01 23:59:51.851 +0000,,,,,-146.545754,147.648552,233.412789
-4.040526,0.170823,-1.222327,4.224821,86391.84071,2001-01-01 23:59:51.841 +0000,,,,,-150.58628,147.819375,232.190462
-3.892753,-0.290592,-1.325858,4.122605,86391.83073,2001-01-01 23:59:51.831 +0000,,,,,-154.479033,147.528783,230.864604
-3.825935,-0.620873,-1.364045,4.109,86391.82072,2001-01-01 23:59:51.821 +0000,,,,,-158.304968,146.90791,229.500559
-3.792139,-0.633477,-1.301809,4.059103,86391.81074,2001-01-01 23:59:51.811 +0000,,,,,-162.097107,146.274433,228.19875
-3.823316,-0.333751,-1.139352,4.003405,86391.80073,2001-01-01 23:59:51.801 +0000,,,,,-165.920423,145.940682,227.059398
-3.88231,0.152495,-0.929506,3.994943,86391.79075,2001-01-01 23:59:51.791 +0000,,,,,-169.802733,146.093177,226.129892
-3.858612,0.576879,-0.774497,3.977628,86391.78077,2001-01-01 23:59:51.781 +0000,,,,,-173.661345,146.670056,225.355395
-3.754963,0.684669,-0.726008,3.885306,86391.77076,2001-01-01 23:59:51.771 +0000,,,,,-177.416308,147.354725,224.629387
-3.596096,0.508896,-0.773609,3.713402,86391.76078,2001-01-01 23:59:51.761 +0000,,,,,-181.012404,147.863621,223.855778
-3.410505,0.139171,-0.857901,3.519504,86391.7508,2001-01-01 23:59:51.751 +0000,,,,,-184.422909,148.002792,222.997877
-3.234061,-0.333873,-0.934495,3.382883,86391.74079,2001-01-01 23:59:51.741 +0000,,,,,-187.65697,147.668919,222.063382
-3.060421,-0.726902,-0.962173,3.289429,86391.73081,2001-01-01 23:59:51.731 +0000,,,,,-190.717391,146.942017,221.101209
-2.902406,-0.883183,-0.882681,3.159604,86391.72084,2001-01-01 23:59:51.721 +0000,,,,,-193.619797,146.058834,220.218528
-2.779522,-0.718607,-0.7092,2.957212,86391.71082,2001-01-01 23:59:51.711 +0000,,,,,-196.399319,145.340227,219.509328
-2.674371,-0.237559,-0.496096,2.730349,86391.70085,2001-01-01 23:59:51.701 +0000,,,,,-199.07369,145.102668,219.013232
-2.564217,0.356323,-0.318525,2.608377,86391.69087,2001-01-01 23:59:51.691 +0000,,,,,-201.637907,145.458991,218.694707
-2.442901,0.743307,-0.23862,2.564607,86391.68086,2001-01-01 23:59:51.681 +0000,,,,,-204.080808,146.202298,218.456087
-2.303432,0.760485,-0.225972,2.436227,86391.67088,2001-01-01 23:59:51.671 +0000,,,,,-206.38424,146.962783,218.230115
-2.137949,0.501698,-0.244453,2.209589,86391.66087,2001-01-01 23:59:51.661 +0000,,,,,-208.522189,147.464481,217.985662
-1.96723,0.058584,-0.278426,1.987699,86391.65089,2001-01-01 23:59:51.651 +0000,,,,,-210.489419,147.523065,217.707236
-1.772563,-0.499543,-0.304445,1.866604,86391.64091,2001-01-01 23:59:51.641 +0000,,,,,-212.261982,147.023522,217.402791
-1.53679,-0.996846,-0.301502,1.85643,86391.6309,2001-01-01 23:59:51.631 +0000,,,,,-213.798772,146.026676,217.101289
-1.272503,-1.246922,-0.273395,1.802449,86391.62092,2001-01-01 23:59:51.621 +0000,,,,,-215.071275,144.779754,216.827894
-1.027342,-1.105968,-0.21015,1.524061,86391.61094,2001-01-01 23:59:51.611 +0000,,,,,-216.098617,143.673786,216.617744
-0.805753,-0.534576,-0.112973,0.973536,86391.60093,2001-01-01 23:59:51.601 +0000,,,,,-216.90437,143.13921,216.504771
-0.580272,0.31384,0.003779,0.659716,86391.59095,2001-01-01 23:59:51.591 +0000,,,,,-217.484642,143.45305,216.50855
-0.316035,1.027103,0.1639,1.087052,86391.58097,2001-01-01 23:59:51.581 +0000,,,,,-217.800677,144.480153,216.67245
-0.043395,1.332345,0.313434,1.369404,86391.57096,2001-01-01 23:59:51.571 +0000,,,,,-217.844072,145.812498,216.985884
0.237733,1.286941,0.392387,1.366273,86391.56098,2001-01-01 23:59:51.561 +0000,,,,,-217.606339,147.099439,217.378271
0.525342,0.934428,0.345066,1.126148,86391.55097,2001-01-01 23:59:51.551 +0000,,,,,-217.080997,148.033867,217.723337
0.781264,0.256618,0.152029,0.836265,86391.54099,2001-01-01 23:59:51.541 +0000,,,,,-216.299733,148.290485,217.875366
0.973557,-0.633385,-0.103902,1.166098,86391.53102,2001-01-01 23:59:51.531 +0000,,,,,-215.326176,147.6571,217.771464
0.994088,-1.334823,-0.304874,1.692014,86391.52101,2001-01-01 23:59:51.521 +0000,,,,,-214.332088,146.322277,217.46659
0.728383,-1.466101,-0.326612,1.669332,86391.51103,2001-01-01 23:59:51.511 +0000,,,,,-213.603705,144.856176,217.139978
0.390305,-0.828716,-0.087005,0.920151,86391.50105,2001-01-01 23:59:51.501 +0000,,,,,-213.2134,144.02746,217.052973
0.414316,0.380245,0.281712,0.628972,86391.49104,2001-01-01 23:59:51.491 +0000,,,,,-212.799084,144.407705,217.334685
0.859033,1.528595,0.571159,1.844116,86391.48109,2001-01-01 23:59:51.481 +0000,,,,,-211.940051,145.9363,217.905844
1.559288,2.050327,0.690934,2.666948,86391.47111,2001-01-01 23:59:51.471 +0000,,,,,-210.380763,147.986627,218.596778
2.376426,1.579827,0.591945,2.914387,86391.4611,2001-01-01 23:59:51.461 +0000,,,,,-208.004337,149.566454,219.188723
3.173885,0.564467,0.29663,3.237307,86391.45112,2001-01-01 23:59:51.451 +0000,,,,,-204.830452,150.130921,219.485353
3.718926,-0.29868,0.026978,3.730998,86391.44114,2001-01-01 23:59:51.441 +0000,,,,,-201.111526,149.832241,219.512331
3.897663,-0.565093,-0.062983,3.938918,86391.43113,2001-01-01 23:59:51.431 +0000,,,,,-197.213863,149.267148,219.449348
3.835636,-0.188868,0.028536,3.840389,86391.42116,2001-01-01 23:59:51.421 +0000,,,,,-193.378227,149.07828,219.477884
3.796379,0.526186,0.141727,3.83529,86391.41115,2001-01-01 23:59:51.411 +0000,,,,,-189.581848,149.604466,219.619611
3.893767,1.054752,0.18903,4.038521,86391.40117,2001-01-01 23:59:51.401 +0000,,,,,-185.688081,150.659218,219.808641
4.163971,1.015385,0.128987,4.287925,86391.39119,2001-01-01 23:59:51.391 +0000,,,,,-181.52411,151.674603,219.937628
4.572667,0.375193,0.024497,4.588099,86391.38118,2001-01-01 23:59:51.381 +0000,,,,,-176.951443,152.049796,219.962125
5.047454,-0.584346,-0.004952,5.081168,86391.3712,2001-01-01 23:59:51.371 +0000,,,,,-171.903989,151.46545,219.957173
5.412288,-1.386102,0.046704,5.587157,86391.36122,2001-01-01 23:59:51.361 +0000,,,,,-166.491701,150.079348,220.003877
5.542748,-1.647721,0.183996,5.785403,86391.35121,2001-01-01 23:59:51.351 +0000,,,,,-160.948953,148.431627,220.187873
5.524262,-1.335187,0.352915,5.694273,86391.34123,2001-01-01 23:59:51.341 +0000,,,,,-155.424691,147.09644,220.540788
5.382317,-0.610487,0.519881,5.441719,86391.33125,2001-01-01 23:59:51.331 +0000,,,,,-150.042374,146.485953,221.060669
5.094608,0.289865,0.68218,5.148245,86391.32124,2001-01-01 23:59:51.321 +0000,,,,,-144.947766,146.775818,221.742849
4.788679,1.020759,0.818104,4.96414,86391.31126,2001-01-01 23:59:51.311 +0000,,,,,-140.159087,147.796577,222.560953
4.651964,1.227476,0.879661,4.890938,86391.30128,2001-01-01 23:59:51.301 +0000,,,,,-135.507123,149.024053,223.440614
4.802508,0.834284,0.79306,4.938527,86391.29127,2001-01-01 23:59:51.291 +0000,,,,,-130.704615,149.858337,224.233674
5.253838,-0.021525,0.503523,5.277956,86391.28129,2001-01-01 23:59:51.281 +0000,,,,,-125.450777,149.836812,224.737197
5.891857,-0.954258,0.069069,5.969033,86391.27128,2001-01-01 23:59:51.271 +0000,,,,,-119.55892,148.882554,224.806266
6.403042,-1.570438,-0.261319,6.597993,86391.2613,2001-01-01 23:59:51.261 +0000,,,,,-113.155878,147.312116,224.544947
6.571741,-1.63529,-0.258936,6.777094,86391.25132,2001-01-01 23:59:51.251 +0000,,,,,-106.584137,145.676826,224.286011
6.44444,-1.251118,0.04796,6.564937,86391.24132,2001-01-01 23:59:51.241 +0000,,,,,-100.139697,144.425708,224.333971
6.173287,-0.479806,0.575084,6.218553,86391.23134,2001-01-01 23:59:51.231 +0000,,,,,-93.96641,143.945902,224.909055
5.883867,0.50144,1.137843,6.013819,86391.22136,2001-01-01 23:59:51.221 +0000,,,,,-88.082543,144.447342,226.046898
5.726172,1.367257,1.509473,6.077577,86391.21135,2001-01-01 23:59:51.211 +0000,,,,,-82.356371,145.814599,227.556371
5.804983,1.727576,1.589163,6.261612,86391.20137,2001-01-01 23:59:51.201 +0000,,,,,-76.551388,147.542175,229.145534
6.062996,1.474874,1.42063,6.399482,86391.19139,2001-01-01 23:59:51.191 +0000,,,,,-70.488392,149.017049,230.566164
6.382633,0.906715,1.179642,6.553754,86391.18138,2001-01-01 23:59:51.181 +0000,,,,,-64.105759,149.923764,231.745806
6.664385,0.344086,1.031344,6.752488,86391.1714,2001-01-01 23:59:51.171 +0000,,,,,-57.441374,150.26785,232.77715
6.854616,-0.018969,1.057122,6.935677,86391.16139,2001-01-01 23:59:51.161 +0000,,,,,-50.586758,150.248881,233.834272
6.965771,-0.115319,1.261151,7.079955,86391.15141,2001-01-01 23:59:51.151 +0000,,,,,-43.620987,150.133562,235.095423
7.038724,0.088933,1.55386,7.208747,86391.14143,2001-01-01 23:59:51.141 +0000,,,,,-36.582263,150.222495,236.649283
7.173358,0.373025,1.806165,7.406648,86391.13142,2001-01-01 23:59:51.131 +0000,,,,,-29.408905,150.59552,238.455448
7.377634,0.554509,1.901079,7.638787,86391.12144,2001-01-01 23:59:51.121 +0000,,,,,-22.031271,151.150029,240.356527
7.576913,0.471298,1.794731,7.80082,86391.11146,2001-01-01 23:59:51.111 +0000,,,,,-14.454358,151.621327,242.151258
7.700182,0.145944,1.580608,7.862088,86391.10145,2001-01-01 23:59:51.101 +0000,,,,,-6.754176,151.767271,243.731866
7.691055,-0.180472,1.406198,7.820632,86391.09147,2001-01-01 23:59:51.091 +0000,,,,,0.936879,151.586799,245.138064
7.537883,-0.379968,1.335185,7.664644,86391.08149,2001-01-01 23:59:51.081 +0000,,,,,8.474762,151.206831,246.473249
7.319858,-0.555746,1.396165,7.472513,86391.07148,2001-01-01 23:59:51.071 +0000,,,,,15.79462,150.651085,247.869414
7.11135,-0.648114,1.581998,7.313963,86391.06151,2001-01-01 23:59:51.062 +0000,,,,,22.90597,150.002971,249.451412
6.943076,-0.577233,1.860619,7.2112,86391.05153,2001-01-01 23:59:51.052 +0000,,,,,29.849046,149.425738,251.312031
6.803418,-0.29744,2.178401,7.149853,86391.04152,2001-01-01 23:59:51.042 +0000,,,,,36.652464,149.128298,253.490432
6.669947,0.087697,2.446787,7.105114,86391.03154,2001-01-01 23:59:51.032 +0000,,,,,43.322411,149.215995,255.937219
6.499453,0.337223,2.597755,7.007491,86391.02153,2001-01-01 23:59:51.022 +0000,,,,,49.821864,149.553218,258.534974
6.236057,0.334959,2.621628,6.773001,86391.01155,2001-01-01 23:59:51.012 +0000,,,,,56.057921,149.888177,261.156602
5.901484,0.198143,2.535329,6.426093,86391.00157,2001-01-01 23:59:51.002 +0000,,,,,61.959405,150.08632,263.691931
5.571946,0.003599,2.365878,6.053426,86390.99156,2001-01-01 23:59:50.992 +0000,,,,,67.531351,150.089919,266.057809
5.255164,-0.191986,2.202927,5.701446,86390.98158,2001-01-01 23:59:50.982 +0000,,,,,72.786515,149.897933,268.260736
4.936506,-0.283044,2.092036,5.368968,86390.9716,2001-01-01 23:59:50.972 +0000,,,,,77.723021,149.614889,270.352772
4.59959,-0.219456,2.059671,5.044465,86390.96159,2001-01-01 23:59:50.962 +0000,,,,,82.322611,149.395433,272.412443
4.215162,-0.101424,2.086674,4.704475,86390.95161,2001-01-01 23:59:50.952 +0000,,,,,86.537773,149.294009,274.499117
3.771464,-0.015505,2.069555,4.302004,86390.94163,2001-01-01 23:59:50.942 +0000,,,,,90.309237,149.278504,276.568672
3.331807,-0.021366,1.984329,3.878009,86390.93162,2001-01-01 23:59:50.932 +0000,,,,,93.641044,149.257138,278.553001
2.904841,-0.112674,1.805391,3.422022,86390.92164,2001-01-01 23:59:50.922 +0000,,,,,96.545885,149.144464,280.358392
2.521068,-0.261595,1.578819,2.986116,86390.91166,2001-01-01 23:59:50.912 +0000,,,,,99.066953,148.882869,281.937211
2.204435,-0.39983,1.345191,2.613223,86390.90165,2001-01-01 23:59:50.902 +0000,,,,,101.271388,148.483039,283.282402
1.909813,-0.476232,1.124366,2.266799,86390.89168,2001-01-01 23:59:50.892 +0000,,,,,103.181201,148.006807,284.406768
1.598792,-0.472738,0.908555,1.898707,86390.88167,2001-01-01 23:59:50.882 +0000,,,,,104.779993,147.534069,285.315323
1.27253,-0.393637,0.686025,1.498303,86390.87169,2001-01-01 23:59:50.872 +0000,,,,,106.052523,147.140432,286.001348
0.950506,-0.359175,0.50318,1.133869,86390.86171,2001-01-01 23:59:50.862 +0000,,,,,107.003029,146.781257,286.504528
0.661431,-0.372493,0.374112,0.846287,86390.8517,2001-01-01 23:59:50.852 +0000,,,,,107.66446,146.408764,286.87864
0.459109,-0.356772,0.329964,0.668539,86390.84172,2001-01-01 23:59:50.842 +0000,,,,,108.123569,146.051992,287.208604
0.343408,-0.265179,0.355647,0.561011,86390.83174,2001-01-01 23:59:50.832 +0000,,,,,108.466977,145.786813,287.564251
0.287753,-0.066932,0.414569,0.509067,86390.82173,2001-01-01 23:59:50.822 +0000,,,,,108.75473,145.719881,287.97882
0.233285,0.135519,0.44998,0.524662,86390.81175,2001-01-01 23:59:50.812 +0000,,,,,108.988015,145.8554,288.4288
0.094517,0.219494,0.417829,0.481344,86390.80177,2001-01-01 23:59:50.802 +0000,,,,,109.082532,146.074894,288.846629
-0.172353,0.213709,0.312398,0.415896,86390.79176,2001-01-01 23:59:50.792 +0000,,,,,108.910179,146.288603,289.159027
-0.60619,0.206584,0.146008,0.656857,86390.78178,2001-01-01 23:59:50.782 +0000,,,,,108.303989,146.495187,289.305035
-1.179561,0.221645,-0.05344,1.201393,86390.77177,2001-01-01 23:59:50.772 +0000,,,,,107.124428,146.716832,289.251595
-1.840064,0.232278,-0.294068,1.877835,86390.76179,2001-01-01 23:59:50.762 +0000,,,,,105.284364,146.94911,288.957527
-2.503223,0.205473,-0.595516,2.581275,86390.75181,2001-01-01 23:59:50.752 +0000,,,,,102.781141,147.154583,288.362011
-2.989265,0.124498,-0.884937,3.119987,86390.7418,2001-01-01 23:59:50.742 +0000,,,,,99.791876,147.279081,287.477074
-3.239847,-0.065772,-1.072032,3.413237,86390.73182,2001-01-01 23:59:50.732 +0000,,,,,96.552029,147.213309,286.405042
-3.280632,-0.255815,-1.22993,3.512935,86390.72184,2001-01-01 23:59:50.722 +0000,,,,,93.271397,146.957494,285.175112
-3.265682,-0.388092,-1.307471,3.539036,86390.71184,2001-01-01 23:59:50.712 +0000,,,,,90.005715,146.569402,283.867641
-3.293792,-0.344357,-1.275724,3.548961,86390.70186,2001-01-01 23:59:50.702 +0000,,,,,86.711923,146.225045,282.591917
-3.333408,-0.320921,-1.264302,3.579534,86390.69188,2001-01-01 23:59:50.692 +0000,,,,,83.378515,145.904124,281.327615
-3.630783,-0.149524,-1.221897,3.833794,86390.68187,2001-01-01 23:59:50.682 +0000,,,,,79.747732,145.7546,280.105718
-3.936619,-0.007928,-1.166646,4.105861,86390.67189,2001-01-01 23:59:50.672 +0000,,,,,75.811113,145.746672,278.939072
-4.149038,-0.03772,-1.089997,4.289992,86390.66191,2001-01-01 23:59:50.662 +0000,,,,,71.662075,145.708952,277.849075
-4.300924,-0.017407,-1.016282,4.419399,86390.6519,2001-01-01 23:59:50.652 +0000,,,,,67.361151,145.691545,276.832793
-4.415435,0.010345,-0.960499,4.518709,86390.64192,2001-01-01 23:59:50.642 +0000,,,,,62.945716,145.70189,275.872294
-4.488736,-0.04403,-0.957641,4.589964,86390.63191,2001-01-01 23:59:50.632 +0000,,,,,58.45698,145.65786,274.914653
-4.526502,-0.254197,-1.069518,4.65808,86390.62193,2001-01-01 23:59:50.622 +0000,,,,,53.930478,145.403663,273.845135
-4.679771,-0.546593,-1.228965,4.869227,86390.61195,2001-01-01 23:59:50.612 +0000,,,,,49.250707,144.85707,272.61617
-4.857591,-0.799653,-1.413262,5.121811,86390.60194,2001-01-01 23:59:50.602 +0000,,,,,44.393116,144.057417,271.202908
-4.955481,-1.090926,-1.565928,5.310277,86390.59196,2001-01-01 23:59:50.592 +0000,,,,,39.437635,142.966491,269.63698
-5.010134,-1.201857,-1.606598,5.396949,86390.58198,2001-01-01 23:59:50.582 +0000,,,,,34.427501,141.764634,268.030382
-4.987547,-1.12387,-1.524382,5.335021,86390.57197,2001-01-01 23:59:50.572 +0000,,,,,29.439954,140.640764,266.506
-4.87529,-0.9338,-1.376687,5.151281,86390.56199,2001-01-01 23:59:50.562 +0000,,,,,24.564664,139.706964,265.129313
-4.699561,-0.721157,-1.166651,4.895612,86390.55201,2001-01-01 23:59:50.552 +0000,,,,,19.865103,138.985807,263.962662
-4.546067,-0.554307,-0.944887,4.676194,86390.542,2001-01-01 23:59:50.542 +0000,,,,,15.319036,138.4315,263.017775
-4.466152,-0.455984,-0.840969,4.567457,86390.53203,2001-01-01 23:59:50.532 +0000,,,,,10.852884,137.975516,262.176806
-4.490652,-0.440061,-0.856137,4.592666,86390.52202,2001-01-01 23:59:50.522 +0000,,,,,6.362232,137.535455,261.320669
-4.62388,-0.536288,-0.958283,4.752492,86390.51204,2001-01-01 23:59:50.512 +0000,,,,,1.738352,136.999167,260.362386
-4.790849,-0.703925,-1.064737,4.957964,86390.50206,2001-01-01 23:59:50.502 +0000,,,,,-3.052497,136.295242,259.297649
-4.96205,-0.89284,-1.159408,5.173328,86390.49205,2001-01-01 23:59:50.492 +0000,,,,,-8.014547,135.402402,258.138241
-5.150735,-1.048631,-1.208341,5.393495,86390.48209,2001-01-01 23:59:50.482 +0000,,,,,-13.165282,134.353771,256.9299
-5.247189,-1.163747,-1.206542,5.508452,86390.47212,2001-01-01 23:59:50.472 +0000,,,,,-18.412471,133.190024,255.723358
-5.135714,-1.22559,-1.262252,5.428712,86390.46211,2001-01-01 23:59:50.462 +0000,,,,,-23.548185,131.964434,254.461106
-5.011694,-1.418535,-1.350646,5.380852,86390.45213,2001-01-01 23:59:50.452 +0000,,,,,-28.559879,130.545899,253.11046
-4.985038,-1.517838,-1.451705,5.409425,86390.44215,2001-01-01 23:59:50.442 +0000,,,,,-33.544917,129.028061,251.658755
-4.837626,-1.699048,-1.539972,5.353588,86390.43214,2001-01-01 23:59:50.432 +0000,,,,,-38.382543,127.329013,250.118783
-4.661616,-1.889729,-1.590623,5.275588,86390.42216,2001-01-01 23:59:50.422 +0000,,,,,-43.044159,125.439284,248.52816
-4.733889,-1.973857,-1.557758,5.360264,86390.41218,2001-01-01 23:59:50.412 +0000,,,,,-47.778048,123.465427,246.970402
-4.960388,-1.773479,-1.448706,5.463463,86390.40217,2001-01-01 23:59:50.402 +0000,,,,,-52.738436,121.691948,245.521696
-5.076382,-1.526098,-1.319803,5.462647,86390.39219,2001-01-01 23:59:50.392 +0000,,,,,-57.814818,120.16585,244.201893
-5.137839,-1.209647,-1.276201,5.430407,86390.38218,2001-01-01 23:59:50.382 +0000,,,,,-62.952657,118.956203,242.925692
-5.15721,-0.913581,-1.30278,5.3971,86390.3722,2001-01-01 23:59:50.372 +0000,,,,,-68.109867,118.042622,241.622912
-5.150976,-0.756163,-1.401469,5.391517,86390.36222,2001-01-01 23:59:50.362 +0000,,,,,-73.260843,117.286459,240.221443
-5.190747,-0.786265,-1.499959,5.460031,86390.35221,2001-01-01 23:59:50.352 +0000,,,,,-78.45159,116.500194,238.721484
-5.315512,-0.897344,-1.579569,5.617377,86390.34223,2001-01-01 23:59:50.342 +0000,,,,,-83.767102,115.60285,237.141915
-5.473865,-0.966756,-1.60075,5.784481,86390.33225,2001-01-01 23:59:50.332 +0000,,,,,-89.240967,114.636094,235.541165
-5.647044,-0.907132,-1.562546,5.929042,86390.32224,2001-01-01 23:59:50.322 +0000,,,,,-94.888011,113.728962,233.978619
-5.773154,-0.701448,-1.491298,6.003774,86390.31226,2001-01-01 23:59:50.312 +0000,,,,,-100.661165,113.027514,232.487321
-5.773822,-0.437062,-1.411882,5.959988,86390.30228,2001-01-01 23:59:50.302 +0000,,,,,-106.434987,112.590452,231.075439
-5.651483,-0.214231,-1.372127,5.819613,86390.29227,2001-01-01 23:59:50.292 +0000,,,,,-112.08647,112.376221,229.703312
-5.440693,-0.138489,-1.391212,5.617454,86390.2823,2001-01-01 23:59:50.282 +0000,,,,,-117.527163,112.237732,228.3121
-5.188546,-0.200222,-1.443837,5.389412,86390.27232,2001-01-01 23:59:50.272 +0000,,,,,-122.715709,112.03751,226.868263
-4.964503,-0.234169,-1.452918,5.17804,86390.26231,2001-01-01 23:59:50.262 +0000,,,,,-127.680212,111.803341,225.415345
-4.806546,-0.139077,-1.385863,5.004282,86390.25233,2001-01-01 23:59:50.252 +0000,,,,,-132.486758,111.664264,224.029482
-4.680462,0.093542,-1.267039,4.849832,86390.24232,2001-01-01 23:59:50.242 +0000,,,,,-137.16722,111.757806,222.762443
