x_times_g,y_times_g,z_times_g,g_measured,TimeInterval,Date,,,,,X,Y,Z,,X,Y,Z
0.141647,-0.591293,1.792648,1.892955,86392.91899,2001-01-01 23:59:52.919 +0000,,,,,0.075038892,-0.328818454,0.339175587,,0.074898522,-0.317681674,0.326999335
0.210175,-0.482437,1.422668,1.516873,86392.90919,2001-01-01 23:59:52.909 +0000,,,,,0.139907593,-0.335466205,0.369890184,,0.139005309,-0.323668909,0.354283323
0.24176,-0.49292,1.174896,1.296842,86392.89939,2001-01-01 23:59:52.899 +0000,,,,,0.189748463,-0.410933855,0.467288598,,0.187519162,-0.389896434,0.437137748
0.192871,-0.55101,1.178391,1.315072,86392.8896,2001-01-01 23:59:52.890 +0000,,,,,0.148265074,-0.461455131,0.495413161,,0.147192768,-0.432339076,0.459971409
0.111679,-0.606216,1.36528,1.497985,86392.8798,2001-01-01 23:59:52.880 +0000,,,,,0.074760863,-0.442545109,0.451495003,,0.074622044,-0.416637169,0.424096476
0.030426,-0.642334,1.53894,1.66789,86392.86997,2001-01-01 23:59:52.870 +0000,,,,,0.018245253,-0.417305742,0.417855279,,0.018243229,-0.395335533,0.395803475
-0.062546,-0.647537,1.756104,1.87273,86392.86018,2001-01-01 23:59:52.860 +0000,,,,,-0.033416945,-0.368501343,0.370451104,,-0.033404514,-0.353061081,0.354776645
-0.222626,-0.611404,1.91893,2.026245,86392.85038,2001-01-01 23:59:52.850 +0000,,,,,-0.110540435,-0.316494315,0.339081889,,-0.11009347,-0.306519668,0.326915302
-0.403595,-0.532761,2.001541,2.110187,86392.84059,2001-01-01 23:59:52.841 +0000,,,,,-0.194857487,-0.260923742,0.333929484,,-0.192445982,-0.255233114,0.322286994
-0.504059,-0.434326,1.95842,2.068362,86392.83079,2001-01-01 23:59:52.831 +0000,,,,,-0.251275299,-0.214773924,0.339747338,,-0.246178584,-0.211560063,0.327512008
-0.42334,-0.350769,1.834061,1.914689,86392.82099,2001-01-01 23:59:52.821 +0000,,,,,-0.226712061,-0.186352766,0.299759831,,-0.222943408,-0.184239448,0.291236442
-0.182831,-0.275085,1.68959,1.721573,86392.8112,2001-01-01 23:59:52.811 +0000,,,,,-0.106803973,-0.16186676,0.195491968,,-0.106400623,-0.160474894,0.19305718
0.129791,-0.248917,1.578613,1.603379,86392.8014,2001-01-01 23:59:52.801 +0000,,,,,0.081214943,-0.157150561,0.177828862,,0.081037086,-0.15587572,0.175989144
0.369476,-0.264572,1.582306,1.646269,86392.7916,2001-01-01 23:59:52.792 +0000,,,,,0.230307491,-0.162826494,0.287197708,,0.22636041,-0.161409983,0.279670587
0.410721,-0.334152,1.716934,1.796723,86392.78181,2001-01-01 23:59:52.782 +0000,,,,,0.234811988,-0.189280873,0.308387053,,0.230633781,-0.187067784,0.299133466
0.221985,-0.425735,1.935837,1.99449,86392.77201,2001-01-01 23:59:52.772 +0000,,,,,0.111994928,-0.218491124,0.248023429,,0.111530175,-0.215110632,0.243117497
-0.058304,-0.421173,2.189789,2.230686,86392.76222,2001-01-01 23:59:52.762 +0000,,,,,-0.026146179,-0.192266831,0.194169133,,-0.026140223,-0.189948884,0.191782722
-0.20929,-0.361221,2.316437,2.353755,86392.75242,2001-01-01 23:59:52.752 +0000,,,,,-0.089271093,-0.155305593,0.18022163,,-0.089035077,-0.154074709,0.178307605
-0.245987,-0.20726,2.218567,2.241764,86392.74262,2001-01-01 23:59:52.743 +0000,,,,,-0.110395836,-0.092851666,0.144986289,,-0.109950614,-0.092586199,0.143982993
-0.221863,0.045883,1.916641,1.929985,86392.73283,2001-01-01 23:59:52.733 +0000,,,,,-0.115723004,0.023780484,0.118205657,,-0.115210535,0.023776003,0.117659681
-0.176971,0.331329,1.505692,1.551839,86392.72303,2001-01-01 23:59:52.723 +0000,,,,,-0.114788349,0.218546613,0.249473106,,-0.114288133,0.215163592,0.244482701
-0.066513,0.50325,1.182831,1.287157,86392.71324,2001-01-01 23:59:52.713 +0000,,,,,-0.05174347,0.424791228,0.429162222,,-0.051697365,0.401693802,0.405390798
0.059265,0.563354,1.014496,1.16193,86392.70344,2001-01-01 23:59:52.703 +0000,,,,,0.051072115,0.554359188,0.558368658,,0.05102778,0.506183835,0.509245572
0.090668,0.537048,1.01886,1.1553,86392.69364,2001-01-01 23:59:52.694 +0000,,,,,0.078722889,0.52503196,0.5345659,,0.078560868,0.483472056,0.490916446
-0.018158,0.515137,1.14624,1.256806,86392.68385,2001-01-01 23:59:52.684 +0000,,,,,-0.01444924,0.449358228,0.449693716,,-0.014448235,0.4223201,0.422599191
-0.213577,0.604492,1.241653,1.397401,86392.67405,2001-01-01 23:59:52.674 +0000,,,,,-0.15465583,0.479798275,0.516338197,,-0.153440188,0.447356011,0.476632571
-0.355865,0.813843,1.032822,1.362241,86392.66425,2001-01-01 23:59:52.664 +0000,,,,,-0.27063255,0.744997266,0.86001813,,-0.264301311,0.640291663,0.71028143
-0.376083,1.012192,0.815964,1.353428,86392.65446,2001-01-01 23:59:52.654 +0000,,,,,-0.289266384,1.126581792,1.323344415,,-0.281580584,0.844851608,0.923681898
-0.345825,1.277832,0.489197,1.411298,86392.64466,2001-01-01 23:59:52.645 +0000,,,,,-0.252745795,2.132955554,2.706069692,,-0.247561267,1.132391702,1.2168214
-0.270721,1.498276,0.17836,1.532949,86392.63487,2001-01-01 23:59:52.635 +0000,,,,,-0.179421488,4.621532633,8.536317723,,-0.177532525,1.357703008,1.454181307
-0.204758,1.53772,0.021072,1.551435,86392.62507,2001-01-01 23:59:52.625 +0000,,,,,-0.133144381,7.470483464,73.61866789,,-0.132365876,1.437727221,1.557213651
-0.174286,1.592133,-0.103561,1.604988,86392.61527,2001-01-01 23:59:52.615 +0000,,,,,-0.109236145,7.853366066,-15.46570499,,-0.108804742,1.444143968,-1.506227018
-0.133881,1.664185,-0.24791,1.687867,86392.60548,2001-01-01 23:59:52.605 +0000,,,,,-0.079570343,5.906585683,-6.734547094,,-0.079403047,1.40308411,-1.423385352
-0.10347,1.666321,-0.419617,1.721456,86392.59568,2001-01-01 23:59:52.596 +0000,,,,,-0.060214972,3.855567299,-3.978700548,,-0.060142353,1.317022961,-1.324558445
-0.112183,1.667679,-0.574356,1.767377,86392.58589,2001-01-01 23:59:52.586 +0000,,,,,-0.063602529,2.849714121,-2.910125352,,-0.063516974,1.233308917,-1.239809532
-0.086578,1.668045,-0.728821,1.822375,86392.57606,2001-01-01 23:59:52.576 +0000,,,,,-0.047562044,2.272710037,-2.291770346,,-0.047526229,1.156286657,-1.159356667
-0.060562,1.669312,-0.847397,1.873059,86392.56626,2001-01-01 23:59:52.566 +0000,,,,,-0.03235011,1.964917362,-1.971225083,,-0.032338832,1.100032446,-1.101326789
-0.055038,1.671722,-0.959503,1.928298,86392.55647,2001-01-01 23:59:52.556 +0000,,,,,-0.028553916,1.739419838,-1.743223065,,-0.028546159,1.049033947,-1.049977161
-0.028915,1.667206,-1.014328,1.951736,86392.54667,2001-01-01 23:59:52.547 +0000,,,,,-0.014816642,1.642988271,-1.643902883,,-0.014815558,1.024042934,-1.024290065
0.019501,1.65744,-1.033157,1.953178,86392.53687,2001-01-01 23:59:52.537 +0000,,,,,0.009984743,1.603962253,-1.604358987,,0.009984411,1.013308025,-1.013419051
0.074234,1.700378,-1.086166,2.019048,86392.52708,2001-01-01 23:59:52.527 +0000,,,,,0.036791719,1.561842844,-1.566977477,,0.036775131,1.001292123,-1.002781556
0.155151,1.720566,-1.157166,2.079291,86392.51728,2001-01-01 23:59:52.517 +0000,,,,,0.074825846,1.473691857,-1.492912133,,0.074686666,0.974599596,-0.980605687
0.233307,1.749435,-1.22963,2.151034,86392.50749,2001-01-01 23:59:52.507 +0000,,,,,0.10910642,1.39779477,-1.435328923,,0.108676544,0.949801053,-0.96228559
0.25943,1.743057,-1.290802,2.184427,86392.49769,2001-01-01 23:59:52.498 +0000,,,,,0.119609938,1.323893218,-1.365242336,,0.119044384,0.92388132,-0.938608688
0.269714,1.707565,-1.337097,2.185487,86392.48789,2001-01-01 23:59:52.488 +0000,,,,,0.124362085,1.251854247,-1.292901532,,0.123726844,0.896778339,-0.912452788
0.277008,1.673416,-1.389481,2.192649,86392.4781,2001-01-01 23:59:52.478 +0000,,,,,0.127355241,1.181103465,-1.220735108,,0.126673325,0.868241081,-0.884470063
0.283798,1.627594,-1.469894,2.211378,86392.4683,2001-01-01 23:59:52.468 +0000,,,,,0.12940545,1.087207869,-1.12399342,,0.12869029,0.827155947,-0.84370948
0.287659,1.57373,-1.521271,2.207632,86392.45851,2001-01-01 23:59:52.459 +0000,,,,,0.131422522,1.016471052,-1.051623481,,0.130673629,0.793566238,-0.810555114
0.273224,1.523941,-1.51561,2.166592,86392.44871,2001-01-01 23:59:52.449 +0000,,,,,0.127122603,0.989545995,-1.021529376,,0.126444393,0.780143744,-0.796047805
0.238342,1.493454,-1.438431,2.087174,86392.43891,2001-01-01 23:59:52.439 +0000,,,,,0.114945554,1.02428636,-1.051390754,,0.114443291,0.79739508,-0.81044459
0.198364,1.466797,-1.333755,1.992422,86392.42912,2001-01-01 23:59:52.429 +0000,,,,,0.100056363,1.087785171,-1.109760954,,0.099724457,0.827420443,-0.837376605
0.142044,1.419724,-1.230331,1.884013,86392.41932,2001-01-01 23:59:52.419 +0000,,,,,0.075609562,1.146322174,-1.159697746,,0.075465973,0.853466286,-0.859208322
0.105698,1.369629,-1.138565,1.784205,86392.40953,2001-01-01 23:59:52.410 +0000,,,,,0.059345192,1.197792827,-1.206520003,,0.059275671,0.875152489,-0.878721636
0.067719,1.339905,-1.029358,1.691008,86392.39973,2001-01-01 23:59:52.400 +0000,,,,,0.040078671,1.298882233,-1.303351383,,0.040057232,0.914684949,-0.916344553
0.042496,1.290268,-0.971024,1.61539,86392.38993,2001-01-01 23:59:52.390 +0000,,,,,0.026316067,1.327499782,-1.32949096,,0.026309994,0.925189246,-0.925909409
0.044189,1.261581,-0.964035,1.588365,86392.38014,2001-01-01 23:59:52.380 +0000,,,,,0.027831207,1.307273847,-1.309448993,,0.027824025,0.917795254,-0.918597356
0.050568,1.27565,-1.006897,1.62594,86392.37034,2001-01-01 23:59:52.370 +0000,,,,,0.031115826,1.265317413,-1.267907133,,0.03110579,0.90198851,-0.902982909
0.073685,1.27356,-1.103531,1.686761,86392.36054,2001-01-01 23:59:52.361 +0000,,,,,0.043726038,1.151513073,-1.156007248,,0.043698202,0.855703734,-0.857631604
0.088669,1.274948,-1.272934,1.803806,86392.35075,2001-01-01 23:59:52.351 +0000,,,,,0.049216119,0.999161078,-1.004001479,,0.049176439,0.784978527,-0.787394905
0.112091,1.280991,-1.46402,1.948552,86392.34095,2001-01-01 23:59:52.341 +0000,,,,,0.057620682,0.872428538,-0.878325308,,0.057557039,0.717371739,-0.720710259
0.135223,1.290512,-1.647919,2.097461,86392.33113,2001-01-01 23:59:52.331 +0000,,,,,0.064604245,0.780492914,-0.787403482,,0.064514589,0.662732683,-0.667012805
0.158722,1.285461,-1.788208,2.208006,86392.32133,2001-01-01 23:59:52.321 +0000,,,,,0.072071221,0.716039205,-0.724313399,,0.071946823,0.621409619,-0.626857999
0.169006,1.355347,-1.848129,2.298066,86392.31153,2001-01-01 23:59:52.312 +0000,,,,,0.073742385,0.730314392,-0.739041224,,0.07360915,0.630782823,-0.636450521
0.194229,1.436554,-1.859512,2.357795,86392.30174,2001-01-01 23:59:52.302 +0000,,,,,0.08265833,0.768363445,-0.779572749,,0.082470846,0.655150499,-0.662160602
0.265213,1.465515,-1.911011,2.422815,86392.29194,2001-01-01 23:59:52.292 +0000,,,,,0.110126578,0.759599246,-0.779335838,,0.10968459,0.649616372,-0.662013227
0.360687,1.531006,-1.983292,2.531308,86392.28215,2001-01-01 23:59:52.282 +0000,,,,,0.143959281,0.75949427,-0.79308498,,0.142976983,0.649549802,-0.670510221
0.46936,1.653214,-2.000427,2.637257,86392.27235,2001-01-01 23:59:52.272 +0000,,,,,0.180860167,0.804580681,-0.859091764,,0.178925985,0.677527806,-0.709748678
0.503357,1.758789,-1.948242,2.672518,86392.26255,2001-01-01 23:59:52.263 +0000,,,,,0.191777862,0.874055559,-0.939000764,,0.189477303,0.718294845,-0.753949426
0.445389,1.799271,-1.769882,2.562856,86392.25276,2001-01-01 23:59:52.253 +0000,,,,,0.176471508,0.985868077,-1.047288432,,0.174673091,0.778282039,-0.808492137
0.340134,1.747742,-1.523361,2.343272,86392.24296,2001-01-01 23:59:52.243 +0000,,,,,0.14670722,1.119721891,-1.168817981,,0.145668079,0.841818221,-0.863080232
0.238022,1.507141,-1.386703,2.061814,86392.23316,2001-01-01 23:59:52.233 +0000,,,,,0.116220084,1.071186761,-1.100322555,,0.115701018,0.819754674,-0.833127196
0.163406,1.320724,-1.282639,1.84829,86392.22337,2001-01-01 23:59:52.223 +0000,,,,,0.088756834,1.021436927,-1.037543904,,0.088524861,0.796002562,-0.803822138
0.106567,1.171387,-1.242889,1.711221,86392.21357,2001-01-01 23:59:52.214 +0000,,,,,0.06239653,0.939025788,-0.946363256,,0.062315742,0.753962725,-0.757847719
0.065735,1.050125,-1.229218,1.618042,86392.20375,2001-01-01 23:59:52.204 +0000,,,,,0.040659827,0.853084351,-0.85597543,,0.040637442,0.706281966,-0.707952896
0.052109,0.943283,-1.248047,1.565286,86392.19395,2001-01-01 23:59:52.194 +0000,,,,,0.03330887,0.755149347,-0.756959642,,0.033296559,0.646788553,-0.647940421
0.059189,0.887177,-1.267044,1.547897,86392.18415,2001-01-01 23:59:52.184 +0000,,,,,0.038266305,0.69943157,-0.701750877,,0.038247643,0.610344366,-0.611900083
0.080933,0.872391,-1.260498,1.53508,86392.17436,2001-01-01 23:59:52.174 +0000,,,,,0.052795752,0.690678049,-0.695072181,,0.05274678,0.604442184,-0.607411041
0.137527,0.849442,-1.187576,1.466561,86392.16456,2001-01-01 23:59:52.165 +0000,,,,,0.094190202,0.710525329,-0.724587719,,0.09391313,0.61775507,-0.627037902
0.186508,0.836746,-1.036942,1.345428,86392.15476,2001-01-01 23:59:52.155 +0000,,,,,0.139974932,0.794192013,-0.82673868,,0.139071355,0.671189439,-0.690833706
0.195328,0.738617,-0.839371,1.135012,86392.14497,2001-01-01 23:59:52.145 +0000,,,,,0.174699774,0.857064587,-0.910214814,,0.172954347,0.70858115,-0.738430067
0.149597,0.607788,-0.690338,0.931854,86392.13517,2001-01-01 23:59:52.135 +0000,,,,,0.162646485,0.860449583,-0.906697478,,0.161234618,0.71052939,-0.736503067
0.104889,0.476578,-0.602188,0.775086,86392.12538,2001-01-01 23:59:52.125 +0000,,,,,0.136581979,0.779671943,-0.810351428,,0.135742064,0.662222296,-0.681020995
0.067154,0.40239,-0.58992,0.71724,86392.11558,2001-01-01 23:59:52.116 +0000,,,,,0.094041479,0.677732348,-0.691543108,,0.093765713,0.595624385,-0.605027619
0.050323,0.364365,-0.62764,0.727479,86392.10578,2001-01-01 23:59:52.106 +0000,,,,,0.069340571,0.578674798,-0.58604244,,0.069229758,0.524591603,-0.530093368
0.056,0.358002,-0.672668,0.764058,86392.09599,2001-01-01 23:59:52.096 +0000,,,,,0.073490581,0.530377269,-0.53868386,,0.073358704,0.487653068,-0.494113703
0.077271,0.353012,-0.707489,0.794436,86392.08619,2001-01-01 23:59:52.086 +0000,,,,,0.097728578,0.496015008,-0.510778265,,0.097419218,0.460454536,-0.472232995
0.109451,0.355331,-0.717819,0.808396,86392.0764,2001-01-01 23:59:52.076 +0000,,,,,0.136651121,0.489358824,-0.517966115,,0.13580994,0.455098487,-0.477916979
0.135193,0.348953,-0.646729,0.747197,86392.0666,2001-01-01 23:59:52.067 +0000,,,,,0.18396984,0.528149812,-0.578644728,,0.181935514,0.48591303,-0.524569076
0.161072,0.313797,-0.522369,0.630303,86392.0568,2001-01-01 23:59:52.057 +0000,,,,,0.264323268,0.574048565,-0.675235151,,0.258413298,0.521118957,-0.593911196
0.148834,0.266678,-0.386963,0.492959,86392.04701,2001-01-01 23:59:52.047 +0000,,,,,0.316698538,0.643219874,-0.78922086,,0.306705286,0.571594099,-0.66813365
0.120346,0.197144,-0.284607,0.366538,86392.03718,2001-01-01 23:59:52.037 +0000,,,,,0.347601803,0.637995434,-0.811553629,,0.334536746,0.567889815,-0.681746241
0.091843,0.160828,-0.189941,0.265289,86392.02738,2001-01-01 23:59:52.027 +0000,,,,,0.369019351,0.762288897,-0.975064381,,0.35351708,0.651319723,-0.772773616
0.073227,0.086823,-0.148193,0.186713,86392.01759,2001-01-01 23:59:52.018 +0000,,,,,0.426348423,0.525252037,-0.766433273,,0.403012219,0.483644561,-0.653935714
0.069275,0.062744,-0.147079,0.174265,86392.00779,2001-01-01 23:59:52.008 +0000,,,,,0.433230783,0.385934218,-0.635479503,,0.408821488,0.368322207,-0.56609967
0.068176,0.069077,-0.188217,0.211767,86391.998,2001-01-01 23:59:51.998 +0000,,,,,0.340042525,0.345067658,-0.515652774,,0.327776624,0.332274011,-0.476091271
0.0849,0.101456,-0.234421,0.269173,86391.9882,2001-01-01 23:59:51.988 +0000,,,,,0.332375495,0.406928388,-0.564337632,,0.320888252,0.386464819,-0.51378431
0.114609,0.127396,-0.211716,0.272375,86391.9784,2001-01-01 23:59:51.978 +0000,,,,,0.463835278,0.529170678,-0.809396,,0.434299593,0.486710905,-0.680444009
0.134232,0.108414,-0.131805,0.217127,86391.96861,2001-01-01 23:59:51.969 +0000,,,,,0.786528556,0.576288898,-1.309094038,,0.666472498,0.522802381,-0.918466578
0.104294,0.051193,0.000809,0.116183,86391.95881,2001-01-01 23:59:51.959 +0000,,,,,2.037016381,0.490838015,143.6102949,,1.114443847,0.456291193,1.56383315
0.051804,-0.013184,0.106369,0.119045,86391.94902,2001-01-01 23:59:51.949 +0000,,,,,0.483323198,-0.111433023,0.502546134,,0.450217381,-0.110975196,0.465682441
-0.006226,-0.059509,0.224304,0.232148,86391.93922,2001-01-01 23:59:51.939 +0000,,,,,-0.026828829,-0.265202979,0.266753176,,-0.026822395,-0.259235381,0.260683156
-0.068069,-0.106613,0.314697,0.339167,86391.92942,2001-01-01 23:59:51.929 +0000,,,,,-0.204863121,-0.331122477,0.401942191,,-0.202067234,-0.319759465,0.382179558
-0.115036,-0.13147,0.34935,0.390593,86391.9196,2001-01-01 23:59:51.920 +0000,,,,,-0.308185209,-0.357447239,0.500051507,,-0.298949141,-0.343293864,0.463688814
-0.115509,-0.146713,0.328568,0.37792,86391.9098,2001-01-01 23:59:51.910 +0000,,,,,-0.321004955,-0.42124962,0.568305992,,-0.310614285,-0.398689758,0.516789003
-0.081528,-0.131882,0.296722,0.334789,86391.9,2001-01-01 23:59:51.900 +0000,,,,,-0.251079159,-0.428579825,0.522534012,,-0.245994084,-0.40489888,0.481511879
-0.045853,-0.131744,0.284561,0.316913,86391.89021,2001-01-01 23:59:51.890 +0000,,,,,-0.146224972,-0.457076864,0.490212801,,-0.14519596,-0.428723441,0.455787239
-0.019211,-0.15097,0.310806,0.346066,86391.88041,2001-01-01 23:59:51.880 +0000,,,,,-0.055598336,-0.484811853,0.489653983,,-0.055541154,-0.451423431,0.455336591
-0.018051,-0.186264,0.386673,0.429577,86391.87062,2001-01-01 23:59:51.871 +0000,,,,,-0.042057585,-0.481185316,0.483966102,,-0.042032813,-0.448482888,0.450738409
-0.041183,-0.240921,0.510788,0.566254,86391.86082,2001-01-01 23:59:51.861 +0000,,,,,-0.072921989,-0.470139725,0.478506863,,-0.072793143,-0.439475325,0.446305731
-0.064362,-0.295288,0.646927,0.714039,86391.85102,2001-01-01 23:59:51.851 +0000,,,,,-0.09050633,-0.454204842,0.467163831,,-0.090260413,-0.426345169,0.437035338
-0.110657,-0.319702,0.735123,0.809234,86391.84123,2001-01-01 23:59:51.841 +0000,,,,,-0.138039506,-0.430050991,0.460210076,,-0.137172619,-0.406141092,0.431312114
-0.145187,-0.350754,0.765869,0.854788,86391.83143,2001-01-01 23:59:51.831 +0000,,,,,-0.172355806,-0.44996775,0.495665854,,-0.170678898,-0.422827107,0.460174285
-0.176025,-0.354477,0.748047,0.846294,86391.82163,2001-01-01 23:59:51.822 +0000,,,,,-0.212645757,-0.461271235,0.529079227,,-0.209524848,-0.432187455,0.486639458
-0.187805,-0.33165,0.704193,0.800719,86391.81184,2001-01-01 23:59:51.812 +0000,,,,,-0.241275942,-0.455059237,0.541233867,,-0.236751081,-0.427053216,0.496088072
-0.185486,-0.319412,0.678299,0.772346,86391.80204,2001-01-01 23:59:51.802 +0000,,,,,-0.247399664,-0.454224396,0.544543153,,-0.242529794,-0.426361378,0.498644042
-0.185272,-0.305344,0.708618,0.793537,86391.79225,2001-01-01 23:59:51.792 +0000,,,,,-0.240112462,-0.416887256,0.504018201,,-0.235651315,-0.394979063,0.466857
-0.183731,-0.297867,0.831558,0.902203,86391.78242,2001-01-01 23:59:51.782 +0000,,,,,-0.208005932,-0.349767767,0.420865462,,-0.205081586,-0.336467915,0.398363451
-0.187805,-0.346375,1.007248,1.08157,86391.77262,2001-01-01 23:59:51.773 +0000,,,,,-0.176319471,-0.338056486,0.391177888,,-0.174525642,-0.325995351,0.372878049
-0.214996,-0.400864,1.132965,1.220871,86391.76283,2001-01-01 23:59:51.763 +0000,,,,,-0.178896329,-0.347614999,0.401494621,,-0.177023698,-0.334548519,0.381794179
-0.2379,-0.426666,1.242203,1.334806,86391.75303,2001-01-01 23:59:51.753 +0000,,,,,-0.181128075,-0.337344439,0.393259576,,-0.179185396,-0.325356195,0.374682195
-0.269272,-0.445648,1.311996,1.41154,86391.74324,2001-01-01 23:59:51.743 +0000,,,,,-0.194333584,-0.332736159,0.396862348,,-0.191941193,-0.321213001,0.377798581
-0.307861,-0.453934,1.33667,1.444826,86391.73344,2001-01-01 23:59:51.733 +0000,,,,,-0.218086637,-0.330936471,0.410335979,,-0.214724542,-0.319591829,0.389384826
-0.337723,-0.444916,1.325348,1.438247,86391.72364,2001-01-01 23:59:51.724 +0000,,,,,-0.24157004,-0.325302258,0.421456049,,-0.237028982,-0.314505257,0.398865064
-0.338135,-0.429489,1.302185,1.412261,86391.71385,2001-01-01 23:59:51.714 +0000,,,,,-0.246600682,-0.319234803,0.419773249,,-0.241776754,-0.309008671,0.397435226
-0.29863,-0.408325,1.281982,1.378183,86391.70405,2001-01-01 23:59:51.704 +0000,,,,,-0.22195723,-0.310205562,0.394603568,,-0.21841641,-0.300793199,0.375845641
-0.245026,-0.397858,1.317993,1.398368,86391.69425,2001-01-01 23:59:51.694 +0000,,,,,-0.177976282,-0.296781443,0.354521305,,-0.176132041,-0.288501381,0.340697016
-0.203415,-0.422134,1.428284,1.503186,86391.68443,2001-01-01 23:59:51.684 +0000,,,,,-0.136578827,-0.29260072,0.328077656,,-0.13573897,-0.284654717,0.31701301
-0.212906,-0.449997,1.550369,1.628334,86391.67463,2001-01-01 23:59:51.675 +0000,,,,,-0.131883031,-0.287552813,0.321098731,,-0.131126293,-0.279998602,0.310699299
-0.247269,-0.492752,1.645065,1.734989,86391.66483,2001-01-01 23:59:51.665 +0000,,,,,-0.143988926,-0.296206056,0.335131697,,-0.143006026,-0.287972487,0.323368207
-0.296463,-0.524094,1.7061,1.809238,86391.65504,2001-01-01 23:59:51.655 +0000,,,,,-0.166105872,-0.302653033,0.35292982,,-0.16460299,-0.293888989,0.339282516
-0.326523,-0.539474,1.773163,1.881955,86391.64524,2001-01-01 23:59:51.645 +0000,,,,,-0.176173915,-0.299212994,0.355632581,,-0.174384471,-0.290734615,0.34168387
-0.331635,-0.547531,1.81337,1.92304,86391.63545,2001-01-01 23:59:51.635 +0000,,,,,-0.175076571,-0.297014966,0.353008121,,-0.173319961,-0.288715986,0.339352143
-0.314041,-0.548172,1.828705,1.934755,86391.62565,2001-01-01 23:59:51.626 +0000,,,,,-0.16449707,-0.295435023,0.345465742,,-0.163036979,-0.287263498,0.332629694
-0.266556,-0.53714,1.810501,1.907219,86391.61585,2001-01-01 23:59:51.616 +0000,,,,,-0.141146922,-0.293516235,0.331202686,,-0.140220639,-0.285497822,0.319831748
-0.197739,-0.516113,1.774628,1.858703,86391.60606,2001-01-01 23:59:51.606 +0000,,,,,-0.106992645,-0.289040061,0.311443541,,-0.106587163,-0.281371724,0.301922111
-0.157227,-0.513489,1.742432,1.82331,86391.59626,2001-01-01 23:59:51.596 +0000,,,,,-0.086554022,-0.293504258,0.308201839,,-0.086338845,-0.285486795,0.298964329
-0.153595,-0.526978,1.787292,1.869682,86391.58647,2001-01-01 23:59:51.586 +0000,,,,,-0.082428958,-0.293764415,0.307115731,,-0.082243026,-0.285726303,0.297972136
-0.178955,-0.587143,1.879807,1.977482,86391.57667,2001-01-01 23:59:51.577 +0000,,,,,-0.090869242,-0.310936376,0.326527803,,-0.090620365,-0.301459724,0.315613123
-0.189117,-0.640549,1.929199,2.041538,86391.56687,2001-01-01 23:59:51.567 +0000,,,,,-0.093034609,-0.330444544,0.346197266,,-0.092767576,-0.319148394,0.333283074
-0.176392,-0.66362,1.96788,2.08424,86391.55708,2001-01-01 23:59:51.557 +0000,,,,,-0.084936041,-0.33587923,0.348935242,,-0.084732674,-0.324040109,0.335725945
-0.146118,-0.661026,2.004898,2.11611,86391.54728,2001-01-01 23:59:51.547 +0000,,,,,-0.069215488,-0.328833397,0.337664508,,-0.069105273,-0.317695159,0.325643534
-0.128693,-0.635941,2.022751,2.124265,86391.53746,2001-01-01 23:59:51.537 +0000,,,,,-0.060693831,-0.313759724,0.320767068,,-0.060619468,-0.304032105,0.310398606
-0.131531,-0.593689,1.939453,2.032547,86391.52766,2001-01-01 23:59:51.528 +0000,,,,,-0.064848346,-0.305410028,0.313534138,,-0.064757672,-0.296412703,0.303826724
-0.127625,-0.517914,1.765945,1.844746,86391.51786,2001-01-01 23:59:51.518 +0000,,,,,-0.069349158,-0.292515764,0.302051889,,-0.069238304,-0.284576459,0.293338197
-0.142044,-0.436035,1.548096,1.614591,86391.50807,2001-01-01 23:59:51.508 +0000,,,,,-0.088317656,-0.280480709,0.296227153,,-0.088089098,-0.273454409,0.287991883
-0.15564,-0.405365,1.406448,1.471952,86391.49827,2001-01-01 23:59:51.498 +0000,,,,,-0.106333288,-0.286470251,0.308733219,,-0.105935223,-0.278998431,0.29944954
-0.13533,-0.482864,1.541718,1.621223,86391.48847,2001-01-01 23:59:51.488 +0000,,,,,-0.083766332,-0.311998967,0.325266807,,-0.083571229,-0.302428346,0.314473198
-0.156906,-0.609146,1.807831,1.91414,86391.47871,2001-01-01 23:59:51.479 +0000,,,,,-0.082248866,-0.335686553,0.347947172,,-0.082064148,-0.323866955,0.33484485
-0.163177,-0.7034,2.113266,2.233224,86391.46892,2001-01-01 23:59:51.469 +0000,,,,,-0.073263727,-0.331861872,0.341688716,,-0.073133064,-0.320425655,0.329251456
-0.149185,-0.734497,2.335846,2.453145,86391.45912,2001-01-01 23:59:51.459 +0000,,,,,-0.060926548,-0.313806446,0.320866402,,-0.060851328,-0.30407464,0.31048867
-0.078079,-0.642776,2.280609,2.370746,86391.44932,2001-01-01 23:59:51.449 +0000,,,,,-0.032952241,-0.281678986,0.283915754,,-0.032940321,-0.274564946,0.276636077
0.005661,-0.48526,2.013245,2.070909,86391.43953,2001-01-01 23:59:51.440 +0000,,,,,0.002733592,-0.241032801,0.241050155,,0.002733585,-0.236521303,0.236537704
0.053192,-0.326447,1.647522,1.680394,86391.42973,2001-01-01 23:59:51.430 +0000,,,,,0.031670342,-0.198041052,0.200757394,,0.03165976,-0.195511249,0.198123717
0.072281,-0.249664,1.34874,1.373556,86391.41993,2001-01-01 23:59:51.420 +0000,,,,,0.052696276,-0.184843815,0.192710702,,0.05264758,-0.182780745,0.190376896
