x_times_g,y_times_g,z_times_g,g_measured,TimeInterval,Date,,,,,X,Y,Z,,X,Y,Z
0.05304,-0.454239,-0.815018,0.934559,86394.39824,2001-01-01 23:59:54.398 +0000,,,,,0.056845661,-0.556159681,-0.561122784,,0.056784549,-0.507560029,-0.511342651
0.011322,-0.446381,-0.743286,0.867098,86394.38844,2001-01-01 23:59:54.388 +0000,,,,,0.013058467,-0.600481138,-0.600743943,,0.013057725,-0.540773203,-0.540966338
-0.041077,-0.440735,-0.807266,0.920659,86394.37864,2001-01-01 23:59:54.379 +0000,,,,,-0.044661427,-0.54525464,-0.548326168,,-0.044631768,-0.499192641,-0.501557211
-0.104752,-0.496643,-0.841782,0.982967,86394.36885,2001-01-01 23:59:54.369 +0000,,,,,-0.107177476,-0.585474278,-0.602970777,,-0.106769899,-0.529670348,-0.542601033
-0.179245,-0.515213,-0.835464,0.997785,86394.35905,2001-01-01 23:59:54.359 +0000,,,,,-0.182613841,-0.602957989,-0.652933829,,-0.18062359,-0.542591654,-0.578434902
-0.26474,-0.579117,-0.859726,1.069856,86394.34925,2001-01-01 23:59:54.349 +0000,,,,,-0.255396702,-0.643774939,-0.74065501,,-0.250051427,-0.571986624,-0.637493439
-0.461136,-0.646484,-0.959915,1.245803,86394.33946,2001-01-01 23:59:54.339 +0000,,,,,-0.398453263,-0.607065174,-0.827256262,,-0.379172272,-0.545598292,-0.691141072
-0.665222,-0.759171,-1.028351,1.44096,86394.32966,2001-01-01 23:59:54.330 +0000,,,,,-0.520428405,-0.619855136,-0.981558248,,-0.479856454,-0.55489108,-0.77609174
-0.585861,-0.938354,-0.929672,1.445003,86394.31987,2001-01-01 23:59:54.320 +0000,,,,,-0.443528957,-0.853923526,-1.189912604,,-0.417459591,-0.706767468,-0.871903284
-0.404327,-0.7117,-0.919601,1.231123,86394.31004,2001-01-01 23:59:54.310 +0000,,,,,-0.347708274,-0.708467439,-0.890096438,,-0.334631736,-0.616386232,-0.727316498
-0.276566,-0.580429,-0.969437,1.163269,86394.30024,2001-01-01 23:59:54.300 +0000,,,,,-0.244767275,-0.575756452,-0.663221496,,-0.240047714,-0.522402588,-0.585613691
-0.124939,-0.812775,-1.043839,1.328838,86394.29045,2001-01-01 23:59:54.290 +0000,,,,,-0.094439528,-0.773121962,-0.787785938,,-0.094160257,-0.658135685,-0.667248844
-0.366409,-0.780045,-1.10553,1.401757,86394.28065,2001-01-01 23:59:54.281 +0000,,,,,-0.270807995,-0.669757245,-0.779549523,,-0.264464776,-0.590139184,-0.662146155
-0.599106,-0.62352,-1.071869,1.377174,86394.27086,2001-01-01 23:59:54.271 +0000,,,,,-0.483137378,-0.507778178,-0.806721231,,-0.450066737,-0.469850772,-0.678825838
-0.521378,-0.534348,-0.931564,1.193806,86394.26106,2001-01-01 23:59:54.261 +0000,,,,,-0.485483151,-0.500540366,-0.801412836,,-0.451966831,-0.464079808,-0.675601834
-0.439026,-0.411163,-0.827881,1.023321,86394.25126,2001-01-01 23:59:54.251 +0000,,,,,-0.474951164,-0.438767475,-0.726550273,,-0.44340849,-0.413473794,-0.6283236
-0.263702,-0.329971,-0.894928,0.989604,86394.24147,2001-01-01 23:59:54.241 +0000,,,,,-0.276468687,-0.353677663,-0.471990428,,-0.269731124,-0.33994737,-0.440989933
-0.195724,-0.571823,-1.370346,1.497711,86394.23167,2001-01-01 23:59:54.232 +0000,,,,,-0.131812488,-0.413091428,-0.441050496,,-0.131056955,-0.3917409,-0.415386641
-0.360489,-0.509811,-1.415115,1.546742,86394.22187,2001-01-01 23:59:54.222 +0000,,,,,-0.239663436,-0.349111696,-0.441227292,,-0.235226723,-0.335883238,-0.415534637
-0.329102,-0.25325,-1.03656,1.116647,86394.21208,2001-01-01 23:59:54.212 +0000,,,,,-0.308422761,-0.232862881,-0.400616845,,-0.299166073,-0.228785725,-0.381038027
-0.255768,-0.375702,-1.148209,1.23489,86394.20228,2001-01-01 23:59:54.202 +0000,,,,,-0.211708754,-0.319379222,-0.395832914,,-0.208628211,-0.309139728,-0.376908907
-0.425278,-0.411179,-1.046616,1.20222,86394.19249,2001-01-01 23:59:54.192 +0000,,,,,-0.378197017,-0.363965529,-0.565201021,,-0.361570584,-0.349061695,-0.514438906
-0.563248,-0.480225,-0.940704,1.196991,86394.18272,2001-01-01 23:59:54.183 +0000,,,,,-0.53328218,-0.437987183,-0.786834754,,-0.4899175,-0.412819283,-0.666661642
-0.627029,-0.431946,-0.887909,1.169669,86394.17292,2001-01-01 23:59:54.173 +0000,,,,,-0.635030064,-0.397377997,-0.857529741,,-0.565779454,-0.378243988,-0.708849257
-0.606094,-0.381088,-1.018219,1.244728,86394.16313,2001-01-01 23:59:54.163 +0000,,,,,-0.557482982,-0.321605288,-0.70313511,,-0.508570144,-0.311158441,-0.612826968
-0.482086,-0.459305,-1.231796,1.400246,86394.15333,2001-01-01 23:59:54.153 +0000,,,,,-0.366705275,-0.347228901,-0.540559346,,-0.351478826,-0.334204004,-0.495566226
-0.304153,-0.35463,-1.35083,1.42934,86394.14351,2001-01-01 23:59:54.144 +0000,,,,,-0.217780338,-0.25611559,-0.345857982,,-0.214432132,-0.250726179,-0.332980071
-0.267166,-0.221039,-1.43811,1.479323,86394.13371,2001-01-01 23:59:54.134 +0000,,,,,-0.183619521,-0.151115461,-0.241115424,,-0.181596642,-0.149980684,-0.236599388
-0.486038,-0.160553,-1.690384,1.766185,86394.12391,2001-01-01 23:59:54.124 +0000,,,,,-0.286242884,-0.091281794,-0.302812451,,-0.278788294,-0.091029523,-0.294035023
-0.751587,-0.151657,-1.766235,1.925479,86394.11412,2001-01-01 23:59:54.114 +0000,,,,,-0.423970539,-0.079008716,-0.434107125,,-0.400998362,-0.078844928,-0.409559107
-1.12738,-0.13942,-1.706009,2.049607,86394.10432,2001-01-01 23:59:54.104 +0000,,,,,-0.658633146,-0.068180707,-0.66586292,,-0.582420295,-0.068075352,-0.587445957
-1.372879,-0.209229,-1.491333,2.037805,86394.09452,2001-01-01 23:59:54.095 +0000,,,,,-0.911643445,-0.103219234,-0.931201082,,-0.739210828,-0.102854987,-0.749788286
-1.282547,-0.502182,-1.308426,1.899761,86394.08473,2001-01-01 23:59:54.085 +0000,,,,,-0.915133103,-0.27408899,-1.052682734,,-0.741113299,-0.267519055,-0.811057838
-1.166428,-0.579956,-1.28952,1.832966,86394.07493,2001-01-01 23:59:54.075 +0000,,,,,-0.824951929,-0.333538587,-1.010183934,,-0.689771441,-0.321935271,-0.79046429
-0.958405,-0.55188,-1.07518,1.542441,86394.06514,2001-01-01 23:59:54.065 +0000,,,,,-0.793023151,-0.383162038,-1.028612693,,-0.670472264,-0.365907158,-0.79950179
-0.755447,-0.567841,-1.241348,1.560157,86394.05534,2001-01-01 23:59:54.055 +0000,,,,,-0.553416781,-0.390765569,-0.761319738,,-0.505462674,-0.3725204,-0.650706466
-0.589508,-0.436905,-1.444962,1.620592,86394.04554,2001-01-01 23:59:54.046 +0000,,,,,-0.390513891,-0.279961786,-0.507806649,,-0.372302044,-0.272973267,-0.469873406
-0.634872,-0.243149,-1.544296,1.687316,86394.03575,2001-01-01 23:59:54.036 +0000,,,,,-0.406104778,-0.145623985,-0.440227184,,-0.385758013,-0.144607503,-0.414697194
-0.835709,-0.120148,-1.558609,1.772599,86394.02595,2001-01-01 23:59:54.026 +0000,,,,,-0.534602951,-0.067936939,-0.541701947,,-0.490945262,-0.067832708,-0.49645003
-1.227966,0.408859,-1.542969,2.013907,86394.01616,2001-01-01 23:59:54.016 +0000,,,,,-0.769296102,0.20733562,-0.8388007,,-0.655736671,0.204438988,-0.697956255
-1.436752,0.282043,-1.536926,2.122722,86394.00636,2001-01-01 23:59:54.006 +0000,,,,,-0.91946789,0.134057187,-0.952663745,,-0.74346732,0.133262675,-0.761161023
-1.501663,0.042496,-1.355911,2.023683,86393.99656,2001-01-01 23:59:53.997 +0000,,,,,-1.106950249,0.021003969,-1.10793716,,-0.836115323,0.021000881,-0.836558594
-1.437592,-0.094742,-1.238312,1.899753,86393.98677,2001-01-01 23:59:53.987 +0000,,,,,-1.157545772,-0.049932812,-1.163447113,,-0.858289619,-0.049891375,-0.860804307
-1.277634,0.047852,-1.091217,1.68089,86393.97697,2001-01-01 23:59:53.977 +0000,,,,,-1.1697099,0.028479786,-1.171654951,,-0.863457017,0.02847209,-0.864277542
-0.951462,0.067093,-1.089264,1.447853,86393.96717,2001-01-01 23:59:53.967 +0000,,,,,-0.871838447,0.046389493,-0.875659731,,-0.717036578,0.046356259,-0.71920353
-0.661804,0.052017,-1.05452,1.246075,86393.95738,2001-01-01 23:59:53.957 +0000,,,,,-0.626825769,0.041781101,-0.62952347,,-0.559911151,0.041756814,-0.561845537
-0.45433,0.071411,-1.243195,1.325537,86393.94758,2001-01-01 23:59:53.948 +0000,,,,,-0.364852105,0.053951598,-0.369940278,,-0.349844341,0.053899343,-0.354327387
-0.401291,0.199524,-1.244797,1.323013,86393.93779,2001-01-01 23:59:53.938 +0000,,,,,-0.318311597,0.152555104,-0.360023803,,-0.308170624,0.151387886,-0.345576653
-0.498047,0.166687,-0.933716,1.071289,86393.92799,2001-01-01 23:59:53.928 +0000,,,,,-0.525101382,0.157513103,-0.562484004,,-0.483526474,0.156229504,-0.512377309
-0.563919,0.070953,-0.513489,0.76597,86393.91819,2001-01-01 23:59:53.918 +0000,,,,,-1.087874072,0.093031568,-1.106869223,,-0.827461161,0.092764561,-0.836078911
-0.632675,0.039337,-0.487503,0.799678,86393.9084,2001-01-01 23:59:53.908 +0000,,,,,-1.293582459,0.049250699,-1.300292968,,-0.91270758,0.049210935,-0.915209595
-0.563309,0.066437,-0.634445,0.85103,86393.8986,2001-01-01 23:59:53.899 +0000,,,,,-0.883048432,0.078305593,-0.894030656,,-0.723370263,0.078146129,-0.729507316
-0.379089,0.059723,-0.763504,0.854526,86393.88881,2001-01-01 23:59:53.889 +0000,,,,,-0.49500006,0.070061579,-0.50263607,,-0.459639662,0.069947281,-0.465754241
-0.330551,-0.049683,-0.69165,0.768188,86393.87901,2001-01-01 23:59:53.879 +0000,,,,,-0.476688322,-0.064811306,-0.483284774,,-0.444824954,-0.064720788,-0.450186232
-0.365845,-0.132126,-0.422073,0.573973,86393.86921,2001-01-01 23:59:53.869 +0000,,,,,-0.827198013,-0.236547965,-0.921577088,,-0.691106489,-0.232278406,-0.744609055
-0.397415,-0.206146,-0.269196,0.5224,86393.85942,2001-01-01 23:59:53.859 +0000,,,,,-1.172103205,-0.429466016,-1.663098689,,-0.864466416,-0.405647314,-1.029430873
-0.480453,-0.256195,-0.388626,0.668956,86393.84962,2001-01-01 23:59:53.850 +0000,,,,,-1.032180097,-0.414586903,-1.40106805,,-0.801232099,-0.393017706,-0.950907486
-0.57019,-0.223892,-0.373749,0.717588,86393.83982,2001-01-01 23:59:53.840 +0000,,,,,-1.30873963,-0.328400041,-1.638992596,,-0.918335958,-0.31730404,-1.02296093
-0.596329,-0.094162,-0.326752,0.68647,86393.83003,2001-01-01 23:59:53.830 +0000,,,,,-1.753655868,-0.138477251,-1.847631994,,-1.052548703,-0.137602153,-1.074708677
-0.543152,0.043747,-0.306,0.624951,86393.82023,2001-01-01 23:59:53.820 +0000,,,,,-1.757140512,0.070172813,-1.780754594,,-1.053402485,0.07005797,-1.059121453
-0.498093,0.121063,-0.24855,0.569675,86393.81044,2001-01-01 23:59:53.810 +0000,,,,,-1.801644018,0.21747986,-2.062338648,,-1.064085292,0.214145242,-1.119312522
-0.50386,0.205688,-0.111298,0.555491,86393.80064,2001-01-01 23:59:53.801 +0000,,,,,-2.154452237,0.398615556,-4.889813583,,-1.136233566,0.379312321,-1.36907111
-0.495056,0.288696,-0.111267,0.583786,86393.79084,2001-01-01 23:59:53.791 +0000,,,,,-1.600073729,0.568964565,-5.150534139,,-1.012217721,0.517286661,-1.37902759
-0.43718,0.343674,-0.030838,0.556946,86393.78105,2001-01-01 23:59:53.781 +0000,,,,,-1.266987234,0.7841671,-18.03268281,,-0.902629973,0.665011899,-1.515398202
-0.421616,0.378235,0.072189,0.570993,86393.77125,2001-01-01 23:59:53.771 +0000,,,,,-1.094929343,0.884240135,7.846227337,,-0.830681051,0.724039448,1.444029966
-0.406052,0.44664,0.120804,0.615596,86393.76146,2001-01-01 23:59:53.761 +0000,,,,,-0.877592084,1.054288491,4.99674653,,-0.720296198,0.811818921,1.373275555
-0.354721,0.541077,0.105804,0.65558,86393.75166,2001-01-01 23:59:53.752 +0000,,,,,-0.643397746,1.461721906,6.114951489,,-0.571719906,0.970804603,1.408697584
-0.313049,0.648224,0.012329,0.719963,86393.74186,2001-01-01 23:59:53.742 +0000,,,,,-0.482846042,2.069075014,58.3872943,,-0.449830509,1.120591465,1.553670987
-0.2621,0.820511,-0.140854,0.872797,86393.73207,2001-01-01 23:59:53.732 +0000,,,,,-0.314829861,2.757552714,-6.11524217,,-0.305006036,1.222905257,-1.408705155
-0.213242,0.975067,-0.340363,1.054549,86393.72227,2001-01-01 23:59:53.722 +0000,,,,,-0.206476877,2.427680518,-2.932493016,,-0.203615499,1.180060087,-1.242155641
-0.182022,1.065002,-0.547089,1.211061,86393.71248,2001-01-01 23:59:53.712 +0000,,,,,-0.152026618,1.847118862,-1.974897942,,-0.150871379,1.074592395,-1.102077429
-0.17424,1.1521,-0.747253,1.384226,86393.70268,2001-01-01 23:59:53.703 +0000,,,,,-0.126884651,1.501502162,-1.55931293,,-0.126210219,0.983255607,-1.000555699
-0.144333,1.20018,-0.932861,1.526923,86393.69288,2001-01-01 23:59:53.693 +0000,,,,,-0.094950544,1.271430152,-1.295828157,,-0.094666732,0.904331662,-0.913546698
-0.109985,1.235199,-1.07196,1.63918,86393.68309,2001-01-01 23:59:53.683 +0000,,,,,-0.067249119,1.146263236,-1.156839801,,-0.067148016,0.853440816,-0.857987805
-0.077515,1.259171,-1.144211,1.703155,86393.67329,2001-01-01 23:59:53.673 +0000,,,,,-0.045559787,1.097954368,-1.102554222,,-0.045528304,0.832054698,-0.834135555
-0.026398,1.273422,-1.215103,1.760334,86393.66349,2001-01-01 23:59:53.663 +0000,,,,,-0.014997704,1.047747884,-1.048220262,,-0.01499658,0.808711206,-0.808936333
0.065903,1.282822,-1.276337,1.810804,86393.6537,2001-01-01 23:59:53.654 +0000,,,,,0.036418455,1.003743787,-1.006406393,,0.036402367,0.787266557,-0.788591122
0.17514,1.278809,-1.300919,1.832598,86393.6439,2001-01-01 23:59:53.644 +0000,,,,,0.096008675,0.974215301,-0.992180513,,0.095715304,0.772338173,-0.781473094
0.262711,1.259796,-1.296844,1.826994,86393.63411,2001-01-01 23:59:53.634 +0000,,,,,0.145304172,0.952092838,-0.992329584,,0.144294317,0.760861652,-0.781548209
0.330994,1.249664,-1.292236,1.827866,86393.62431,2001-01-01 23:59:53.624 +0000,,,,,0.184126271,0.936812537,-1.000402124,,0.182086819,0.752785271,-0.785599185
0.375336,1.237015,-1.332016,1.856165,86393.61451,2001-01-01 23:59:53.615 +0000,,,,,0.206475789,0.893869829,-0.970486722,,0.203614455,0.729417925,-0.770421625
0.39444,1.227264,-1.416336,1.915142,86393.60472,2001-01-01 23:59:53.605 +0000,,,,,0.210471009,0.834740097,-0.910160189,,0.207443267,0.695567923,-0.738400192
0.3909,1.234802,-1.536697,2.009721,86393.59492,2001-01-01 23:59:53.595 +0000,,,,,0.198291715,0.778742572,-0.842845635,,0.19575244,0.661644029,-0.700325895
0.368286,1.233276,-1.693527,2.12712,86393.58513,2001-01-01 23:59:53.585 +0000,,,,,0.175793273,0.711597307,-0.760006424,,0.174015263,0.61846706,-0.649874521
0.318207,1.228912,-1.892715,2.279003,86393.57533,2001-01-01 23:59:53.575 +0000,,,,,0.141006836,0.64029931,-0.67069843,,0.140083286,0.569525499,-0.590788633
0.270538,1.240112,-2.089172,2.444527,86393.56553,2001-01-01 23:59:53.566 +0000,,,,,0.111354978,0.588674952,-0.607551109,,0.110898108,0.53205064,-0.545953294
0.230789,1.274399,-2.227219,2.576404,86393.55574,2001-01-01 23:59:53.556 +0000,,,,,0.089939506,0.569145496,-0.58150004,,0.089698166,0.517423334,-0.526705511
0.205292,1.324402,-2.242706,2.612646,86393.54594,2001-01-01 23:59:53.546 +0000,,,,,0.078820002,0.588078845,-0.597589893,,0.078657382,0.531607829,-0.538645478
0.17601,1.352966,-2.168777,2.562244,86393.53614,2001-01-01 23:59:53.536 +0000,,,,,0.068856366,0.621793912,-0.629094973,,0.068747854,0.556290491,-0.561538597
0.131897,1.369354,-2.021042,2.444819,86393.52635,2001-01-01 23:59:53.526 +0000,,,,,0.05402829,0.676110227,-0.680684287,,0.053975811,0.594511989,-0.59764443
0.035904,1.391891,-1.985321,2.424902,86393.51655,2001-01-01 23:59:53.517 +0000,,,,,0.014807996,0.700976538,-0.701324369,,0.014806913,0.611381058,-0.61161425
-0.088898,1.404251,-1.962692,2.41495,86393.50676,2001-01-01 23:59:53.507 +0000,,,,,-0.036836495,0.714739131,-0.716904176,,-0.036819847,0.620549657,-0.621981186
-0.192688,1.395432,-1.931274,2.390435,86393.49696,2001-01-01 23:59:53.497 +0000,,,,,-0.080871094,0.718975133,-0.729400813,,-0.08069548,0.62334776,-0.630186761
-0.246399,1.340851,-1.913879,2.349793,86393.48719,2001-01-01 23:59:53.487 +0000,,,,,-0.105441176,0.69485849,-0.712324322,,-0.105053002,0.607266945,-0.618949521
-0.255432,1.299942,-1.8871,2.305698,86393.4774,2001-01-01 23:59:53.477 +0000,,,,,-0.111469095,0.682631943,-0.702029503,,-0.111010826,0.598974198,-0.612086749
-0.206329,1.249069,-1.812363,2.210747,86393.4676,2001-01-01 23:59:53.468 +0000,,,,,-0.093739119,0.684770328,-0.698533166,,-0.093465995,0.600431413,-0.609740834
-0.134949,1.196335,-1.737335,2.113708,86393.4578,2001-01-01 23:59:53.458 +0000,,,,,-0.063975194,0.686535517,-0.692970671,,-0.063888128,0.601632124,-0.605992698
-0.070038,1.130981,-1.657745,2.00802,86393.44801,2001-01-01 23:59:53.448 +0000,,,,,-0.034900381,0.681632557,-0.683547553,,-0.034886221,0.598292165,-0.599598502
-0.025848,1.100922,-1.580383,1.926216,86393.43821,2001-01-01 23:59:53.438 +0000,,,,,-0.013420265,0.696524057,-0.696809188,,-0.013419459,0.608389305,-0.608581268
-0.014786,1.068542,-1.51944,1.857606,86393.42841,2001-01-01 23:59:53.428 +0000,,,,,-0.007959961,0.703213954,-0.703314574,,-0.007959793,0.612879725,-0.612947048
-0.035278,1.046631,-1.466492,1.802021,86393.41862,2001-01-01 23:59:53.419 +0000,,,,,-0.019580661,0.713490624,-0.714102345,,-0.019578159,0.619722809,-0.620128055
-0.059814,1.029312,-1.382187,1.724384,86393.40882,2001-01-01 23:59:53.409 +0000,,,,,-0.034708047,0.74400175,-0.745954383,,-0.03469412,0.639651163,-0.640906882
-0.062195,0.990662,-1.269348,1.611373,86393.39903,2001-01-01 23:59:53.399 +0000,,,,,-0.038626296,0.779514336,-0.781986043,,-0.038607103,0.662124268,-0.663659899
-0.040649,0.949524,-1.12738,1.474529,86393.38923,2001-01-01 23:59:53.389 +0000,,,,,-0.02757794,0.841692587,-0.843010955,,-0.027570952,0.699651368,-0.700422544
-0.042542,0.930817,-1.006271,1.371427,86393.37943,2001-01-01 23:59:53.379 +0000,,,,,-0.031035184,0.924190673,-0.925981829,,-0.031025226,0.746020496,-0.746985671
-0.049225,0.912766,-0.885071,1.272366,86393.36964,2001-01-01 23:59:53.370 +0000,,,,,-0.038716749,1.029699944,-1.032789884,,-0.038697421,0.800029796,-0.801527248
-0.036392,0.886841,-0.786179,1.185701,86393.35984,2001-01-01 23:59:53.360 +0000,,,,,-0.030706838,1.126832936,-1.128988905,,-0.030697192,0.84496227,-0.845911124
-0.008102,0.850616,-0.745163,1.130877,86393.35005,2001-01-01 23:59:53.350 +0000,,,,,-0.00716454,1.141449221,-1.141568468,,-0.007164417,0.851355386,-0.851407164
0.014343,0.814651,-0.732758,1.095809,86393.34025,2001-01-01 23:59:53.340 +0000,,,,,0.013090087,1.111547034,-1.111932253,,0.01308934,0.838176264,-0.838348547
0.029312,0.802963,-0.756927,1.103879,86393.33045,2001-01-01 23:59:53.330 +0000,,,,,0.026563019,1.060025081,-1.061526192,,0.026556774,0.814527955,-0.815234279
0.04715,0.801849,-0.766983,1.110607,86393.32066,2001-01-01 23:59:53.321 +0000,,,,,0.042492573,1.043488754,-1.047264478,,0.042467026,0.806676573,-0.808480713
0.062042,0.806381,-0.741623,1.097317,86393.31086,2001-01-01 23:59:53.311 +0000,,,,,0.056630322,1.083534349,-1.090532787,,0.0565699,0.825469322,-0.828677205
0.067734,0.839676,-0.673401,1.078477,86393.30107,2001-01-01 23:59:53.301 +0000,,,,,0.06292947,1.240657976,-1.250968611,,0.062846598,0.892393044,-0.896433201
0.068695,0.827332,-0.560196,1.001507,86393.29127,2001-01-01 23:59:53.291 +0000,,,,,0.068753541,1.465881336,-1.481943894,,0.068645514,0.972128119,-0.977191369
0.049606,0.776184,-0.413986,0.881083,86393.28147,2001-01-01 23:59:53.281 +0000,,,,,0.056390629,1.861587181,-1.878729104,,0.05633097,1.077852061,-1.081663546
0.023499,0.732224,-0.321533,0.800054,86393.27168,2001-01-01 23:59:53.272 +0000,,,,,0.029384416,2.271232757,-2.278462787,,0.029375963,1.15604691,-1.15721778
0.018356,0.682556,-0.241379,0.724212,86393.26185,2001-01-01 23:59:53.262 +0000,,,,,0.025354304,2.819594458,-2.82875801,,0.025348873,1.229975278,-1.230996179
0.023758,0.61792,-0.146042,0.635388,86393.25205,2001-01-01 23:59:53.252 +0000,,,,,0.037417496,4.176211708,-4.234237816,,0.037400048,1.335770073,-1.338875875
0.048569,0.496063,-0.060196,0.502057,86393.24226,2001-01-01 23:59:53.242 +0000,,,,,0.097195935,6.41350234,-8.280201317,,0.096891586,1.416120714,-1.45060839
0.06897,0.419907,0.060806,0.429856,86393.23246,2001-01-01 23:59:53.232 +0000,,,,,0.162555153,4.566842893,6.998215442,,0.161145638,1.355229015,1.428863572
0.069214,0.358261,0.219559,0.425849,86393.22267,2001-01-01 23:59:53.223 +0000,,,,,0.164721905,1.556234316,1.661902398,,0.163255882,0.999657268,1.029113041
0.040665,0.263748,0.370209,0.456367,86393.21287,2001-01-01 23:59:53.213 +0000,,,,,0.089461671,0.708170577,0.720848165,,0.089224145,0.61618855,0.624581419
-0.028992,0.218414,0.45816,0.508386,86393.20307,2001-01-01 23:59:53.203 +0000,,,,,-0.05712055,0.475768325,0.480901386,,-0.057058548,0.444075034,0.448252313
-0.107437,0.221252,0.51445,0.570223,86393.19328,2001-01-01 23:59:53.193 +0000,,,,,-0.191848345,0.420992326,0.478098224,,-0.189545284,0.398471221,0.445973172
-0.16571,0.200821,0.5289,0.589512,86393.18348,2001-01-01 23:59:53.183 +0000,,,,,-0.292907243,0.362328123,0.492272592,,-0.284937042,0.347615065,0.457446595
-0.183853,0.194092,0.573059,0.632353,86393.17368,2001-01-01 23:59:53.174 +0000,,,,,-0.303871274,0.322503391,0.466523561,,-0.295004627,0.311972147,0.43650964
-0.179581,0.143524,0.708527,0.744888,86393.16389,2001-01-01 23:59:53.164 +0000,,,,,-0.248411487,0.196357847,0.324458997,,-0.243483034,0.19389105,0.313742503
-0.175125,0.025864,0.846954,0.865257,86393.15409,2001-01-01 23:59:53.154 +0000,,,,,-0.206674035,0.029905078,0.209013251,,-0.203804588,0.029896168,0.206046935
-0.168015,-0.005325,1.025528,1.039214,86393.1443,2001-01-01 23:59:53.144 +0000,,,,,-0.163830471,-0.005124134,0.163914942,,-0.162387873,-0.005124089,0.162470135
-0.173172,-0.046265,1.234314,1.247261,86393.1345,2001-01-01 23:59:53.135 +0000,,,,,-0.140199723,-0.037118823,0.145218817,,-0.13929182,-0.03710179,0.144210726
-0.198593,-0.100433,1.429993,1.447206,86393.1247,2001-01-01 23:59:53.125 +0000,,,,,-0.138535646,-0.069565566,0.155626149,,-0.137659449,-0.069453673,0.154387701
-0.279724,-0.144073,1.58165,1.612643,86393.11491,2001-01-01 23:59:53.115 +0000,,,,,-0.176126624,-0.089698327,0.198935731,,-0.174338603,-0.089458917,0.196372015
-0.359314,-0.168396,1.678009,1.724291,86393.10511,2001-01-01 23:59:53.105 +0000,,,,,-0.213060965,-0.098130122,0.236480877,,-0.20992206,-0.097816947,0.232214873
-0.383484,-0.226852,1.7202,1.776966,86393.09532,2001-01-01 23:59:53.095 +0000,,,,,-0.221016316,-0.128715705,0.25901515,,-0.217519495,-0.128011846,0.253445348
-0.34079,-0.251785,1.762421,1.812639,86393.08552,2001-01-01 23:59:53.086 +0000,,,,,-0.191421122,-0.140264958,0.240415853,,-0.189133195,-0.139355797,0.235938148
-0.269241,-0.245071,1.802399,1.838802,86393.07572,2001-01-01 23:59:53.076 +0000,,,,,-0.148017264,-0.134477243,0.201994603,,-0.146950279,-0.133675292,0.199312709
-0.212692,-0.226257,1.904343,1.929495,86393.06593,2001-01-01 23:59:53.066 +0000,,,,,-0.110907815,-0.118076881,0.163065157,,-0.1104564,-0.117532678,0.161642472
-0.242554,-0.266525,1.971344,2.004012,86393.05613,2001-01-01 23:59:53.056 +0000,,,,,-0.121930581,-0.134187734,0.182805262,,-0.121331665,-0.133390915,0.180808827
-0.326691,-0.27948,2.09079,2.134535,86393.04633,2001-01-01 23:59:53.046 +0000,,,,,-0.15487488,-0.132069458,0.205628336,,-0.153654114,-0.131309528,0.202801517
-0.404877,-0.391327,2.187195,2.258513,86393.03654,2001-01-01 23:59:53.037 +0000,,,,,-0.182218873,-0.175928442,0.257445162,,-0.180241341,-0.174146377,0.251973506
-0.445694,-0.483917,2.236252,2.331017,86393.02674,2001-01-01 23:59:53.027 +0000,,,,,-0.194795312,-0.212222537,0.294192989,,-0.19238608,-0.209119903,0.286120784
-0.403244,-0.501633,2.208282,2.300164,86393.01695,2001-01-01 23:59:53.017 +0000,,,,,-0.178068772,-0.223464716,0.291455472,,-0.17622169,-0.219852657,0.283599461
-0.276764,-0.46051,2.135895,2.202434,86393.00715,2001-01-01 23:59:53.007 +0000,,,,,-0.12666688,-0.213817605,0.251547063,,-0.125995892,-0.210645732,0.246434192
-0.110977,-0.421936,2.045212,2.091229,86392.99735,2001-01-01 23:59:52.997 +0000,,,,,-0.053142724,-0.206001238,0.213320902,,-0.053092781,-0.203159266,0.210170696
0.045609,-0.428543,2.035248,2.080376,86392.98756,2001-01-01 23:59:52.988 +0000,,,,,0.021928713,-0.21050773,0.211749725,,0.021925199,-0.207478429,0.208667425
0.127441,-0.481613,2.150803,2.207746,86392.97776,2001-01-01 23:59:52.978 +0000,,,,,0.057820878,-0.223530363,0.231629308,,0.05775657,-0.219915181,0.227615284
0.155334,-0.575317,2.380096,2.453564,86392.96797,2001-01-01 23:59:52.968 +0000,,,,,0.0634368,-0.241206934,0.250375629,,0.06335191,-0.236685869,0.245332165
0.089157,-0.688766,2.545212,2.638267,86392.95817,2001-01-01 23:59:52.958 +0000,,,,,0.03381309,-0.270446553,0.272870186,,0.033800213,-0.264127999,0.266385064
0.027496,-0.795624,2.590698,2.710257,86392.94837,2001-01-01 23:59:52.948 +0000,,,,,0.010145688,-0.307090673,0.307291308,,0.01014534,-0.297949237,0.298132571
-0.005295,-0.772293,2.455612,2.574198,86392.93858,2001-01-01 23:59:52.939 +0000,,,,,-0.002056956,-0.314500501,0.314508624,,-0.002056953,-0.30470635,0.304713741
0.040695,-0.670013,2.160309,2.262191,86392.92878,2001-01-01 23:59:52.929 +0000,,,,,0.017992108,-0.310091822,0.310718384,,0.017990167,-0.300689439,0.301260937
