x_rad_per_sec,y_rad_per_sec,z_rad_per_sec,rms_rad_per_sec,TimeInterval,Date,,,,,X,Y,Z
-2.235142,-1.009848,-0.610705,2.527571,39938.84686,2001-01-01 11:05:38.847 +0000,,,,,35.249211,154.666752,125.090763
-2.291477,-0.93447,-0.696771,2.570912,39938.82687,2001-01-01 11:05:38.827 +0000,,,,,32.957734,153.732282,124.393992
-1.929082,-1.311455,-0.754206,2.45155,39938.80691,2001-01-01 11:05:38.807 +0000,,,,,31.028652,152.420827,123.639786
-1.191202,-2.138281,-1.039751,2.659378,39938.78692,2001-01-01 11:05:38.787 +0000,,,,,29.83745,150.282546,122.600035
-0.800289,-2.471819,-1.623887,3.06388,39938.76696,2001-01-01 11:05:38.767 +0000,,,,,29.037161,147.810727,120.976148
-0.678538,-3.085198,-2.424918,3.982347,39938.74697,2001-01-01 11:05:38.747 +0000,,,,,28.358623,144.725529,118.55123
-0.313332,-3.828733,-3.374613,5.113256,39938.72698,2001-01-01 11:05:38.727 +0000,,,,,28.045291,140.896796,115.176617
-0.477962,-3.619924,-4.1734,5.545229,39938.70702,2001-01-01 11:05:38.707 +0000,,,,,27.567329,137.276872,111.003217
-0.609483,-3.563768,-4.683052,5.916324,39938.68703,2001-01-01 11:05:38.687 +0000,,,,,26.957846,133.713104,106.320165
-0.243739,-5.213163,-5.356742,7.478714,39938.66708,2001-01-01 11:05:38.667 +0000,,,,,26.714107,128.499941,100.963423
-0.026443,-6.210558,-5.965889,8.611827,39938.64709,2001-01-01 11:05:38.647 +0000,,,,,26.687664,122.289383,94.997534
0.274951,-6.477632,-6.783746,9.383737,39938.62713,2001-01-01 11:05:38.627 +0000,,,,,26.962615,115.811751,88.213788
1.093581,-6.98987,-7.813284,10.540475,39938.60714,2001-01-01 11:05:38.607 +0000,,,,,28.056196,108.821881,80.400504
1.962175,-7.571741,-8.586922,11.615361,39938.58718,2001-01-01 11:05:38.587 +0000,,,,,30.018371,101.25014,71.813582
2.630121,-7.502451,-8.764249,11.832851,39938.56719,2001-01-01 11:05:38.567 +0000,,,,,32.648492,93.747689,63.049333
3.156673,-6.846629,-8.220744,11.15444,39938.5472,2001-01-01 11:05:38.547 +0000,,,,,35.805165,86.90106,54.828589
3.688883,-6.670251,-7.706883,10.839564,39938.52724,2001-01-01 11:05:38.527 +0000,,,,,39.494048,80.230809,47.121706
3.899596,-6.71098,-7.441428,10.752625,39938.50726,2001-01-01 11:05:38.507 +0000,,,,,43.393644,73.519829,39.680278
3.552686,-5.987531,-6.862329,9.775667,39938.4873,2001-01-01 11:05:38.487 +0000,,,,,46.94633,67.532298,32.817949
3.196919,-4.47012,-6.147609,8.24593,39938.46731,2001-01-01 11:05:38.467 +0000,,,,,50.143249,63.062178,26.67034
3.227937,-3.412551,-5.403386,7.159725,39938.44735,2001-01-01 11:05:38.447 +0000,,,,,53.371186,59.649627,21.266954
3.067382,-3.520827,-5.203295,6.991375,39938.42736,2001-01-01 11:05:38.427 +0000,,,,,56.438568,56.1288,16.063659
2.37746,-3.394856,-4.893082,6.412458,39938.40744,2001-01-01 11:05:38.407 +0000,,,,,58.816028,52.733944,11.170577
1.664556,-2.572359,-3.788878,4.872717,39938.38745,2001-01-01 11:05:38.387 +0000,,,,,60.480584,50.161585,7.381699
1.344398,-1.907137,-2.645267,3.527323,39938.36746,2001-01-01 11:05:38.367 +0000,,,,,61.824982,48.254448,4.736432
0.962204,-1.603441,-2.069538,2.789238,39938.3475,2001-01-01 11:05:38.347 +0000,,,,,62.787186,46.651007,2.666894
0.635898,-1.312037,-1.740226,2.270285,39938.32751,2001-01-01 11:05:38.328 +0000,,,,,63.423084,45.33897,0.926668
0.590344,-1.267707,-1.464978,2.025277,39938.30755,2001-01-01 11:05:38.308 +0000,,,,,64.013428,44.071263,-0.53831
0.630245,-1.465174,-1.206661,1.999994,39938.28756,2001-01-01 11:05:38.288 +0000,,,,,64.643673,42.606089,-1.744971
0.408415,-1.156694,-0.894854,1.51839,39938.2676,2001-01-01 11:05:38.268 +0000,,,,,65.052088,41.449395,-2.639825
0.01829,-0.472024,-0.901485,1.017751,39938.24761,2001-01-01 11:05:38.248 +0000,,,,,65.070378,40.977371,-3.54131
-0.295305,0.37209,-0.643042,0.799474,39938.22766,2001-01-01 11:05:38.228 +0000,,,,,64.775073,41.349461,-4.184352
-0.269831,0.674187,0.026265,0.726655,39938.20767,2001-01-01 11:05:38.208 +0000,,,,,64.505242,42.023648,-4.158087
0.237291,-0.23781,0.255485,0.422058,39938.18768,2001-01-01 11:05:38.188 +0000,,,,,64.742533,41.785838,-3.902602
0.254429,-0.416888,0.205867,0.53001,39938.16772,2001-01-01 11:05:38.168 +0000,,,,,64.996962,41.36895,-3.696735
0.196982,-0.240491,0.04686,0.314378,39938.14773,2001-01-01 11:05:38.148 +0000,,,,,65.193944,41.128459,-3.649875
0.235126,-0.339687,-0.014586,0.413381,39938.12777,2001-01-01 11:05:38.128 +0000,,,,,65.42907,40.788772,-3.664461
0.138035,-0.068167,-0.036281,0.158167,39938.10778,2001-01-01 11:05:38.108 +0000,,,,,65.567105,40.720605,-3.700742
0.315366,0.095966,-0.055832,0.334339,39938.08782,2001-01-01 11:05:38.088 +0000,,,,,65.882471,40.816571,-3.756574
0.336516,0.228946,-0.134052,0.42852,39938.06784,2001-01-01 11:05:38.068 +0000,,,,,66.218987,41.045517,-3.890626
0.597496,-0.202268,-0.121502,0.642399,39938.04788,2001-01-01 11:05:38.048 +0000,,,,,66.816483,40.843249,-4.012128
0.469386,-0.380266,-0.122951,0.616476,39938.02789,2001-01-01 11:05:38.028 +0000,,,,,67.285869,40.462983,-4.135079
0.277216,-0.57634,-0.09166,0.646079,39938.00793,2001-01-01 11:05:38.008 +0000,,,,,67.563085,39.886643,-4.226739
0.080389,-0.358858,0.032505,0.369185,39937.98794,2001-01-01 11:05:37.988 +0000,,,,,67.643474,39.527785,-4.194234
-0.143575,0.104398,0.042556,0.182548,39937.96795,2001-01-01 11:05:37.968 +0000,,,,,67.499899,39.632183,-4.151678
-0.254116,0.382118,-0.051905,0.461826,39937.94799,2001-01-01 11:05:37.948 +0000,,,,,67.245783,40.014301,-4.203583
-0.080281,0.079376,-0.184541,0.216336,39937.928,2001-01-01 11:05:37.928 +0000,,,,,67.165502,40.093677,-4.388124
0.00899,0.133326,-0.362527,0.386371,39937.90805,2001-01-01 11:05:37.908 +0000,,,,,67.174492,40.227003,-4.750651
0.215946,-0.106872,-0.201269,0.313948,39937.88806,2001-01-01 11:05:37.888 +0000,,,,,67.390438,40.120131,-4.95192
0.065961,0.089404,-0.051086,0.122286,39937.8681,2001-01-01 11:05:37.868 +0000,,,,,67.456399,40.209535,-5.003006
0.07416,0.179915,-0.068373,0.206262,39937.84811,2001-01-01 11:05:37.848 +0000,,,,,67.530559,40.38945,-5.071379
0.186512,0.00333,-0.000887,0.186544,39937.82815,2001-01-01 11:05:37.828 +0000,,,,,67.717071,40.39278,-5.072266
0.419248,-0.46064,0.12696,0.635671,39937.80816,2001-01-01 11:05:37.808 +0000,,,,,68.136319,39.93214,-4.945306
0.348108,-0.207947,0.236918,0.469629,39937.78817,2001-01-01 11:05:37.788 +0000,,,,,68.484427,39.724193,-4.708388
0.032761,0.349128,0.303798,0.463957,39937.76821,2001-01-01 11:05:37.768 +0000,,,,,68.517188,40.073321,-4.40459
0.028024,0.423298,0.145425,0.448458,39937.74823,2001-01-01 11:05:37.748 +0000,,,,,68.545212,40.496619,-4.259165
0.029757,-0.085439,-0.095733,0.13172,39937.72827,2001-01-01 11:05:37.728 +0000,,,,,68.574969,40.41118,-4.354898
0.043561,-0.276157,-0.113286,0.301652,39937.70828,2001-01-01 11:05:37.708 +0000,,,,,68.61853,40.135023,-4.468184
-0.324334,0.413463,-0.276851,0.593962,39937.68832,2001-01-01 11:05:37.688 +0000,,,,,68.294196,40.548486,-4.745035
-0.601634,1.18484,-0.148324,1.33709,39937.66833,2001-01-01 11:05:37.668 +0000,,,,,67.692562,41.733326,-4.893359
-0.586122,0.869466,-0.174075,1.062926,39937.64837,2001-01-01 11:05:37.648 +0000,,,,,67.10644,42.602792,-5.067434
-0.527931,0.415449,-0.275025,0.725912,39937.62838,2001-01-01 11:05:37.628 +0000,,,,,66.578509,43.018241,-5.342459
-0.452644,0.457574,-0.065204,0.646925,39937.60842,2001-01-01 11:05:37.608 +0000,,,,,66.125865,43.475815,-5.407663
-0.496106,0.473835,0.060543,0.688699,39937.58844,2001-01-01 11:05:37.588 +0000,,,,,65.629759,43.94965,-5.34712
-0.119574,0.493127,-0.003216,0.507427,39937.56845,2001-01-01 11:05:37.568 +0000,,,,,65.510185,44.442777,-5.350336
-0.060979,0.062776,-0.012336,0.088382,39937.54849,2001-01-01 11:05:37.548 +0000,,,,,65.449206,44.505553,-5.362672
0.07161,-0.147191,-0.094214,0.188863,39937.5285,2001-01-01 11:05:37.528 +0000,,,,,65.520816,44.358362,-5.456886
0.066939,0.017765,-0.157736,0.172271,39937.50854,2001-01-01 11:05:37.509 +0000,,,,,65.587755,44.376127,-5.614622
-0.083389,0.305171,-0.201204,0.374921,39937.48855,2001-01-01 11:05:37.489 +0000,,,,,65.504366,44.681298,-5.815826
-0.16409,0.238006,-0.19836,0.350598,39937.46859,2001-01-01 11:05:37.469 +0000,,,,,65.340276,44.919304,-6.014186
-0.061151,0.056024,-0.156568,0.177177,39937.4486,2001-01-01 11:05:37.449 +0000,,,,,65.279125,44.975328,-6.170754
-0.012878,-0.036565,-0.13462,0.14009,39937.42864,2001-01-01 11:05:37.429 +0000,,,,,65.266247,44.938763,-6.305374
-0.143377,0.010313,-0.093956,0.17173,39937.40869,2001-01-01 11:05:37.409 +0000,,,,,65.12287,44.949076,-6.39933
-0.178047,0.182754,-0.137399,0.28979,39937.3887,2001-01-01 11:05:37.389 +0000,,,,,64.944823,45.13183,-6.536729
-0.045589,-0.007576,-0.034479,0.05766,36248.90185,2001-01-01 10:04:08.902 +0000,,,,,64.899234,45.124254,-6.571208
-0.01684,-0.024554,-0.016075,0.033836,36248.88189,2001-01-01 10:04:08.882 +0000,,,,,64.882394,45.0997,-6.587283
-0.159519,0.067158,0.064989,0.184878,36248.8619,2001-01-01 10:04:08.862 +0000,,,,,64.722875,45.166858,-6.522294
0.121469,-0.064303,0.236067,0.273162,36248.84191,2001-01-01 10:04:08.842 +0000,,,,,64.844344,45.102555,-6.286227
0.054289,-0.109436,0.098967,0.15722,36248.82195,2001-01-01 10:04:08.822 +0000,,,,,64.898633,44.993119,-6.18726
0.112616,-0.324918,-0.036823,0.345847,36248.80197,2001-01-01 10:04:08.802 +0000,,,,,65.011249,44.668201,-6.224083
0.32717,-0.623642,0.148152,0.719666,36248.78201,2001-01-01 10:04:08.782 +0000,,,,,65.338419,44.044559,-6.075931
0.332058,-0.504998,0.306002,0.677438,36248.76202,2001-01-01 10:04:08.762 +0000,,,,,65.670477,43.539561,-5.769929
0.214392,-0.377329,0.274943,0.513746,36248.74203,2001-01-01 10:04:08.742 +0000,,,,,65.884869,43.162232,-5.494986
0.16021,-0.414034,0.096235,0.454261,36248.72207,2001-01-01 10:04:08.722 +0000,,,,,66.045079,42.748198,-5.398751
0.220181,-0.589975,0.010569,0.629811,36248.70208,2001-01-01 10:04:08.702 +0000,,,,,66.26526,42.158223,-5.388182
0.316124,-0.674964,0.075558,0.749146,36248.68212,2001-01-01 10:04:08.682 +0000,,,,,66.581384,41.483259,-5.312624
0.326549,-0.662101,0.104443,0.745601,36248.66213,2001-01-01 10:04:08.662 +0000,,,,,66.907933,40.821158,-5.208181
0.313141,-0.718645,0.074588,0.787446,36248.64214,2001-01-01 10:04:08.642 +0000,,,,,67.221074,40.102513,-5.133593
0.30083,-0.749686,0.019027,0.808016,36248.62219,2001-01-01 10:04:08.622 +0000,,,,,67.521904,39.352827,-5.114566
0.303777,-0.643264,-0.023983,0.711789,36248.6022,2001-01-01 10:04:08.602 +0000,,,,,67.825681,38.709563,-5.138549
0.251767,-0.501547,0.005199,0.561216,36248.58224,2001-01-01 10:04:08.582 +0000,,,,,68.077448,38.208016,-5.13335
0.125983,-0.275799,0.005874,0.303268,36248.56225,2001-01-01 10:04:08.562 +0000,,,,,68.203431,37.932217,-5.127476
0.068836,-0.123536,-0.005611,0.141531,36248.54226,2001-01-01 10:04:08.542 +0000,,,,,68.272267,37.808681,-5.133087
0.083812,-0.136305,-0.004406,0.160071,36248.5223,2001-01-01 10:04:08.522 +0000,,,,,68.356079,37.672376,-5.137493
0.062475,-0.142691,0.004015,0.15582,36248.50235,2001-01-01 10:04:08.502 +0000,,,,,68.418554,37.529685,-5.133478
0.032582,-0.111861,-0.012298,0.117157,36248.48239,2001-01-01 10:04:08.482 +0000,,,,,68.451136,37.417824,-5.145776
-0.000972,-0.022366,0.002191,0.022494,36248.4624,2001-01-01 10:04:08.462 +0000,,,,,68.450164,37.395458,-5.143585
-0.012792,-0.00745,0.006345,0.016106,36248.44241,2001-01-01 10:04:08.442 +0000,,,,,68.437372,37.388008,-5.13724
-0.010628,-0.011715,0.004234,0.016375,36248.42245,2001-01-01 10:04:08.422 +0000,,,,,68.426744,37.376293,-5.133006
-0.005369,0.008518,-0.000059,0.010069,36248.40246,2001-01-01 10:04:08.402 +0000,,,,,68.421375,37.384811,-5.133065
-0.005423,0.017046,0.002054,0.018005,36248.3825,2001-01-01 10:04:08.383 +0000,,,,,68.415952,37.401857,-5.131011
-0.00325,0.013841,-0.002197,0.014386,36248.36252,2001-01-01 10:04:08.363 +0000,,,,,68.412702,37.415698,-5.133208
-0.002068,-0.005344,-0.00641,0.008598,36248.34253,2001-01-01 10:04:08.343 +0000,,,,,68.410634,37.410354,-5.139618
0.001141,0.004222,-0.016031,0.016617,36248.32257,2001-01-01 10:04:08.323 +0000,,,,,68.411775,37.414576,-5.155649
-0.043595,-0.000075,-0.01739,0.046936,36248.30258,2001-01-01 10:04:08.303 +0000,,,,,68.36818,37.414501,-5.173039
-0.079086,0.036179,0.006848,0.087237,36248.28262,2001-01-01 10:04:08.283 +0000,,,,,68.289094,37.45068,-5.166191
-0.07182,0.069223,0.013218,0.100622,36248.26263,2001-01-01 10:04:08.263 +0000,,,,,68.217274,37.519903,-5.152973
-0.044024,0.060703,0.005949,0.075223,36248.24264,2001-01-01 10:04:08.243 +0000,,,,,68.17325,37.580606,-5.147024
-0.024878,0.071365,0.003912,0.075678,36248.22268,2001-01-01 10:04:08.223 +0000,,,,,68.148372,37.651971,-5.143112
-0.037865,0.118216,-0.000577,0.124134,36248.2027,2001-01-01 10:04:08.203 +0000,,,,,68.110507,37.770187,-5.143689
-0.047188,0.092582,-0.025146,0.106913,36248.18271,2001-01-01 10:04:08.183 +0000,,,,,68.063319,37.862769,-5.168835
-0.04834,0.105375,-0.020914,0.117805,36248.16275,2001-01-01 10:04:08.163 +0000,,,,,68.014979,37.968144,-5.189749
-0.043201,0.142668,-0.018844,0.150252,36248.14276,2001-01-01 10:04:08.143 +0000,,,,,67.971778,38.110812,-5.208593
-0.073813,0.082985,-0.021025,0.113035,36248.1228,2001-01-01 10:04:08.123 +0000,,,,,67.897965,38.193797,-5.229618
-0.142947,0.054168,-0.022482,0.15451,36248.10281,2001-01-01 10:04:08.103 +0000,,,,,67.755018,38.247965,-5.2521
-0.196616,0.159539,-0.043432,0.256899,36248.08282,2001-01-01 10:04:08.083 +0000,,,,,67.558402,38.407504,-5.295532
-0.212809,0.235097,-0.069391,0.324613,36248.06286,2001-01-01 10:04:08.063 +0000,,,,,67.345593,38.642601,-5.364923
-0.163378,0.175428,-0.089197,0.25578,36248.04287,2001-01-01 10:04:08.043 +0000,,,,,67.182215,38.818029,-5.45412
-0.134174,0.097661,-0.098405,0.192935,36248.02292,2001-01-01 10:04:08.023 +0000,,,,,67.048041,38.91569,-5.552525
-0.157057,0.15739,-0.062393,0.230936,36248.00293,2001-01-01 10:04:08.003 +0000,,,,,66.890984,39.07308,-5.614918
-0.159722,0.2214,-0.024118,0.274063,36247.98294,2001-01-01 10:04:07.983 +0000,,,,,66.731262,39.29448,-5.639036
-0.147965,0.247974,-0.050824,0.293203,36247.96298,2001-01-01 10:04:07.963 +0000,,,,,66.583297,39.542454,-5.68986
-0.13662,0.13819,-0.07823,0.209479,36247.94299,2001-01-01 10:04:07.943 +0000,,,,,66.446677,39.680644,-5.76809
-0.157707,0.106184,-0.091108,0.210825,36247.92303,2001-01-01 10:04:07.923 +0000,,,,,66.28897,39.786828,-5.859198
-0.164689,0.173403,-0.04646,0.243618,36247.90304,2001-01-01 10:04:07.903 +0000,,,,,66.124281,39.960231,-5.905658
-0.166584,0.256674,0.025959,0.307092,36247.88305,2001-01-01 10:04:07.883 +0000,,,,,65.957697,40.216905,-5.879699
-0.137708,0.274728,-0.004882,0.307348,36247.8631,2001-01-01 10:04:07.863 +0000,,,,,65.819989,40.491633,-5.884581
-0.121169,0.21072,-0.046268,0.247438,36247.84311,2001-01-01 10:04:07.843 +0000,,,,,65.69882,40.702353,-5.930849
-0.131826,0.201143,-0.038834,0.243608,36247.82315,2001-01-01 10:04:07.823 +0000,,,,,65.566994,40.903496,-5.969683
-0.127804,0.233142,-0.023935,0.266949,36247.80316,2001-01-01 10:04:07.803 +0000,,,,,65.43919,41.136638,-5.993618
-0.108701,0.228938,-0.006698,0.253522,36247.78317,2001-01-01 10:04:07.783 +0000,,,,,65.330489,41.365576,-6.000316
-0.124281,0.160714,-0.020509,0.204195,36247.76321,2001-01-01 10:04:07.763 +0000,,,,,65.206208,41.52629,-6.020825
-0.106128,0.178787,-0.040737,0.211866,36247.74322,2001-01-01 10:04:07.743 +0000,,,,,65.10008,41.705077,-6.061562
-0.033695,0.186301,-0.0392,0.193339,36247.72326,2001-01-01 10:04:07.723 +0000,,,,,65.066385,41.891378,-6.100762
0.004533,0.145988,0.01673,0.147013,36247.70328,2001-01-01 10:04:07.703 +0000,,,,,65.070918,42.037366,-6.084032
-0.034679,0.093771,0.020881,0.102135,36247.68329,2001-01-01 10:04:07.683 +0000,,,,,65.036239,42.131137,-6.063151
-0.105085,0.129892,0.002143,0.167091,36247.66333,2001-01-01 10:04:07.663 +0000,,,,,64.931154,42.261029,-6.061008
-0.158502,0.351486,0.024688,0.386361,36247.64334,2001-01-01 10:04:07.643 +0000,,,,,64.772652,42.612515,-6.03632
-0.187384,0.389782,0.011567,0.432639,36247.62338,2001-01-01 10:04:07.623 +0000,,,,,64.585268,43.002297,-6.024753
-0.147155,0.273597,-0.028449,0.31196,36247.60339,2001-01-01 10:04:07.603 +0000,,,,,64.438113,43.275894,-6.053202
-0.076217,0.156455,-0.034063,0.177334,36247.5834,2001-01-01 10:04:07.583 +0000,,,,,64.361896,43.432349,-6.087265
-0.049596,0.111832,0.005772,0.122472,36247.56344,2001-01-01 10:04:07.563 +0000,,,,,64.3123,43.544181,-6.081493
-0.047913,0.177936,0.028043,0.186395,36247.54345,2001-01-01 10:04:07.543 +0000,,,,,64.264387,43.722117,-6.05345
-0.039109,0.185269,-0.024275,0.190901,36247.5235,2001-01-01 10:04:07.523 +0000,,,,,64.225278,43.907386,-6.077725
-0.027855,0.078713,-0.038868,0.0921,36247.50351,2001-01-01 10:04:07.504 +0000,,,,,64.197423,43.986099,-6.116593
-0.035226,0.032954,-0.017423,0.051288,36247.48355,2001-01-01 10:04:07.484 +0000,,,,,64.162197,44.019053,-6.134016
-0.038462,0.027652,-0.006746,0.047848,36247.46359,2001-01-01 10:04:07.464 +0000,,,,,64.123735,44.046705,-6.140762
-0.047097,0.058522,-0.013299,0.076288,36247.4436,2001-01-01 10:04:07.444 +0000,,,,,64.076638,44.105227,-6.154061
-0.031014,0.058494,-0.029218,0.072368,36247.42364,2001-01-01 10:04:07.424 +0000,,,,,64.045624,44.163721,-6.183279
-0.011898,0.050032,-0.010901,0.05257,36247.40365,2001-01-01 10:04:07.404 +0000,,,,,64.033726,44.213753,-6.19418
-0.035283,0.012778,0.008275,0.038427,36247.38366,2001-01-01 10:04:07.384 +0000,,,,,63.998443,44.226531,-6.185905
-0.023437,-0.002148,-0.000152,0.023536,36247.36371,2001-01-01 10:04:07.364 +0000,,,,,63.975006,44.224383,-6.186057
-0.030891,0.003159,-0.00556,0.031546,36247.34372,2001-01-01 10:04:07.344 +0000,,,,,63.944115,44.227542,-6.191617
-0.023453,0.015932,-0.011955,0.03077,36247.32373,2001-01-01 10:04:07.324 +0000,,,,,63.920662,44.243474,-6.203572
-0.028705,-0.00962,-0.004442,0.030598,36247.30377,2001-01-01 10:04:07.304 +0000,,,,,63.891957,44.233854,-6.208014
-0.011592,-0.00219,-0.020374,0.023543,36247.28378,2001-01-01 10:04:07.284 +0000,,,,,63.880365,44.231664,-6.228388
0.0162,-0.054298,0.007736,0.057189,36247.26382,2001-01-01 10:04:07.264 +0000,,,,,63.896565,44.177366,-6.220652
0.022649,-0.148936,0.074285,0.167968,36247.24383,2001-01-01 10:04:07.244 +0000,,,,,63.919214,44.02843,-6.146367
0.049471,-0.196832,0.083144,0.219324,36247.22384,2001-01-01 10:04:07.224 +0000,,,,,63.968685,43.831598,-6.063223
0.083101,-0.271474,0.044039,0.287304,36247.20388,2001-01-01 10:04:07.204 +0000,,,,,64.051786,43.560124,-6.019184
0.146993,-0.31074,0.08518,0.35415,36247.1839,2001-01-01 10:04:07.184 +0000,,,,,64.198779,43.249384,-5.934004
0.268199,-0.382821,0.193045,0.505716,36247.16394,2001-01-01 10:04:07.164 +0000,,,,,64.466978,42.866563,-5.740959
0.357563,-0.390128,0.226792,0.575748,36247.14395,2001-01-01 10:04:07.144 +0000,,,,,64.824541,42.476435,-5.514167
0.28296,-0.291311,0.14695,0.431883,36247.12396,2001-01-01 10:04:07.124 +0000,,,,,65.107501,42.185124,-5.367217
0.186178,-0.475841,0.080551,0.517277,36247.104,2001-01-01 10:04:07.104 +0000,,,,,65.293679,41.709283,-5.286666
0.13633,-0.679043,0.201509,0.721312,36247.08401,2001-01-01 10:04:07.084 +0000,,,,,65.430009,41.03024,-5.085157
0.086223,-0.545735,0.275604,0.617429,36247.06405,2001-01-01 10:04:07.064 +0000,,,,,65.516232,40.484505,-4.809553
0.001655,-0.361718,0.190121,0.408642,36247.04406,2001-01-01 10:04:07.044 +0000,,,,,65.517887,40.122787,-4.619432
-0.059354,-0.381237,0.070089,0.392144,36247.02408,2001-01-01 10:04:07.024 +0000,,,,,65.458533,39.74155,-4.549343
-0.055238,-0.617638,0.104951,0.628922,36247.00412,2001-01-01 10:04:07.004 +0000,,,,,65.403295,39.123912,-4.444392
-0.065282,-0.671678,0.223635,0.710933,36246.98413,2001-01-01 10:04:06.984 +0000,,,,,65.338013,38.452234,-4.220757
0.011065,-0.523679,0.171391,0.551124,36246.96417,2001-01-01 10:04:06.964 +0000,,,,,65.349078,37.928555,-4.049366
0.095709,-0.453634,0.041414,0.465466,36246.94418,2001-01-01 10:04:06.944 +0000,,,,,65.444787,37.474921,-4.007952
0.079948,-0.498392,0.039292,0.506291,36246.92419,2001-01-01 10:04:06.924 +0000,,,,,65.524735,36.976529,-3.96866
0.015188,-0.44707,0.133813,0.466914,36246.90423,2001-01-01 10:04:06.904 +0000,,,,,65.539923,36.529459,-3.834847
0.009179,-0.239476,0.08192,0.253266,36246.88424,2001-01-01 10:04:06.884 +0000,,,,,65.549102,36.289983,-3.752927
-0.076022,-0.127935,-0.01833,0.149942,36246.86429,2001-01-01 10:04:06.864 +0000,,,,,65.47308,36.162048,-3.771257
-0.121932,-0.167272,0.026345,0.208666,36246.8443,2001-01-01 10:04:06.844 +0000,,,,,65.351148,35.994776,-3.744912
0.004616,-0.281262,-0.013095,0.281605,36246.82431,2001-01-01 10:04:06.824 +0000,,,,,65.355764,35.713514,-3.758007
0.114277,-0.447428,-0.038616,0.463403,36246.80435,2001-01-01 10:04:06.804 +0000,,,,,65.470041,35.266086,-3.796623
0.102475,-0.402752,-0.061256,0.420074,36246.78436,2001-01-01 10:04:06.784 +0000,,,,,65.572516,34.863334,-3.857879
-0.004145,-0.192929,-0.044381,0.198011,36246.7644,2001-01-01 10:04:06.764 +0000,,,,,65.568371,34.670405,-3.90226
0.031306,-0.070311,-0.010283,0.077649,36246.74441,2001-01-01 10:04:06.744 +0000,,,,,65.599677,34.600094,-3.912543
0.037512,-0.052154,0.006806,0.064603,36246.72442,2001-01-01 10:04:06.724 +0000,,,,,65.637189,34.54794,-3.905737
-0.000732,-0.024592,-0.036267,0.043825,36246.70446,2001-01-01 10:04:06.704 +0000,,,,,65.636457,34.523348,-3.942004
-0.079379,-0.076839,-0.032382,0.115125,36246.68448,2001-01-01 10:04:06.684 +0000,,,,,65.557078,34.446509,-3.974386
0.019638,-0.000175,-0.075731,0.078236,36246.66452,2001-01-01 10:04:06.665 +0000,,,,,65.576716,34.446334,-4.050117
0.043715,0.008531,-0.009345,0.045509,36246.64453,2001-01-01 10:04:06.645 +0000,,,,,65.620431,34.454865,-4.059462
-0.021382,0.003201,0.008395,0.023193,36246.62454,2001-01-01 10:04:06.625 +0000,,,,,65.599049,34.458066,-4.051067
-0.044659,0.002049,-0.01954,0.048789,36246.60458,2001-01-01 10:04:06.605 +0000,,,,,65.55439,34.460115,-4.070607
-0.047597,-0.041651,-0.027989,0.069164,36246.58459,2001-01-01 10:04:06.585 +0000,,,,,65.506793,34.418464,-4.098596
-0.070139,-0.016085,-0.0218,0.075189,36246.56463,2001-01-01 10:04:06.565 +0000,,,,,65.436654,34.402379,-4.120396
-0.028376,-0.042715,-0.033199,0.06109,36246.54464,2001-01-01 10:04:06.545 +0000,,,,,65.408278,34.359664,-4.153595
-0.003951,-0.036281,-0.023435,0.043372,36246.52466,2001-01-01 10:04:06.525 +0000,,,,,65.404327,34.323383,-4.17703
-0.007329,-0.007502,-0.016057,0.019179,36246.5047,2001-01-01 10:04:06.505 +0000,,,,,65.396998,34.315881,-4.193087
-0.00076,-0.052223,-0.00948,0.053082,36246.48473,2001-01-01 10:04:06.485 +0000,,,,,65.396238,34.263658,-4.202567
0.038801,-0.062878,-0.022006,0.077094,36246.46474,2001-01-01 10:04:06.465 +0000,,,,,65.435039,34.20078,-4.224573
0.043017,-0.039465,-0.032726,0.066925,36246.44478,2001-01-01 10:04:06.445 +0000,,,,,65.478056,34.161315,-4.257299
0.015168,-0.017102,-0.027632,0.035862,36246.42479,2001-01-01 10:04:06.425 +0000,,,,,65.493224,34.144213,-4.284931
-0.034048,-0.005365,-0.005558,0.034914,36246.40483,2001-01-01 10:04:06.405 +0000,,,,,65.459176,34.138848,-4.290489
-0.055323,-0.003272,-0.014255,0.057224,36246.38484,2001-01-01 10:04:06.385 +0000,,,,,65.403853,34.135576,-4.304744
-0.030612,-0.034168,-0.022552,0.051119,36246.36486,2001-01-01 10:04:06.365 +0000,,,,,65.373241,34.101408,-4.327296
-0.023097,-0.036311,-0.029975,0.052445,36246.3449,2001-01-01 10:04:06.345 +0000,,,,,65.350144,34.065097,-4.357271
-0.042692,0.05953,-0.037848,0.082455,36246.32491,2001-01-01 10:04:06.325 +0000,,,,,65.307452,34.124627,-4.395119
-0.063102,0.06915,-0.018778,0.095479,36246.30495,2001-01-01 10:04:06.305 +0000,,,,,65.24435,34.193777,-4.413897
-0.008487,-0.009591,0.001037,0.012849,36246.28496,2001-01-01 10:04:06.285 +0000,,,,,65.235863,34.184186,-4.41286
0.007482,-0.013824,0.007568,0.017446,36246.26497,2001-01-01 10:04:06.265 +0000,,,,,65.243345,34.170362,-4.405292
-0.002438,0.056473,0.006241,0.05687,36246.24501,2001-01-01 10:04:06.245 +0000,,,,,65.240907,34.226835,-4.399051
-0.007429,0.025497,-0.025764,0.037001,36246.22502,2001-01-01 10:04:06.225 +0000,,,,,65.233478,34.252332,-4.424815
