x_rad_per_sec,y_rad_per_sec,z_rad_per_sec,rms_rad_per_sec,TimeInterval,Date,,,,,X,Y,Z
-2.299575,0.15775,-0.569436,2.374276,39943.06155,2001-01-01 11:05:43.062 +0000,,,,,-41.058208,117.96603,98.054666
-1.751514,-0.103477,-0.397271,1.798981,39943.04156,2001-01-01 11:05:43.042 +0000,,,,,-42.809722,117.862553,97.657395
-1.360968,-0.32983,-0.291444,1.430371,39943.02161,2001-01-01 11:05:43.022 +0000,,,,,-44.17069,117.532723,97.365951
-1.042612,-0.116383,-0.227902,1.073556,39943.00162,2001-01-01 11:05:43.002 +0000,,,,,-45.213302,117.41634,97.138049
-0.772225,0.362203,-0.196391,0.875266,39942.98166,2001-01-01 11:05:42.982 +0000,,,,,-45.985527,117.778543,96.941658
-0.440301,0.466893,-0.176271,0.665526,39942.96167,2001-01-01 11:05:42.962 +0000,,,,,-46.425828,118.245436,96.765387
0.008335,-0.032253,-0.120598,0.125114,39942.94168,2001-01-01 11:05:42.942 +0000,,,,,-46.417493,118.213183,96.644789
0.342893,-0.314141,-0.054532,0.468224,39942.92172,2001-01-01 11:05:42.922 +0000,,,,,-46.0746,117.899042,96.590257
0.570311,0.305334,0.099185,0.654462,39942.90173,2001-01-01 11:05:42.902 +0000,,,,,-45.504289,118.204376,96.689442
0.646289,1.084655,0.318761,1.302219,39942.88177,2001-01-01 11:05:42.882 +0000,,,,,-44.858,119.289031,97.008203
0.744469,1.019205,0.52903,1.368534,39942.86178,2001-01-01 11:05:42.862 +0000,,,,,-44.113531,120.308236,97.537233
1.287385,0.117161,0.467829,1.374755,39942.84183,2001-01-01 11:05:42.842 +0000,,,,,-42.826146,120.425397,98.005062
1.848966,-0.517181,0.101502,1.922617,39942.82184,2001-01-01 11:05:42.822 +0000,,,,,-40.97718,119.908216,98.106564
2.081651,-0.14141,-0.075322,2.087808,39942.80188,2001-01-01 11:05:42.802 +0000,,,,,-38.895529,119.766806,98.031242
1.932294,0.753196,0.304834,2.096184,39942.78189,2001-01-01 11:05:42.782 +0000,,,,,-36.963235,120.520002,98.336076
2.287701,1.460797,0.730576,2.810915,39942.7619,2001-01-01 11:05:42.762 +0000,,,,,-34.675534,121.980799,99.066652
3.514719,1.335972,1.148436,3.931536,39942.74194,2001-01-01 11:05:42.742 +0000,,,,,-31.160815,123.316771,100.215088
4.641021,0.577381,1.625038,4.951079,39942.72195,2001-01-01 11:05:42.722 +0000,,,,,-26.519794,123.894152,101.840126
5.054483,0.839082,1.787393,5.426475,39942.70199,2001-01-01 11:05:42.702 +0000,,,,,-21.465311,124.733234,103.627519
5.383672,1.923905,1.840092,6.005937,39942.68201,2001-01-01 11:05:42.682 +0000,,,,,-16.081639,126.657139,105.467611
6.135629,1.779023,2.044303,6.707462,39942.66205,2001-01-01 11:05:42.662 +0000,,,,,-9.94601,128.436162,107.511914
6.851755,0.668772,2.593889,7.35677,39942.64206,2001-01-01 11:05:42.642 +0000,,,,,-3.094255,129.104934,110.105803
6.810652,0.953128,3.003147,7.504154,39942.6221,2001-01-01 11:05:42.622 +0000,,,,,3.716397,130.058062,113.10895
6.876334,2.314726,3.054383,7.872178,39942.60211,2001-01-01 11:05:42.602 +0000,,,,,10.592731,132.372788,116.163333
7.6868,1.993796,2.703842,8.388855,39942.58212,2001-01-01 11:05:42.582 +0000,,,,,18.279531,134.366584,118.867175
7.873878,0.141932,2.482546,8.257187,39942.56216,2001-01-01 11:05:42.562 +0000,,,,,26.153409,134.508516,121.349721
6.862666,0.192826,3.110278,7.537055,39942.54217,2001-01-01 11:05:42.542 +0000,,,,,33.016075,134.701342,124.459999
5.154769,1.008624,3.956686,6.576042,39942.52222,2001-01-01 11:05:42.522 +0000,,,,,38.170844,135.709966,128.416685
3.725959,1.568821,4.320568,5.917033,39942.50223,2001-01-01 11:05:42.502 +0000,,,,,41.896803,137.278787,132.737253
3.045568,1.318988,3.870018,5.09826,39942.48227,2001-01-01 11:05:42.482 +0000,,,,,44.942371,138.597775,136.607271
2.82838,0.696411,2.8979,4.108837,39942.46228,2001-01-01 11:05:42.462 +0000,,,,,47.770751,139.294186,139.505171
2.758179,0.363607,1.889656,3.363118,39942.44232,2001-01-01 11:05:42.442 +0000,,,,,50.52893,139.657793,141.394827
2.195555,0.296504,1.205401,2.522175,39942.42233,2001-01-01 11:05:42.422 +0000,,,,,52.724485,139.954297,142.600228
1.264284,0.275681,0.818782,1.53128,39942.40238,2001-01-01 11:05:42.402 +0000,,,,,53.988769,140.229978,143.41901
0.270981,0.184288,0.345388,0.476116,39942.38242,2001-01-01 11:05:42.382 +0000,,,,,54.25975,140.414266,143.764398
-0.684699,-0.095215,-0.387957,0.79271,39942.36243,2001-01-01 11:05:42.362 +0000,,,,,53.575051,140.319051,143.376441
-1.63487,-0.141513,-1.159297,2.009178,39942.34247,2001-01-01 11:05:42.342 +0000,,,,,51.940181,140.177538,142.217144
-2.482097,-0.20518,-1.663837,2.995206,39942.32248,2001-01-01 11:05:42.322 +0000,,,,,49.458084,139.972358,140.553307
-2.991717,-0.426899,-1.997911,3.622742,39942.30252,2001-01-01 11:05:42.303 +0000,,,,,46.466367,139.545459,138.555396
-3.259535,-0.583703,-2.002498,3.86979,39942.28253,2001-01-01 11:05:42.283 +0000,,,,,43.206832,138.961756,136.552898
-3.511943,-0.718372,-2.106413,4.157737,39942.26258,2001-01-01 11:05:42.263 +0000,,,,,39.694889,138.243384,134.446485
-3.668101,-1.032606,-2.478454,4.545764,39942.24259,2001-01-01 11:05:42.243 +0000,,,,,36.026788,137.210778,131.968031
-3.893432,-1.196585,-2.809699,4.948236,39942.2226,2001-01-01 11:05:42.223 +0000,,,,,32.133356,136.014193,129.158332
-3.970951,-0.960915,-2.689052,4.891095,39942.20264,2001-01-01 11:05:42.203 +0000,,,,,28.162405,135.053278,126.46928
-3.678082,-1.133451,-2.33293,4.500618,39942.18265,2001-01-01 11:05:42.183 +0000,,,,,24.484323,133.919827,124.13635
-3.595947,-1.272692,-2.232626,4.419864,39942.16269,2001-01-01 11:05:42.163 +0000,,,,,20.888376,132.647135,121.903724
-3.995879,-1.421552,-2.430458,4.88825,39942.1427,2001-01-01 11:05:42.143 +0000,,,,,16.892497,131.225583,119.473266
-4.312303,-1.352734,-2.507576,5.168537,39942.12274,2001-01-01 11:05:42.123 +0000,,,,,12.580194,129.872849,116.96569
-4.316062,-1.187268,-2.367007,5.063667,39942.10276,2001-01-01 11:05:42.103 +0000,,,,,8.264132,128.685581,114.598683
-4.282512,-1.174871,-2.10503,4.914406,39942.0828,2001-01-01 11:05:42.083 +0000,,,,,3.98162,127.51071,112.493653
-4.472158,-1.362156,-1.967963,5.072331,39942.06281,2001-01-01 11:05:42.063 +0000,,,,,-0.490538,126.148554,110.52569
-5.047899,-1.466071,-2.032471,5.635742,39942.04282,2001-01-01 11:05:42.043 +0000,,,,,-5.538437,124.682483,108.493219
-5.594517,-1.223693,-2.074216,6.090847,39942.02286,2001-01-01 11:05:42.023 +0000,,,,,-11.132954,123.45879,106.419003
-5.30751,-1.103025,-2.041621,5.792628,39942.00287,2001-01-01 11:05:42.003 +0000,,,,,-16.440464,122.355765,104.377382
-4.583734,-1.268376,-1.920887,5.12925,39941.98291,2001-01-01 11:05:41.983 +0000,,,,,-21.024198,121.087389,102.456495
-4.017814,-1.245173,-1.753649,4.557255,39941.96292,2001-01-01 11:05:41.963 +0000,,,,,-25.042012,119.842216,100.702846
-3.829191,-0.832864,-1.363491,4.149153,39941.94297,2001-01-01 11:05:41.943 +0000,,,,,-28.871203,119.009352,99.339355
-3.578912,-0.036198,-1.0744,3.736878,39941.92298,2001-01-01 11:05:41.923 +0000,,,,,-32.450115,118.973154,98.264955
-2.947272,-0.273095,-0.995767,3.122907,39941.90302,2001-01-01 11:05:41.903 +0000,,,,,-35.397387,118.700059,97.269188
-2.162508,-1.043708,-0.967006,2.588603,39941.88303,2001-01-01 11:05:41.883 +0000,,,,,-37.559895,117.656351,96.302182
-1.589601,-1.259339,-0.886689,2.213365,39941.86304,2001-01-01 11:05:41.863 +0000,,,,,-39.149496,116.397012,95.415493
-1.315529,-0.644425,-0.867278,1.702372,39941.84308,2001-01-01 11:05:41.843 +0000,,,,,-40.465025,115.752587,94.548215
-1.089242,-0.020671,-0.706101,1.29825,39941.82309,2001-01-01 11:05:41.823 +0000,,,,,-41.554267,115.731916,93.842114
-0.722402,-0.082318,-0.331616,0.79913,39941.80313,2001-01-01 11:05:41.803 +0000,,,,,-42.276669,115.649598,93.510498
-0.208122,-0.175282,-0.169753,0.320709,39941.78315,2001-01-01 11:05:41.783 +0000,,,,,-42.484791,115.474316,93.340745
0.021505,0.10519,-0.11554,0.157724,39941.76319,2001-01-01 11:05:41.763 +0000,,,,,-42.463286,115.579506,93.225205
0.109861,0.566981,0.069722,0.58172,39941.7432,2001-01-01 11:05:41.743 +0000,,,,,-42.353425,116.146487,93.294927
0.731782,0.374163,0.312721,0.879373,39941.72324,2001-01-01 11:05:41.723 +0000,,,,,-41.621643,116.52065,93.607648
1.728829,-0.51119,0.403063,1.847329,39941.70325,2001-01-01 11:05:41.703 +0000,,,,,-39.892814,116.00946,94.010711
2.224607,-0.616592,0.28168,2.325598,39941.68326,2001-01-01 11:05:41.683 +0000,,,,,-37.668207,115.392868,94.292391
1.752329,0.281129,0.297423,1.799486,39941.6633,2001-01-01 11:05:41.663 +0000,,,,,-35.915878,115.673997,94.589814
1.518855,0.911531,0.695894,1.903175,39941.64331,2001-01-01 11:05:41.643 +0000,,,,,-34.397023,116.585528,95.285708
2.503841,0.345972,1.301376,2.842973,39941.62336,2001-01-01 11:05:41.623 +0000,,,,,-31.893182,116.9315,96.587084
4.033062,-0.650929,1.78455,4.458017,39941.60337,2001-01-01 11:05:41.603 +0000,,,,,-27.86012,116.280571,98.371634
4.201529,0.759901,1.897251,4.672243,39941.58341,2001-01-01 11:05:41.583 +0000,,,,,-23.658591,117.040472,100.268885
3.603402,2.804187,2.082128,5.018289,39941.56342,2001-01-01 11:05:41.563 +0000,,,,,-20.055189,119.844659,102.351013
4.466683,2.553936,2.290582,5.632106,39941.54346,2001-01-01 11:05:41.543 +0000,,,,,-15.588506,122.398595,104.641595
6.056367,1.08019,2.4891,6.636415,39941.52347,2001-01-01 11:05:41.523 +0000,,,,,-9.532139,123.478785,107.130695
5.852774,0.794059,2.72037,6.502761,39941.50348,2001-01-01 11:05:41.503 +0000,,,,,-3.679365,124.272844,109.851065
5.284866,1.602107,3.115033,6.340346,39941.48352,2001-01-01 11:05:41.484 +0000,,,,,1.605501,125.874951,112.966098
4.801514,2.423445,3.261267,6.289951,39941.46353,2001-01-01 11:05:41.464 +0000,,,,,6.407015,128.298396,116.227365
4.911042,2.288957,2.69713,6.052451,39941.44358,2001-01-01 11:05:41.444 +0000,,,,,11.318057,130.587353,118.924495
5.60189,1.161627,1.960104,6.047525,39941.42359,2001-01-01 11:05:41.424 +0000,,,,,16.919947,131.74898,120.884599
6.075926,0.364001,1.927005,6.384569,39941.40363,2001-01-01 11:05:41.404 +0000,,,,,22.995873,132.112981,122.811604
5.321092,0.832934,2.660045,6.006966,39941.38364,2001-01-01 11:05:41.384 +0000,,,,,28.316965,132.945915,125.471649
3.853905,1.748471,3.277008,5.352431,39941.36369,2001-01-01 11:05:41.364 +0000,,,,,32.17087,134.694386,128.748657
2.580181,1.888511,2.993424,4.38,39941.3437,2001-01-01 11:05:41.344 +0000,,,,,34.751051,136.582897,131.742081
1.948082,1.029908,1.90268,2.911344,39941.32371,2001-01-01 11:05:41.324 +0000,,,,,36.699133,137.612805,133.644761
1.755127,0.251356,0.745228,1.923282,39941.30375,2001-01-01 11:05:41.304 +0000,,,,,38.45426,137.864161,134.389989
1.355861,0.054549,0.116922,1.361986,39941.28376,2001-01-01 11:05:41.284 +0000,,,,,39.810121,137.91871,134.506911
0.552611,0.234533,-0.093074,0.607493,39941.2638,2001-01-01 11:05:41.264 +0000,,,,,40.362732,138.153243,134.413837
-0.388412,0.340112,-0.196946,0.552565,39941.24381,2001-01-01 11:05:41.244 +0000,,,,,39.97432,138.493355,134.216891
-0.846226,-0.016415,-0.352932,0.917022,39941.22385,2001-01-01 11:05:41.224 +0000,,,,,39.128094,138.47694,133.863959
-1.161088,-0.229365,-0.645113,1.347927,39941.20387,2001-01-01 11:05:41.204 +0000,,,,,37.967006,138.247575,133.218846
-1.512016,-0.40733,-0.994264,1.854904,39941.18391,2001-01-01 11:05:41.184 +0000,,,,,36.45499,137.840245,132.224582
-1.808955,-0.747146,-1.330856,2.366796,39941.16392,2001-01-01 11:05:41.164 +0000,,,,,34.646035,137.093099,130.893726
-1.880813,-1.039651,-1.558139,2.654454,39941.14393,2001-01-01 11:05:41.144 +0000,,,,,32.765222,136.053448,129.335587
-1.985951,-1.155153,-1.708126,2.862879,39941.12397,2001-01-01 11:05:41.124 +0000,,,,,30.779271,134.898295,127.627461
-2.416203,-1.121592,-1.793396,3.211273,39941.10398,2001-01-01 11:05:41.104 +0000,,,,,28.363068,133.776703,125.834065
-3.019157,-1.216166,-1.948937,3.793774,39941.08402,2001-01-01 11:05:41.084 +0000,,,,,25.343911,132.560537,123.885128
-3.336266,-1.299983,-2.146387,4.174638,39941.06403,2001-01-01 11:05:41.064 +0000,,,,,22.007645,131.260554,121.738741
-3.417316,-1.516734,-2.322649,4.401503,39941.04408,2001-01-01 11:05:41.044 +0000,,,,,18.590329,129.74382,119.416092
-3.62078,-1.886734,-2.403155,4.737612,39941.02409,2001-01-01 11:05:41.024 +0000,,,,,14.969549,127.857086,117.012937
-4.22281,-1.884057,-2.433937,5.2255,39941.00413,2001-01-01 11:05:41.004 +0000,,,,,10.746739,125.973029,114.579
-4.975164,-1.269886,-2.410766,5.672448,39940.98414,2001-01-01 11:05:40.984 +0000,,,,,5.771575,124.703143,112.168234
-5.044439,-1.189757,-2.297121,5.669096,39940.96415,2001-01-01 11:05:40.964 +0000,,,,,0.727136,123.513386,109.871113
-4.813108,-1.70719,-2.248207,5.579869,39940.94419,2001-01-01 11:05:40.944 +0000,,,,,-4.085972,121.806196,107.622906
-4.717527,-1.96196,-2.344104,5.621314,39940.9242,2001-01-01 11:05:40.924 +0000,,,,,-8.803499,119.844236,105.278802
-4.756449,-1.672135,-2.304551,5.543537,39940.90424,2001-01-01 11:05:40.904 +0000,,,,,-13.559948,118.172101,102.974251
-4.6757,-0.971251,-1.928727,5.15029,39940.88425,2001-01-01 11:05:40.884 +0000,,,,,-18.235648,117.20085,101.045524
-4.196018,-0.39353,-1.506067,4.475452,39940.8643,2001-01-01 11:05:40.864 +0000,,,,,-22.431666,116.80732,99.539457
-3.497527,-0.689347,-1.152214,3.746397,39940.84431,2001-01-01 11:05:40.844 +0000,,,,,-25.929193,116.117973,98.387243
-3.165612,-0.549124,-0.980462,3.359158,39940.82435,2001-01-01 11:05:40.824 +0000,,,,,-29.094805,115.568849,97.406781
-2.560758,-0.147817,-0.852455,2.702963,39940.80436,2001-01-01 11:05:40.804 +0000,,,,,-31.655563,115.421032,96.554326
-1.803901,0.004549,-0.635128,1.91245,39940.78437,2001-01-01 11:05:40.784 +0000,,,,,-33.459464,115.425581,95.919198
-1.25337,0.026873,-0.388921,1.3126,39940.76441,2001-01-01 11:05:40.764 +0000,,,,,-34.712834,115.452454,95.530277
-0.890863,0.020091,-0.225111,0.919084,39940.74442,2001-01-01 11:05:40.744 +0000,,,,,-35.603697,115.472545,95.305166
-0.592653,-0.027439,-0.149242,0.611771,39940.72446,2001-01-01 11:05:40.724 +0000,,,,,-36.19635,115.445106,95.155924
-0.410901,0.044137,-0.121498,0.430754,39940.70448,2001-01-01 11:05:40.704 +0000,,,,,-36.607251,115.489243,95.034426
-0.219788,0.289556,-0.015092,0.363837,39940.68452,2001-01-01 11:05:40.685 +0000,,,,,-36.827039,115.778799,95.019334
0.153454,0.427784,0.198616,0.495979,39940.66453,2001-01-01 11:05:40.665 +0000,,,,,-36.673585,116.206583,95.21795
0.513001,0.520219,0.421973,0.843717,39940.64457,2001-01-01 11:05:40.645 +0000,,,,,-36.160584,116.726802,95.639923
0.71491,0.661399,0.588571,1.137963,39940.62458,2001-01-01 11:05:40.625 +0000,,,,,-35.445674,117.388201,96.228494
0.924316,0.774482,0.592882,1.343761,39940.60459,2001-01-01 11:05:40.605 +0000,,,,,-34.521358,118.162683,96.821376
1.592701,0.343016,0.384864,1.67406,39940.58463,2001-01-01 11:05:40.585 +0000,,,,,-32.928657,118.505699,97.20624
2.338195,-0.550847,0.127333,2.405577,39940.56464,2001-01-01 11:05:40.565 +0000,,,,,-30.590462,117.954852,97.333573
2.531875,-0.527634,-0.018877,2.586338,39940.54469,2001-01-01 11:05:40.545 +0000,,,,,-28.058587,117.427218,97.314696
2.403647,0.46275,0.316284,2.468136,39940.5247,2001-01-01 11:05:40.525 +0000,,,,,-25.65494,117.889968,97.63098
2.260894,1.445343,0.948413,2.846075,39940.50474,2001-01-01 11:05:40.505 +0000,,,,,-23.394046,119.335311,98.579393
3.090024,1.251876,1.297527,3.577571,39940.48475,2001-01-01 11:05:40.485 +0000,,,,,-20.304022,120.587187,99.87692
3.996501,0.158686,1.370726,4.228013,39940.46479,2001-01-01 11:05:40.465 +0000,,,,,-16.307521,120.745873,101.247646
4.096986,0.646451,1.288872,4.343315,39940.4448,2001-01-01 11:05:40.445 +0000,,,,,-12.210535,121.392324,102.536518
3.85489,1.575015,1.643734,4.476908,39940.42481,2001-01-01 11:05:40.425 +0000,,,,,-8.355645,122.967339,104.180252
4.294063,2.43808,2.01833,5.334497,39940.40488,2001-01-01 11:05:40.405 +0000,,,,,-4.061582,125.405419,106.198582
6.062255,2.26167,2.523326,6.945017,39940.38489,2001-01-01 11:05:40.385 +0000,,,,,2.000673,127.667089,108.721908
6.429133,2.386949,3.099252,7.525732,39940.36494,2001-01-01 11:05:40.365 +0000,,,,,8.429806,130.054038,111.82116
6.271086,2.629631,3.491806,7.644225,39940.34495,2001-01-01 11:05:40.345 +0000,,,,,14.700892,132.683669,115.312966
6.385409,2.022091,3.75174,7.677099,39940.32499,2001-01-01 11:05:40.325 +0000,,,,,21.086301,134.70576,119.064706
5.74618,1.944961,3.766869,7.140781,39940.305,2001-01-01 11:05:40.305 +0000,,,,,26.832481,136.650721,122.831575
5.075088,1.680373,3.377327,6.323488,39940.28504,2001-01-01 11:05:40.285 +0000,,,,,31.907569,138.331094,126.208902
4.316327,1.38305,2.701989,5.276765,39940.26505,2001-01-01 11:05:40.265 +0000,,,,,36.223896,139.714144,128.910891
3.430036,1.160343,2.083288,4.177516,39940.24506,2001-01-01 11:05:40.245 +0000,,,,,39.653932,140.874487,130.994179
2.576948,1.224918,1.74398,3.344032,39940.2251,2001-01-01 11:05:40.225 +0000,,,,,42.23088,142.099405,132.738159
1.878231,0.93414,1.539175,2.601813,39940.20512,2001-01-01 11:05:40.205 +0000,,,,,44.109111,143.033545,134.277334
1.43503,0.724468,1.317709,2.078587,39940.18516,2001-01-01 11:05:40.185 +0000,,,,,45.544141,143.758013,135.595043
1.190755,0.517848,0.980042,1.626821,39940.16517,2001-01-01 11:05:40.165 +0000,,,,,46.734896,144.275861,136.575085
0.862547,0.138378,0.556796,1.035934,39940.14521,2001-01-01 11:05:40.145 +0000,,,,,47.597443,144.414239,137.131881
0.230776,0.028025,0.063455,0.240976,39940.12522,2001-01-01 11:05:40.125 +0000,,,,,47.828219,144.442264,137.195336
-0.525401,0.010396,-0.375416,0.645826,39940.10526,2001-01-01 11:05:40.105 +0000,,,,,47.302818,144.45266,136.81992
-1.140484,-0.300111,-0.826429,1.440053,39940.08527,2001-01-01 11:05:40.085 +0000,,,,,46.162334,144.152549,135.993491
-1.458982,-0.589873,-1.162234,1.956366,39940.06528,2001-01-01 11:05:40.065 +0000,,,,,44.703352,143.562676,134.831257
-1.674027,-0.702658,-1.472179,2.337392,39940.04533,2001-01-01 11:05:40.045 +0000,,,,,43.029325,142.860018,133.359078
-1.769256,-1.074331,-1.827625,2.76128,39940.02534,2001-01-01 11:05:40.025 +0000,,,,,41.260069,141.785687,131.531453
-1.96331,-1.367083,-2.117705,3.195024,39940.00538,2001-01-01 11:05:40.005 +0000,,,,,39.296759,140.418604,129.413748
-2.506461,-1.232639,-2.296972,3.616328,39939.98539,2001-01-01 11:05:39.985 +0000,,,,,36.790298,139.185965,127.116776
-3.132382,-1.026731,-2.416087,4.086988,39939.96543,2001-01-01 11:05:39.965 +0000,,,,,33.657916,138.159234,124.700689
-3.707662,-1.216954,-2.488905,4.628432,39939.94544,2001-01-01 11:05:39.945 +0000,,,,,29.950254,136.94228,122.211784
-3.93488,-1.573468,-2.707446,5.028851,39939.92548,2001-01-01 11:05:39.925 +0000,,,,,26.015374,135.368812,119.504338
-3.965158,-1.698143,-2.713722,5.096122,39939.90549,2001-01-01 11:05:39.905 +0000,,,,,22.050216,133.670669,116.790616
-4.29409,-1.570088,-2.528232,5.22459,39939.88554,2001-01-01 11:05:39.886 +0000,,,,,17.756126,132.100581,114.262384
-4.485319,-1.315059,-2.300486,5.209578,39939.86555,2001-01-01 11:05:39.866 +0000,,,,,13.270807,130.785522,111.961898
-4.653754,-1.155251,-2.244358,5.294258,39939.84556,2001-01-01 11:05:39.846 +0000,,,,,8.617053,129.630271,109.71754
-4.621938,-1.164729,-2.209925,5.253825,39939.8256,2001-01-01 11:05:39.826 +0000,,,,,3.995115,128.465542,107.507615
-4.288578,-1.073568,-2.062605,4.8784,39939.80561,2001-01-01 11:05:39.806 +0000,,,,,-0.293463,127.391974,105.44501
-3.958743,-0.739873,-2.053807,4.52075,39939.78565,2001-01-01 11:05:39.786 +0000,,,,,-4.252206,126.652101,103.391203
-3.706322,-0.792152,-2.159881,4.362271,39939.76566,2001-01-01 11:05:39.766 +0000,,,,,-7.958528,125.859949,101.231322
-3.479135,-0.846892,-1.964798,4.084365,39939.7457,2001-01-01 11:05:39.746 +0000,,,,,-11.437663,125.013057,99.266524
-3.385803,-0.203324,-1.508595,3.712258,39939.72571,2001-01-01 11:05:39.726 +0000,,,,,-14.823466,124.809733,97.757929
-3.090451,0.3349,-1.064633,3.285801,39939.70576,2001-01-01 11:05:39.706 +0000,,,,,-17.913917,125.144633,96.693296
-2.531474,0.457645,-0.706449,2.667747,39939.68577,2001-01-01 11:05:39.686 +0000,,,,,-20.445391,125.602278,95.986847
-1.909166,0.191308,-0.469658,1.975371,39939.66578,2001-01-01 11:05:39.666 +0000,,,,,-22.354557,125.793586,95.517189
-1.637052,0.00532,-0.375424,1.679557,39939.64582,2001-01-01 11:05:39.646 +0000,,,,,-23.991609,125.798906,95.141765
-1.422921,0.161186,-0.303881,1.463909,39939.62583,2001-01-01 11:05:39.626 +0000,,,,,-25.41453,125.960092,94.837884
-0.951749,0.204472,-0.171529,0.988462,39939.60587,2001-01-01 11:05:39.606 +0000,,,,,-26.366279,126.164564,94.666355
-0.405672,0.015477,-0.08185,0.414136,39939.58588,2001-01-01 11:05:39.586 +0000,,,,,-26.771951,126.180041,94.584505
-0.294057,-0.030032,0.004508,0.295621,39939.56592,2001-01-01 11:05:39.566 +0000,,,,,-27.066008,126.150009,94.589013
-0.254214,0.186538,0.120656,0.337608,39939.54594,2001-01-01 11:05:39.546 +0000,,,,,-27.320222,126.336547,94.709669
0.033163,0.343644,0.240773,0.420907,39939.52598,2001-01-01 11:05:39.526 +0000,,,,,-27.287059,126.680191,94.950442
0.412375,0.235575,0.365436,0.599243,39939.50599,2001-01-01 11:05:39.506 +0000,,,,,-26.874684,126.915766,95.315878
0.440743,0.345717,0.524536,0.767407,39939.486,2001-01-01 11:05:39.486 +0000,,,,,-26.433941,127.261483,95.840414
0.349218,0.732853,0.728021,1.090431,39939.46604,2001-01-01 11:05:39.466 +0000,,,,,-26.084723,127.994336,96.568435
0.760203,1.099504,0.685989,1.502464,39939.44605,2001-01-01 11:05:39.446 +0000,,,,,-25.32452,129.09384,97.254424
1.728104,0.992958,0.394696,2.031772,39939.42609,2001-01-01 11:05:39.426 +0000,,,,,-23.596416,130.086798,97.64912
2.38318,0.441117,0.191189,2.43119,39939.40615,2001-01-01 11:05:39.406 +0000,,,,,-21.213236,130.527915,97.840309
2.353841,0.410499,0.309678,2.409352,39939.38619,2001-01-01 11:05:39.386 +0000,,,,,-18.859395,130.938414,98.149987
2.291131,0.975014,0.722303,2.592616,39939.3662,2001-01-01 11:05:39.366 +0000,,,,,-16.568264,131.913428,98.87229
2.719656,1.721738,1.009526,3.373433,39939.34625,2001-01-01 11:05:39.346 +0000,,,,,-13.848608,133.635166,99.881816
3.591093,2.026441,1.194089,4.292815,39939.32626,2001-01-01 11:05:39.326 +0000,,,,,-10.257515,135.661607,101.075905
3.579021,1.459025,1.348347,4.093432,39939.30627,2001-01-01 11:05:39.306 +0000,,,,,-6.678494,137.120632,102.424252
3.973991,0.825419,1.752357,4.420937,39939.28631,2001-01-01 11:05:39.286 +0000,,,,,-2.704503,137.946051,104.176609
4.513956,1.280054,2.352063,5.248479,39939.26632,2001-01-01 11:05:39.266 +0000,,,,,1.809453,139.226105,106.528672
4.189104,2.306654,2.743498,5.513259,39939.24636,2001-01-01 11:05:39.246 +0000,,,,,5.998557,141.532759,109.27217
3.613402,2.647122,2.317694,5.043376,39939.22637,2001-01-01 11:05:39.226 +0000,,,,,9.611959,144.179881,111.589864
3.894994,1.120971,1.537319,4.334848,39939.20641,2001-01-01 11:05:39.206 +0000,,,,,13.506953,145.300852,113.127183
4.006775,0.129259,1.101611,4.157463,39939.18642,2001-01-01 11:05:39.186 +0000,,,,,17.513728,145.430111,114.228794
3.469744,0.864604,1.38128,3.833353,39939.16647,2001-01-01 11:05:39.166 +0000,,,,,20.983472,146.294715,115.610074
2.834201,1.417203,1.883032,3.686051,39939.14648,2001-01-01 11:05:39.146 +0000,,,,,23.817673,147.711918,117.493106
2.53193,1.046207,2.285897,3.567989,39939.12649,2001-01-01 11:05:39.126 +0000,,,,,26.349603,148.758125,119.779003
1.967244,1.115701,2.552231,3.41009,39939.10653,2001-01-01 11:05:39.107 +0000,,,,,28.316847,149.873826,122.331234
1.447727,1.281979,2.316406,3.017469,39939.08654,2001-01-01 11:05:39.087 +0000,,,,,29.764574,151.155805,124.64764
1.820391,1.053735,1.669887,2.685647,39939.06658,2001-01-01 11:05:39.067 +0000,,,,,31.584965,152.20954,126.317527
2.029058,0.804665,0.837465,2.337929,39939.04659,2001-01-01 11:05:39.047 +0000,,,,,33.614023,153.014205,127.154992
1.775933,1.144462,0.474745,2.165437,39939.02663,2001-01-01 11:05:39.027 +0000,,,,,35.389956,154.158667,127.629737
1.459806,1.219536,0.343118,1.932882,39939.00665,2001-01-01 11:05:39.007 +0000,,,,,36.849762,155.378203,127.972855
1.387461,0.462363,0.032683,1.462838,39938.98669,2001-01-01 11:05:38.987 +0000,,,,,38.237223,155.840566,128.005538
1.282889,0.082518,-0.179624,1.298029,39938.9667,2001-01-01 11:05:38.967 +0000,,,,,39.520112,155.923084,127.825914
1.005596,0.214219,-0.255581,1.05945,39938.94671,2001-01-01 11:05:38.947 +0000,,,,,40.525708,156.137303,127.570333
0.4592,0.110089,-0.414988,0.628649,39938.92675,2001-01-01 11:05:38.927 +0000,,,,,40.984908,156.247392,127.155345
-0.426781,0.229688,-0.46617,0.672468,39938.90676,2001-01-01 11:05:38.907 +0000,,,,,40.558127,156.47708,126.689175
-1.282902,-0.130008,-0.494477,1.381031,39938.8868,2001-01-01 11:05:38.887 +0000,,,,,39.275225,156.347072,126.194698
-1.790872,-0.670472,-0.49323,1.97485,39938.86681,2001-01-01 11:05:38.867 +0000,,,,,37.484353,155.6766,125.701468
