x_times_g,y_times_g,z_times_g,g_measured,TimeInterval,Date,,,,,,,,,,X_Angle,Y_angle,Z_angle
0.005508,-0.004776,-1.011566,1.011592,87293.90267,2001-01-02 00:14:53.903 +0000,,,,,,0.005444962,-0.004721322,-0.007206929,,0.005444908,-0.004721287,-0.007206804
0.006638,-0.006561,-1.013519,1.013562,87293.89288,2001-01-02 00:14:53.893 +0000,,,,,,0.006549321,-0.006473346,-0.009208768,,0.006549227,-0.006473256,-0.009208508
0.007416,-0.005493,-1.009903,1.009945,87293.88308,2001-01-02 00:14:53.883 +0000,,,,,,0.007343171,-0.00543899,-0.009138269,,0.007343039,-0.005438936,-0.009138014
0.007004,-0.005936,-1.01004,1.010082,87293.87328,2001-01-02 00:14:53.873 +0000,,,,,,0.006934259,-0.005876854,-0.009089812,,0.006934148,-0.005876786,-0.009089562
0.006729,-0.007935,-1.011505,1.011559,87293.86349,2001-01-02 00:14:53.863 +0000,,,,,,0.006652259,-0.007844573,-0.010285685,,0.006652161,-0.007844412,-0.010285322
0.007233,-0.005402,-1.011673,1.011713,87293.85369,2001-01-02 00:14:53.854 +0000,,,,,,0.007149441,-0.005339534,-0.008923455,,0.00714932,-0.005339483,-0.008923218
0.007874,-0.005188,-1.010513,1.010557,87293.84389,2001-01-02 00:14:53.844 +0000,,,,,,0.007791979,-0.00513387,-0.009331386,,0.007791821,-0.005133825,-0.009331115
0.00769,-0.005798,-1.012741,1.012787,87293.8341,2001-01-02 00:14:53.834 +0000,,,,,,0.00759313,-0.005724892,-0.009509668,,0.007592984,-0.005724829,-0.009509382
0.008789,-0.006485,-1.012451,1.01251,87293.8243,2001-01-02 00:14:53.824 +0000,,,,,,0.008680736,-0.006405007,-0.01078821,,0.008680518,-0.006404919,-0.010787791
0.008209,-0.004456,-1.011169,1.011213,87293.81451,2001-01-02 00:14:53.815 +0000,,,,,,0.008118248,-0.004406635,-0.009237258,,0.008118069,-0.004406607,-0.009236996
0.008347,-0.005112,-1.012512,1.01256,87293.80471,2001-01-02 00:14:53.805 +0000,,,,,,0.008243748,-0.005048657,-0.009667046,,0.008243561,-0.005048615,-0.009666745
0.007477,-0.004532,-1.012695,1.012733,87293.79491,2001-01-02 00:14:53.795 +0000,,,,,,0.007383195,-0.004475066,-0.008633653,,0.007383061,-0.004475036,-0.008633439
0.00766,-0.008636,-1.009155,1.009221,87293.78512,2001-01-02 00:14:53.785 +0000,,,,,,0.007590231,-0.008557408,-0.011438937,,0.007590085,-0.008557199,-0.011438438
0.006256,-0.004761,-1.012024,1.012054,87293.77535,2001-01-02 00:14:53.775 +0000,,,,,,0.006181603,-0.004704344,-0.007768189,,0.006181524,-0.004704309,-0.007768033
0.006027,-0.005524,-1.012192,1.012225,87293.76556,2001-01-02 00:14:53.766 +0000,,,,,,0.005954315,-0.005457366,-0.008077055,,0.005954245,-0.005457312,-0.00807688
0.006805,-0.00473,-1.012604,1.012638,87293.75576,2001-01-02 00:14:53.756 +0000,,,,,,0.006720224,-0.00467102,-0.008184241,,0.006720123,-0.004670986,-0.008184059
0.006851,-0.005646,-1.009979,1.010018,87293.74596,2001-01-02 00:14:53.746 +0000,,,,,,0.006783203,-0.005590087,-0.008789982,,0.006783099,-0.005590028,-0.008789756
0.005615,-0.005875,-1.009735,1.009768,87293.73617,2001-01-02 00:14:53.736 +0000,,,,,,0.005560771,-0.005818268,-0.008048386,,0.005560714,-0.005818203,-0.008048212
0.005402,-0.005508,-1.010315,1.010344,87293.72637,2001-01-02 00:14:53.726 +0000,,,,,,0.005346768,-0.005451687,-0.007636132,,0.005346717,-0.005451633,-0.007635984
0.005096,-0.006378,-1.011688,1.011721,87293.71657,2001-01-02 00:14:53.717 +0000,,,,,,0.005037026,-0.006304235,-0.008069512,,0.005036983,-0.006304152,-0.008069337
0.006088,-0.005829,-1.009918,1.009953,87293.70678,2001-01-02 00:14:53.707 +0000,,,,,,0.006028112,-0.005771651,-0.008345808,,0.006028039,-0.005771587,-0.008345614
0.006256,-0.006729,-1.008667,1.008709,87293.69698,2001-01-02 00:14:53.697 +0000,,,,,,0.006202107,-0.006671053,-0.009108924,,0.006202028,-0.006670954,-0.009108672
0.007187,-0.003387,-1.01178,1.011811,87293.68719,2001-01-02 00:14:53.687 +0000,,,,,,0.007103283,-0.003347481,-0.007852604,,0.007103164,-0.003347469,-0.007852443
0.00795,-0.003586,-1.009628,1.009666,87293.67739,2001-01-02 00:14:53.677 +0000,,,,,,0.007874138,-0.003551693,-0.008638179,,0.007873975,-0.003551678,-0.008637964
0.008224,-0.004105,-1.011429,1.011471,87293.66759,2001-01-02 00:14:53.668 +0000,,,,,,0.008131003,-0.00405848,-0.00908772,,0.008130824,-0.004058458,-0.009087469
0.007812,-0.005707,-1.010925,1.010972,87293.6578,2001-01-02 00:14:53.658 +0000,,,,,,0.007727453,-0.005645156,-0.009570012,,0.007727299,-0.005645096,-0.00956972
0.00853,-0.007675,-1.014374,1.014439,87293.648,2001-01-02 00:14:53.648 +0000,,,,,,0.008408887,-0.007565975,-0.011312005,,0.008408688,-0.007565831,-0.011311522
0.007431,-0.005768,-1.013,1.013044,87293.63821,2001-01-02 00:14:53.638 +0000,,,,,,0.007335518,-0.005693825,-0.00928617,,0.007335386,-0.005693764,-0.009285903
0.008102,-0.005264,-1.010773,1.010819,87293.62841,2001-01-02 00:14:53.628 +0000,,,,,,0.008015539,-0.005207728,-0.009558911,,0.008015367,-0.005207681,-0.00955862
0.007111,-0.004501,-1.013641,1.013676,87293.61861,2001-01-02 00:14:53.619 +0000,,,,,,0.007015235,-0.004440319,-0.008302523,,0.00701512,-0.00444029,-0.008302333
0.007233,-0.006241,-1.014038,1.014083,87293.60882,2001-01-02 00:14:53.609 +0000,,,,,,0.007132734,-0.006154445,-0.00942109,,0.007132613,-0.006154367,-0.009420811
0.00737,-0.004349,-1.011368,1.011404,87293.59902,2001-01-02 00:14:53.599 +0000,,,,,,0.007287092,-0.004300002,-0.008461306,,0.007286963,-0.004299976,-0.008461104
0.007141,-0.005661,-1.013092,1.013133,87293.58923,2001-01-02 00:14:53.589 +0000,,,,,,0.007048608,-0.005587705,-0.008994911,,0.007048491,-0.005587647,-0.008994669
0.008209,-0.004486,-1.011887,1.01193,87293.57943,2001-01-02 00:14:53.579 +0000,,,,,,0.008112486,-0.004433155,-0.009244884,,0.008112308,-0.004433126,-0.009244621
0.008911,-0.005707,-1.012253,1.012308,87293.56963,2001-01-02 00:14:53.570 +0000,,,,,,0.008802995,-0.0056377,-0.01045377,,0.008802768,-0.00563764,-0.01045339
0.005844,-0.006134,-1.01236,1.012395,87293.55984,2001-01-02 00:14:53.560 +0000,,,,,,0.005772544,-0.006059008,-0.008368769,,0.00577248,-0.006058934,-0.008368574
0.007919,-0.006485,-1.010117,1.010168,87293.55004,2001-01-02 00:14:53.550 +0000,,,,,,0.007839524,-0.006419851,-0.010133,,0.007839364,-0.006419763,-0.010132654
0.006378,-0.004852,-1.010757,1.010789,87293.54024,2001-01-02 00:14:53.540 +0000,,,,,,0.006310049,-0.004800267,-0.0079285,,0.006309966,-0.00480023,-0.007928334
0.006165,-0.004486,-1.012634,1.012663,87293.53045,2001-01-02 00:14:53.530 +0000,,,,,,0.006088023,-0.004429949,-0.007529272,,0.006087948,-0.00442992,-0.007529129
0.004837,-0.005951,-1.011276,1.011305,87293.52065,2001-01-02 00:14:53.521 +0000,,,,,,0.004782983,-0.005884577,-0.007583322,,0.004782947,-0.00588451,-0.007583176
0.006912,-0.004929,-1.010025,1.010061,87293.51086,2001-01-02 00:14:53.511 +0000,,,,,,0.006843313,-0.004879963,-0.008405189,,0.006843207,-0.004879924,-0.008404991
0.006363,-0.00499,-1.01181,1.011843,87293.50106,2001-01-02 00:14:53.501 +0000,,,,,,0.006288654,-0.004931658,-0.007991892,,0.006288571,-0.004931618,-0.007991722
0.006973,-0.007065,-1.0121,1.012149,87293.49126,2001-01-02 00:14:53.491 +0000,,,,,,0.006889468,-0.00698037,-0.009807903,,0.006889359,-0.006980256,-0.009807588
0.008392,-0.007401,-1.01181,1.011872,87293.48147,2001-01-02 00:14:53.481 +0000,,,,,,0.008293825,-0.007314363,-0.011058698,,0.008293635,-0.007314232,-0.011058247
0.007843,-0.005768,-1.012772,1.012818,87293.47167,2001-01-02 00:14:53.472 +0000,,,,,,0.007743967,-0.005695089,-0.009612854,,0.007743812,-0.005695028,-0.009612558
0.008743,-0.004791,-1.010406,1.010456,87293.46188,2001-01-02 00:14:53.462 +0000,,,,,,0.00865286,-0.004741481,-0.009866965,,0.008652644,-0.004741445,-0.009866645
0.007645,-0.006424,-1.011719,1.011768,87293.45208,2001-01-02 00:14:53.452 +0000,,,,,,0.007556294,-0.006349408,-0.009870013,,0.00755615,-0.006349323,-0.009869693
0.008484,-0.005493,-1.015137,1.015187,87293.44228,2001-01-02 00:14:53.442 +0000,,,,,,0.00835737,-0.005410903,-0.009956285,,0.008357176,-0.005410851,-0.009955956
0.008835,-0.005768,-1.012909,1.012964,87293.43249,2001-01-02 00:14:53.432 +0000,,,,,,0.008722261,-0.005694273,-0.010416694,,0.00872204,-0.005694212,-0.010416318
0.008942,-0.005432,-1.012711,1.012765,87293.42269,2001-01-02 00:14:53.423 +0000,,,,,,0.008829638,-0.005363611,-0.010331279,,0.008829408,-0.00536356,-0.010330911
0.008499,-0.005692,-1.008743,1.008795,87293.41289,2001-01-02 00:14:53.413 +0000,,,,,,0.008425203,-0.005642466,-0.010140315,,0.008425004,-0.005642406,-0.010139968
0.005295,-0.00882,-1.011169,1.011222,87293.4031,2001-01-02 00:14:53.403 +0000,,,,,,0.005236314,-0.008722458,-0.010173713,,0.005236266,-0.008722237,-0.010173362
0.006805,-0.006805,-1.010941,1.010986,87293.3933,2001-01-02 00:14:53.393 +0000,,,,,,0.0067312,-0.0067312,-0.00951957,,0.006731098,-0.006731098,-0.009519282
0.006454,-0.006393,-1.01239,1.012431,87293.38351,2001-01-02 00:14:53.384 +0000,,,,,,0.006374886,-0.006314632,-0.008973126,,0.0063748,-0.006314548,-0.008972885
0.005203,-0.006409,-1.011307,1.01134,87293.37371,2001-01-02 00:14:53.374 +0000,,,,,,0.005144724,-0.00633726,-0.008162792,,0.005144679,-0.006337175,-0.008162611
0.005783,-0.006897,-1.00798,1.008021,87293.36393,2001-01-02 00:14:53.364 +0000,,,,,,0.005737083,-0.006842285,-0.008929393,,0.00573702,-0.006842178,-0.008929156
0.005554,-0.005447,-1.01001,1.01004,87293.35414,2001-01-02 00:14:53.354 +0000,,,,,,0.005498875,-0.005392934,-0.007702151,,0.00549882,-0.005392882,-0.007701999
0.008377,-0.007202,-1.012604,1.012664,87293.34434,2001-01-02 00:14:53.344 +0000,,,,,,0.008272521,-0.007112113,-0.010909797,,0.008272333,-0.007111993,-0.010909364
0.007416,-0.006851,-1.012177,1.012227,87293.33454,2001-01-02 00:14:53.335 +0000,,,,,,0.007326614,-0.006768397,-0.009974738,,0.007326483,-0.006768294,-0.009974407
0.009369,-0.003006,-1.013596,1.013643,87293.32478,2001-01-02 00:14:53.325 +0000,,,,,,0.009243287,-0.002965552,-0.009707438,,0.009243024,-0.002965543,-0.009707133
0.010529,-0.002686,-1.010986,1.011045,87293.31498,2001-01-02 00:14:53.315 +0000,,,,,,0.010414549,-0.002656668,-0.010748127,,0.010414172,-0.002656662,-0.010747713
0.010086,-0.005722,-1.011612,1.011678,87293.30519,2001-01-02 00:14:53.305 +0000,,,,,,0.009970066,-0.005656038,-0.011462955,,0.009969736,-0.005655977,-0.011462453
0.009491,-0.003494,-1.011032,1.011083,87293.29539,2001-01-02 00:14:53.295 +0000,,,,,,0.009387382,-0.003455723,-0.010003352,,0.009387106,-0.003455709,-0.010003019
0.008728,-0.005936,-1.011353,1.011408,87293.28559,2001-01-02 00:14:53.286 +0000,,,,,,0.008629875,-0.005869147,-0.010436798,,0.00862966,-0.005869079,-0.010436419
0.00798,-0.005692,-1.00946,1.009508,87293.2758,2001-01-02 00:14:53.276 +0000,,,,,,0.007905091,-0.005638482,-0.009710145,,0.007904926,-0.005638422,-0.00970984
0.006012,-0.006714,-1.011139,1.011179,87293.266,2001-01-02 00:14:53.266 +0000,,,,,,0.005945639,-0.006639919,-0.008913039,,0.005945569,-0.006639822,-0.008912803
0.005432,-0.005722,-1.012497,1.012528,87293.25621,2001-01-02 00:14:53.256 +0000,,,,,,0.005364868,-0.005651293,-0.007792353,,0.005364817,-0.005651233,-0.007792196
0.002686,-0.005325,-1.010223,1.010241,87293.24641,2001-01-02 00:14:53.246 +0000,,,,,,0.002658782,-0.005271095,-0.005903724,,0.002658776,-0.005271046,-0.005903655
0.0056,-0.005127,-1.009216,1.009245,87293.23661,2001-01-02 00:14:53.237 +0000,,,,,,0.00554879,-0.005080103,-0.007523171,,0.005548733,-0.005080059,-0.007523029
0.005676,-0.005051,-1.009262,1.009291,87293.22682,2001-01-02 00:14:53.227 +0000,,,,,,0.005623841,-0.005004568,-0.007528271,,0.005623782,-0.005004526,-0.007528129
0.006195,-0.007858,-1.0103,1.010349,87293.21702,2001-01-02 00:14:53.217 +0000,,,,,,0.006131657,-0.007777742,-0.009904293,,0.00613158,-0.007777585,-0.009903969
0.005386,-0.006836,-1.012268,1.012305,87293.20723,2001-01-02 00:14:53.207 +0000,,,,,,0.005320604,-0.006753057,-0.008597394,,0.005320554,-0.006752954,-0.008597182
0.00676,-0.005295,-1.007767,1.007803,87293.19743,2001-01-02 00:14:53.197 +0000,,,,,,0.006707807,-0.005254072,-0.008520706,,0.006707707,-0.005254024,-0.0085205
0.008453,-0.004868,-1.010605,1.010652,87293.18763,2001-01-02 00:14:53.188 +0000,,,,,,0.0083642,-0.004816748,-0.009652157,,0.008364005,-0.004816711,-0.009651858
0.007599,-0.004593,-1.012497,1.012536,87293.17784,2001-01-02 00:14:53.178 +0000,,,,,,0.00750513,-0.004536182,-0.008769621,,0.007504989,-0.004536151,-0.008769396
0.010559,-0.003052,-1.013885,1.013945,87293.16804,2001-01-02 00:14:53.168 +0000,,,,,,0.010414349,-0.00301004,-0.010840709,,0.010413972,-0.003010031,-0.010840284
0.009872,-0.003662,-1.012039,1.012094,87293.15824,2001-01-02 00:14:53.158 +0000,,,,,,0.009754501,-0.003618265,-0.010404068,,0.009754192,-0.00361825,-0.010403692
0.008759,-0.004425,-1.010498,1.010546,87293.14845,2001-01-02 00:14:53.148 +0000,,,,,,0.00866792,-0.004378864,-0.009711343,,0.008667703,-0.004378836,-0.009711037
0.010834,-0.003998,-1.012421,1.012487,87293.13865,2001-01-02 00:14:53.139 +0000,,,,,,0.010700998,-0.003948724,-0.011406461,,0.01070059,-0.003948703,-0.011405967
0.006607,-0.005157,-1.010178,1.010212,87293.12886,2001-01-02 00:14:53.129 +0000,,,,,,0.006540346,-0.005104932,-0.008296908,,0.006540253,-0.005104887,-0.008296718
0.005859,-0.007065,-1.011475,1.011516,87293.11906,2001-01-02 00:14:53.119 +0000,,,,,,0.005792389,-0.006984732,-0.009074223,,0.005792325,-0.006984618,-0.009073974
0.004837,-0.004181,-1.011063,1.011083,87293.10926,2001-01-02 00:14:53.109 +0000,,,,,,0.004784033,-0.004135204,-0.00632358,,0.004783996,-0.004135181,-0.006323496
0.006775,-0.005905,-1.010727,1.010767,87293.09947,2001-01-02 00:14:53.099 +0000,,,,,,0.006702981,-0.005842198,-0.008891811,,0.006702881,-0.005842132,-0.008891577
0.006546,-0.004166,-1.012985,1.013015,87293.08967,2001-01-02 00:14:53.090 +0000,,,,,,0.006462035,-0.004112512,-0.007659769,,0.006461945,-0.004112489,-0.00765962
0.006256,-0.0065,-1.010956,1.010996,87293.07988,2001-01-02 00:14:53.080 +0000,,,,,,0.006188074,-0.006429435,-0.008923736,,0.006187995,-0.006429346,-0.008923499
0.006851,-0.007553,-1.010254,1.010305,87293.07008,2001-01-02 00:14:53.070 +0000,,,,,,0.006781273,-0.007476166,-0.010093754,,0.006781169,-0.007476026,-0.010093411
0.006332,-0.00827,-1.01062,1.010674,87293.06028,2001-01-02 00:14:53.060 +0000,,,,,,0.006265251,-0.008182935,-0.010306263,,0.006265169,-0.008182752,-0.010305898
0.007919,-0.006348,-1.009872,1.009923,87293.05049,2001-01-02 00:14:53.050 +0000,,,,,,0.007841433,-0.006285752,-0.010050055,,0.007841272,-0.006285669,-0.010049717
0.007797,-0.006897,-1.009918,1.009972,87293.04069,2001-01-02 00:14:53.041 +0000,,,,,,0.007720249,-0.006829064,-0.010307469,,0.007720095,-0.006828958,-0.010307104
0.007065,-0.006058,-1.009949,1.009992,87293.03089,2001-01-02 00:14:53.031 +0000,,,,,,0.006995277,-0.005998176,-0.009214963,,0.006995163,-0.005998104,-0.009214702
0.006042,-0.00769,-1.010605,1.010652,87293.0211,2001-01-02 00:14:53.021 +0000,,,,,,0.005978424,-0.007609167,-0.009677041,,0.005978353,-0.00760902,-0.009676739
0.005051,-0.005844,-1.011169,1.011199,87293.0113,2001-01-02 00:14:53.011 +0000,,,,,,0.004995125,-0.005779377,-0.007638988,,0.004995084,-0.005779313,-0.00763884
0.006393,-0.00589,-1.012207,1.012244,87293.00151,2001-01-02 00:14:53.002 +0000,,,,,,0.006315795,-0.005818852,-0.00858784,,0.006315711,-0.005818786,-0.008587629
0.007217,-0.005707,-1.013763,1.013805,87292.99171,2001-01-02 00:14:52.992 +0000,,,,,,0.007118908,-0.005629378,-0.0090759,,0.007118788,-0.005629319,-0.009075651
0.008438,-0.006516,-1.011505,1.011561,87292.98191,2001-01-02 00:14:52.982 +0000,,,,,,0.008341852,-0.006441662,-0.010539795,,0.008341658,-0.006441573,-0.010539405
0.008942,-0.005035,-1.013535,1.013586,87292.97212,2001-01-02 00:14:52.972 +0000,,,,,,0.008822477,-0.004967568,-0.010125052,,0.008822249,-0.004967527,-0.010124706
0.006821,-0.002609,-1.011368,1.011394,87292.96232,2001-01-02 00:14:52.962 +0000,,,,,,0.006744308,-0.002579616,-0.007220853,,0.006744206,-0.00257961,-0.007220727
0.008163,-0.005264,-1.012726,1.012772,87292.95253,2001-01-02 00:14:52.953 +0000,,,,,,0.008060314,-0.005197683,-0.009591042,,0.00806014,-0.005197636,-0.009590748
0.00975,-0.004822,-1.013077,1.013135,87292.94273,2001-01-02 00:14:52.943 +0000,,,,,,0.009624036,-0.004759536,-0.010736827,,0.009623739,-0.0047595,-0.010736414
0.006317,-0.004822,-1.013214,1.013245,87292.93293,2001-01-02 00:14:52.933 +0000,,,,,,0.006234545,-0.004759021,-0.007843443,,0.006234464,-0.004758985,-0.007843282
0.005478,-0.006302,-1.010986,1.011021,87292.92314,2001-01-02 00:14:52.923 +0000,,,,,,0.005418367,-0.006233427,-0.008259334,,0.005418314,-0.006233346,-0.008259146
0.005585,-0.005783,-1.011292,1.011323,87292.91334,2001-01-02 00:14:52.913 +0000,,,,,,0.005522548,-0.00571834,-0.007949839,,0.005522492,-0.005718278,-0.007949672
0.007156,-0.005615,-1.010208,1.010249,87292.90354,2001-01-02 00:14:52.904 +0000,,,,,,0.00708358,-0.005558122,-0.009004051,,0.007083462,-0.005558065,-0.009003807
0.004288,-0.006714,-1.012131,1.012162,87292.89375,2001-01-02 00:14:52.894 +0000,,,,,,0.004236513,-0.006633469,-0.007870993,,0.004236487,-0.006633372,-0.00787083
0.004684,-0.00679,-1.011932,1.011966,87292.88395,2001-01-02 00:14:52.884 +0000,,,,,,0.004628665,-0.006709865,-0.008151611,,0.004628632,-0.006709764,-0.00815143
0.007019,-0.005951,-1.010437,1.010479,87292.87416,2001-01-02 00:14:52.874 +0000,,,,,,0.006946379,-0.005889389,-0.009107164,,0.006946267,-0.005889321,-0.009106912
0.006775,-0.007065,-1.009689,1.009737,87292.86436,2001-01-02 00:14:52.864 +0000,,,,,,0.006709823,-0.006997047,-0.009694575,,0.006709722,-0.006996932,-0.009694272
0.007629,-0.005585,-1.013611,1.013655,87292.85456,2001-01-02 00:14:52.855 +0000,,,,,,0.007526442,-0.005509847,-0.009327871,,0.0075263,-0.005509792,-0.009327601
0.008881,-0.005157,-1.012314,1.012366,87292.84477,2001-01-02 00:14:52.845 +0000,,,,,,0.008772856,-0.005094073,-0.010144781,,0.008772631,-0.005094029,-0.010144433
0.010849,-0.004929,-1.010971,1.011041,87292.83497,2001-01-02 00:14:52.835 +0000,,,,,,0.01073114,-0.00487523,-0.011786887,,0.010730728,-0.004875191,-0.011786341
0.010086,-0.003799,-1.010818,1.010876,87292.82518,2001-01-02 00:14:52.825 +0000,,,,,,0.009977987,-0.003758155,-0.0106624,,0.009977656,-0.003758137,-0.010661996
0.009659,-0.003464,-1.011337,1.011389,87292.81538,2001-01-02 00:14:52.815 +0000,,,,,,0.009550667,-0.003425013,-0.010146334,,0.009550377,-0.003424999,-0.010145986
0.007812,-0.006073,-1.014084,1.014132,87292.80558,2001-01-02 00:14:52.806 +0000,,,,,,0.007703366,-0.005988478,-0.009757457,,0.007703213,-0.005988407,-0.009757147
0.007553,-0.005905,-1.00975,1.009796,87292.79579,2001-01-02 00:14:52.796 +0000,,,,,,0.007479941,-0.005847819,-0.009494753,,0.007479802,-0.005847752,-0.009494468
0.006729,-0.006882,-1.013519,1.013565,87292.78602,2001-01-02 00:14:52.786 +0000,,,,,,0.006639091,-0.006790054,-0.009496653,,0.006638993,-0.006789949,-0.009496368
0.005371,-0.007553,-1.011932,1.011975,87292.77623,2001-01-02 00:14:52.776 +0000,,,,,,0.005307521,-0.007463835,-0.009158698,,0.005307471,-0.007463697,-0.009158442
0.007248,-0.009064,-1.012985,1.013052,87292.76643,2001-01-02 00:14:52.766 +0000,,,,,,0.007154805,-0.008947584,-0.011456818,,0.007154683,-0.008947345,-0.011456317
0.007233,-0.005295,-1.010773,1.010812,87292.75663,2001-01-02 00:14:52.757 +0000,,,,,,0.007155811,-0.005238431,-0.008868461,,0.007155689,-0.005238383,-0.008868229
0.005905,-0.004898,-1.010666,1.010695,87292.74684,2001-01-02 00:14:52.747 +0000,,,,,,0.005842613,-0.004846227,-0.007591024,,0.005842547,-0.004846189,-0.007590878
0.007553,-0.004669,-1.009964,1.010003,87292.73704,2001-01-02 00:14:52.737 +0000,,,,,,0.007478404,-0.004622808,-0.008792001,,0.007478265,-0.004622775,-0.008791774
0.008209,-0.006897,-1.012894,1.01295,87292.72724,2001-01-02 00:14:52.727 +0000,,,,,,0.008104313,-0.006808979,-0.010585281,,0.008104135,-0.006808873,-0.010584885
0.006653,-0.005722,-1.012054,1.012092,87292.71745,2001-01-02 00:14:52.717 +0000,,,,,,0.006573655,-0.005653726,-0.008670659,,0.00657356,-0.005653666,-0.008670441
0.006546,-0.008347,-1.009018,1.009074,87292.70765,2001-01-02 00:14:52.708 +0000,,,,,,0.006487274,-0.008272225,-0.010512859,,0.006487183,-0.008272037,-0.010512471
0.006088,-0.006836,-1.00943,1.009471,87292.69786,2001-01-02 00:14:52.698 +0000,,,,,,0.006030988,-0.006772016,-0.009068426,,0.006030915,-0.006771912,-0.009068177
0.005844,-0.006454,-1.011475,1.011512,87292.68806,2001-01-02 00:14:52.688 +0000,,,,,,0.005777583,-0.006380674,-0.008607914,,0.005777519,-0.006380587,-0.008607702
0.006378,-0.004974,-1.010849,1.010881,87292.67826,2001-01-02 00:14:52.678 +0000,,,,,,0.006309471,-0.004920518,-0.008001428,,0.006309388,-0.004920479,-0.008001258
0.006775,-0.003448,-1.013016,1.013044,87292.66847,2001-01-02 00:14:52.668 +0000,,,,,,0.006687911,-0.003403621,-0.007504254,,0.006687811,-0.003403608,-0.007504113
0.009003,-0.004349,-1.010239,1.010288,87292.65867,2001-01-02 00:14:52.659 +0000,,,,,,0.00891167,-0.004304751,-0.009897054,,0.008911434,-0.004304724,-0.009896731
0.008652,-0.004791,-1.012619,1.012667,87292.64888,2001-01-02 00:14:52.649 +0000,,,,,,0.008544085,-0.004731123,-0.009766688,,0.008543877,-0.004731088,-0.009766377
0.007599,-0.005478,-1.010986,1.01103,87292.63908,2001-01-02 00:14:52.639 +0000,,,,,,0.007516314,-0.00541832,-0.009265877,,0.007516173,-0.005418267,-0.009265612
0.008698,-0.006851,-1.010727,1.010788,87292.62928,2001-01-02 00:14:52.629 +0000,,,,,,0.008605489,-0.006778038,-0.01095459,,0.008605277,-0.006777935,-0.010954152
0.010834,-0.006393,-1.009857,1.009936,87292.61949,2001-01-02 00:14:52.619 +0000,,,,,,0.010728037,-0.006330235,-0.0124568,,0.010727625,-0.00633015,-0.012456156
0.009369,-0.006042,-1.012726,1.012787,87292.60969,2001-01-02 00:14:52.610 +0000,,,,,,0.009251104,-0.00596582,-0.01100818,,0.00925084,-0.00596575,-0.011007735
0.008331,-0.006729,-1.01268,1.012737,87292.59989,2001-01-02 00:14:52.600 +0000,,,,,,0.008226504,-0.00664452,-0.010575017,,0.008226318,-0.006644422,-0.010574623
0.007294,-0.005066,-1.012024,1.012063,87292.5901,2001-01-02 00:14:52.590 +0000,,,,,,0.007207249,-0.00500568,-0.008775185,,0.007207124,-0.005005638,-0.00877496
0.006805,-0.005875,-1.011963,1.012003,87292.5803,2001-01-02 00:14:52.580 +0000,,,,,,0.006724441,-0.005805417,-0.008883919,,0.006724339,-0.005805352,-0.008883685
0.006699,-0.006317,-1.010223,1.010265,87292.57051,2001-01-02 00:14:52.571 +0000,,,,,,0.00663108,-0.006252937,-0.009114487,,0.006630982,-0.006252856,-0.009114235
0.004745,-0.004913,-1.011139,1.011162,87292.56071,2001-01-02 00:14:52.561 +0000,,,,,,0.004692672,-0.004858823,-0.006755026,,0.004692638,-0.004858785,-0.006754923
0.00647,-0.005386,-1.011719,1.011754,87292.55091,2001-01-02 00:14:52.551 +0000,,,,,,0.006394966,-0.005323504,-0.008320913,,0.006394879,-0.005323453,-0.008320721
0.005707,-0.007065,-1.011139,1.01118,87292.54112,2001-01-02 00:14:52.541 +0000,,,,,,0.005643992,-0.006987059,-0.008982024,,0.005643932,-0.006986945,-0.008981782
0.006485,-0.00737,-1.012589,1.012636,87292.53132,2001-01-02 00:14:52.531 +0000,,,,,,0.006404206,-0.007278223,-0.009694882,,0.006404118,-0.007278095,-0.009694578
0.006653,-0.004608,-1.011017,1.011049,87292.52153,2001-01-02 00:14:52.522 +0000,,,,,,0.006580434,-0.004557688,-0.008004776,,0.006580339,-0.004557657,-0.008004605
0.007675,-0.006424,-1.014877,1.014927,87292.51173,2001-01-02 00:14:52.512 +0000,,,,,,0.007562341,-0.00632965,-0.00986195,,0.007562197,-0.006329566,-0.00986163
0.007828,-0.004837,-1.010559,1.010601,87292.50193,2001-01-02 00:14:52.502 +0000,,,,,,0.007746119,-0.004786316,-0.009105709,,0.007745964,-0.00478628,-0.009105457
0.009491,-0.00441,-1.012482,1.012536,87292.49214,2001-01-02 00:14:52.492 +0000,,,,,,0.009373905,-0.004355442,-0.010336503,,0.00937363,-0.004355414,-0.010336135
0.009857,-0.005127,-1.012436,1.012497,87292.48234,2001-01-02 00:14:52.482 +0000,,,,,,0.009735799,-0.005063784,-0.010974177,,0.009735492,-0.005063741,-0.010973736
0.009216,-0.006058,-1.011185,1.011245,87292.47254,2001-01-02 00:14:52.473 +0000,,,,,,0.009113896,-0.005990742,-0.010906789,,0.009113643,-0.00599067,-0.010906357
0.007156,-0.005722,-1.011093,1.011135,87292.46275,2001-01-02 00:14:52.463 +0000,,,,,,0.007077376,-0.005659081,-0.009061879,,0.007077258,-0.00565902,-0.009061631
0.00737,-0.004654,-1.012634,1.012672,87292.45295,2001-01-02 00:14:52.453 +0000,,,,,,0.007277972,-0.004595813,-0.008607707,,0.007277844,-0.004595781,-0.008607494
