x_rad_per_sec,y_rad_per_sec,z_rad_per_sec,rms_rad_per_sec,TimeInterval,Date,,,,X_gyro,Y_gyro,Z_gyro
-0.090765,-0.186938,-0.179614,0.274673,43930.22879,2001-01-01 12:12:10.229 +0000,,,,0.494051,-0.77625,-0.010583
-0.868248,0.263918,-0.280116,0.949722,43930.2088,2001-01-01 12:12:10.209 +0000,,,,-0.868248,0.263918,-0.280116
-1.329116,0.574644,-0.278728,1.474603,43930.18884,2001-01-01 12:12:10.189 +0000,,,,-2.197364,0.838562,-0.558844
-1.390572,0.826416,-0.540543,1.705532,43930.16885,2001-01-01 12:12:10.169 +0000,,,,-1.390572,0.826416,-0.540543
-1.378149,1.029369,-1.176775,2.084153,43930.1489,2001-01-01 12:12:10.149 +0000,,,,-2.768721,1.855785,-1.717318
-1.231846,0.990986,-2.086054,2.617465,43930.12891,2001-01-01 12:12:10.129 +0000,,,,-1.231846,0.990986,-2.086054
-0.943559,0.640219,-3.140981,3.341548,43930.10892,2001-01-01 12:12:10.109 +0000,,,,-2.175405,1.631205,-5.227035
-0.629934,0.539239,-3.997672,4.082766,43930.08896,2001-01-01 12:12:10.089 +0000,,,,-0.629934,0.539239,-3.997672
-0.648259,0.814842,-4.54028,4.658149,43930.06897,2001-01-01 12:12:10.069 +0000,,,,-1.278193,1.354081,-8.537952
-0.550431,0.934701,-4.776086,4.897718,43930.04901,2001-01-01 12:12:10.049 +0000,,,,-0.550431,0.934701,-4.776086
-0.276536,0.436639,-5.088095,5.114278,43930.02902,2001-01-01 12:12:10.029 +0000,,,,-0.826967,1.37134,-9.864181
-0.084857,0.264349,-5.457106,5.464164,43930.00906,2001-01-01 12:12:10.009 +0000,,,,-0.084857,0.264349,-5.457106
-0.13188,0.75599,-5.650023,5.701901,43929.98908,2001-01-01 12:12:09.989 +0000,,,,-0.216737,1.020339,-11.107129
-0.165529,0.909487,-6.027852,6.098325,43929.96909,2001-01-01 12:12:09.969 +0000,,,,-0.165529,0.909487,-6.027852
-0.174378,0.263736,-6.529425,6.537075,43929.94913,2001-01-01 12:12:09.949 +0000,,,,-0.339907,1.173223,-12.557277
0.109032,-0.367181,-6.722403,6.733307,43929.92914,2001-01-01 12:12:09.929 +0000,,,,0.109032,-0.367181,-6.722403
0.389019,0.02104,-6.62006,6.631514,43929.90918,2001-01-01 12:12:09.909 +0000,,,,0.498051,-0.346141,-13.342463
0.411253,0.389415,-6.710666,6.734524,43929.88919,2001-01-01 12:12:09.889 +0000,,,,0.411253,0.389415,-6.710666
0.163201,-0.075313,-6.74527,6.747664,43929.86926,2001-01-01 12:12:09.869 +0000,,,,0.574454,0.314102,-13.455936
0.207925,-0.188749,-6.112102,6.118549,43929.84927,2001-01-01 12:12:09.849 +0000,,,,0.207925,-0.188749,-6.112102
0.537999,0.254894,-5.160105,5.194333,43929.82928,2001-01-01 12:12:09.829 +0000,,,,0.745924,0.066145,-11.272207
0.729521,0.462759,-4.735179,4.813343,43929.80932,2001-01-01 12:12:09.809 +0000,,,,0.729521,0.462759,-4.735179
0.656108,0.133691,-4.672806,4.720537,43929.78933,2001-01-01 12:12:09.789 +0000,,,,1.385629,0.59645,-9.407985
0.487639,-0.065834,-4.323998,4.351906,43929.76937,2001-01-01 12:12:09.769 +0000,,,,0.487639,-0.065834,-4.323998
0.532744,0.397518,-3.501131,3.563672,43929.74938,2001-01-01 12:12:09.749 +0000,,,,1.020383,0.331684,-7.825129
0.651582,0.167396,-2.69191,2.7747,43929.72939,2001-01-01 12:12:09.729 +0000,,,,0.651582,0.167396,-2.69191
0.669595,-0.117646,-2.089442,2.197263,43929.70944,2001-01-01 12:12:09.709 +0000,,,,1.321177,0.04975,-4.781352
0.503671,0.228775,-1.531604,1.628445,43929.68945,2001-01-01 12:12:09.689 +0000,,,,0.503671,0.228775,-1.531604
0.432595,0.402149,-1.190631,1.329084,43929.66949,2001-01-01 12:12:09.669 +0000,,,,0.936266,0.630924,-2.722235
0.428611,0.053314,-0.958912,1.051695,43929.6495,2001-01-01 12:12:09.649 +0000,,,,0.428611,0.053314,-0.958912
0.321608,-0.274042,-0.627506,0.756501,43929.62954,2001-01-01 12:12:09.630 +0000,,,,0.750219,-0.220728,-1.586418
0.07093,-0.196258,-0.11973,0.24059,43929.60955,2001-01-01 12:12:09.610 +0000,,,,0.07093,-0.196258,-0.11973
-0.131999,0.321179,0.251473,0.428741,43929.58956,2001-01-01 12:12:09.590 +0000,,,,-0.061069,0.124921,0.131743
-0.132385,0.241158,0.201468,0.340988,43929.5696,2001-01-01 12:12:09.570 +0000,,,,-0.132385,0.241158,0.201468
0.088788,-0.193564,0.100497,0.235478,43929.54961,2001-01-01 12:12:09.550 +0000,,,,-0.043597,0.047594,0.301965
0.072157,-0.154589,0.355653,0.394453,43929.52966,2001-01-01 12:12:09.530 +0000,,,,0.072157,-0.154589,0.355653
-0.221591,0.45475,0.869173,1.005665,43929.50967,2001-01-01 12:12:09.510 +0000,,,,-0.149434,0.300161,1.224826
-0.242832,0.356892,0.934475,1.02936,43929.48968,2001-01-01 12:12:09.490 +0000,,,,-0.242832,0.356892,0.934475
