x_times_g,y_times_g,z_times_g,g_measured,TimeInterval,Date,,,,X-accel,Y-accel,Z-accel
0.894455,-0.240662,0.059967,0.928205,43928.77082,2001-01-01 12:12:08.771 +0000,,,,74.50200477,-15.02715797,3.704194401
0.765808,-0.259659,-0.086929,0.813291,43928.75123,2001-01-01 12:12:08.751 +0000,,,,70.32488732,-18.61876589,-6.135812453
0.67868,-0.251846,-0.10881,0.732034,43928.73164,2001-01-01 12:12:08.732 +0000,,,,67.9896947,-20.12298069,-8.548167573
0.642319,-0.279968,-0.063843,0.703585,43928.71205,2001-01-01 12:12:08.712 +0000,,,,65.91250044,-23.44799016,-5.20615625
0.41774,-0.309402,0.108917,0.53113,43928.69245,2001-01-01 12:12:08.692 +0000,,,,51.86069874,-35.62905422,11.83339241
0.220566,-0.326584,0.210648,0.446854,43928.67286,2001-01-01 12:12:08.673 +0000,,,,29.57726336,-46.95775762,28.12531908
0.14917,-0.316833,0.046402,0.353254,43928.65324,2001-01-01 12:12:08.653 +0000,,,,24.97828537,-63.75353263,7.547964508
-0.003616,-0.292053,-0.099823,0.308663,43928.63365,2001-01-01 12:12:08.634 +0000,,,,-0.671238483,-71.1181987,-18.8689589
-0.333908,-0.344116,-0.015884,0.479753,43928.61405,2001-01-01 12:12:08.614 +0000,,,,-44.10697611,-45.83019008,-1.89733687
-0.542709,-0.399216,0.018646,0.673984,43928.59446,2001-01-01 12:12:08.594 +0000,,,,-53.63204926,-36.32201934,1.585310312
-0.624481,-0.425522,-0.05188,0.757454,43928.57487,2001-01-01 12:12:08.575 +0000,,,,-55.53247583,-34.17892459,-3.927410678
-0.694443,-0.430878,-0.17659,0.836116,43928.55528,2001-01-01 12:12:08.555 +0000,,,,-56.15606164,-31.01967848,-12.19283729
-0.853287,-0.40509,-0.282028,0.985767,43928.53569,2001-01-01 12:12:08.536 +0000,,,,-59.9521204,-24.26383098,-16.62461761
-1.173996,-0.418808,-0.340118,1.292032,43928.51609,2001-01-01 12:12:08.516 +0000,,,,-65.31849983,-18.91388883,-15.26255901
-1.455017,-0.403046,-0.334793,1.546482,43928.4965,2001-01-01 12:12:08.497 +0000,,,,-70.19581564,-15.10692455,-12.50277087
-1.433868,-0.386398,-0.303162,1.515648,43928.47691,2001-01-01 12:12:08.477 +0000,,,,-71.09251829,-14.76998193,-11.53821135
-1.270782,-0.443054,-0.319824,1.383283,43928.45732,2001-01-01 12:12:08.457 +0000,,,,-66.732587,-18.6805678,-13.36811578
-1.256409,-0.504456,-0.377533,1.405549,43928.43769,2001-01-01 12:12:08.438 +0000,,,,-63.36638858,-21.0328374,-15.58107283
-1.320328,-0.492432,-0.409149,1.467364,43928.4181,2001-01-01 12:12:08.418 +0000,,,,-64.13121319,-19.60838627,-16.1905423
-1.30661,-0.498795,-0.393311,1.452831,43928.39851,2001-01-01 12:12:08.399 +0000,,,,-64.07329125,-20.07964803,-15.70713327
-1.253418,-0.52301,-0.432663,1.42541,43928.37892,2001-01-01 12:12:08.379 +0000,,,,-61.56268658,-21.52573032,-17.67009873
-1.211395,-0.54895,-0.444519,1.402292,43928.35932,2001-01-01 12:12:08.359 +0000,,,,-59.75372597,-23.0457763,-18.48127731
-1.079239,-0.547867,-0.445679,1.289785,43928.33973,2001-01-01 12:12:08.340 +0000,,,,-56.79944153,-25.13635715,-20.21508316
-1.011078,-0.542587,-0.441528,1.229482,43928.32014,2001-01-01 12:12:08.320 +0000,,,,-55.3218293,-26.18771451,-21.04598122
-1.128815,-0.538666,-0.406433,1.315132,43928.30055,2001-01-01 12:12:08.301 +0000,,,,-59.12940016,-24.17913426,-18.00159746
-1.334961,-0.496994,-0.517151,1.515443,43928.28096,2001-01-01 12:12:08.281 +0000,,,,-61.75166563,-19.14456829,-19.95328672
-1.510712,-0.405243,-0.699799,1.713531,43928.26136,2001-01-01 12:12:08.261 +0000,,,,-61.84039547,-13.67980906,-24.10409447
-1.36911,-0.308334,-0.772369,1.601901,43928.24177,2001-01-01 12:12:08.242 +0000,,,,-58.72422873,-11.09755529,-28.82642987
-1.181061,-0.297318,-0.581223,1.34949,43928.22218,2001-01-01 12:12:08.222 +0000,,,,-61.06754557,-12.72775781,-25.51188235
-1.184891,-0.233658,-0.487411,1.302356,43928.20259,2001-01-01 12:12:08.203 +0000,,,,-65.47848512,-10.33549604,-21.97816133
-1.309845,-0.119766,-0.573563,1.434926,43928.18299,2001-01-01 12:12:08.183 +0000,,,,-65.89957069,-4.787758636,-23.56043282
-1.719849,-0.039383,-0.486099,1.787658,43928.1634,2001-01-01 12:12:08.163 +0000,,,,-74.16843508,-1.262356296,-15.77851134
-1.826675,0.117722,-0.518265,1.902419,43928.14381,2001-01-01 12:12:08.144 +0000,,,,-73.77776738,3.547738617,-15.80857171
-1.314423,0.265411,-0.551239,1.449833,43928.12422,2001-01-01 12:12:08.124 +0000,,,,-65.04007287,10.54823226,-22.3466085
-0.711807,-0.002686,-0.417816,0.825377,43928.10463,2001-01-01 12:12:08.105 +0000,,,,-59.58743069,-0.186456373,-30.41187589
-0.604843,-0.144577,-0.267624,0.677023,43928.08503,2001-01-01 12:12:08.085 +0000,,,,-63.3018856,-12.33036344,-23.28439121
-0.460526,-0.191483,0.039383,0.5003,43928.06544,2001-01-01 12:12:08.065 +0000,,,,-66.99901182,-22.5032416,4.514916571
-0.243729,-0.267075,0.116882,0.379992,43928.04585,2001-01-01 12:12:08.046 +0000,,,,-39.8966527,-44.65553522,17.91407091
-0.08197,-0.375244,0.10495,0.398173,43928.02626,2001-01-01 12:12:08.026 +0000,,,,-11.88016078,-70.46112161,15.28253264
0.006439,-0.436172,0.250107,0.502833,43928.00666,2001-01-01 12:12:08.007 +0000,,,,0.73371804,-60.16125924,29.82785675
0.145996,-0.444199,0.300125,0.55561,43927.98707,2001-01-01 12:12:07.987 +0000,,,,15.23430964,-53.08044565,32.69534568
0.261002,-0.426163,0.336456,0.602444,43927.96748,2001-01-01 12:12:07.967 +0000,,,,25.67323621,-45.02290858,33.95105456
0.361374,-0.397202,0.418304,0.68069,43927.94789,2001-01-01 12:12:07.948 +0000,,,,32.06585741,-35.69910417,37.91773448
0.495178,-0.333725,0.45665,0.751733,43927.92829,2001-01-01 12:12:07.928 +0000,,,,41.20195014,-26.3555874,37.40627535
0.724243,-0.259293,0.426804,0.879728,43927.9087,2001-01-01 12:12:07.909 +0000,,,,55.41220432,-17.14206944,29.02257372
0.975128,-0.216461,0.366852,1.064101,43927.88911,2001-01-01 12:12:07.889 +0000,,,,66.40346423,-11.73711274,20.16672363
1.255692,-0.19252,0.332901,1.313259,43927.8695,2001-01-01 12:12:07.870 +0000,,,,72.97257918,-8.429775983,14.68426247
1.484238,-0.135086,0.249893,1.511177,43927.84991,2001-01-01 12:12:07.850 +0000,,,,79.16519198,-5.128585764,9.518329184
1.575211,-0.075714,0.11261,1.581045,43927.83032,2001-01-01 12:12:07.830 +0000,,,,85.07640275,-2.744863378,4.084352779
1.537155,0.000046,0.09285,1.539957,43927.81073,2001-01-01 12:12:07.811 +0000,,,,86.54331832,0.001711481,3.456682788
1.477371,0.085999,0.078003,1.481926,43927.79113,2001-01-01 12:12:07.791 +0000,,,,85.50643606,3.326852286,3.017227823
1.455185,0.154068,0.03566,1.463753,43927.77154,2001-01-01 12:12:07.772 +0000,,,,83.79776983,6.041886425,1.395980135
1.483032,0.142807,-0.009552,1.489923,43927.75195,2001-01-01 12:12:07.752 +0000,,,,84.48750893,5.500164626,-0.367329879
1.579636,0.139694,0.039444,1.586291,43927.73236,2001-01-01 12:12:07.732 +0000,,,,84.74972206,5.052198264,1.424837732
1.711761,0.147873,0.11087,1.72171,43927.71277,2001-01-01 12:12:07.713 +0000,,,,83.8375962,4.927050173,3.692133278
1.779587,0.166046,0.159821,1.794448,43927.69317,2001-01-01 12:12:07.693 +0000,,,,82.62100042,5.309356435,5.109770932
1.83429,0.129623,0.255447,1.856522,43927.67358,2001-01-01 12:12:07.674 +0000,,,,81.12406432,4.003667689,7.908666197
1.858459,0.041046,0.427994,1.907547,43927.65399,2001-01-01 12:12:07.654 +0000,,,,76.97370096,1.232968201,12.96576712
1.873001,-0.032486,0.405975,1.916769,43927.6344,2001-01-01 12:12:07.634 +0000,,,,77.73234883,-0.971113236,12.22795901
1.743912,-0.050827,0.25766,1.763576,43927.6148,2001-01-01 12:12:07.615 +0000,,,,81.43586915,-1.651516892,8.401032757
1.454651,-0.084503,0.286163,1.484938,43927.59521,2001-01-01 12:12:07.595 +0000,,,,78.40824027,-3.262280168,11.11100617
1.202332,-0.120468,0.283875,1.241249,43927.57562,2001-01-01 12:12:07.576 +0000,,,,75.61464252,-5.56954218,13.22060869
0.981033,-0.123596,0.300812,1.033533,43927.55603,2001-01-01 12:12:07.556 +0000,,,,71.65958576,-6.86820873,16.92096461
0.727768,-0.164886,0.267334,0.792655,43927.53644,2001-01-01 12:12:07.536 +0000,,,,66.65570044,-12.00619791,19.71028372
0.50386,-0.177185,0.210083,0.573938,43927.51684,2001-01-01 12:12:07.517 +0000,,,,61.39012126,-17.98200456,21.47148308
0.418091,-0.186996,0.039536,0.459707,43927.49725,2001-01-01 12:12:07.497 +0000,,,,65.43254837,-24.00221718,4.933679337
0.368057,-0.255219,-0.075073,0.454135,43927.47766,2001-01-01 12:12:07.478 +0000,,,,54.14062062,-34.19347723,-9.515235185
0.217758,-0.297104,-0.031906,0.36974,43927.45807,2001-01-01 12:12:07.458 +0000,,,,36.0825136,-53.47039949,-4.950391888
0.042679,-0.323151,0.038635,0.328238,43927.43847,2001-01-01 12:12:07.438 +0000,,,,7.470992422,-79.8988356,6.759608389
-0.043518,-0.37204,-0.103333,0.388568,43927.41888,2001-01-01 12:12:07.419 +0000,,,,-6.430375801,-73.22861235,-15.42238092
-0.134872,-0.446655,-0.101089,0.4774,43927.39929,2001-01-01 12:12:07.399 +0000,,,,-16.41030613,-69.3253573,-12.22488853
-0.316757,-0.501617,-0.037796,0.594461,43927.3797,2001-01-01 12:12:07.380 +0000,,,,-32.19808289,-57.54562822,-3.645344687
-0.610672,-0.597031,-0.00264,0.854033,43927.3601,2001-01-01 12:12:07.360 +0000,,,,-45.64684883,-44.35260507,-0.177113773
-0.887787,-0.611816,-0.119797,1.084821,43927.34051,2001-01-01 12:12:07.341 +0000,,,,-54.92216852,-34.33141676,-6.340117317
-0.980347,-0.61795,-0.225891,1.180665,43927.32092,2001-01-01 12:12:07.321 +0000,,,,-56.13314585,-31.56003018,-11.03013589
-0.968628,-0.695786,-0.112289,1.197901,43927.30133,2001-01-01 12:12:07.301 +0000,,,,-53.95978987,-35.50947524,-5.378695287
-1.012466,-0.7397,-0.018723,1.254032,43927.28174,2001-01-01 12:12:07.282 +0000,,,,-53.83967898,-36.14691651,-0.855472199
-1.042923,-0.76358,-0.09137,1.295798,43927.26214,2001-01-01 12:12:07.262 +0000,,,,-53.59579818,-36.10551738,-4.043427465
-1.065079,-0.767853,-0.100861,1.316876,43927.24255,2001-01-01 12:12:07.243 +0000,,,,-53.97804504,-35.66792152,-4.392646916
-1.044571,-0.791,-0.014572,1.310352,43927.22296,2001-01-01 12:12:07.223 +0000,,,,-52.86054463,-37.13209553,-0.637181026
-1.093903,-0.819305,0.00769,1.366727,43927.20337,2001-01-01 12:12:07.203 +0000,,,,-53.16653041,-36.83158093,0.322380966
-1.128616,-0.821548,-0.119965,1.40111,43927.18377,2001-01-01 12:12:07.184 +0000,,,,-53.66013092,-35.89880608,-4.911761892
-1.061249,-0.835464,-0.151855,1.359158,43927.16418,2001-01-01 12:12:07.164 +0000,,,,-51.335145,-37.9295806,-6.414896002
-0.952057,-0.873489,-0.033798,1.292493,43927.14459,2001-01-01 12:12:07.145 +0000,,,,-47.4430299,-42.51764787,-1.498424916
-0.86528,-0.901764,-0.029282,1.250098,43927.125,2001-01-01 12:12:07.125 +0000,,,,-43.80210541,-46.16643271,-1.342205481
-0.87323,-0.924393,-0.164032,1.282162,43927.1054,2001-01-01 12:12:07.105 +0000,,,,-42.92657471,-46.13414846,-7.350217015
-0.997025,-0.915833,-0.269867,1.380447,43927.08581,2001-01-01 12:12:07.086 +0000,,,,-46.24033799,-41.56211861,-11.27348458
-1.124603,-0.895111,-0.230515,1.455711,43927.06622,2001-01-01 12:12:07.066 +0000,,,,-50.58305665,-37.94438928,-9.111267303
-1.137924,-0.880508,-0.133255,1.444965,43927.04663,2001-01-01 12:12:07.047 +0000,,,,-51.95342603,-37.54346498,-5.291350148
-0.978973,-0.855164,-0.164368,1.310233,43927.02704,2001-01-01 12:12:07.027 +0000,,,,-48.34623637,-40.74403519,-7.206711555
-0.843796,-0.792252,-0.218582,1.177893,43927.00744,2001-01-01 12:12:07.007 +0000,,,,-45.75478464,-42.26810961,-10.69438197
-1.083923,-0.696579,-0.220474,1.307181,43926.98785,2001-01-01 12:12:06.988 +0000,,,,-56.01736479,-32.20070843,-9.71013948
-1.688583,-0.604675,-0.171677,1.801782,43926.96826,2001-01-01 12:12:06.968 +0000,,,,-69.58225901,-19.60892858,-5.467539231
-2.210983,-0.494781,-0.018982,2.265748,43926.94867,2001-01-01 12:12:06.949 +0000,,,,-77.37700737,-12.61356202,-0.480018602
-1.818802,-0.261627,0.073471,1.838991,43926.92907,2001-01-01 12:12:06.929 +0000,,,,-81.50229188,-8.179026773,2.289679101
-0.969025,-0.334808,0.06514,1.027302,43926.90948,2001-01-01 12:12:06.909 +0000,,,,-70.60850418,-19.02071991,3.635496955
-0.677094,-0.42981,0.059113,0.804168,43926.88989,2001-01-01 12:12:06.890 +0000,,,,-57.34980524,-32.30847865,4.215512462
-0.516556,-0.413574,0.142563,0.676903,43926.87032,2001-01-01 12:12:06.870 +0000,,,,-49.73973126,-37.66037248,12.15814091
-0.169983,-0.42218,0.201065,0.497551,43926.85073,2001-01-01 12:12:06.851 +0000,,,,-19.97677094,-58.05057337,23.83530965
0.137222,-0.4478,0.169647,0.498131,43926.83113,2001-01-01 12:12:06.831 +0000,,,,15.99023621,-64.02166306,19.91141154
0.238174,-0.465073,0.211121,0.563553,43926.81154,2001-01-01 12:12:06.812 +0000,,,,25.00070377,-55.61402703,22.00113889
0.337646,-0.460571,0.211472,0.608976,43926.79192,2001-01-01 12:12:06.792 +0000,,,,33.67280309,-49.13952414,20.31974079
0.48111,-0.441238,0.143555,0.668405,43926.77233,2001-01-01 12:12:06.772 +0000,,,,46.03695365,-41.31018954,12.40217137
0.614151,-0.446259,0.202316,0.785659,43926.75273,2001-01-01 12:12:06.753 +0000,,,,51.416636,-34.61128522,14.92243448
0.733994,-0.464478,0.278122,0.912051,43926.73314,2001-01-01 12:12:06.733 +0000,,,,53.58825204,-30.61501885,17.75461143
0.854523,-0.479507,0.306,1.026534,43926.71355,2001-01-01 12:12:06.714 +0000,,,,56.34968893,-27.84702772,17.34294455
0.960159,-0.472275,0.304474,1.112499,43926.69396,2001-01-01 12:12:06.694 +0000,,,,59.66251362,-25.12011706,15.88365301
1.072495,-0.438187,0.245453,1.184272,43926.67436,2001-01-01 12:12:06.674 +0000,,,,64.90628415,-21.71594579,11.9618668
1.192291,-0.410568,0.190323,1.275283,43926.65477,2001-01-01 12:12:06.655 +0000,,,,69.21565694,-18.78044959,8.582875431
1.249054,-0.363235,0.143433,1.308682,43926.63518,2001-01-01 12:12:06.635 +0000,,,,72.63764579,-16.11450545,6.292321926
1.257614,-0.305893,0.111542,1.299079,43926.61559,2001-01-01 12:12:06.616 +0000,,,,75.4848868,-13.61928278,4.925617995
1.270676,-0.265121,0.044952,1.298817,43926.596,2001-01-01 12:12:06.596 +0000,,,,78.05116215,-11.77827537,1.983399565
1.249084,-0.202164,-0.010422,1.265382,43926.5764,2001-01-01 12:12:06.576 +0000,,,,80.79441438,-9.193273036,-0.471907869
1.240982,-0.163879,-0.027924,1.252067,43926.55681,2001-01-01 12:12:06.557 +0000,,,,82.37012492,-7.520836716,-1.27793458
1.290298,-0.172012,-0.012283,1.301772,43926.53722,2001-01-01 12:12:06.537 +0000,,,,82.38745936,-7.59309348,-0.540628478
1.368546,-0.173599,0.030045,1.379839,43926.51763,2001-01-01 12:12:06.518 +0000,,,,82.66437496,-7.227592254,1.24767235
1.467072,-0.176773,0.041763,1.478273,43926.49803,2001-01-01 12:12:06.498 +0000,,,,82.9420843,-6.867904238,1.618889733
1.524765,-0.182053,0.083069,1.53784,43926.47844,2001-01-01 12:12:06.478 +0000,,,,82.52326408,-6.798748181,3.096434341
1.547943,-0.180679,0.121155,1.563154,43926.45885,2001-01-01 12:12:06.459 +0000,,,,82.00035344,-6.637435551,4.44526802
1.541489,-0.162048,0.174454,1.55977,43926.43926,2001-01-01 12:12:06.439 +0000,,,,81.21926296,-5.963348108,6.421739623
1.532715,-0.154709,0.214355,1.555345,43926.41966,2001-01-01 12:12:06.420 +0000,,,,80.21423236,-5.708608266,7.921620032
1.571655,-0.205811,0.183395,1.595648,43926.40004,2001-01-01 12:12:06.400 +0000,,,,80.05159133,-7.410812759,6.599848626
1.492844,-0.260147,0.20874,1.529651,43926.38045,2001-01-01 12:12:06.380 +0000,,,,77.40549521,-9.791861118,7.843198042
1.353912,-0.266769,0.213226,1.39632,43926.36086,2001-01-01 12:12:06.361 +0000,,,,75.84294563,-11.01415613,8.783759575
1.187057,-0.278183,0.219543,1.238826,43926.34126,2001-01-01 12:12:06.341 +0000,,,,73.37772689,-12.97664024,10.20779469
1.00029,-0.314102,0.196106,1.066629,43926.32167,2001-01-01 12:12:06.322 +0000,,,,69.68612289,-17.12641795,10.5944331
0.807251,-0.294556,0.239166,0.891974,43926.30208,2001-01-01 12:12:06.302 +0000,,,,64.82546495,-19.28269523,15.55308717
0.684006,-0.324478,0.287491,0.809815,43926.28249,2001-01-01 12:12:06.282 +0000,,,,57.63383277,-23.62078063,20.79393462
0.5961,-0.369003,0.15361,0.717701,43926.2629,2001-01-01 12:12:06.263 +0000,,,,56.15722685,-30.94038986,12.35866644
0.429764,-0.360336,0.070374,0.565236,43926.2433,2001-01-01 12:12:06.243 +0000,,,,49.49301608,-39.60540447,7.152100043
0.183548,-0.389114,0.082184,0.438011,43926.22371,2001-01-01 12:12:06.224 +0000,,,,24.77454142,-62.66856774,10.81450138
-0.140579,-0.449356,0.156006,0.496005,43926.20412,2001-01-01 12:12:06.204 +0000,,,,-16.46457365,-64.95156705,18.33213749
-0.306778,-0.491959,0.158829,0.601134,43926.18453,2001-01-01 12:12:06.185 +0000,,,,-30.68591104,-54.92333532,15.32033009
-0.359879,-0.488647,0.087418,0.613132,43926.1649,2001-01-01 12:12:06.165 +0000,,,,-35.94101301,-52.84161649,8.196946357
-0.501068,-0.469391,-0.041946,0.687864,43926.14531,2001-01-01 12:12:06.145 +0000,,,,-46.75583921,-43.03065219,-3.496071496
-0.773666,-0.464539,-0.177368,0.919682,43926.12572,2001-01-01 12:12:06.126 +0000,,,,-57.27045521,-30.33854174,-11.11961929
-1.029083,-0.454315,-0.172424,1.138044,43926.10613,2001-01-01 12:12:06.106 +0000,,,,-64.72325992,-23.52860842,-8.714390837
-1.12355,-0.491882,-0.172348,1.238555,43926.08653,2001-01-01 12:12:06.087 +0000,,,,-65.11394629,-23.39963945,-7.998812683
-1.125,-0.494659,-0.266098,1.257426,43926.06694,2001-01-01 12:12:06.067 +0000,,,,-63.46796121,-23.16560578,-12.21737383
-1.17897,-0.509827,-0.320892,1.323959,43926.04735,2001-01-01 12:12:06.047 +0000,,,,-62.9347335,-22.64857352,-14.02665109
-1.297394,-0.518692,-0.378082,1.447487,43926.02776,2001-01-01 12:12:06.028 +0000,,,,-63.6769218,-20.99826438,-15.14121241
-1.301514,-0.493134,-0.49704,1.477893,43926.00817,2001-01-01 12:12:06.008 +0000,,,,-61.72146804,-19.49190171,-19.65261794
-1.195938,-0.553772,-0.500931,1.409916,43925.98857,2001-01-01 12:12:05.989 +0000,,,,-58.02005712,-23.12693702,-20.81130446
-1.163391,-0.601334,-0.423615,1.376419,43925.96898,2001-01-01 12:12:05.969 +0000,,,,-57.69657821,-25.90515855,-17.92464452
-1.125,-0.61084,-0.425735,1.349074,43925.94939,2001-01-01 12:12:05.949 +0000,,,,-56.50202288,-26.92248447,-18.39557261
-1.003235,-0.623993,-0.525909,1.293224,43925.9298,2001-01-01 12:12:05.930 +0000,,,,-50.87424429,-28.84944028,-23.99551254
-0.901596,-0.719086,-0.569824,1.286336,43925.9102,2001-01-01 12:12:05.910 +0000,,,,-44.49946516,-33.98797895,-26.2943231
-0.879395,-0.744858,-0.506943,1.259023,43925.89061,2001-01-01 12:12:05.891 +0000,,,,-44.3046893,-36.2717434,-23.74380793
-0.936981,-0.661087,-0.378616,1.207609,43925.87107,2001-01-01 12:12:05.871 +0000,,,,-50.88648976,-33.19119668,-18.27181208
-1.121811,-0.525558,-0.514679,1.341479,43925.85148,2001-01-01 12:12:05.851 +0000,,,,-56.74616691,-23.06499571,-22.56091045
-1.338593,-0.477585,-0.875641,1.66933,43925.83189,2001-01-01 12:12:05.832 +0000,,,,-53.30942671,-16.62423325,-31.63769095
-1.425613,-0.460983,-0.911484,1.753762,43925.81229,2001-01-01 12:12:05.812 +0000,,,,-54.37912063,-15.23946502,-31.3141933
-1.285324,-0.424255,-0.507004,1.445373,43925.7927,2001-01-01 12:12:05.793 +0000,,,,-62.78141156,-17.06918949,-20.53486415
-1.368073,-0.360001,0.059021,1.415877,43925.77311,2001-01-01 12:12:05.773 +0000,,,,-75.06906881,-14.72974518,2.389073464
-1.542053,-0.31871,0.124664,1.579571,43925.75352,2001-01-01 12:12:05.754 +0000,,,,-77.48728976,-11.64048142,4.526644894
-1.217285,-0.288651,-0.962814,1.578643,43925.73393,2001-01-01 12:12:05.734 +0000,,,,-50.45240503,-10.53566728,-37.58226321
-1.062637,-0.19104,-0.907196,1.410212,43925.71433,2001-01-01 12:12:05.714 +0000,,,,-48.89708135,-7.785739764,-40.03868215
-0.841827,-0.233505,0.019257,0.873824,43925.69474,2001-01-01 12:12:05.695 +0000,,,,-74.44702618,-15.49902957,1.262765003
-0.753326,-0.340454,0.424622,0.929362,43925.67515,2001-01-01 12:12:05.675 +0000,,,,-54.15307458,-21.48952242,27.18702366
-0.319092,-0.243011,-0.259384,0.477655,43925.65556,2001-01-01 12:12:05.656 +0000,,,,-41.91588856,-30.58117817,-32.89058848
0.038879,-0.373352,-0.32576,0.497014,43925.63596,2001-01-01 12:12:05.636 +0000,,,,4.486555681,-48.69358099,-40.95259088
0.139832,-0.456573,0.098114,0.487482,43925.61637,2001-01-01 12:12:05.616 +0000,,,,16.66920896,-69.48745323,11.61106612
0.27623,-0.519882,0.39064,0.706527,43925.59678,2001-01-01 12:12:05.597 +0000,,,,23.01480545,-47.37721664,33.56633142
0.546829,-0.453461,0.371964,0.801876,43925.57719,2001-01-01 12:12:05.577 +0000,,,,42.99516356,-34.4370021,27.63691455
0.885361,-0.465561,0.276672,1.037862,43925.55759,2001-01-01 12:12:05.558 +0000,,,,58.54628376,-26.65240794,15.46077894
1.136765,-0.486938,0.323761,1.278344,43925.538,2001-01-01 12:12:05.538 +0000,,,,62.77888179,-22.39024737,14.67085373
1.310135,-0.459625,0.344864,1.430608,43925.51841,2001-01-01 12:12:05.518 +0000,,,,66.31799418,-18.74031689,13.94917585
1.418716,-0.364029,0.235382,1.483468,43925.49879,2001-01-01 12:12:05.499 +0000,,,,73.00906995,-14.20491568,9.129712914
1.45282,-0.250031,0.165543,1.483444,43925.4792,2001-01-01 12:12:05.479 +0000,,,,78.33774462,-9.703387615,6.407193714
1.424942,-0.205521,0.054932,1.440735,43925.4596,2001-01-01 12:12:05.460 +0000,,,,81.50879114,-8.201228185,2.185090122
1.385849,-0.215866,-0.056824,1.403711,43925.44001,2001-01-01 12:12:05.440 +0000,,,,80.84991224,-8.846184564,-2.32003976
1.332977,-0.189987,-0.113937,1.351261,43925.42042,2001-01-01 12:12:05.420 +0000,,,,80.56403787,-8.082558824,-4.836869485
1.28093,-0.215836,-0.072128,1.300987,43925.40083,2001-01-01 12:12:05.401 +0000,,,,79.92599147,-9.549616194,-3.178162025
1.194473,-0.25827,-0.066147,1.223865,43925.38123,2001-01-01 12:12:05.381 +0000,,,,77.41783048,-12.18261707,-3.098211663
1.17366,-0.303085,-0.101791,1.216429,43925.36164,2001-01-01 12:12:05.362 +0000,,,,74.76158041,-14.42778823,-4.800134205
1.202805,-0.33371,-0.20134,1.264373,43925.34205,2001-01-01 12:12:05.342 +0000,,,,72.04617282,-15.30356808,-9.162840372
1.204926,-0.30835,-0.239105,1.266529,43925.32246,2001-01-01 12:12:05.322 +0000,,,,72.05639514,-14.09087421,-10.88203348
1.250748,-0.27005,-0.230484,1.300161,43925.30286,2001-01-01 12:12:05.303 +0000,,,,74.15297496,-11.98788956,-10.21097957
1.312592,-0.273422,-0.123917,1.346481,43925.28327,2001-01-01 12:12:05.283 +0000,,,,77.11792292,-11.71619346,-5.280415034
1.366379,-0.264847,0.001648,1.391811,43925.26368,2001-01-01 12:12:05.264 +0000,,,,79.03010863,-10.96967791,0.067842156
1.361755,-0.251541,0.091995,1.387845,43925.24409,2001-01-01 12:12:05.244 +0000,,,,78.87285945,-10.44233251,3.800708619
1.379959,-0.238739,0.048157,1.401286,43925.2245,2001-01-01 12:12:05.224 +0000,,,,79.99100007,-9.809412027,1.969431261
1.3974,-0.262924,-0.126465,1.427532,43925.2049,2001-01-01 12:12:05.205 +0000,,,,78.2068607,-10.61337162,-5.082491719
1.255722,-0.286133,-0.092789,1.291247,43925.18531,2001-01-01 12:12:05.185 +0000,,,,76.52891364,-12.80268933,-4.120825118
1.056458,-0.337692,-0.00946,1.109156,43925.16572,2001-01-01 12:12:05.166 +0000,,,,72.26723987,-17.72557698,-0.488681707
0.934174,-0.386871,0.06395,1.013133,43925.14613,2001-01-01 12:12:05.146 +0000,,,,67.22970329,-22.44868496,3.618972242
0.758499,-0.428772,0.159363,0.885756,43925.12653,2001-01-01 12:12:05.127 +0000,,,,58.90698439,-28.95188185,10.36496074
0.647186,-0.466736,0.205246,0.823904,43925.10694,2001-01-01 12:12:05.107 +0000,,,,51.76798614,-34.50603599,14.42508461
0.577621,-0.532318,0.018661,0.785721,43925.08735,2001-01-01 12:12:05.087 +0000,,,,47.31973981,-42.64783511,1.36091282
0.480957,-0.561829,-0.036255,0.740463,43925.06773,2001-01-01 12:12:05.068 +0000,,,,40.50657063,-49.35441938,-2.806471871
0.298004,-0.521347,0.003586,0.600518,43925.04813,2001-01-01 12:12:05.048 +0000,,,,29.75187192,-60.24575855,0.342144399
-0.003464,-0.623734,0.086029,0.629648,43925.02854,2001-01-01 12:12:05.029 +0000,,,,-0.315213362,-82.14069938,7.852898544
-0.294205,-0.621857,-0.093414,0.694254,43925.00895,2001-01-01 12:12:05.009 +0000,,,,-25.07291568,-63.60099483,-7.732774265
-0.454147,-0.600174,-0.414505,0.859228,43924.98936,2001-01-01 12:12:04.989 +0000,,,,-31.90769806,-44.30708644,-28.84328973
-0.643311,-0.604691,-0.443466,0.988009,43924.96977,2001-01-01 12:12:04.970 +0000,,,,-40.62597655,-37.73640748,-26.66979791
-0.912262,-0.647491,-0.299911,1.158194,43924.95017,2001-01-01 12:12:04.950 +0000,,,,-51.96728809,-33.99028532,-15.00759841
-1.182602,-0.564819,-0.377579,1.363867,43924.93058,2001-01-01 12:12:04.931 +0000,,,,-60.12275532,-24.46457093,-16.07195829
-1.116516,-0.471756,-0.763016,1.432255,43924.91099,2001-01-01 12:12:04.911 +0000,,,,-51.21948354,-19.23113867,-32.19060051
-1.072327,-0.524551,-0.740356,1.404694,43924.8914,2001-01-01 12:12:04.891 +0000,,,,-49.76381112,-21.92713599,-31.80692237
