,,,,,,,,,,,Axis_X,Axis_Y,Axis_Z,,Total_Accel_Data,,Action pattern,Placement of Iphone,Height,Weight,Age,ground condition,Frequncy,Number of step (exactly),number of steps(by program),Accuracy,,Action pattern,Placement of Iphone,Height,Weight,Age,ground condition,Frequncy,Number of step (exactly),number of steps(by program),Accuracy
x_times_g,y_times_g,z_times_g,g_measured,TimeInterval,Date,,,,,,-0.813599,0.974823,0.003281,,1.273723,,Walking ,in pocket of pants,173cm,60 Kilo,28,Flat,25Hz ,150,250,0.6,,Walking ,in pocket of pants,173cm,60 Kilo,28,Flat,25Hz ,150,250,0.6
-0.361786,-0.81723,-0.458527,1.00449,6414.483675,2001-01-01 01:46:54.484 +0000,,,,,,-0.795059,1.000732,-0.049728,,1.269738,,Walking,in pocket of pants,173cm,60 Kilo,28,Flat,50Hz ,235,250,0.94,,Walking,in pocket of pants,173cm,60 Kilo,28,Flat,50Hz ,235,250,0.94
-0.370102,-0.802505,-0.521866,1.026321,6414.473879,2001-01-01 01:46:54.474 +0000,,,,,,-0.767212,1.018127,-0.126877,,1.279085,,walking ,in hand(Natural Vertical),173cm,60 Kilo,28,Flat,50Hz ,243,258,0.94,,walking ,in hand(Natural Vertical),173cm,60 Kilo,28,Flat,50Hz ,243,258,0.94
-0.355118,-0.829727,-0.605667,1.086917,6414.464052,2001-01-01 01:46:54.464 +0000,,,,,,-0.731461,1.047272,-0.248978,,1.28113,,Walking,Put the Phone Beside Ear (to answer the phone call),173cm,60 Kilo,28,Flat,50Hz ,192,250,0.77,,Walking,Put the Phone Beside Ear (to answer the phone call),173cm,60 Kilo,28,Flat,50Hz ,192,250,0.77
-0.330109,-0.857407,-0.59201,1.092975,6414.454256,2001-01-01 01:46:54.454 +0000,,,,,,-0.686798,1.076675,-0.416489,,1.301462,,Running,In pocket of Pants,173cm,60 Kilo,28,Flat,50Hz ,258,250,0.97,,Running,In pocket of Pants,173cm,60 Kilo,28,Flat,50Hz ,258,250,0.97
-0.307404,-0.862854,-0.585587,1.087164,6414.44446,2001-01-01 01:46:54.444 +0000,,,,,,-0.649323,1.072433,-0.587158,,1.343274,,,,,,,,,,,,,,,,,,,,,,
-0.283524,-0.839096,-0.585968,1.061992,6414.434664,2001-01-01 01:46:54.435 +0000,,,,,,-0.631424,1.067932,-0.730423,,1.384373,,,,,,,,,,,,,,,,,,,,,,
-0.292084,-0.812332,-0.541092,1.018812,6414.424837,2001-01-01 01:46:54.425 +0000,,,,,,-0.625687,1.062576,-0.856888,,1.439685,,,,,,,,,,,,,,,,,,,,,,
-0.303818,-0.815903,-0.507675,1.007838,6414.415041,2001-01-01 01:46:54.415 +0000,,,,,,-0.64003,1.083206,-0.920624,,1.501602,,,,,,,,,,,,,,,,,,,,,,
-0.311203,-0.817596,-0.403549,0.963412,6414.405245,2001-01-01 01:46:54.405 +0000,,,,,,-0.660965,1.143448,-0.914459,,1.559013,,,,,,,,,,,,,,,,,,,,,,
-0.285568,-0.799789,-0.419189,0.947065,6414.395418,2001-01-01 01:46:54.395 +0000,,,,,,-0.696548,1.235291,-0.841171,,1.606419,,,,,,,,,,,,,,,,,,,,,,
-0.276917,-0.808212,-0.533966,1.007477,6414.385622,2001-01-01 01:46:54.386 +0000,,,,,,-0.713028,1.299561,-0.73793,,1.648846,,,,,,,,,,,,,,,,,,,,,,
-0.28508,-0.795853,-0.523178,0.994167,6414.375826,2001-01-01 01:46:54.376 +0000,,,,,,-0.697403,1.362488,-0.585037,,1.65584,,,,,,,,,,,,,,,,,,,,,,
-0.290405,-0.796143,-0.515869,0.992119,6414.365999,2001-01-01 01:46:54.366 +0000,,,,,,-0.668472,1.462708,-0.401047,,1.638601,,,,,,,,,,,,,,,,,,,,,,
-0.292053,-0.80603,-0.505035,0.995008,6414.356203,2001-01-01 01:46:54.356 +0000,,,,,,-0.595673,1.568527,-0.272736,,1.65747,,,,,,,,,,,,,,,,,,,,,,
-0.298798,-0.816467,-0.50412,1.005005,6414.346407,2001-01-01 01:46:54.346 +0000,,,,,,-0.482971,1.734283,-0.180573,,1.699849,,,,,,,,,,,,,,,,,,,,,,
-0.304688,-0.824265,-0.510254,1.016172,6414.33658,2001-01-01 01:46:54.337 +0000,,,,,,-0.353592,1.942429,-0.153534,,1.809311,,,,,,,,,,,,,,,,,,,,,,
-0.305008,-0.822403,-0.51326,1.016274,6414.326784,2001-01-01 01:46:54.327 +0000,,,,,,-0.214615,2.18454,-0.209,,1.98031,,,,,,,,,,,,,,,,,,,,,,
-0.302139,-0.814713,-0.512909,1.009019,6414.316988,2001-01-01 01:46:54.317 +0000,,,,,,-0.107925,2.396759,-0.330765,,2.204984,,,,,,,,,,,,,,,,,,,,,,
-0.295563,-0.810104,-0.51329,1.00354,6414.307161,2001-01-01 01:46:54.307 +0000,,,,,,-0.0504,2.510666,-0.467651,,2.421881,,,,,,,,,,,,,,,,,,,,,,
-0.286453,-0.808975,-0.501358,0.99391,6414.297365,2001-01-01 01:46:54.297 +0000,,,,,,-0.040695,2.495743,-0.555542,,2.554346,,,,,,,,,,,,,,,,,,,,,,
-0.28862,-0.812057,-0.488876,0.990827,6414.287569,2001-01-01 01:46:54.288 +0000,,,,,,-0.036942,2.434891,-0.609894,,2.55715,,,,,,,,,,,,,,,,,,,,,,
-0.315659,-0.796463,-0.51062,0.99736,6414.277773,2001-01-01 01:46:54.278 +0000,,,,,,-0.024643,2.341934,-0.64624,,2.510384,,,,,,,,,,,,,,,,,,,,,,
-0.320862,-0.815491,-0.512833,1.015369,6414.267946,2001-01-01 01:46:54.268 +0000,,,,,,-0.010406,2.240692,-0.669479,,2.429586,,,,,,,,,,,,,,,,,,,,,,
-0.314957,-0.837692,-0.505951,1.028062,6414.25815,2001-01-01 01:46:54.258 +0000,,,,,,0.01152,2.159988,-0.658691,,2.338592,,,,,,,,,,,,,,,,,,,,,,
-0.305588,-0.832733,-0.505112,1.020767,6414.248354,2001-01-01 01:46:54.248 +0000,,,,,,0.035507,2.10112,-0.627411,,2.25822,,,,,,,,,,,,,,,,,,,,,,
-0.290405,-0.82605,-0.509781,1.013198,6414.238527,2001-01-01 01:46:54.239 +0000,,,,,,0.06543,2.027161,-0.578964,,2.193082,,,,,,,,,,,,,,,,,,,,,,
-0.277878,-0.818222,-0.508087,1.002425,6414.228731,2001-01-01 01:46:54.229 +0000,,,,,,0.108521,1.940109,-0.520157,,2.109232,,,,,,,,,,,,,,,,,,,,,,
-0.2742,-0.805618,-0.503922,0.989011,6414.218935,2001-01-01 01:46:54.219 +0000,,,,,,0.155975,1.820633,-0.464981,,2.011558,,,,,,,,,,,,,,,,,,,,,,
-0.275452,-0.793472,-0.503647,0.979353,6414.209139,2001-01-01 01:46:54.209 +0000,,,,,,0.207092,1.734177,-0.423233,,1.885534,,,,,,,,,,,,,,,,,,,,,,
-0.274475,-0.796051,-0.500626,0.979622,6414.199312,2001-01-01 01:46:54.199 +0000,,,,,,0.262894,1.657074,-0.385391,,1.797048,,,,,,,,,,,,,,,,,,,,,,
-0.284729,-0.800949,-0.497131,0.984749,6414.189516,2001-01-01 01:46:54.190 +0000,,,,,,0.301697,1.544785,-0.338364,,1.721492,,,,,,,,,,,,,,,,,,,,,,
-0.301544,-0.809631,-0.497818,0.997123,6414.17972,2001-01-01 01:46:54.180 +0000,,,,,,0.318314,1.433212,-0.290161,,1.609929,,,,,,,,,,,,,,,,,,,,,,
-0.316238,-0.810394,-0.498032,1.002388,6414.169893,2001-01-01 01:46:54.170 +0000,,,,,,0.323349,1.332443,-0.252289,,1.496534,,,,,,,,,,,,,,,,,,,,,,
-0.306931,-0.81749,-0.498611,1.005539,6414.160097,2001-01-01 01:46:54.160 +0000,,,,,,0.373322,1.21817,-0.223511,,1.394134,,,,,,,,,,,,,,,,,,,,,,
-0.293961,-0.82489,-0.51088,1.013832,6414.150301,2001-01-01 01:46:54.150 +0000,,,,,,0.449158,1.090775,-0.204102,,1.293547,,,,,,,,,,,,,,,,,,,,,,
-0.27832,-0.828201,-0.520157,1.01683,6414.140505,2001-01-01 01:46:54.141 +0000,,,,,,0.508255,0.954483,-0.164108,,1.197159,,,,,,,,,,,,,,,,,,,,,,
-0.278778,-0.832687,-0.506271,1.013606,6414.130678,2001-01-01 01:46:54.131 +0000,,,,,,0.555847,0.836365,-0.12886,,1.093752,,,,,,,,,,,,,,,,,,,,,,
-0.28569,-0.821503,-0.50029,1.003382,6414.120882,2001-01-01 01:46:54.121 +0000,,,,,,0.583237,0.720444,-0.10495,,1.012461,,,,,,,,,,,,,,,,,,,,,,
-0.291794,-0.816498,-0.500488,1.00115,6414.111086,2001-01-01 01:46:54.111 +0000,,,,,,0.606659,0.615021,-0.090286,,0.932855,,,,,,,,,,,,,,,,,,,,,,
-0.292175,-0.812149,-0.510483,1.002769,6414.101259,2001-01-01 01:46:54.101 +0000,,,,,,0.627106,0.522659,-0.084763,,0.868583,,,,,,,,,,,,,,,,,,,,,,
-0.290482,-0.812973,-0.524063,1.009924,6414.091463,2001-01-01 01:46:54.091 +0000,,,,,,0.660126,0.444321,-0.097565,,0.820743,,,,,,,,,,,,,,,,,,,,,,
-0.293427,-0.819168,-0.537506,1.022765,6414.081667,2001-01-01 01:46:54.082 +0000,,,,,,0.706482,0.393036,-0.113205,,0.801689,,,,,,,,,,,,,,,,,,,,,,
-0.295929,-0.828568,-0.551361,1.038315,6414.07184,2001-01-01 01:46:54.072 +0000,,,,,,0.761993,0.348129,-0.12291,,0.816339,,,,,,,,,,,,,,,,,,,,,,
-0.289307,-0.825806,-0.553757,1.035519,6414.062044,2001-01-01 01:46:54.062 +0000,,,,,,0.800491,0.337616,-0.117569,,0.84672,,,,,,,,,,,,,,,,,,,,,,
-0.2854,-0.832855,-0.552277,1.039284,6414.052248,2001-01-01 01:46:54.052 +0000,,,,,,0.794525,0.367203,-0.096191,,0.876695,,,,,,,,,,,,,,,,,,,,,,
-0.28186,-0.815918,-0.554855,1.026173,6414.042421,2001-01-01 01:46:54.042 +0000,,,,,,0.740921,0.429596,-0.060715,,0.880546,,,,,,,,,,,,,,,,,,,,,,
-0.290039,-0.822952,-0.551773,1.032389,6414.032625,2001-01-01 01:46:54.033 +0000,,,,,,0.656555,0.496368,0.002945,,0.858605,,,,,,,,,,,,,,,,,,,,,,
-0.294678,-0.821274,-0.538788,1.025484,6414.022829,2001-01-01 01:46:54.023 +0000,,,,,,0.562912,0.56424,0.075684,,0.823077,,,,,,,,,,,,,,,,,,,,,,
-0.30423,-0.817612,-0.515335,1.01322,6414.013002,2001-01-01 01:46:54.013 +0000,,,,,,0.508652,0.613998,0.132294,,0.800602,,,,,,,,,,,,,,,,,,,,,,
-0.32399,-0.818314,-0.492142,1.00837,6414.003206,2001-01-01 01:46:54.003 +0000,,,,,,0.504257,0.667358,0.16098,,0.808222,,,,,,,,,,,,,,,,,,,,,,
-0.354492,-0.834793,-0.469238,1.021141,6413.99341,2001-01-01 01:46:53.993 +0000,,,,,,0.522339,0.699615,0.150436,,0.851796,,,,,,,,,,,,,,,,,,,,,,
-0.372604,-0.85968,-0.467438,1.047083,6413.983583,2001-01-01 01:46:53.984 +0000,,,,,,0.56012,0.744736,0.10968,,0.885963,,,,,,,,,,,,,,,,,,,,,,
-0.36911,-0.869781,-0.479401,1.059522,6413.973787,2001-01-01 01:46:53.974 +0000,,,,,,0.60112,0.773132,0.049728,,0.938294,,,,,,,,,,,,,,,,,,,,,,
-0.352631,-0.860901,-0.486038,1.049634,6413.963991,2001-01-01 01:46:53.964 +0000,,,,,,0.640686,0.831696,-0.081848,,0.980587,,,,,,,,,,,,,,,,,,,,,,
-0.345047,-0.846497,-0.492554,1.038375,6413.954165,2001-01-01 01:46:53.954 +0000,,,,,,0.652771,0.916779,-0.196503,,1.053041,,,,,,,,,,,,,,,,,,,,,,
-0.335464,-0.828018,-0.498978,1.023293,6413.944368,2001-01-01 01:46:53.944 +0000,,,,,,0.625732,0.997162,-0.301804,,1.142456,,,,,,,,,,,,,,,,,,,,,,
-0.321014,-0.823044,-0.500366,1.015292,6413.934572,2001-01-01 01:46:53.935 +0000,,,,,,0.575043,1.103867,-0.353683,,1.215302,,,,,,,,,,,,,,,,,,,,,,
-0.299377,-0.82756,-0.497009,1.010693,6413.924746,2001-01-01 01:46:53.925 +0000,,,,,,0.497818,1.175186,-0.348846,,1.293943,,,,,,,,,,,,,,,,,,,,,,
-0.269287,-0.845306,-0.486099,1.011608,6413.914949,2001-01-01 01:46:53.915 +0000,,,,,,0.357361,1.278076,-0.309525,,1.323095,,,,,,,,,,,,,,,,,,,,,,
-0.248352,-0.871124,-0.476685,1.023604,6413.905153,2001-01-01 01:46:53.905 +0000,,,,,,0.225464,1.36261,-0.267349,,1.362715,,,,,,,,,,,,,,,,,,,,,,
-0.256332,-0.884644,-0.48645,1.041602,6413.895357,2001-01-01 01:46:53.895 +0000,,,,,,0.104858,1.449646,-0.203705,,1.406775,,,,,,,,,,,,,,,,,,,,,,
-0.286636,-0.856949,-0.532028,1.048607,6413.885531,2001-01-01 01:46:53.886 +0000,,,,,,-0.012756,1.557861,-0.189178,,1.467639,,,,,,,,,,,,,,,,,,,,,,
-0.314117,-0.785568,-0.607727,1.041691,6413.875734,2001-01-01 01:46:53.876 +0000,,,,,,-0.132721,1.667343,-0.198318,,1.569358,,,,,,,,,,,,,,,,,,,,,,
-0.308624,-0.746841,-0.65863,1.042504,6413.865938,2001-01-01 01:46:53.866 +0000,,,,,,-0.226822,1.772369,-0.247086,,1.684333,,,,,,,,,,,,,,,,,,,,,,
-0.287582,-0.750427,-0.625824,1.018578,6413.856112,2001-01-01 01:46:53.856 +0000,,,,,,-0.352692,1.890457,-0.311691,,1.803827,,,,,,,,,,,,,,,,,,,,,,
-0.215454,-0.787247,-0.551331,0.984958,6413.846315,2001-01-01 01:46:53.846 +0000,,,,,,-0.470352,1.973114,-0.389954,,1.948171,,,,,,,,,,,,,,,,,,,,,,
-0.182236,-0.803207,-0.520645,0.974384,6413.836519,2001-01-01 01:46:53.837 +0000,,,,,,-0.503723,2.00441,-0.457733,,2.065544,,,,,,,,,,,,,,,,,,,,,,
-0.168655,-0.794785,-0.519684,0.964468,6413.826693,2001-01-01 01:46:53.827 +0000,,,,,,-0.493668,2.016663,-0.49147,,2.116817,,,,,,,,,,,,,,,,,,,,,,
-0.171631,-0.798096,-0.532394,0.974606,6413.816896,2001-01-01 01:46:53.817 +0000,,,,,,-0.45813,1.988083,-0.511505,,2.133584,,,,,,,,,,,,,,,,,,,,,,
-0.169586,-0.826126,-0.552917,1.008445,6413.8071,2001-01-01 01:46:53.807 +0000,,,,,,-0.413559,1.925095,-0.53334,,2.103329,,,,,,,,,,,,,,,,,,,,,,
-0.167603,-0.833191,-0.572906,1.024949,6413.797304,2001-01-01 01:46:53.797 +0000,,,,,,-0.392136,1.841751,-0.535034,,2.039969,,,,,,,,,,,,,,,,,,,,,,
-0.156158,-0.811813,-0.577652,1.008518,6413.787478,2001-01-01 01:46:53.787 +0000,,,,,,-0.402084,1.739975,-0.516037,,1.95757,,,,,,,,,,,,,,,,,,,,,,
-0.135391,-0.780869,-0.574783,0.979011,6413.777681,2001-01-01 01:46:53.778 +0000,,,,,,-0.425293,1.630402,-0.480484,,1.858892,,,,,,,,,,,,,,,,,,,,,,
-0.127914,-0.759186,-0.590118,0.970033,6413.767885,2001-01-01 01:46:53.768 +0000,,,,,,-0.446609,1.533951,-0.442947,,1.752127,,,,,,,,,,,,,,,,,,,,,,
-0.131226,-0.741608,-0.60466,0.965824,6413.758059,2001-01-01 01:46:53.758 +0000,,,,,,-0.476166,1.471527,-0.420227,,1.657911,,,,,,,,,,,,,,,,,,,,,,
-0.125031,-0.748703,-0.594772,0.964335,6413.748262,2001-01-01 01:46:53.748 +0000,,,,,,-0.507294,1.436966,-0.409027,,1.602722,,,,,,,,,,,,,,,,,,,,,,
-0.131973,-0.769791,-0.585312,0.976004,6413.738466,2001-01-01 01:46:53.738 +0000,,,,,,-0.543762,1.416489,-0.410904,,1.577822,,,,,,,,,,,,,,,,,,,,,,
-0.117935,-0.791977,-0.584732,0.991488,6413.72864,2001-01-01 01:46:53.729 +0000,,,,,,-0.576782,1.383423,-0.40921,,1.571929,,,,,,,,,,,,,,,,,,,,,,
-0.115112,-0.817123,-0.587082,1.012722,6413.718844,2001-01-01 01:46:53.719 +0000,,,,,,-0.61412,1.360748,-0.405518,,1.553702,,,,,,,,,,,,,,,,,,,,,,
-0.132187,-0.84079,-0.603027,1.043093,6413.709047,2001-01-01 01:46:53.709 +0000,,,,,,-0.638107,1.331314,-0.39122,,1.547005,,,,,,,,,,,,,,,,,,,,,,
-0.16069,-0.8517,-0.616379,1.063549,6413.699221,2001-01-01 01:46:53.699 +0000,,,,,,-0.650375,1.288788,-0.382309,,1.527295,,,,,,,,,,,,,,,,,,,,,,
-0.187744,-0.850433,-0.611359,1.06407,6413.689425,2001-01-01 01:46:53.689 +0000,,,,,,-0.667053,1.248047,-0.387146,,1.493359,,,,,,,,,,,,,,,,,,,,,,
-0.226166,-0.852966,-0.581543,1.056832,6413.679628,2001-01-01 01:46:53.680 +0000,,,,,,-0.685638,1.205765,-0.396179,,1.467127,,,,,,,,,,,,,,,,,,,,,,
-0.237396,-0.855759,-0.556595,1.048083,6413.669802,2001-01-01 01:46:53.670 +0000,,,,,,-0.70372,1.168945,-0.403809,,1.442542,,,,,,,,,,,,,,,,,,,,,,
-0.219543,-0.839584,-0.54953,1.027173,6413.660006,2001-01-01 01:46:53.660 +0000,,,,,,-0.714798,1.138214,-0.398941,,1.422925,,,,,,,,,,,,,,,,,,,,,,
-0.198395,-0.800247,-0.556412,0.994661,6413.650209,2001-01-01 01:46:53.650 +0000,,,,,,-0.725525,1.091217,-0.373215,,1.402006,,,,,,,,,,,,,,,,,,,,,,
-0.131226,-0.821564,-0.55278,0.998876,6413.640383,2001-01-01 01:46:53.640 +0000,,,,,,-0.736893,1.05661,-0.332214,,1.362509,,,,,,,,,,,,,,,,,,,,,,
-0.115097,-0.841202,-0.547562,1.010293,6413.630587,2001-01-01 01:46:53.631 +0000,,,,,,-0.750259,1.046875,-0.284485,,1.330339,,,,,,,,,,,,,,,,,,,,,,
-0.126938,-0.811996,-0.582062,1.007098,6413.620791,2001-01-01 01:46:53.621 +0000,,,,,,-0.766403,1.040146,-0.224396,,1.319003,,,,,,,,,,,,,,,,,,,,,,
-0.150986,-0.788315,-0.645828,1.030209,6413.610994,2001-01-01 01:46:53.611 +0000,,,,,,-0.776871,1.030594,-0.172653,,1.311347,,,,,,,,,,,,,,,,,,,,,,
-0.175613,-0.793304,-0.692505,1.067584,6413.601168,2001-01-01 01:46:53.601 +0000,,,,,,-0.782883,1.013657,-0.11647,,1.302099,,,,,,,,,,,,,,,,,,,,,,
-0.183685,-0.828552,-0.68187,1.088662,6413.591372,2001-01-01 01:46:53.591 +0000,,,,,,-0.791367,1.004425,-0.061661,,1.286068,,,,,,,,,,,,,,,,,,,,,,
-0.179626,-0.860504,-0.638947,1.086732,6413.581575,2001-01-01 01:46:53.582 +0000,,,,,,-0.799667,0.995346,-0.037384,,1.280208,,,,,,,,,,,,,,,,,,,,,,
-0.145676,-0.853958,-0.601639,1.05472,6413.571749,2001-01-01 01:46:53.572 +0000,,,,,,-0.795013,0.986664,-0.054108,,1.277333,,,,,,,,,,,,,,,,,,,,,,
-0.092575,-0.820404,-0.569565,1.003014,6413.561953,2001-01-01 01:46:53.562 +0000,,,,,,-0.784637,0.971664,-0.10997,,1.268258,,,,,,,,,,,,,,,,,,,,,,
-0.054626,-0.793015,-0.52626,0.953313,6413.552156,2001-01-01 01:46:53.552 +0000,,,,,,-0.758728,0.958481,-0.199219,,1.253747,,,,,,,,,,,,,,,,,,,,,,
-0.031448,-0.776474,-0.50264,0.925499,6413.54233,2001-01-01 01:46:53.542 +0000,,,,,,-0.714874,0.950653,-0.30629,,1.238564,,,,,,,,,,,,,,,,,,,,,,
-0.021683,-0.775589,-0.5047,0.925597,6413.532534,2001-01-01 01:46:53.533 +0000,,,,,,-0.664734,0.939987,-0.437546,,1.228251,,,,,,,,,,,,,,,,,,,,,,
-0.02037,-0.784668,-0.516525,0.939637,6413.522738,2001-01-01 01:46:53.523 +0000,,,,,,-0.607208,0.938263,-0.644257,,1.231622,,,,,,,,,,,,,,,,,,,,,,
-0.023514,-0.795517,-0.534729,0.95882,6413.512941,2001-01-01 01:46:53.513 +0000,,,,,,-0.541229,0.915848,-0.796661,,1.290002,,,,,,,,,,,,,,,,,,,,,,
-0.017914,-0.796722,-0.545853,0.965941,6413.503115,2001-01-01 01:46:53.503 +0000,,,,,,-0.497055,0.934967,-0.915115,,1.329051,,,,,,,,,,,,,,,,,,,,,,
-0.005554,-0.791412,-0.55397,0.966047,6413.493319,2001-01-01 01:46:53.493 +0000,,,,,,-0.497849,0.970016,-0.95047,,1.399522,,,,,,,,,,,,,,,,,,,,,,
0.006744,-0.787323,-0.548401,0.959514,6413.483522,2001-01-01 01:46:53.484 +0000,,,,,,-0.539856,1.01503,-0.902954,,1.446436,,,,,,,,,,,,,,,,,,,,,,
0.01738,-0.7892,-0.520538,0.945568,6413.473726,2001-01-01 01:46:53.474 +0000,,,,,,-0.607697,1.122971,-0.82135,,1.461867,,,,,,,,,,,,,,,,,,,,,,
0.017166,-0.794571,-0.493774,0.935655,6413.4639,2001-01-01 01:46:53.464 +0000,,,,,,-0.680176,1.219131,-0.669434,,1.518214,,,,,,,,,,,,,,,,,,,,,,
-0.002258,-0.782547,-0.508102,0.933034,6413.454104,2001-01-01 01:46:53.454 +0000,,,,,,-0.745071,1.267685,-0.465393,,1.548245,,,,,,,,,,,,,,,,,,,,,,
-0.031723,-0.809265,-0.539871,0.973333,6413.444307,2001-01-01 01:46:53.444 +0000,,,,,,-0.79129,1.332626,-0.244843,,1.542319,,,,,,,,,,,,,,,,,,,,,,
-0.055771,-0.838654,-0.574585,1.018135,6413.434511,2001-01-01 01:46:53.435 +0000,,,,,,-0.772308,1.396835,-0.092072,,1.56907,,,,,,,,,,,,,,,,,,,,,,
-0.057205,-0.854019,-0.603134,1.047087,6413.424685,2001-01-01 01:46:53.425 +0000,,,,,,-0.693192,1.479843,0.023941,,1.598776,,,,,,,,,,,,,,,,,,,,,,
-0.049988,-0.853378,-0.628876,1.061244,6413.414888,2001-01-01 01:46:53.415 +0000,,,,,,-0.543457,1.588562,0.061951,,1.634327,,,,,,,,,,,,,,,,,,,,,,
-0.034531,-0.841171,-0.62915,1.050996,6413.405092,2001-01-01 01:46:53.405 +0000,,,,,,-0.375626,1.718018,0.010727,,1.680093,,,,,,,,,,,,,,,,,,,,,,
-0.03064,-0.848785,-0.591827,1.035198,6413.395266,2001-01-01 01:46:53.395 +0000,,,,,,-0.228729,1.898605,-0.161514,,1.758634,,,,,,,,,,,,,,,,,,,,,,
-0.040466,-0.860779,-0.542358,1.0182,6413.385469,2001-01-01 01:46:53.385 +0000,,,,,,-0.167465,2.080719,-0.386169,,1.919142,,,,,,,,,,,,,,,,,,,,,,
-0.039856,-0.837845,-0.498291,0.975636,6413.375673,2001-01-01 01:46:53.376 +0000,,,,,,-0.168304,2.140915,-0.575439,,2.122867,,,,,,,,,,,,,,,,,,,,,,
-0.073074,-0.851257,-0.469269,0.974778,6413.365847,2001-01-01 01:46:53.366 +0000,,,,,,-0.207397,2.077957,-0.702682,,2.22328,,,,,,,,,,,,,,,,,,,,,,
-0.089874,-0.87265,-0.474472,0.997356,6413.356051,2001-01-01 01:46:53.356 +0000,,,,,,-0.260025,1.968094,-0.764694,,2.203334,,,,,,,,,,,,,,,,,,,,,,
-0.077164,-0.8797,-0.474335,1.002407,6413.346254,2001-01-01 01:46:53.346 +0000,,,,,,-0.279373,1.810715,-0.76918,,2.127384,,,,,,,,,,,,,,,,,,,,,,
-0.067291,-0.886856,-0.477219,1.009346,6413.336428,2001-01-01 01:46:53.336 +0000,,,,,,-0.277222,1.674179,-0.735336,,1.987052,,,,,,,,,,,,,,,,,,,,,,
-0.062698,-0.892517,-0.490875,1.020527,6413.326632,2001-01-01 01:46:53.327 +0000,,,,,,-0.274689,1.585617,-0.69223,,1.849445,,,,,,,,,,,,,,,,,,,,,,
-0.068359,-0.897354,-0.499039,1.029056,6413.316835,2001-01-01 01:46:53.317 +0000,,,,,,-0.267471,1.585693,-0.638901,,1.751804,,,,,,,,,,,,,,,,,,,,,,
-0.051163,-0.878448,-0.486511,1.005476,6413.307009,2001-01-01 01:46:53.307 +0000,,,,,,-0.248428,1.54454,-0.559433,,1.730364,,,,,,,,,,,,,,,,,,,,,,
-0.037811,-0.863007,-0.485764,0.991048,6413.297213,2001-01-01 01:46:53.297 +0000,,,,,,-0.192154,1.539139,-0.503723,,1.661411,,,,,,,,,,,,,,,,,,,,,,
-0.0336,-0.86264,-0.513397,1.004417,6413.287386,2001-01-01 01:46:53.287 +0000,,,,,,-0.166626,1.562469,-0.459198,,1.630831,,,,,,,,,,,,,,,,,,,,,,
-0.032272,-0.862808,-0.538162,1.017398,6413.27759,2001-01-01 01:46:53.278 +0000,,,,,,-0.098724,1.534958,-0.389313,,1.637052,,,,,,,,,,,,,,,,,,,,,,
-0.045349,-0.860703,-0.547363,1.021015,6413.267794,2001-01-01 01:46:53.268 +0000,,,,,,-0.033051,1.53273,-0.349701,,1.586634,,,,,,,,,,,,,,,,,,,,,,
-0.058365,-0.85405,-0.535538,1.009756,6413.257967,2001-01-01 01:46:53.258 +0000,,,,,,0.03038,1.492844,-0.285507,,1.572465,,,,,,,,,,,,,,,,,,,,,,
-0.061661,-0.853577,-0.518875,1.000813,6413.248171,2001-01-01 01:46:53.248 +0000,,,,,,0.093399,1.43425,-0.228683,,1.520204,,,,,,,,,,,,,,,,,,,,,,
-0.055618,-0.857895,-0.52652,1.008117,6413.238375,2001-01-01 01:46:53.238 +0000,,,,,,0.1418,1.358658,-0.179764,,1.455367,,,,,,,,,,,,,,,,,,,,,,
-0.05188,-0.85997,-0.528259,1.010593,6413.228548,2001-01-01 01:46:53.229 +0000,,,,,,0.175781,1.266083,-0.14682,,1.377815,,,,,,,,,,,,,,,,,,,,,,
-0.040237,-0.863495,-0.504608,1.000935,6413.218752,2001-01-01 01:46:53.219 +0000,,,,,,0.205002,1.154404,-0.139008,,1.286632,,,,,,,,,,,,,,,,,,,,,,
-0.035629,-0.8591,-0.478561,0.984045,6413.208956,2001-01-01 01:46:53.209 +0000,,,,,,0.227798,1.027679,-0.1409,,1.180676,,,,,,,,,,,,,,,,,,,,,,
-0.042755,-0.858566,-0.474503,0.981894,6413.199129,2001-01-01 01:46:53.199 +0000,,,,,,0.253204,0.906418,-0.152939,,1.062012,,,,,,,,,,,,,,,,,,,,,,
-0.049622,-0.879272,-0.485123,1.005448,6413.189333,2001-01-01 01:46:53.189 +0000,,,,,,0.270035,0.80304,-0.154907,,0.953465,,,,,,,,,,,,,,,,,,,,,,
-0.059021,-0.900223,-0.499969,1.031433,6413.179537,2001-01-01 01:46:53.180 +0000,,,,,,0.292252,0.710724,-0.136566,,0.861271,,,,,,,,,,,,,,,,,,,,,,
-0.088715,-0.928253,-0.516052,1.065755,6413.16971,2001-01-01 01:46:53.170 +0000,,,,,,0.320755,0.637451,-0.113846,,0.780506,,,,,,,,,,,,,,,,,,,,,,
-0.108612,-0.937302,-0.533386,1.083897,6413.159914,2001-01-01 01:46:53.160 +0000,,,,,,0.34462,0.579865,-0.085541,,0.722626,,,,,,,,,,,,,,,,,,,,,,
-0.108536,-0.929413,-0.527008,1.07393,6413.150118,2001-01-01 01:46:53.150 +0000,,,,,,0.374741,0.536331,-0.053467,,0.679943,,,,,,,,,,,,,,,,,,,,,,
