,,,,,,,,,,,Axis_X,Axis_Y,Axis_Z,,Total_Accel_Data,,Action pattern,Placement of Iphone,Height,Weight,Age,ground condition,Frequncy,Number of step (exactly),number of steps(by program),Accuracy,,Action pattern,Placement of Iphone,Height,Weight,Age,ground condition,Frequncy,Number of step (exactly),number of steps(by program),Accuracy
x_times_g,y_times_g,z_times_g,g_measured,TimeInterval,Date,,,,,,-0.813599,0.974823,0.003281,,1.273723,,Walking ,in pocket of pants,173cm,60 Kilo,28,Flat,25Hz ,150,250,0.6,,Walking ,in pocket of pants,173cm,60 Kilo,28,Flat,25Hz ,150,250,0.6
0.016693,0.00116,-1.003922,1.004061,6310.852931,2001-01-01 01:45:10.853 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016861,0.001404,-1.005356,1.005498,6310.843135,2001-01-01 01:45:10.843 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016617,0.003403,-1.00386,1.004004,6310.833339,2001-01-01 01:45:10.833 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.017776,0.000702,-1.006561,1.006718,6310.823512,2001-01-01 01:45:10.824 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01619,-0.000961,-1.00354,1.003671,6310.813716,2001-01-01 01:45:10.814 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.017441,-0.000183,-1.006378,1.006529,6310.80392,2001-01-01 01:45:10.804 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.015503,-0.003357,-1.003922,1.004047,6310.794123,2001-01-01 01:45:10.794 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.015945,-0.00238,-1.005188,1.005317,6310.784297,2001-01-01 01:45:10.784 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016281,-0.00293,-1.005249,1.005385,6310.774501,2001-01-01 01:45:10.775 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.018692,-0.000305,-1.004242,1.004416,6310.764704,2001-01-01 01:45:10.765 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016647,0.000046,-1.005432,1.00557,6310.754908,2001-01-01 01:45:10.755 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.018402,-0.000351,-1.005295,1.005463,6310.745082,2001-01-01 01:45:10.745 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016464,-0.001221,-1.007187,1.007322,6310.735286,2001-01-01 01:45:10.735 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.017365,-0.000122,-1.005325,1.005475,6310.725489,2001-01-01 01:45:10.725 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.015976,-0.000565,-1.006042,1.006169,6310.715693,2001-01-01 01:45:10.716 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.018097,-0.002731,-1.004517,1.004683,6310.705867,2001-01-01 01:45:10.706 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.017334,0.000198,-1.006027,1.006177,6310.69607,2001-01-01 01:45:10.696 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.017639,-0.00061,-1.007156,1.007311,6310.686274,2001-01-01 01:45:10.686 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.018311,0.000412,-1.004959,1.005126,6310.676448,2001-01-01 01:45:10.676 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.017242,0.000473,-1.007401,1.007548,6310.666652,2001-01-01 01:45:10.667 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.017395,-0.000351,-1.006287,1.006437,6310.656855,2001-01-01 01:45:10.657 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.017014,0.000504,-1.006531,1.006675,6310.647029,2001-01-01 01:45:10.647 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016663,-0.000916,-1.004379,1.004518,6310.637233,2001-01-01 01:45:10.637 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.017349,0.000549,-1.00676,1.006909,6310.627436,2001-01-01 01:45:10.627 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016296,0.000092,-1.005386,1.005518,6310.61764,2001-01-01 01:45:10.618 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.018143,0.000412,-1.006912,1.007076,6310.607814,2001-01-01 01:45:10.608 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016541,-0.001511,-1.007492,1.007629,6310.598017,2001-01-01 01:45:10.598 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016373,-0.00145,-1.004745,1.00488,6310.588221,2001-01-01 01:45:10.588 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.017807,0.000122,-1.00621,1.006368,6310.578425,2001-01-01 01:45:10.578 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.015564,-0.001068,-1.006149,1.00627,6310.568599,2001-01-01 01:45:10.569 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.014984,0.001099,-1.005753,1.005865,6310.558802,2001-01-01 01:45:10.559 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.017639,0.000702,-1.007935,1.008089,6310.549006,2001-01-01 01:45:10.549 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016098,0.001358,-1.005463,1.005592,6310.53921,2001-01-01 01:45:10.539 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016464,0.000183,-1.005859,1.005994,6310.529383,2001-01-01 01:45:10.529 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.017792,0.001801,-1.004807,1.004966,6310.519587,2001-01-01 01:45:10.520 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.017303,0.000519,-1.005493,1.005642,6310.509791,2001-01-01 01:45:10.510 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.015625,-0.000275,-1.003464,1.003585,6310.499995,2001-01-01 01:45:10.500 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.017502,0.000717,-1.00528,1.005432,6310.490199,2001-01-01 01:45:10.490 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016144,0.001373,-1.00589,1.00602,6310.480372,2001-01-01 01:45:10.480 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.017181,0.001068,-1.00592,1.006068,6310.470576,2001-01-01 01:45:10.471 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.015976,0.000336,-1.008514,1.008641,6310.46078,2001-01-01 01:45:10.461 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016541,-0.001816,-1.005707,1.005844,6310.450984,2001-01-01 01:45:10.451 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.017807,0.000031,-1.00592,1.006078,6310.441157,2001-01-01 01:45:10.441 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.017502,-0.00145,-1.007858,1.008011,6310.431361,2001-01-01 01:45:10.431 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.018555,-0.001053,-1.007233,1.007404,6310.421565,2001-01-01 01:45:10.422 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016251,-0.000427,-1.004868,1.004999,6310.411769,2001-01-01 01:45:10.412 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.014633,-0.003204,-1.006683,1.006795,6310.401942,2001-01-01 01:45:10.402 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.017075,-0.002289,-1.008041,1.008189,6310.392146,2001-01-01 01:45:10.392 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016876,-0.001633,-1.007111,1.007253,6310.38235,2001-01-01 01:45:10.382 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.017014,0.000381,-1.006866,1.00701,6310.372523,2001-01-01 01:45:10.373 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.017029,0.000534,-1.004639,1.004783,6310.362727,2001-01-01 01:45:10.363 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.017242,-0.000076,-1.004944,1.005092,6310.352931,2001-01-01 01:45:10.353 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.017136,0.001465,-1.008163,1.00831,6310.343135,2001-01-01 01:45:10.343 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.015839,-0.000366,-1.006149,1.006274,6310.333308,2001-01-01 01:45:10.333 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.015137,-0.000641,-1.007324,1.007438,6310.323512,2001-01-01 01:45:10.324 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.017059,-0.00177,-1.006592,1.006738,6310.313716,2001-01-01 01:45:10.314 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016785,-0.000183,-1.00708,1.00722,6310.30392,2001-01-01 01:45:10.304 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.015869,-0.00174,-1.004456,1.004582,6310.294093,2001-01-01 01:45:10.294 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016205,-0.001404,-1.006958,1.007089,6310.284297,2001-01-01 01:45:10.284 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.017044,-0.001236,-1.006866,1.007011,6310.274501,2001-01-01 01:45:10.275 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01709,0.000427,-1.005554,1.0057,6310.264674,2001-01-01 01:45:10.265 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.017029,-0.002014,-1.006134,1.00628,6310.254878,2001-01-01 01:45:10.255 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016937,-0.00116,-1.00705,1.007193,6310.245082,2001-01-01 01:45:10.245 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.017624,-0.001083,-1.007797,1.007952,6310.235286,2001-01-01 01:45:10.235 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.015579,-0.00174,-1.006073,1.006195,6310.225459,2001-01-01 01:45:10.225 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.015915,0.000351,-1.003616,1.003743,6310.215663,2001-01-01 01:45:10.216 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.015808,0.002975,-1.005402,1.00553,6310.205867,2001-01-01 01:45:10.206 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016785,0.002121,-1.005417,1.005559,6310.19607,2001-01-01 01:45:10.196 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01593,0.000916,-1.005142,1.005269,6310.186244,2001-01-01 01:45:10.186 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.017426,-0.000351,-1.00676,1.00691,6310.176448,2001-01-01 01:45:10.176 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.015686,-0.001404,-1.004974,1.005098,6310.166652,2001-01-01 01:45:10.167 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.018295,-0.000977,-1.006241,1.006408,6310.156855,2001-01-01 01:45:10.157 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016113,-0.001465,-1.006226,1.006356,6310.147029,2001-01-01 01:45:10.147 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016937,-0.001633,-1.005966,1.00611,6310.137233,2001-01-01 01:45:10.137 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.017212,0.000427,-1.005737,1.005885,6310.127436,2001-01-01 01:45:10.127 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016571,-0.000046,-1.004333,1.00447,6310.11764,2001-01-01 01:45:10.118 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016022,0.000504,-1.002853,1.002981,6310.107814,2001-01-01 01:45:10.108 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.015259,0.000137,-1.007278,1.007394,6310.098017,2001-01-01 01:45:10.098 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016479,-0.001831,-1.006058,1.006194,6310.088221,2001-01-01 01:45:10.088 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016541,-0.001999,-1.007095,1.007233,6310.078425,2001-01-01 01:45:10.078 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016495,-0.003723,-1.006973,1.007115,6310.068599,2001-01-01 01:45:10.069 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.017288,-0.000381,-1.006897,1.007045,6310.058802,2001-01-01 01:45:10.059 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.015884,0.002335,-1.006653,1.006781,6310.049006,2001-01-01 01:45:10.049 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01712,0.000412,-1.005432,1.005578,6310.03921,2001-01-01 01:45:10.039 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016708,0.002747,-1.005615,1.005758,6310.029383,2001-01-01 01:45:10.029 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.015808,0.002258,-1.004684,1.004811,6310.019587,2001-01-01 01:45:10.020 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.015366,0.002029,-1.006165,1.006284,6310.009791,2001-01-01 01:45:10.010 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01329,-0.001373,-1.005524,1.005612,6309.999995,2001-01-01 01:45:10.000 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016663,-0.001007,-1.006866,1.007005,6309.990168,2001-01-01 01:45:09.990 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.015656,-0.000763,-1.007812,1.007934,6309.980372,2001-01-01 01:45:09.980 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.017517,0.000595,-1.00502,1.005173,6309.970576,2001-01-01 01:45:09.971 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016754,-0.001129,-1.00531,1.00545,6309.960749,2001-01-01 01:45:09.961 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016678,0.000275,-1.005646,1.005784,6309.950953,2001-01-01 01:45:09.951 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.015518,-0.000351,-1.005203,1.005323,6309.941157,2001-01-01 01:45:09.941 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.015808,-0.000214,-1.006714,1.006838,6309.93133,2001-01-01 01:45:09.931 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.015656,-0.000381,-1.004807,1.004929,6309.921534,2001-01-01 01:45:09.922 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016922,-0.000565,-1.004715,1.004858,6309.911738,2001-01-01 01:45:09.912 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.015778,-0.001999,-1.005234,1.00536,6309.901942,2001-01-01 01:45:09.902 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016724,-0.001587,-1.006897,1.007037,6309.892146,2001-01-01 01:45:09.892 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0177,0.000732,-1.006332,1.006488,6309.882319,2001-01-01 01:45:09.882 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.017792,0.002441,-1.004684,1.004845,6309.872523,2001-01-01 01:45:09.873 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.014709,0.000931,-1.006653,1.006761,6309.862727,2001-01-01 01:45:09.863 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016342,0.002167,-1.006119,1.006254,6309.852931,2001-01-01 01:45:09.853 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.017563,-0.000427,-1.005646,1.005799,6309.843104,2001-01-01 01:45:09.843 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016937,-0.002579,-1.006012,1.006158,6309.833308,2001-01-01 01:45:09.833 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.017044,-0.00061,-1.00769,1.007835,6309.823512,2001-01-01 01:45:09.824 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.017395,0.000122,-1.007751,1.007902,6309.813716,2001-01-01 01:45:09.814 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.017548,0.001297,-1.005829,1.005983,6309.803889,2001-01-01 01:45:09.804 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016876,0.000397,-1.00473,1.004872,6309.794093,2001-01-01 01:45:09.794 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.015884,0.000107,-1.003006,1.003132,6309.784297,2001-01-01 01:45:09.784 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.014496,-0.000076,-1.005829,1.005933,6309.774501,2001-01-01 01:45:09.775 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.015137,-0.005737,-1.006836,1.006966,6309.764674,2001-01-01 01:45:09.765 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.015335,-0.002365,-1.007278,1.007398,6309.754878,2001-01-01 01:45:09.755 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01712,-0.002701,-1.006287,1.006436,6309.745082,2001-01-01 01:45:09.745 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.018112,-0.000656,-1.004822,1.004985,6309.735255,2001-01-01 01:45:09.735 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.018829,0.00116,-1.004303,1.00448,6309.725459,2001-01-01 01:45:09.725 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.018845,0.001343,-1.005081,1.005259,6309.715663,2001-01-01 01:45:09.716 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016403,0.001236,-1.004181,1.004316,6309.705867,2001-01-01 01:45:09.706 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.015335,-0.002029,-1.006653,1.006772,6309.69607,2001-01-01 01:45:09.696 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.014603,-0.001648,-1.005676,1.005784,6309.686244,2001-01-01 01:45:09.686 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016556,-0.000031,-1.006729,1.006865,6309.676448,2001-01-01 01:45:09.676 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.014069,0.0009,-1.0065,1.006599,6309.666652,2001-01-01 01:45:09.667 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.017273,0.002579,-1.006821,1.006972,6309.656855,2001-01-01 01:45:09.657 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.020218,0.001968,-1.004486,1.004691,6309.647029,2001-01-01 01:45:09.647 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.019104,0.000473,-1.004791,1.004973,6309.637233,2001-01-01 01:45:09.637 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.018219,-0.002533,-1.005661,1.005829,6309.627436,2001-01-01 01:45:09.627 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016556,-0.003799,-1.006226,1.006369,6309.61764,2001-01-01 01:45:09.618 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.013611,-0.005142,-1.007156,1.007261,6309.607814,2001-01-01 01:45:09.608 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.012619,-0.003235,-1.00737,1.007454,6309.598017,2001-01-01 01:45:09.598 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.014145,-0.00177,-1.006058,1.006159,6309.588221,2001-01-01 01:45:09.588 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016083,0.003983,-1.004242,1.004379,6309.578425,2001-01-01 01:45:09.578 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.017014,0.004974,-1.00325,1.003407,6309.568629,2001-01-01 01:45:09.569 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.019913,0.002625,-1.007736,1.007936,6309.558802,2001-01-01 01:45:09.559 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.019226,-0.002762,-1.00853,1.008717,6309.549006,2001-01-01 01:45:09.549 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016266,-0.00975,-1.007263,1.007442,6309.53921,2001-01-01 01:45:09.539 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.017441,-0.010574,-1.007874,1.00808,6309.529414,2001-01-01 01:45:09.529 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.015244,-0.004868,-1.009079,1.009206,6309.519587,2001-01-01 01:45:09.520 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01474,0.002884,-1.006439,1.006551,6309.509791,2001-01-01 01:45:09.510 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.014053,0.005554,-1.004608,1.004722,6309.499995,2001-01-01 01:45:09.500 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016617,0.003418,-1.004745,1.004889,6309.490199,2001-01-01 01:45:09.490 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.017838,0.00267,-1.00383,1.003992,6309.480372,2001-01-01 01:45:09.480 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016418,0.00029,-1.006241,1.006375,6309.470576,2001-01-01 01:45:09.471 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.017151,-0.002838,-1.006134,1.006284,6309.46078,2001-01-01 01:45:09.461 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016861,-0.004395,-1.006073,1.006224,6309.450984,2001-01-01 01:45:09.451 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016617,-0.005371,-1.007584,1.007735,6309.441188,2001-01-01 01:45:09.441 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.013641,-0.005173,-1.00708,1.007186,6309.431361,2001-01-01 01:45:09.431 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016556,-0.002151,-1.005661,1.0058,6309.421565,2001-01-01 01:45:09.422 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016037,-0.000961,-1.00415,1.004279,6309.411769,2001-01-01 01:45:09.412 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016724,0.001328,-1.00589,1.00603,6309.401973,2001-01-01 01:45:09.402 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.017365,0.001663,-1.006119,1.00627,6309.392176,2001-01-01 01:45:09.392 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016083,0.000961,-1.004547,1.004676,6309.38235,2001-01-01 01:45:09.382 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.017426,-0.000793,-1.005356,1.005507,6309.372554,2001-01-01 01:45:09.373 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016144,-0.00087,-1.004211,1.004342,6309.362757,2001-01-01 01:45:09.363 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.015106,-0.003174,-1.006561,1.00668,6309.352961,2001-01-01 01:45:09.353 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.015793,-0.001617,-1.005707,1.005832,6309.343135,2001-01-01 01:45:09.343 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.015839,-0.002136,-1.006393,1.00652,6309.333339,2001-01-01 01:45:09.333 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016266,-0.001038,-1.006989,1.00712,6309.323542,2001-01-01 01:45:09.324 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01561,-0.000305,-1.006805,1.006926,6309.313716,2001-01-01 01:45:09.314 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016998,-0.000168,-1.006042,1.006186,6309.30392,2001-01-01 01:45:09.304 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016769,-0.000992,-1.006195,1.006335,6309.294123,2001-01-01 01:45:09.294 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.017365,-0.001312,-1.006882,1.007032,6309.284327,2001-01-01 01:45:09.284 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016357,0.000336,-1.005997,1.00613,6309.274501,2001-01-01 01:45:09.275 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.015335,0.000336,-1.00589,1.006007,6309.264704,2001-01-01 01:45:09.265 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.015778,-0.000595,-1.007233,1.007356,6309.254908,2001-01-01 01:45:09.255 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016235,-0.000641,-1.006927,1.007059,6309.245112,2001-01-01 01:45:09.245 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.017761,0.000153,-1.00563,1.005787,6309.235316,2001-01-01 01:45:09.235 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016907,-0.002274,-1.005783,1.005928,6309.225489,2001-01-01 01:45:09.225 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.015137,-0.001846,-1.005188,1.005304,6309.215693,2001-01-01 01:45:09.216 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.017441,-0.000076,-1.006836,1.006987,6309.205897,2001-01-01 01:45:09.206 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016495,-0.000153,-1.005615,1.005751,6309.196101,2001-01-01 01:45:09.196 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.017136,-0.002167,-1.007568,1.007716,6309.186274,2001-01-01 01:45:09.186 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.016586,-0.001053,-1.005341,1.005478,6309.176478,2001-01-01 01:45:09.176 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.015808,-0.001068,-1.006241,1.006366,6309.166682,2001-01-01 01:45:09.167 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.017136,-0.0009,-1.005554,1.005701,6309.156886,2001-01-01 01:45:09.157 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
