x_times_g,y_times_g,z_times_g,g_measured,TimeInterval,Date
-0.945709,2.131378,-0.259171,2.346126,45514.3901,2001-01-01 12:38:34.390 +0000
-0.8703,1.948059,-0.261917,2.149641,45514.37054,2001-01-01 12:38:34.371 +0000
-0.754333,1.75032,-0.231812,1.919994,45514.35095,2001-01-01 12:38:34.351 +0000
-0.587234,1.524429,-0.279953,1.657439,45514.33136,2001-01-01 12:38:34.331 +0000
-0.474289,1.367767,-0.3647,1.492898,45514.31177,2001-01-01 12:38:34.312 +0000
-0.411484,1.24411,-0.456268,1.387555,45514.2922,2001-01-01 12:38:34.292 +0000
-0.374023,1.120102,-0.531509,1.295,45514.27261,2001-01-01 12:38:34.273 +0000
-0.346954,0.990601,-0.606049,1.212007,45514.25302,2001-01-01 12:38:34.253 +0000
-0.309891,0.923157,-0.679916,1.18766,45514.23343,2001-01-01 12:38:34.233 +0000
-0.26178,0.888412,-0.756348,1.195771,45514.21383,2001-01-01 12:38:34.214 +0000
-0.218231,0.862213,-0.792801,1.191457,45514.19424,2001-01-01 12:38:34.194 +0000
-0.188187,0.848511,-0.767776,1.159683,45514.17468,2001-01-01 12:38:34.175 +0000
-0.191254,0.867416,-0.74205,1.157423,45514.15509,2001-01-01 12:38:34.155 +0000
-0.234161,0.907608,-0.709763,1.175732,45514.1355,2001-01-01 12:38:34.135 +0000
-0.306732,0.963242,-0.597809,1.174434,45514.1159,2001-01-01 12:38:34.116 +0000
-0.373184,1.008408,-0.430267,1.158137,45514.09631,2001-01-01 12:38:34.096 +0000
-0.375214,1.057373,-0.328979,1.169209,45514.07672,2001-01-01 12:38:34.077 +0000
-0.39212,1.147446,-0.335007,1.258022,45514.05713,2001-01-01 12:38:34.057 +0000
-0.487808,1.273911,-0.336441,1.40499,45514.03756,2001-01-01 12:38:34.038 +0000
-0.628418,1.419815,-0.298904,1.581179,45514.01797,2001-01-01 12:38:34.018 +0000
-0.719223,1.615173,-0.297089,1.792855,45513.99838,2001-01-01 12:38:33.998 +0000
-0.703583,1.825729,-0.321304,1.982814,45513.97879,2001-01-01 12:38:33.979 +0000
-0.73175,2.030792,-0.286026,2.177473,45513.9592,2001-01-01 12:38:33.959 +0000
-0.849426,2.322205,-0.24379,2.484672,45513.9396,2001-01-01 12:38:33.940 +0000
-1.013702,2.598969,-0.209991,2.797557,45513.92001,2001-01-01 12:38:33.920 +0000
-1.126251,2.740677,-0.15831,2.967291,45513.90045,2001-01-01 12:38:33.900 +0000
-1.167099,2.736649,-0.024933,2.975229,45513.88086,2001-01-01 12:38:33.881 +0000
-1.157928,2.635422,0.096085,2.880187,45513.86126,2001-01-01 12:38:33.861 +0000
-1.038971,2.430878,0.115219,2.646111,45513.84167,2001-01-01 12:38:33.842 +0000
-0.896423,2.17099,0.131348,2.352451,45513.82208,2001-01-01 12:38:33.822 +0000
-0.774765,1.879166,0.185226,2.041037,45513.80249,2001-01-01 12:38:33.802 +0000
-0.636169,1.592041,0.238022,1.730884,45513.7829,2001-01-01 12:38:33.783 +0000
-0.521866,1.345627,0.315308,1.47732,45513.76333,2001-01-01 12:38:33.763 +0000
-0.42453,1.093079,0.445831,1.254517,45513.74374,2001-01-01 12:38:33.744 +0000
-0.365875,0.82428,0.585876,1.075432,45513.72415,2001-01-01 12:38:33.724 +0000
-0.334854,0.559677,0.754868,0.997592,45513.70456,2001-01-01 12:38:33.705 +0000
-0.291412,0.393677,0.889908,1.015795,45513.68496,2001-01-01 12:38:33.685 +0000
-0.229187,0.258652,0.963699,1.023789,45513.66537,2001-01-01 12:38:33.665 +0000
-0.221573,0.309113,0.878296,0.957104,45513.64581,2001-01-01 12:38:33.646 +0000
-0.197876,0.358505,0.711136,0.820607,45513.62622,2001-01-01 12:38:33.626 +0000
-0.174149,0.467484,0.595016,0.776475,45513.60663,2001-01-01 12:38:33.607 +0000
-0.179794,0.600952,0.598236,0.866808,45513.58703,2001-01-01 12:38:33.587 +0000
-0.324295,0.72435,0.57901,0.982396,45513.56744,2001-01-01 12:38:33.567 +0000
-0.374863,0.895233,0.498398,1.091038,45513.54788,2001-01-01 12:38:33.548 +0000
-0.431763,1.094528,0.30542,1.215604,45513.52829,2001-01-01 12:38:33.528 +0000
-0.567627,1.2957,0.178207,1.425762,45513.5087,2001-01-01 12:38:33.509 +0000
-0.814484,1.544586,0.172836,1.754709,45513.4891,2001-01-01 12:38:33.489 +0000
-1.001221,1.776047,0.10733,2.041643,45513.46953,2001-01-01 12:38:33.470 +0000
-1.017899,2.01297,0.038757,2.256029,45513.44994,2001-01-01 12:38:33.450 +0000
-0.919373,2.258316,-0.00798,2.438299,45513.43038,2001-01-01 12:38:33.430 +0000
-0.858597,2.329575,-0.068481,2.483706,45513.41078,2001-01-01 12:38:33.411 +0000
-0.862991,2.415207,-0.110886,2.567153,45513.39119,2001-01-01 12:38:33.391 +0000
-0.825439,2.394714,-0.149689,2.537403,45513.3716,2001-01-01 12:38:33.372 +0000
-0.789871,2.272629,-0.150162,2.410661,45513.35201,2001-01-01 12:38:33.352 +0000
-0.792664,2.096634,-0.163757,2.247444,45513.33242,2001-01-01 12:38:33.332 +0000
-0.772766,1.901932,-0.192276,2.061912,45513.31282,2001-01-01 12:38:33.313 +0000
-0.750671,1.782715,-0.239075,1.949035,45513.29326,2001-01-01 12:38:33.293 +0000
-0.685959,1.650955,-0.275574,1.808904,45513.27367,2001-01-01 12:38:33.274 +0000
-0.582779,1.475677,-0.347351,1.624164,45513.25408,2001-01-01 12:38:33.254 +0000
-0.486328,1.352982,-0.440109,1.503586,45513.23448,2001-01-01 12:38:33.234 +0000
-0.43161,1.286194,-0.504623,1.44749,45513.21489,2001-01-01 12:38:33.215 +0000
-0.418091,1.206131,-0.549026,1.389598,45513.19533,2001-01-01 12:38:33.195 +0000
-0.400757,1.073761,-0.613754,1.300101,45513.17574,2001-01-01 12:38:33.176 +0000
-0.355118,0.940643,-0.719894,1.236595,45513.15615,2001-01-01 12:38:33.156 +0000
-0.305832,0.888596,-0.779205,1.220777,45513.13658,2001-01-01 12:38:33.137 +0000
-0.290192,0.883255,-0.795975,1.223898,45513.11699,2001-01-01 12:38:33.117 +0000
-0.283707,0.865402,-0.817825,1.22403,45513.0974,2001-01-01 12:38:33.097 +0000
-0.284714,0.914459,-0.825989,1.264735,45513.07781,2001-01-01 12:38:33.078 +0000
-0.315521,1.001587,-0.782303,1.309476,45513.05821,2001-01-01 12:38:33.058 +0000
